d262deeedd0212199f17d02b6b6ad375515fbe11d8bb519cf04f4d8bbbed2cf1,bd5e2b1d8ee4b08c1013533cdc82de7ae5eb395eede953d541c681dff227f9fa,0f0bfe9aaf5ea8466cd46734e386d15337473bb2e78877c21373de90c278ece4,f81ca7f4e1a0f3fc31c93c4f8f1daa48438ac089408094078d0d34dc810227a3,ff295ff6d5c069e18acc73db694e78eedb658472f0b8525ef9a8b317bb08fc38,59f3981e2a5c3ae7c622b09a896c59e53f9c5745dd869f1a9e38bf1b83f8e6da,f8ca247f2d77d967a0dae74d6fdbe9be4f4e17357edee53c9ea88d5911ac1796,9696baace2b72591ddd9c4b79731cf7bbb9def794f7d21bd36cfb708f6b1d244,793295e2b04c0261bb69277db6347d64368b55981fa72a674d21afa86f2f64f8,0308316a389030afe95b9c46ab024ccbf263b5df4c256289dff6aa5563e36b1d,5ad429950ee62b4e14347881044135a59124dd1711a14c3ebe4a998622e93367,39b8969bb8028bab59d0bbccb27efd6bb4b8d92e9de8d40c1709b94a4661a130,fb6f969df83315c57808440b04ca90f3d61d39da98b37ffff474d23ef75c5b5d,7259058b051e16907b25893f724ac9ba06b0d7d470bf13cfef32e2b326149725,9f0c0a388719fdb784adea1c89c33944c699270ba3e8c7da6393ddaf430be971,166c8797e731047ca0914afcbb78cde6f49674ac25c03dea13e05935ded2f315,d1e0eb2e2c3bc60bfc257cdb5fabdfa970f226298f9190dd19f839f6549efb8f,5d0847841c06e4fa15417b8c03a8455c3fd6af5b84ed55e44bc6da808c11d189,f944a6f9b74f22d5fa99b81a0b77e94f56df1bb3a0a08e92b9b16e8edfcbaf78,69c645bbbc1938b5279a2aac3f81709f12c309dff870f6a51c21c0f6818eb628,ec7651dbf81806d2596bc16956be5f4ee2279474ce56b21d0c27efc991d38daa,d249a82c35c7f499a71091935992b761586bc27c74661017df745e870b01f334,ad6ca6c21193c66a722dc7a122232568efc0ae7a6eb94bf3954f633ed3206b15,0edc56199b4ef1e929955cce31cd2ff6d4ddf9123faeb6d2f6764f83321b7077
"1002","1","0","3","1001","10010101","100101","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10020101","100201","0","1","0","0","0","10","1001","1","0","0","1001","1","0","0","1","0","1002"
"1","1002","0","4","1001","10030101","100301","0","0","0","0","0","8","0","1","0","0","1","1001","0","0","1002","0","1"
"0","1","0","1","1001","10030102","100301","0","0","0","0","0","4","0","1002","0","0","0","0","0","0","0","0","1"
"1001","1","0","3","1001","10040101","100401","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10050101","100501","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10060101","100601","0","1001","0","0","0","9","0","1","0","0","1001","1","0","0","1","0","1002"
"1002","1001","0","6","1","10070101","100701","0","1002","0","0","0","9","0","1","0","0","1","1","0","0","1001","0","1"
"1","1","0","3","1002","10080101","100801","0","1","0","0","0","10","1002","1001","0","0","1","1002","0","0","1001","0","1001"
"1001","1001","0","3","1","10090101","100901","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1001"
"1","1","0","3","1001","10100101","101001","0","1002","0","0","0","10","1","1002","0","0","1001","1","0","0","1","0","1002"
"1001","1","0","3","1002","10110101","101101","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10120101","101201","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","3","1002","10130101","101301","0","0","0","0","0","7","0","1001","0","0","1","1002","0","0","0","0","1001"
"1001","1","0","3","1002","10140101","101401","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1001","1","0","3","1002","10150101","101501","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10160101","101601","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","5","1001","10170101","101701","0","1001","0","0","0","9","0","1001","0","0","1001","1","0","0","1","0","1002"
"1001","1","0","3","1002","10180101","101801","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10200101","102001","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10210101","102101","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1001","1","0","3","1002","10220101","102201","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10230101","102301","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","3","1001","10250101","102501","0","0","0","0","0","8","0","1002","0","0","1","1001","0","0","1001","0","1002"
"1","1","0","4","1002","10260101","102601","1","1","0","0","0","12","1001","1001","0","0","1002","1001","0","0","1","1002","1001"
"1","1","0","3","1002","10270101","102701","0","0","0","0","0","8","0","1002","0","0","1","1002","0","0","1001","0","1001"
"1001","1","0","3","1002","10280101","102801","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10290101","102901","0","1001","0","0","0","9","0","1","0","0","1001","1","0","0","1","0","1002"
"1002","1","0","3","1001","10300101","103001","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1001","1","0","3","1002","10310101","103101","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1001","1","0","3","1002","10320101","103201","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10330101","103301","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1002","0","4","1","10340101","103401","0","0","0","0","0","8","0","1","0","0","1","1001","0","0","1002","0","1002"
"1001","1","0","3","1001","10360101","103601","1002","1","0","0","0","12","1","1002","0","0","1002","1","0","0","1001","1001","1002"
"1001","1","0","3","1001","10370101","103701","0","1001","0","0","0","10","1","1002","0","0","1002","1","0","0","1001","0","1002"
"1001","1","0","3","1002","10380101","103801","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1001","1","0","3","1002","10400101","104001","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1001","1","0","3","1002","10420101","104201","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10430101","104301","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1001","1","0","3","1002","10440101","104401","1002","1","0","0","0","12","1","1002","0","0","1002","1","0","0","1001","1001","1001"
"1002","1","0","3","1002","10450101","104501","0","1002","0","0","0","9","0","1001","0","0","1","1","0","0","1001","0","1001"
"1001","1","0","3","1002","10460101","104601","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10470101","104701","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10480101","104801","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10490101","104901","1002","1","0","0","0","13","1","1","0","1001","1","1","0","0","1001","1","1002"
"1001","1","0","3","1002","10500101","105001","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10510101","105101","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1002","0","2","1","10520101","105201","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1","1002","0","4","1","10530101","105301","0","0","0","0","0","6","0","1","0","0","0","1002","0","0","0","0","1001"
"1","1002","0","4","1","10540101","105401","1001","1002","0","0","0","11","1","1","0","0","1","1002","0","0","1","0","1001"
"1001","1","0","3","1002","10550101","105501","0","0","0","0","0","8","0","1","0","0","1","1","0","0","1002","0","1001"
"1002","1","0","3","1002","10560101","105601","0","1002","0","0","0","9","0","1001","0","0","1","1","0","0","1001","0","1001"
"1001","1","0","3","1002","10570101","105701","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10580101","105801","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10590101","105901","0","0","0","0","0","9","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1001","10600101","106001","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","3","1001","10610101","106101","0","1001","0","0","0","9","0","1002","0","0","1","1001","0","0","1002","0","1002"
"0","2001","0","2","2002","10610102","106101","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2001"
"1","1","0","4","1002","10630101","106301","1002","1002","0","0","0","11","1","1002","0","0","1001","1002","0","0","1","0","1001"
"1001","1002","0","5","1001","10640101","106401","1","1","0","0","0","11","1002","1","0","0","1","1002","0","0","1001","0","2001"
"1","1001","1002","8","1001","10650101","106501","1","1","0","1","0","16","1002","1002","0","1","1002","1001","1","0","1001","1001","1002"
"1001","1","0","3","1002","10660101","106601","0","1002","0","0","0","9","0","1","0","0","1002","1","0","0","1","0","1001"
"1","1002","0","4","1001","10670101","106701","0","1","0","0","0","10","1002","1001","0","0","1","1002","0","0","1001","0","2001"
"1","1","0","3","1001","10680101","106801","0","1001","0","0","0","9","0","1002","0","0","1","1001","0","0","1002","0","1002"
"2002","2002","0","8","2001","10680102","106801","0","2003","0","0","0","9","0","2001","0","0","2003","2001","0","0","2003","0","2002"
"2001","2001","0","3","1001","10690101","106901","1002","2001","0","0","0","13","1001","1001","0","1001","1001","1002","0","0","2001","2001","1002"
"1","1","0","3","1001","10700101","107001","1002","1","0","0","0","13","1001","1001","0","1001","1001","1002","0","0","1","1","1002"
"1","1","0","3","1002","10710101","107101","1001","1","0","0","0","13","1002","1002","0","1002","1002","1001","0","0","1","1","1001"
"1","1","0","3","1002","10750101","107501","1001","1","0","0","0","13","1","1001","0","1002","1001","1","0","0","1002","1","1001"
"1","1","0","4","1002","10760101","107601","1002","1002","0","0","0","11","1","1002","0","0","1001","1002","0","0","1","0","1001"
"1001","1","0","3","1002","10770101","107701","1001","1","0","0","0","13","1","1","0","1002","1002","1","0","0","1","1","1001"
"1001","1","0","3","1001","10780101","107801","1002","1001","0","0","0","13","1","1002","0","1001","1002","1","0","0","1","1","1002"
"1","1","0","4","1001","10790101","107901","1","1002","0","0","0","11","1","1002","0","0","1001","1","0","0","1","0","1002"
"1002","1","0","3","1001","10800101","108001","0","0","0","0","0","8","0","1","0","0","1","1001","0","0","1001","0","1002"
"1001","1","0","3","1002","10810101","108101","1002","1001","0","0","0","11","1","1","0","0","1002","1002","0","0","1","0","1001"
"1","1","1002","9","1001","10820101","108201","1","1","0","1","0","17","1002","1002","1001","1001","1","1002","1","0","1001","1002","1002"
"1002","1","0","3","1001","10830101","108301","0","1002","0","0","0","10","1001","1","0","0","1001","1","0","0","1","0","1002"
"1001","1","0","3","1002","10840101","108401","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","10850101","108501","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
