f03a885f839fb733aaf5a673952b5a32b69e3353df0309036c5e6f445ed7e058,4b173c89277ddaeb334560af13a654ccf4e84b7229c8c23da4c815c9ee6e4991,ccacea60052082171384efc1e26514d980935e543ba3e1537995561e91404b62,da5586f43413691b583b3e60eca84aea5d5b854b9fb3f0b28754179c8146a6a4,d0f109c3fa360506bf766d6a21f336e31c055d3fd5ae1f64fbbd99de1322ca82,634f70de3da293f623bf60753c38f88a81f767903ec4f454850f8da420342910,e2a2b2bf7254d2ae1fbcc9a1cef96c87c978c797801a5aa6c530eaa9ab97b391,0fba2f66bcffcba9d2bbe161808192c5e25396da602ca109cc93f3be96f9b477,0269c5f7b224ccbc8664bc69c2ab9a84d91f08f5538e350fd666c36c32023787,e707db70004eef63e4b03be9b257945ea5b341d494494cee06ff70c7e0921bc0,eddcd10d7420cc7d7812793a2aa5bc8e7e0d0f8da675b47d8718b0bb8aebf314,1f5702716171c89df6a85ed8e63c296bcc22d78e8a4e540373bf02502ce24331,aa63c414f3e45d563d72323ec56bf421392edc6e9d29a86d6ca349a216944632,9c3a42d8c36b0c40bb6e9868a133e533a364df538209d6f090c36ed4dfcc68a7
"0","2030/04/01 14:59:59","1001","0","201","11001010","51001001","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11002012","51001002","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11003012","51001003","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11004013","51001004","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11005013","51001005","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11006014","51001006","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11007014","51001007","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11008015","51001008","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11009015","51001009","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11010017","51001010","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11011017","51001011","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11012017","51001012","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11013017","51001013","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11014014","51001014","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11015014","51001015","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11016014","51001016","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11017014","51001017","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11018014","51001018","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11019014","51001019","1","0","101","0","2015/04/01 15:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11020014","51001020","1","0","101","0","2020/02/18 16:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11021014","51001021","1","0","101","0","2020/02/18 16:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11022014","51001022","1","0","101","0","2020/02/18 16:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11023014","51001023","1","0","101","0","2020/02/18 16:00:00","402001",""
"0","2030/04/01 14:59:59","1001","0","201","11024014","51001024","1","0","101","0","2020/02/18 16:00:00","402001",""
"0","2030/04/01 14:59:59","1003","0","201","12001003","51003001","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12002003","51003002","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12003003","51003003","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12004003","51003004","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12005003","51003005","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12006003","51003006","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12007003","51003007","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12008003","51003008","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12009003","51003009","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12010003","51003010","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12011003","51003011","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12012003","51003012","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12013003","51003013","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12014003","51003014","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12015003","51003015","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12016003","51003016","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12017003","51003017","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12018003","51003018","1","0","102","0","2015/04/01 15:00:00","403001",""
"0","2030/04/01 14:59:59","1003","0","201","12019003","51003019","1","0","102","0","2015/04/01 15:00:00","403001",""
