52bc634aaf4f2490c58208e4a253e58cfc3f2a5f77d05b25d8ca4ab2a0fa3fdd,43cb52382a0e4f68c59434316c37b3ed66604990956c3f5e3521960166de8d2d,3b0e9d4fc11d801115f44cbcd3d293449ad52781c12255e5f3d88122b7fc9a52,7f1ecd394a160efd36bdef61bc313d673e252dd1354b2788cbb22e20d9cd7015,fcf73ab6e4125246215a7f2885574c28974c6370384eee4371d1abacb042503f,8f05251986a0de9841e6b25f24394b69e737b67fdce38d0cfe30528d80c3ca39,ebf356c443e41ded4964d03996f9639c59ff14ee440cd75ccccd89221fe9f264,ce5a903fb0aa77ea3cbd7cd90c4e3dabc0941ad89f27bced3830d2e883f1634a,471fede446b923cdb148fb02af4acc2d3cfbf957b2f7789d7b658d2f900ce04a,c5c2319379b0ade5796dc49eff9e5e3a9a9a2a9b974c04c3b35592c96ff4d25b,9923c087958fc47b16aca3647491f2b5cc784b74f8a35a2aad4aa22ffd7c40e8,13212699fed638230a8bd3288c58ccc7a8875c6ada05464dc7b89843c2e25029,cc0fb8c927712103477c02e62d57244b2825363dab2d2ee666924ff8f977c41c,cc6fb3e4c0ab3436bff16dd00c97cff9f56a07b13781493ee54964112bc1e6c5,6e4ebdefbfbe9c61418e9a00979c3720adc31b46de71f645ef2aa29062a34c18,e02949ae62e6fcd74bc4824a4cb759b49f3d9b9d923a974125a2e193bf1518df,618a8e1028a04cfe4ccc7163a4867db851b1e7c53f29359ffff63abb182350b5,45aed24f6c8f5d513432c3dc5b6df1326c60da1a5f6cb46a738c79d94cffac76,51cd2fabaaabb9ef7bdededa1f8bf608d7f7533e8c8a316a1bd0e29f9873c411,c44f9d91a7f67389ec17d5ee366808977157ac2a6945732f652c55c4fa02e402,53480bd077a70b0d35de81d5c692c6705c2881e613fc764d4f63c00e17b9c493,3a905c1ea9c6e65c6bd41647252938cf80b88ed0e4ace522ed88ab029910f12a,9835410b250556afe6be6b685c85d627b92b8cbdddd87eb7b9d4fcc782e50f03,0f523c576d380cc8054f6063e8211e45005e49f0f79044b1081a2fbf991ce78e
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001001","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001001","0","通過主線冒險(一般) 1-1","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001002","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001002","0","通過主線冒險(一般) 1-2","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001003","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001003","0","通過主線冒險(一般) 1-3","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001004","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001004","0","通過主線冒險(一般) 1-4","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001005","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001005","0","通過主線冒險(一般) 1-5","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001006","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001006","0","通過主線冒險(一般) 1-6","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001007","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001007","0","通過主線冒險(一般) 1-7","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001008","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001008","0","通過主線冒險(一般) 1-8","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001009","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001009","0","通過主線冒險(一般) 1-9","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11001010","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001010","0","通過主線冒險(一般) 1-10","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002001","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001011","0","通過主線冒險(一般) 2-1","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002002","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001012","0","通過主線冒險(一般) 2-2","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002003","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001013","0","通過主線冒險(一般) 2-3","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002004","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001014","0","通過主線冒險(一般) 2-4","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002005","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001015","0","通過主線冒險(一般) 2-5","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002006","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001016","0","通過主線冒險(一般) 2-6","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002007","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001017","0","通過主線冒險(一般) 2-7","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002008","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001018","0","通過主線冒險(一般) 2-8","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002009","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001019","0","通過主線冒險(一般) 2-9","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002010","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001020","0","通過主線冒險(一般) 2-10","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002011","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001021","0","通過主線冒險(一般) 2-11","0","20"
"1","0","0","1","21001001","0","101","201","0","0","0","1001","11002012","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001022","0","通過主線冒險(一般) 2-12","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003001","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001023","0","通過主線冒險(一般) 3-1","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003002","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001024","0","通過主線冒險(一般) 3-2","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003003","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001025","0","通過主線冒險(一般) 3-3","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003004","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001026","0","通過主線冒險(一般) 3-4","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003005","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001027","0","通過主線冒險(一般) 3-5","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003006","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001028","0","通過主線冒險(一般) 3-6","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003007","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001029","0","通過主線冒險(一般) 3-7","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003008","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001030","0","通過主線冒險(一般) 3-8","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003009","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001031","0","通過主線冒險(一般) 3-9","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003010","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001032","0","通過主線冒險(一般) 3-10","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003011","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001033","0","通過主線冒險(一般) 3-11","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11003012","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001034","0","通過主線冒險(一般) 3-12","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11004001","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001035","0","通過主線冒險(一般) 4-1","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11004002","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001036","0","通過主線冒險(一般) 4-2","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11004003","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001037","0","通過主線冒險(一般) 4-3","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11004004","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001038","0","通過主線冒險(一般) 4-4","0","20"
"1","0","0","1","21001002","0","101","201","0","0","0","1001","11004005","0","2030/04/01 14:59:59","0","2015/04/01 15:00:00","0","0","21001039","0","通過主線冒險(一般) 4-5","0","20"
