66ed8ac2417b90925090979489b394c2ed959d218deff845091fa383739eb2ce,1f0eec03de3be596efff424aab233a48f66b25550da789690617ed032877d935,f5bdcb607fd31d0a01abc4aa3a3750bfc492048273b76eaa1fef370048a50ee7,3f142b30e1c4f33ee40ac7d278d109ebc4643dfafd73ca3fef8b32e8ba741a11,d1c5e8183f4de13eb477f2e329e594100cddf98000d04477ff0df927d4323ab5,e4f8563dc71495a32b8a49ec1c0e4940da15e98c179bd360450ecda122753749,913375b954b49d8650d56914bf4297925864bec47ae8249d4de0071c5e1620d9,fdd1be28e37ecab033408996fb82e86ab45c09391567878935ec0a803e2cbb93,f422eab2ffa9f0ad18e7ba4c10e0a313799d49fea405c511df3868a60b834b03,90996c7bd373385050215882fa2bbedf635426cdaa1869fdb0ef269844608c19,9d4962364e5f199cde6fc63fd2a90be21a8085a2de2c3508c9a4e4ff7df4911a,4595300dd73aadbfcaa14ccd5911490013251754484e9e49b783f608f2a32b54,d3c2ae309c9f820c2982f53c7b6b914815143f511e6bd1e77897b4d6257079bb,88703261b7297b42bc55dca932aa6c97ba26f349135e697d86622169d1b90e64,f04701536c5deb249cb14572d7007e0ebdd8c498d79651b0df69b3cd29ba7b5d,87e2970380bfa669f4396d7cbe6f8cbf12b259b993c7355037850c3d1cb276ae,88fab4a3b35915d3bf6dc1ad029fb2b9a8d875933ec2cb284649b321b82e9f9a,f7cad4de3e25265199717d7a2f9519bc33e449672790f74875a3322e360d6601,9fcad1669a81fcfc20f4932e945426a554000b56582e827404f36f97711b5bee,2864a396faac70406a4d3d0374e3a97d6e017204fb67e3e717723c10ebc14898,2319320d3c3feaa2cbf175fbba57d71c84c17117ad606e30a6de1d524191e162,df150403b594f95dd9409edef53c9f80f642391924fd306f231954c4952ae764,1b3ef1a501cb78ee426d301a61673df646feeb757aa1f3c6879556e4e51cb129,4604739f95220324f89668555b8811635773353a02fe97752277c1a464f40c9e,3dfdfcec050cd22e3c391b8a07fe01275df2c593ce628136781ec505fec6ee48,0f7671d640b7e949c61f3b01f2b02070b92946a3547ad20dcfdf7d87c183bf11,4417b7aea28093fdd2c0af4374a7b29cbaf9ca00a835ecf38e9e3788d58cc6ee,502a84a4c291090819a98790c56a67f02f5d7b3c674c694fe17e0b1717eb0889
"100100102","0","0","0","0","100100103","0","0","1001001","日和衝擊","0","0","0","0","0","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","0","0","0","100100101","0","0","0","100100102","1001"
"0","0","0","0","0","0","0","0","1001002","貓咪攻擊","1.125","0","0","0","0","0","0","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","100100201","0","0","0","0","2001"
"0","0","0","0","0","0","0","0","1001003","貓咪聯合攻擊","1.295","0","0","0","0","0","0","0","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","0","0","100100301","0","0","0","100100302","2001"
"0","0","0","0","0","0","0","0","1001011","日和燃燒衝擊","0","0","0","0","0","0","0","0","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","0","0","100101101","0","0","0","100101102","1001"
"0","0","0","0","0","0","0","0","1001012","貓咪攻擊+","1.125","0","0","0","0","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","0","0","100101201","0","0","0","100101202","2001"
"0","0","0","0","0","0","0","0","1001501","肉球力量！","0","0","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","100150101","0","0","0","0","3001"
"0","0","0","0","0","0","0","0","1001511","肉球力量！+","0","0","0","0","0","0","0","0","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","0","0","100151101","0","0","0","0","3001"
"0","0","0","0","0","0","0","0","1002001","全體治癒","0","0","1","0","0","0","0","0","使己方全體恢復中幅度的 HP。","0","0","0","100200101","0","0","0","0","1005"
"0","0","0","0","0","0","0","0","1002002","花朵射擊","1.6","0","1","0","0","0","0","0","對面前的 1 名敵人造成中幅度的魔法傷害。","0","0","0","100200201","0","0","0","0","2002"
"0","0","0","0","0","0","0","0","1002003","花朵護盾","1.46","0","1","0","0","0","0","0","小幅度提升己方全體的物理防禦力。","0","0","0","100200301","0","0","0","0","2003"
"0","0","0","0","0","100201103","0","0","1002011","盛開治癒","0","0","1","0","0","0","0","0","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","0","0","0","100201101","0","100201104","0","100201102","1005"
"100201201","0","0","0","0","0","0","0","1002012","花朵射擊+","1.6","0","1","0","0","0","0","0","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","0","0","100201201","0","0","0","100201202","2002"
"0","0","0","0","0","0","0","0","1002501","花朵氣場","0","0","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","0","0","100250101","0","0","0","0","3003"
"0","0","0","0","0","0","0","0","1002511","花朵氣場+","0","0","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。","0","0","0","100251101","0","0","0","100251102","3003"
"0","0","0","0","0","0","0","0","1003001","斬擊風暴","0","0","0","0","0","0","0","0","對面前的 1 名敵人造成特大幅度的物理傷害。","0","0","0","100300101","0","0","0","0","1001"
"0","0","0","0","0","0","0","0","1003002","狂風刺擊","0.955","0","0","0","0","0","0","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","100300201","0","0","0","0","2001"
"0","0","100300306","0","0","100300303","0","0","1003003","反擊斬","1.3275","0","0","0","0","0","0","0","對面前的 1 名敵人造成中幅度的物理傷害。根據攻擊前處於戰鬥反擊姿勢時怜所受到傷害的比例，來提升造成的傷害。","0","0","100300305","100300301","0","100300304","0","100300302","2001"
"0","0","0","0","0","0","0","0","1003011","斬擊暴風雨","0","0","0","0","0","0","0","0","對面前的1名敵人造成特大幅度的物理傷害，同時將風之刃纏繞於身。在纏繞於身的期間，技能的效果值將會變為2倍。","0","0","0","100301101","0","0","0","100301102","1001"
"0","0","0","0","0","100301203","0","0","1003012","狂風刺擊+","0.955","100301202","0","0","0","100301203","0","0","對眼前一名敵人角色造成中幅度物理傷害，再小幅度降低其物理防禦力。","0","0","100301205","100301201","0","100301204","0","100301202","2001"
"0","0","0","0","0","0","0","0","1003501","高速刺擊","0","0","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","100350101","0","0","0","0","3001"
"0","0","0","0","0","0","0","0","1003511","高速刺擊+","0","0","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的最高 HP。","0","0","0","100351101","0","0","0","100351102","3001"
"100400101","0","0","0","0","0","0","0","1004001","搗蛋炸彈","0","0","0","0","0","0","0","0","以離自己第 2 近的敵人為中心，對範圍內所有敵人造成中幅度的物理傷害。","0","0","0","100400101","0","0","0","100400102","1001"
