de12131e402936e135919d6178a3320e1c616d9a59d24cd2dd48ff8528785bb4,7dd49d92422661d20a28712da9ca9f58dd068f472db7858eaf84e43de722efd4,862b1bbb00e23ca6ad748d5d47e4f6cebce3c23cf30f121ef1e215cdb03f1977,9fda22c74d9bc4910cf5fad0d94de71d5455098fcee636d2be6ec7143d55668e,1722c7103ca5d8669be9d634d81e3ad196218cd091c6d762601579142eee4dbf,877dcc20f28252879e968c7e08ea119e637fc2278a6caa1c8a067519503fbde2,04ffe5f09ea415c95b0cc035c26afa9de951b8393f1563526ebf1917a59c6dac,a38e34a2eeb11b35a6ea4d814912f0f87e5f4028534ed53670492040d287de23,162ba13eb5cedd75b04cfad927dda0c1e48039fa09a96c179b618bf59c8cc0e4,346289a187e17bb489c9c74e11fe87aa49740baa2a0dc3f539f45516757b950e,8bff6cfe00aaabc029f075236750c46e3bea4bab4e57e554bd0c3cb3e472b029,812bbb4e0d4f52dd70a84e0910b148ca0d7c9dd53e5efd8e4009e5c570a4f0bf,4631039dab095542f78ee461bfc5729612c78174a3d708fa5fbd8b5d74abc2ce,5a4ebed144ea4d25b67c25ecb2a00d55b018dffcbe5b0eb8337c13d110d72be4,9c34d4c323361baaff3612e61af532a067f5a6723749170da033f5682431c114,9e18eefa8e113f7d50826a3ddbf5bd83f71641a540bf450ba0b31bccb5714aaa,23449668b47be2dcfe1a45e9d8fb843b4071a1bca5a41223a2864825a8e662f0,f04b30e90bda5dbdff590ca951fcc034aaf9ce39faf84b834625b79d824e6eff,7a1daecf46445df771f52a6a5cc38e0a2ab06115ea93b9d47865597c1559c092,5fcad2b2b3606de6dfa16f9b06a8a7ee6a3cbc39873fe48584bd3e7c805e3d10,9b6fe5d3c761f512dfff1401ed0fa86de49b99c10fbd3579b34adf1d8f8cf2be,2359b9cf28e28e9b6d36d87ea0ac7cccd31a7157e8a0c59a7ae9e80c1406c290,0df0c09c2cecf7f994ba4cb9d4a430abc0d6c31f5f58237cfa63f594dfaf1875,36a22002536e4583bf482b17c2ed8e778d6ebb2b7fcf460e4b46ade2ec102d02,2ecfac6af16d45cdb89eac80ed73539a26a199e12d129c368475840b0b7b8156,46b9f9c11f994c83ad831c8251c566f89d7ddb178fa15da863f411bbb647beef,6f136fefa646eeeb0c62509e57c92d13cc0133c2fe35ac70c580131b2ba7b0d1,e3dff71173f673332f5e76e8ca304ffba8283bd07d3bb6a10b4c6147ad223b44,9ae92869986f0f9253726b156ccdc04d8847450534801b10cd7e6ff985d96e65,18c18855715bb3d97c17ae343da047996275a048519ca37518fc1f7b019994c9,6297a1fe4620f76001b0875ebbda726512991aa65e5abcdfab55d643c7b350f2,067acd3837366d46acfdd5252ec8336115a427775bec401f5b44d7d43344a321,ac8906501453353b3d7b8da5df357a7400fba7e293cf230c010d46998bb75fc1,c76316395318165012bf9ddc46c3a08d025a15c17b5a9b00968024d49f7e3884,c21ae931d5fd0a53ad78eb67e9cecea990789a92608b42f3e22ebcfcf232f9d8,ab06b8d411a84974e91540981313432c59522d5ed668bd51c755a384ae58b1c3,ba983e9470123208db254a35d064775fa5925942fd84d49d2baf76874562b030,d343bae09c345437ae99e1eefbb96d342b55404676a8c84502d0861543f082e2
"670300010","0","670110010","1","0","0","61001007","273","650002011","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670090110","0","1","61001004","1","0","0","1","0","1","0"
"670300010","0","670390010","1","0","0","10011001","273","650002012","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670120008","0","1","10011002","1","0","0","2","0","1","101011"
"670050009","0","670420010","1","4","101011","10011004","273","650002013","66","0","66","0","66","0","0","0","0","670230010","0","0","0","0","0","10011006","0","0","670380009","0","1","10011005","1","0","0","3","0","1","0"
"670060011","0","670440011","1","0","0","61001007","281","650002021","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670370011","0","1","61001004","1","0","0","1","0","1","0"
"670210111","0","670080011","1","0","0","10011001","281","650002022","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670330009","0","1","10011002","1","0","0","2","0","1","101011"
"670380110","0","670160011","1","4","101011","10011004","281","650002023","66","0","66","0","66","0","0","0","0","670340011","0","0","0","0","0","10011006","0","0","670290111","0","1","10011005","1","0","0","3","0","1","0"
"670090012","0","670130012","1","0","0","61001007","288","650002031","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670060012","0","1","61001004","1","0","0","1","0","1","0"
"670300112","0","670070012","1","0","0","10011001","288","650002032","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670090012","0","1","10011002","1","0","0","2","0","1","101011"
"670030012","0","670100012","1","4","101011","10011004","288","650002033","66","0","66","0","66","0","0","0","0","670210112","0","0","0","0","0","10011006","0","0","670040011","0","1","10011005","1","0","0","3","0","1","0"
"670280013","0","670020013","1","0","0","61001007","298","650002041","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670030013","0","1","61001004","1","0","0","1","0","1","0"
"670300013","0","670390013","1","0","0","10011001","298","650002042","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670120011","0","1","10011002","1","0","0","2","0","1","101011"
"670380112","0","670420013","1","4","101011","10011004","298","650002043","66","0","66","0","66","0","0","0","0","670160013","0","0","0","0","0","10011006","0","0","670270013","0","1","10011005","1","0","0","3","0","1","0"
"670300014","0","670110014","1","0","0","61001007","309","650002051","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670090114","0","1","61001004","1","0","0","1","0","1","0"
"670300114","0","670070014","1","0","0","10011001","309","650002052","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670090014","0","1","10011002","1","0","0","2","0","1","101011"
"670290214","0","670250014","1","4","101011","10011004","309","650002053","66","0","66","0","66","0","0","0","0","670130114","0","0","0","0","0","10011006","0","0","670330012","0","1","10011005","1","0","0","3","0","1","0"
"670060015","0","670440015","1","0","0","61001007","313","650002061","18","0","30","0","36","0","0","0","0","0","0","0","0","0","0","61001005","0","0","670370015","0","1","61001004","1","0","0","1","0","1","0"
"670300015","0","670140015","1","0","0","10011001","313","650002062","66","0","66","0","66","0","4","0","0","0","0","0","0","0","0","10011003","0","0","670050014","0","1","10011002","1","0","0","2","0","1","101011"
