3275add60be84390a892cbd07e8a449444be6c38e40729a6a771fdb8d502cfee,492c0bfee6ed86bf9c272008fcb15a148a8071d60769c9706e4a338ffa478315,f208adb595e839658a42213c13889e169896b2673cf5a81f3cff58b9eb015557,a8f271ebb90ee4cb71c6c74e1fd61ebcdba826e3e35be8be5f29aaff00be0738,01df439b0388e2b3213d4d52cc3218b3b1e9c3cd8fe343797f2eb7857c3268cf,6d07a601a3a33e3367a7ce70e36050ae7b3160ba17321649353468caef7a8d6b,16eb1e08698f3248cf5f5825317a8792ae58539f706cefb3174bf84b7c5d8ef3,752383f2bafff3383ae77a9ed3633519a3c2fd47b8e334bfa7ac993f00296752,b5378f9457ca3bdab4867545b5224d019ca052977c9a731ee9519c77460629b9
"0","10000","10","12000","1","90043","1","90001","30000"
"0","10000","20","24000","2","90047","2","90002","30000"
"0","10000","20","24000","3","90047","3","90002","30000"
"0","10000","20","24000","4","90047","4","90002","30000"
"0","10000","20","24000","5","90047","5","90002","30000"
"0","10000","20","24000","6","90047","6","90002","30000"
"0","10000","20","24000","7","90047","7","90002","30000"
"0","10000","20","24000","8","90047","8","90002","30000"
"0","10000","20","24000","9","90047","9","90002","30000"
"0","10000","20","24000","10","90047","10","90002","30000"
"90011","10000","40","48000","11","90051","11","90003","30000"
"90011","10000","40","48000","12","90051","12","90003","30000"
"90011","10000","40","48000","13","90051","13","90003","30000"
"90011","10000","40","48000","14","90051","14","90003","30000"
"90011","10000","40","48000","15","90051","15","90003","30000"
"90011","10000","40","48000","16","90051","16","90003","30000"
"90011","10000","40","48000","17","90051","17","90003","30000"
"90011","10000","40","48000","18","90051","18","90003","30000"
"90011","10000","40","48000","19","90051","19","90003","30000"
"90011","10000","40","48000","20","90051","20","90003","30000"
"90015","10000","60","72000","21","90055","21","90004","30000"
"90015","10000","60","72000","22","90055","22","90004","30000"
"90015","10000","60","72000","23","90055","23","90004","30000"
"90015","10000","60","72000","24","90055","24","90004","30000"
"90015","10000","60","72000","25","90055","25","90004","30000"
"90015","10000","60","72000","26","90055","26","90004","30000"
"90015","10000","60","72000","27","90055","27","90004","30000"
"90015","10000","60","72000","28","90055","28","90004","30000"
"90015","10000","60","72000","29","90055","29","90004","30000"
"90015","10000","60","72000","30","90055","30","90004","30000"
"90015","10000","80","96000","31","90059","31","90005","30000"
"90015","10000","80","96000","32","90059","32","90005","30000"
"90015","10000","80","96000","33","90059","33","90005","30000"
"90015","10000","80","96000","34","90059","34","90005","30000"
"90015","10000","80","96000","35","90059","35","90005","30000"
"90015","10000","80","96000","36","90059","36","90005","30000"
"90015","10000","80","96000","37","90059","37","90005","30000"
"90015","10000","80","96000","38","90059","38","90005","30000"
"90015","10000","80","96000","39","90059","39","90005","30000"
"90015","10000","80","96000","40","90059","40","90005","30000"
"90017","10000","120","144000","41","90063","41","90005","30000"
"90017","10000","120","144000","42","90063","42","90005","30000"
"90017","10000","120","144000","43","90063","43","90005","30000"
"90017","10000","120","144000","44","90063","44","90005","30000"
"90017","10000","120","144000","45","90063","45","90005","30000"
"90017","10000","120","144000","46","90063","46","90005","30000"
"90017","10000","120","144000","47","90063","47","90005","30000"
"90017","10000","120","144000","48","90063","48","90005","30000"
"90017","10000","120","144000","49","90063","49","90005","30000"
"90017","10000","120","144000","50","90063","50","90005","30000"
"90019","10000","150","180000","51","90067","51","90006","30000"
"90019","10000","150","180000","52","90067","52","90006","30000"
"90019","10000","150","180000","53","90067","53","90006","30000"
"90019","10000","150","180000","54","90067","54","90006","30000"
"90019","10000","150","180000","55","90067","55","90006","30000"
"90019","10000","150","180000","56","90067","56","90006","30000"
"90019","10000","150","180000","57","90067","57","90006","30000"
"90019","10000","150","180000","58","90067","58","90006","30000"
"90019","10000","150","180000","59","90067","59","90006","30000"
"90019","10000","150","180000","60","90067","60","90006","30000"
"90021","10000","180","216000","61","90071","61","90007","30000"
"90021","10000","180","216000","62","90071","62","90007","30000"
"90021","10000","180","216000","63","90071","63","90007","30000"
"90021","10000","180","216000","64","90071","64","90007","30000"
"90021","10000","180","216000","65","90071","65","90007","30000"
"90021","10000","180","216000","66","90071","66","90007","30000"
"90021","10000","180","216000","67","90071","67","90007","30000"
"90021","10000","180","216000","68","90071","68","90007","30000"
"90021","10000","180","216000","69","90071","69","90007","30000"
"90021","10000","180","216000","70","90071","70","90007","30000"
