335d24f25098eb7836f0384acefd1a63e11d06061b0464002600f76e7043582f,48069f189ff9202309b3cf5ef3937c99262bc9bc77d521acd10a5b7dea60a32e,bf5e972fa9b72dc3a2de8d1fb62e94cdc209c5c427b73234986f91bb3b6deddd,25b8f0ddce16b0cfa00509e331b7ef0b2ee8057c672ae0e80ec8dbd5fe83f44b,f24a601afea1d98005dddde1b9a8e99ecb1a300d8cc9269a9e2e87e5199fbea4,d3115a57d8fd5b3e514b80c798861763fe61d61ecbdcbd757ac0570cf8121214,f4fac4540cc26cdf900095fde81d2ff2759b377227982c34cdeda45de45f910e,46d6c440355c0e9af66bed156cdc2477abcdb2087e14e5eb6dd4badd30f171c1,1f15bd8087c18e26263b906cb310182a3720a17812a0fa663dbd152925ba1927,9b29f37aa57e7d3ad8c50e780f4462af00f2d5d9317edb197b860c35240b0822,31c1d53a7129479cff795be2ff8bcb2ae44f3e320b886f7d1425ecf5061bec4e,186d66d03a0e21950999df253953add3709f914d68bd00da9c3d85ed4197a89d,ddb6b523f8c57c1a3d2b2099687b2bee69f09d190919a62529dcce84f457c936,c91e76e1f72c578f09b84ab9a37f062542b25204846e7d96c836304f0ae137b5,d09e49638c3daede05f388e500340379d76b3eacd18a77970fde3ad6369a5e40,2519cc88de6a931cc093cc027a982ca86c9e95599e024ce41d3d0a7e3cb90a93
"0","4","0","1","101281","0","0","1","0","101011","0","4","110010011","0","0","0"
"0","4","0","1","101521","0","0","1","0","101251","0","4","110010021","0","0","0"
"0","4","0","1","101431","0","0","1","0","101161","0","4","110010031","0","0","0"
"0","4","0","1","101551","0","0","1","0","101371","0","4","110010041","0","0","0"
"0","4","0","1","101611","0","0","1","0","101161","0","4","110010051","0","0","0"
"0","4","0","1","101401","0","0","1","0","101071","0","4","110010061","0","0","0"
"0","4","0","1","101581","0","0","1","0","101251","0","4","110010071","0","0","0"
"0","4","0","1","101611","0","0","1","0","101281","0","4","110010081","0","0","0"
"0","4","0","1","101551","0","0","1","0","101131","0","4","110010091","0","0","0"
"0","4","0","1","101611","0","0","1","0","101011","0","4","110010101","0","0","0"
"0","4","0","1","101011","0","0","1","0","101191","0","4","110020011","0","0","0"
"0","4","0","1","101371","0","0","1","0","101251","0","4","110020021","0","0","0"
"0","4","0","1","101551","0","0","1","0","101401","0","4","110020031","0","0","0"
"0","4","0","1","101611","0","0","1","0","101521","0","4","110020041","0","0","0"
"0","4","0","1","101581","0","0","1","0","101281","0","4","110020051","0","0","0"
"0","4","0","1","101611","0","0","1","0","101251","0","4","110020061","0","0","0"
"0","4","0","1","101431","0","0","1","0","101071","0","4","110020071","0","0","0"
