ede35675f1282a4b00f33f3464068628253933fa4d3ff1b9d66c4f4eef46c893,ddf7205bc421a3a3a2c77c4722b8ab6fddf2cea2085200a5865e66bff386643a,018b3358eb81618a53304864db39d47d261ff745114fb57c181b14ce14b442f7,a3d917eb39d8e049fc36e494c5ca455a9027b6d82ac89c296e6463ac54583857,a6ce62f11f0ce2091fc8a329dc771ce851858ac17746fbdffaac2ac0891f4ba9,4b223d918aa005fa5c7e4679ed1a5ba4d0302b366dc99603633589da33491c51,b78ecdb47435bf7b887929900b4fccf20ee38e64c05420b33dcceb6331df8841,e58d5b104150db7350f095189866e41944c9eda44a17a0f3392d3d7af0ae6315,57cd7dab2dcf2f5b23492027d21680c9dc67168f3d03a62f8d04592fa822c3bd,5f40b25fd953fd1eef6449d9390f80a2b57621a24610fc4036be286b510bbb4c,962d1e77dab0a4d4f13dd11aacf2ef4c35bab9ab52f3f71ade64b9c1903b9ab9,b04a951904b4a3bfaf6fad75c71f1f9b80f1a0a2f6b4dc8d313802de6aa19e30,da57244d4616a315d4fa2a94625dd5ca30e5c0d812fc02d2ae4180d99867fb23,1269d74ed6fe6ad1d7bbd5fcd3e27d0515b2afe43ed6d8fbfc7ed179d90b352f,1d4ac869cd8df1ac78987b52e22b5cd80dfa21e4c4fa4506f504622d866a09a8,396a2788ca6a2c1eb798c18a8e14cef5597b963285da10f38d20d8a87eaec0c8,ba9e534be8d3e4bfc886d03bc349842516143801817b79f112058e27c6a0db54,2fa7eb988ce003315a6b5552c36ee24212a4c1fb636b6aab6d6f2c6a6e2592d2,a5aeab2b9b776117c2783e1d0673f1d830ce258a2ec5ce2ae3c0c3df5e516f0b,25c1eeaf859a3a4a379dfd2c9592d4f2b224408c414e94dc675f14ffcb5d38df,4e1aea53a6d1ddc2aa9b459df3e213c3ef8fc1134be452575ed3828eec8904a5
"2018/08/22 16:00:00","0","1","90","0","2018/09/01","2018/08/31 23:59:59","2018/09/04 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/09/21 15:59:59","101011","2018/09/21 15:59:59","0","25","2018/09/01","戰隊競賽開始！\n和戰隊夥伴們一起討伐怪物吧！","40004","0","1001","101011","0"
"2018/09/21 16:00:00","0","1","90","0","2018/10/01","2018/09/30 23:59:59","2018/10/03 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/10/22 15:59:59","101021","2018/10/22 15:59:59","0","25","2018/10/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1002","101021","0"
"2018/10/22 16:00:00","0","1","90","0","2018/11/01","2018/10/31 23:59:59","2018/11/05 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/11/20 04:59:59","101042","2018/11/20 04:59:59","0","25","2018/11/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1003","101042","0"
"2018/11/20 05:00:00","0","1","90","0","2018/11/30","2018/11/29 23:59:59","2018/12/05 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/12/21 15:59:59","101161","2018/12/21 15:59:59","0","25","2018/11/30","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1004","101161","0"
"2018/12/21 16:00:00","0","1","90","0","2018/12/31","2018/12/30 23:59:59","2019/01/07 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/01/22 15:59:59","101171","2019/01/22 15:59:59","0","25","2018/12/31","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1005","101171","0"
"2019/01/22 16:00:00","0","1","90","0","2019/01/31","2019/01/30 23:59:59","2019/02/01 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/02/19 04:59:59","101191","2019/02/19 04:59:59","0","25","2019/01/31","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1006","101191","0"
"2019/02/19 05:00:00","0","1","90","0","2019/03/01","2019/02/28 23:59:59","2019/03/05 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/03/22 04:59:59","101202","2019/03/22 04:59:59","0","25","2019/03/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1007","101202","0"
"2019/03/22 05:00:00","0","1","90","0","2019/04/01","2019/03/31 23:59:59","2019/04/03 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/04/22 04:59:59","101292","2019/04/22 04:59:59","0","25","2019/04/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1008","101292","0"
"2019/04/22 05:00:00","0","1","90","0","2019/05/01","2019/04/30 23:59:59","2019/05/07 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/05/23 04:59:59","101302","2019/05/23 04:59:59","0","25","2019/05/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1009","101302","0"
"2019/05/23 05:00:00","0","1","90","0","2019/06/01","2019/05/31 23:59:59","2019/06/12 16:00:00","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/06/22 04:59:59","101441","2019/06/22 04:59:59","0","25","2019/06/01","和戰隊夥伴們一起\n討伐強力的怪物吧！","40004","0","1010","101441","0"
