814b5b1d442ec9d8f755b26963081810387fe13d4d70570f89cff606fe1ee18d,fca287d73b0ecfbb59b3fefbab744109a73eec06d6d8a3996b4e670863cbdb9d,deca6782939ceeba355cda1b3778a4bca87a705c8cf8da826756fa5a921f178c,ad0b175770349ca7bb6cc422dab84d228ec2d0eafa99644b8f2d673facad04b8,87532049665734f2e6d43fc86bed50e7e5e55c3fc78e03550dda691c779a0ed7,8e191d9763a755abfd2b51842980f96a5e013e5c5baff9bc00ef8f5350e88382,18bd03a7a5c55b553ddf1f3e292a56dc261fed60b6f9b814e3f073e19e39bf17,d7b9586825dd84562032c6cb5487f8c665df16cc156f659d667acecd96ac409d,55ea1a888de96376f23849dc89dfa181e7593886706a2672d79938c809ae7166,fa3ce0b79019ada8ef6bf8241af8521fb53d681a84d81a638833a0dd33427df1,9f7d58b7b4fd7b8017bb128e1e42234b96de78d67eeb1c99f4cf0cdabd742842,b30ef97dc8b7fd8abbb5b247081dc29533fc2f7c2df41515e125c792ad7f3e72,158cde99460220124188d7926d2fa4338caaf07c54b66f0d8064a44bbe3e130e,39e20efb7f112d18c436974a62e4f2d8ffa9d837a9a76c77d7f428f311272cfa,06ceb30a966926e19719d81e4dc9100ae359f0f537fc902ad6ea6245a438e56d,0ed62c2f3662badc6603d83a4abeba0d2b88597f3f3df00d34b861aa8fe3e151,6a82936eccf7fcd0e339a04de97b4708df202ff993bf47fa56e73b8e67f18cc9,af8efb9df905883b8539009c3790a9ee31b53f2cf3a690fb8094ff5841c3712c
"0","0","0","0","0","0","0","0","5000","0","2000","1","0","0","0","用空花大旋轉飛行共2000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","10000","0","4000","2","0","0","0","用空花大旋轉飛行共4000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","15000","0","6000","3","0","0","0","用空花大旋轉飛行共6000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","20000","0","8000","4","0","0","0","用空花大旋轉飛行共8000ｍ吧","94002","12"
"0","0","0","0","0","0","2","5","50","0","10000","5","0","23001","0","用空花大旋轉飛行共10000ｍ吧","91002","8"
"0","0","0","0","0","0","0","0","25000","0","12000","6","0","0","0","用空花大旋轉飛行共12000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","30000","0","14000","7","0","0","0","用空花大旋轉飛行共14000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","35000","0","16000","8","0","0","0","用空花大旋轉飛行共16000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","40000","0","18000","9","0","0","0","用空花大旋轉飛行共18000ｍ吧","94002","12"
"0","0","0","0","0","0","2","5","50","0","20000","10","0","23001","0","用空花大旋轉飛行共20000ｍ吧","91002","8"
"0","0","0","0","0","0","0","0","55000","0","22000","11","0","0","0","用空花大旋轉飛行共22000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","35000","0","24000","12","0","0","0","用空花大旋轉飛行共24000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","40000","0","26000","13","0","0","0","用空花大旋轉飛行共26000ｍ吧","94002","12"
"0","0","0","0","0","0","0","0","45000","0","28000","14","0","0","0","用空花大旋轉飛行共28000ｍ吧","94002","12"
"0","2","0","0","23001","0","8","150","1","0","30000","15","10","91002","0","用空花大旋轉飛行共30000ｍ吧","1405","7"
