7989522f04c9aba904be369baac24b04cc3e066d93640d5811cc5c566552eddf,ac40e5e1acc6e0badcbd6ef5f4b15ac7cfeb4c3e7167b0cd56b4b018e8e405c4,5cf1796083d9d0a734348dba042cd18abaca685ac2191fbfcf77ea8d782b7aea,f81899c4a8ce8092e61b4a5229093f3458a3b0d1649972f21361cc77f65e14c3,efdfd9e374b4a38328f8031f90b333ebceacbe77a46fa031efb2d69bf8702d78
"0","3","803100201","1","3001"
"0","3","803100202","2","3001"
"0","3","803100203","3","3001"
"0","3","803100204","1","3002"
"0","3","803100205","2","3002"
"0","3","803100206","3","3002"
"0","3","803100207","1","3003"
"0","3","803100208","2","3003"
"0","3","803100209","3","3003"
"0","3","803100210","1","3004"
"0","3","803100211","2","3004"
"0","3","803100212","3","3004"
"0","3","803100213","1","3005"
"0","3","803100214","2","3005"
"0","3","803100215","3","3005"
"0","3","803100216","1","3006"
"0","3","803100217","2","3006"
"0","3","803100218","3","3006"
"0","3","803100219","1","3007"
"0","3","803100220","2","3007"
"0","3","803100221","3","3007"
