288d6c10b00f362c84ff19292b57d540c22c53458a861d2e24b85b36e937411c,35dd2b4b4846c02dc78c1c86d567c0ca846a4234928b4f58b4038acfa77cb07d,cc28ac81ee206a4363dd18777cca4277bb0440827588d0cc5f07ea2ecf5919a9,5824b0ba1a5310bbdb8fea40abadee9fb4c0d3647b9d5d8a6521434afd3c020b,3f3de66b68fc98a48d0372f823aa458cb78b6e4c69aba20b60e7f5a8d5d14c27,e20df3f8f317f4d37be7a6b9ea53d48685893cf351310765e696d00ebaef347d,b087d6d47b06ddf66cb8d90f69899038abea53205f7c7c4af1419a71e50a787b,1a95fcf4e615313a8314e88bd6bfbe486f84d59d910117bd3eef84ee5d86d6a6,edc75ffb3dd509476b287ddf9be2b2c9f81a5fe1043178d198cb74789315b3f3,7e5f848e2a9d9709c6bd60d3f84a4abdba356a6b6829a8267255e6d8b134482d,da0f6c2dc3bcb4947387cb3bd619da3aebc25ac26bd74abe0bcba6025501f10a,40764066af41b5b1b2e15b0a2d5f11502689ed468660632e9eb555d88e2dbd99,e84f1d6553354201e2f7d483bbd7fa869a1d97b69fca01cce9ca0b9420d305cf,7a861afafe8479aa539ab231808486ddd51dfec78aa28b336be03cbd6393c6b7,3374136e41b10d5e5d9c5e449b671dae9c9b925d5c73fe4fd431df3ec28c642c,4f60c7b15587013c25d5a6229e4276419faab5a40f2c3b9b77a084e0bc51332e,37235bca0148475362a7de4b33abeb5cd20bfb6d38b09854ac9a0eba4f60dd8b,0a0c9785e915b7f9a1ae2dfdeff3d03bac0bf40f290964a45d0dbd8d39fd0518,169dfec6c9457827dca5767304b7c5b94da274d4eb1937b3ee101e87edf66e94,933f8057570937ba52970e9fc6453ebb9002c34821c4de0385752b09978c212f,8495b564e131508432cedd9ea16f7845994f986aa83c5fd3c7d53dcc22646409,c39fcb5093aa7c023de47da22aa66bc07360e6b1444cc068f368e34597da6837,5cccb5fa8afff01e127cccf508596c81f217f504eca677436e482d870d24d06c,44254037adb66dbf43332f4f2118a0e7a6ea3609e973f2403274972fe75e9ccb,42de3b43d2e2849a1032af9c337e1442d8afb83e2257bddfb9ae4915a9fa0008,149813387e33bd5c8e467d79d9ea770fdfe672bd49197f0462837bf57d4cb945,883e3700c58880e10f2e4592dafed0363b4b416ae744f27469045d7cd4a08c7f,920b6fa65ff5912f08d593e53a6c477b3550ad3e414eaa492fcf96087ba30960,4b1c52d21690e18d328b2e93188838586e85d7ec0e1ad5139e8c00bb0a365d63,7160c9796ba7062f4c6123f6fc23da27052b13ffa28303cffbb2cec939261da2,be0f633d097df32633dbb5a6726a87fd045a6af578820f3f83b44e13796a49a2,79642eaeb3a9cf6c742d6263eef94589bab8b16953e2e7d376292f022cc25679,6e95a7af25fb9ac9cf4771fb6e02e9b8fd1066426e68bb866164bcc85d9701d2,251515ecfc0a56e39215d20d80405fba660691c95e0a473a92e97591d70113f9,6be4b91c504106848675d635bc78e1cdfb4cc944c151e6d19dd0bbab904bbfc1,077cf62c4a74382b7cd487a48edd259e92a32b0b82b78b4d83b1fa8121e591c2,522f337571eea0ce18151145b025b68aa24d511d1f878eeeb1969e364a3cad55,111139b68f330893a7cdf8e9d5b301219e7940e57b4eb12d79136f3ef2abcc8b,c2addfcc4eba299af0d19ec33c00ecbff36c4195976448601239d1509126d780,7ce9b71599852d3832ea6165c5e06d583bbc648c652d1cb2a3831e42ab13dace,1a5079c85debc466f15c8f17016791800ab5f0599c63859da16bafaf72b87b06,ebf56f2e54312439f25cc777ab160f2cc928ed14b0adccc5fa4bf500a9a9912f,50e8c889c511c56d08dfdf5c743b6a299a4ffeb5d89876a685ff27fe55a566e8,ea1805ac35327acc6cda651e9e31c9b00f24946f3b1b6f33cd308b8bcc8706bc
"0","0","bgm_M41","-50","650130012","0","-820","100016","0","0","0","650001101","100020","8","1","0","bgm_M41","塔爾格姆地區 1-1","bgm_M41","0","100015","20001","120","650130013","8","0","bgm_M41","650130011","8","bgm_M41","0","20001101","0","0","bgm_M41","1","0","90","100014","650001124","100014","0","1","20001101"
"0","0","bgm_M41","-140","650140012","0","-710","100016","0","0","0","650001102","100020","8","1","0","bgm_M41","塔爾格姆地區 1-2","bgm_M41","0","100015","20001","120","650140013","8","0","bgm_M41","650140011","8","bgm_M41","0","20001102","0","0","bgm_M41","1","0","90","100014","650001125","100014","0","2","20001101"
"0","0","bgm_M41","0","650150012","0","-620","100093","0","0","0","650001103","100030","8","1","0","bgm_M41","塔爾格姆地區 1-3","bgm_M41","0","100092","20001","120","650150013","8","0","bgm_M41","650150011","8","bgm_M41","0","20001103","0","0","bgm_M41","1","0","90","100091","650001126","100091","0","3","20001101"
"0","0","bgm_M41","-90","650160012","0","-500","100043","0","0","0","650001104","100040","8","1","0","bgm_M41","塔爾格姆地區 1-4","bgm_M41","0","100042","20001","120","650160013","8","0","bgm_M41","650160011","8","bgm_M41","0","20001104","0","0","bgm_M41","1","0","90","100041","650001127","100041","0","4","20001101"
"0","0","bgm_M41","45","650170012","0","-425","100093","0","0","0","650001105","100030","8","1","0","bgm_M41","塔爾格姆地區 1-5","bgm_M41","0","100092","20001","120","650170013","8","0","bgm_M41","650170011","8","bgm_M41","0","20001105","0","0","bgm_M41","1","0","90","100091","650001123","100091","0","5","20001101"
"0","0","bgm_M41","0","650180012","0","-280","100063","0","0","0","650001106","100010","9","1","0","bgm_M41","塔爾格姆地區 1-6","bgm_M41","0","100062","20001","135","650180013","9","0","bgm_M41","650180011","9","bgm_M41","0","20001106","0","0","bgm_M41","1","0","90","100061","650001124","100061","0","6","20001101"
"0","0","bgm_M41","-160","650190012","0","-220","100023","0","0","0","650001107","100050","9","1","0","bgm_M41","塔爾格姆地區 1-7","bgm_M41","0","100022","20001","135","650190013","9","0","bgm_M41","650190011","9","bgm_M41","0","20001107","0","0","bgm_M41","1","0","90","100021","650001125","100021","0","7","20001101"
"0","0","bgm_M41","-10","650200012","0","-100","100043","0","0","0","650001108","100040","9","1","0","bgm_M41","塔爾格姆地區 1-8","bgm_M41","0","100042","20001","135","650200013","9","0","bgm_M41","650200011","9","bgm_M41","0","20001108","0","0","bgm_M41","1","0","90","100041","650001126","100041","0","8","20001101"
"0","0","bgm_M41","30","650210012","0","30","100016","0","0","0","650001109","100020","9","1","0","bgm_M41","塔爾格姆地區 1-9","bgm_M41","0","100015","20001","135","650210013","9","0","bgm_M41","650210011","9","bgm_M41","0","20001109","0","0","bgm_M41","1","0","90","100014","650001127","100014","0","9","20001101"
"0","0","bgm_M41","-80","650220012","0","140","100093","0","0","0","650001110","100030","9","1","0","bgm_M41","塔爾格姆地區 1-10","bgm_M41","0","100092","20001","135","650220013","9","0","bgm_M41","650220011","9","bgm_M41","0","20001110","0","0","bgm_M41","1","0","90","100091","650001122","100091","0","10","20001101"
"0","0","bgm_M41","61","650230012","0","260","100103","0","0","0","650001111","100070","10","1","0","bgm_M41","塔爾格姆地區 1-11","bgm_M41","0","100102","20001","150","650230013","10","0","bgm_M41","650230011","10","bgm_M41","0","20001111","0","0","bgm_M41","1","0","90","100101","650001124","100101","0","11","20001101"
"0","0","bgm_M41","-96","650240012","0","345","100063","0","0","0","650001112","100010","10","1","0","bgm_M41","塔爾格姆地區 1-12","bgm_M41","0","100062","20001","150","650240013","10","0","bgm_M41","650240011","10","bgm_M41","0","20001112","0","0","bgm_M41","1","0","90","100061","650001125","100061","0","12","20001101"
