7be83e134dfaf6c850e83c369d5a10f11fc0354bb9d635caa14b123891d27879,683c084a7d82be5334af3549eb4b124f8432fa5368627f73cf8fca0e41dc7330,2c91b8aff5910d090ece010ac254e2d715eff7a1b07fb8aa0e5aeccb4e213bdb,517380012855babaed73189a78c3d54987f806a6ff4bc4066722c3518725895d,f97f4c08088d65304039230cf637cdc03210cab42c0ad52c597edf72de9092f7,056fbde23af32ac586d463ebcee680816e9bfb18232782e395b5fdf4c2cd7cc2,b51840d77b429f8bb72c2150a75055d352a4e3c4d460ae4990e2758747380bf8,3be39494c2939f9cc6aa4ad132d3f0bcb14c9787f0a4b398534557745a20b530,7717797f16b06a5302d80dbe7f13f77c0ce1faabfd7053f104ce336388751aa1
"1","93001","100","2030/12/31 23:59:59","6","1","-1","18001001","2018/01/01 05:00:00"
"1","93001","100","2030/12/31 23:59:59","6","2","-1","18001002","2018/01/01 05:00:00"
"1","0","30","2021/02/09 04:59:59","5","3","-1","11001001","2018/01/01 05:00:00"
"1","94002","30000","2021/02/09 04:59:59","12","4","-1","11001001","2018/01/01 05:00:00"
"1","91002","10","2021/02/09 04:59:59","8","5","-1","11001001","2018/01/01 05:00:00"
"1","0","40","2021/02/09 04:59:59","5","6","-1","11003001","2018/01/01 05:00:00"
"1","20002","2","2021/02/09 04:59:59","2","7","-1","11003001","2018/01/01 05:00:00"
"1","91002","10","2021/02/09 04:59:59","8","8","-1","11003001","2018/01/01 05:00:00"
"1","0","20","2021/02/09 04:59:59","5","9","-1","13002001","2018/01/01 05:00:00"
"1","0","20","2021/02/09 04:59:59","5","10","-1","18004001","2018/01/01 05:00:00"
"1","0","25","2021/02/09 04:59:59","5","11","-1","16006001","2018/01/01 05:00:00"
"1","0","25","2021/02/09 04:59:59","5","12","-1","16007001","2018/01/01 05:00:00"
"1","22001","3","2021/02/09 04:59:59","2","13","-1","16007001","2018/01/01 05:00:00"
"1","0","30","2021/02/09 04:59:59","5","14","-1","11004001","2018/01/01 05:00:00"
"1","20002","2","2021/02/09 04:59:59","2","15","-1","11004001","2018/01/01 05:00:00"
"1","90007","500","2021/02/09 04:59:59","2","16","-1","11004001","2018/01/01 05:00:00"
"1","0","40","2021/02/09 04:59:59","5","17","-1","11005001","2018/01/01 05:00:00"
"1","94002","30000","2021/02/09 04:59:59","12","18","-1","11005001","2018/01/01 05:00:00"
"1","90007","500","2021/02/09 04:59:59","2","19","-1","11005001","2018/01/01 05:00:00"
"1","0","30","2030/12/31 23:59:59","5","20","-1","11006001","2018/01/01 05:00:00"
"1","20003","2","2030/12/31 23:59:59","2","21","-1","11006001","2018/01/01 05:00:00"
"1","0","30","2023/04/17 04:59:59","5","22","-1","15004001","2018/01/01 05:00:00"
"1","90007","100","2023/04/17 04:59:59","2","23","-1","15004001","2018/01/01 05:00:00"
"1","0","40","2021/02/09 04:59:59","5","24","-1","14001001","2018/01/01 05:00:00"
"1","94002","80000","2021/02/09 04:59:59","12","25","-1","14001001","2018/01/01 05:00:00"
"1","20003","2","2021/02/09 04:59:59","2","26","-1","14001001","2018/01/01 05:00:00"
"1","0","50","2021/02/09 04:59:59","5","27","-1","14003001","2018/01/01 05:00:00"
"1","94002","140000","2021/02/09 04:59:59","12","28","-1","14003001","2018/01/01 05:00:00"
"1","22002","4","2021/02/09 04:59:59","2","29","-1","14003001","2018/01/01 05:00:00"
"1","91002","30","2030/12/31 23:59:59","8","30","-1","21001001","2018/01/01 05:00:00"
"1","94002","2000","2030/12/31 23:59:59","12","31","-1","21001001","2018/01/01 05:00:00"
"1","91002","30","2030/12/31 23:59:59","8","33","-1","21001002","2018/01/01 05:00:00"
"1","22001","2","2030/12/31 23:59:59","2","34","-1","21001002","2018/01/01 05:00:00"
"1","91002","30","2030/12/31 23:59:59","8","36","-1","21001003","2018/01/01 05:00:00"
"1","22002","1","2030/12/31 23:59:59","2","37","-1","21001003","2018/01/01 05:00:00"
"1","91002","30","2030/12/31 23:59:59","8","39","-1","21001004","2018/01/01 05:00:00"
"1","22003","1","2030/12/31 23:59:59","2","40","-1","21001004","2018/01/01 05:00:00"
"1","91002","90","2030/12/31 23:59:59","8","42","-1","21001005","2018/01/01 05:00:00"
"1","22003","2","2030/12/31 23:59:59","2","43","-1","21001005","2018/01/01 05:00:00"
"1","91002","60","2030/12/31 23:59:59","8","45","-1","21002001","2018/01/01 05:00:00"
"1","94002","4000","2030/12/31 23:59:59","12","46","-1","21002001","2018/01/01 05:00:00"
"1","91002","60","2030/12/31 23:59:59","8","48","-1","21002002","2018/01/01 05:00:00"
"1","22001","4","2030/12/31 23:59:59","2","49","-1","21002002","2018/01/01 05:00:00"
"1","91002","60","2030/12/31 23:59:59","8","51","-1","21002003","2018/01/01 05:00:00"
"1","22002","2","2030/12/31 23:59:59","2","52","-1","21002003","2018/01/01 05:00:00"
"1","91002","60","2030/12/31 23:59:59","8","54","-1","21002004","2018/01/01 05:00:00"
"1","22003","2","2030/12/31 23:59:59","2","55","-1","21002004","2018/01/01 05:00:00"
"1","91002","50","2030/12/31 23:59:59","8","57","-1","21003001","2018/01/01 05:00:00"
"1","91002","100","2030/12/31 23:59:59","8","58","-1","28002001","2018/01/01 05:00:00"
"1","90007","1000","2030/12/31 23:59:59","2","59","-1","28002001","2018/01/01 05:00:00"
"1","91002","100","2030/12/31 23:59:59","8","60","-1","28002002","2018/01/01 05:00:00"
