b33460a5a3648351c217b7d3ac4e6d38c85b0cedb295ddd1b9b69a1582fc4b25,10d3ba2419c170dd044a0cbfb1b62179ef89b2f0a881f0e86c05f8a9c0e12f7d,1e93528b1721971f8020acaef232d3f1f054dea71bf71be39a844fa97fd18904,afc418f927a0c3d06b5495bc8cf8455fb741e74c5ec5cde2c0a2c61c9d99caf1,b95c1b644bd46cd30091de90193c61b3a128773109d2daa59557df2862b4c47f,a1b1c5fbbecad936759b5b0e56dc5642a9c89c83956d9dbc0f03023dc6e4e602,6831c1ff821f09b669ace5393efd6149550037e101c3a19d767eca8c5ad4263c,99ce04fcaaf1ec200477ddc4da62d72b7109d813cb594872f756a87544465886,043b3a6e85342d25beed4bda63f2b958453eeb8fe255046010a43fbb24edf365,f438c933006c9a5152c23f87730f43607bbd67e31e6511bab03a7205c7937079,fe3276ab0f08777d995ef4173fcb6b5398c9cb1319053d2cca4371d3689f4c2a,b130ebb31c4f84e607f943935f9e59b026e931a26bdfca0df5a6ee8405505c4f,f56ee5579c754702e10518ea46c9172b6939be721447e4db976a4c5244e1110f,25489f4851b3bedc8577891e88e04ffd312201a8035f5aa3530fac9f7912b774,58481dea43a7eee61d282cb1d34a0230a783abf3b14823018f9ab1098cc9de0b,383cd846a24fdec347a7f0f30663f4756cb6eef7fb09215d3a4b175742d26df3,91cb8d99357298debc024d588e8aecb40f5eae632422e1aaa2220f71e6552562
"0","11001001","0","11001001","1","0","2099/04/01 14:59:59","完成 10 次主線或活動冒險","2015/04/01 15:00:00","0","10","200","0","101","1","0","1008"
"0","11001002","0","11001002","1","0","2030/04/01 14:59:59","完成 20 次主線或活動冒險","2019/03/06 16:00:00","0","20","200","0","101","1","0","1008"
"0","11003001","0","11003001","2","0","2099/04/01 14:59:59","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)","2015/04/01 15:00:00","0","3","200","0","102","1","0","1003"
"0","11004001","0","11004001","7","0","2099/04/01 14:59:59","完成４次探索冒險","2015/04/01 15:00:00","0","4","202","0","103","1","0","1004"
"0","11005001","0","11005001","9","0","2099/04/01 14:59:59","完成 1 次地下城的戰鬥","2015/04/01 15:00:00","0","1","204","0","104","1","0","1005"
"0","11005002","0","11005002","15","0","2025/06/15 04:59:59","挑戰1次地下城","2025/06/10 05:00:00","0","1","603","0","122","1","0","80000"
"0","11005003","0","11005003","16","0","2025/06/15 04:59:59","通關1次地下城的戰鬥","2025/06/10 05:00:00","0","1","603","0","122","1","0","80003"
"0","11006001","0","11006001","8","0","2019/03/06 15:59:00","完成 1 次共鬥","2018/08/14 16:00:00","0","1","203","0","105","1","0","1006"
"0","11101001","0","11101001","14","0","2025/08/15 15:59:59","挑戰1次露娜之塔的冒險","2025/08/10 16:00:00","0","1","208","0","108","1","0","1101"
"0","11701001","0","11701001","17","0","2030/04/01 14:59:59","完成1次深淵討伐戰前哨冒險","2024/11/15 16:00:00","0","1","1007","0","132","1","0","1701"
"0","13002001","0","13002001","3","0","2099/04/01 14:59:59","抽 10 次一般轉蛋","2015/04/01 15:00:00","0","10","401","0","301","1","0","3002"
