6f3187530c0b05ec98de4fae7341446a792a5a4e8235d9b10bd842ac0377a102,e31755e3d051cb14e036e2591ca20dbbd1c751f5cce26b55614d88af7c1f1507,fbc83c3aa195bc84eb8fda267d523e3cacc6634eceb0b4c5a26fd2556e95a5dc,90a2c203dab3daa8349c51ec135fe7a9bc34b4935d785aa8e6f76afc11e01e5c,6d831d052028063aa670c9327476ddfecd462830c5ff628126d48b073bbba42a,bdaa974b79b5b86ed9adec8ffba212761431d0626cc2bd6573df066b89fe9058,5e7d6a9256256cf54aab3971833013c3fccfed9a806f537fe1262b9fb31c26ef,adbab921a24a6d277d927c62daf168fde0e49fff2aad1adbfa7377361fd6d2bb,ec77bffcb0e3f376336ca11de5a67c0a33de73be4f230d6e08c156ded66c59d4,12133bb8fc5daac5734b714af8e3dac91084549d0782871a4cbac01f7786dc89,a8e28eaa6f5120058bc677cfdd07779c45a3b43c4d9dad7d6beeee78a453e9d6,2b29e58532bfde3f01fae17d8443273b85b935bc2dbedddc3b5fbf360cb7fc49,24131b9643988ec0c5be93eff8a34d397d0247756431a6305dd33d64e72e932c,0eadd7c6d5e10666cc2f6a7e6c2899b39746a41de7b18b0e42ebac7647186483,a67b164d246aea5038103f3aabee88a052502d16ab10ee6682fee25acad849a7,43b4bfdac57c333e6f369745d4104057286ef581e10620fc8cb5c7fb05d2c567,295a4ae1aeb2f26b193ac8eb0f47b13349b44deb4e55a904573a7592ae71941b,12472dd9c9c47038319e3897a34badedd0257963aed21e3d1de6bf74273b4e01,1bc4e82ad5717d7c5695b4cf42b3c33aa785c8733c1170f04e5b882c547dfd9b,7f41f9b8e4f451cae286e8eff81b9a0458614356e806949bf6e01c6860676818,cfc1885a5aad64b762c9aaee99280d505a069d26f4c2ddabc5390527da15ba02
"0","2","1","0","91002","31043","0","0","0","90006","2","1","1","8","500","500","5","0","0","1","1001"
"0","2","2","0","91002","31043","0","0","0","90006","2","1","2","8","1000","1000","8","0","0","2","1001"
"0","2","3","0","91002","31043","0","0","0","90006","2","1","3","8","1500","1500","10","0","0","3","1001"
"0","2","4","0","91002","31043","0","0","0","90006","2","1","4","8","2000","2000","12","0","0","4","1001"
"0","2","5","0","91002","31043","0","0","0","90006","2","1","5","8","2500","2500","14","0","0","5","1001"
"0","2","6","0","91002","31043","0","0","0","90006","2","1","6","8","3000","3000","16","0","0","6","1001"
"0","2","7","0","91002","31043","0","0","0","90006","2","1","7","8","3500","3500","18","0","0","7","1001"
"0","2","9","0","91002","31043","0","0","0","90006","2","1","8","8","4000","4000","20","0","0","8","1001"
"0","2","-1","0","91002","31043","0","0","0","90006","2","1","9","8","4500","4500","25","0","0","10","1001"
"0","2","1","0","91002","31022","0","0","0","90006","2","1","10","8","500","500","5","0","0","1","1002"
"0","2","2","0","91002","31022","0","0","0","90006","2","1","11","8","1000","1000","8","0","0","2","1002"
"0","2","3","0","91002","31022","0","0","0","90006","2","1","12","8","1500","1500","10","0","0","3","1002"
"0","2","4","0","91002","31022","0","0","0","90006","2","1","13","8","2000","2000","12","0","0","4","1002"
"0","2","5","0","91002","31022","0","0","0","90006","2","1","14","8","2500","2500","14","0","0","5","1002"
"0","2","6","0","91002","31022","0","0","0","90006","2","1","15","8","3000","3000","16","0","0","6","1002"
"0","2","7","0","91002","31022","0","0","0","90006","2","1","16","8","3500","3500","18","0","0","7","1002"
"0","2","8","0","91002","31022","0","0","0","90006","2","1","17","8","4000","4000","20","0","0","8","1002"
"0","2","9","0","91002","31022","0","0","0","90006","2","1","18","8","4500","4500","25","0","0","9","1002"
"0","2","-1","0","91002","31022","0","0","0","90006","2","1","19","8","5000","5000","30","0","0","10","1002"
"0","2","1","0","91002","31042","0","0","0","90006","2","1","20","8","500","500","5","0","0","1","1003"
"0","2","2","0","91002","31042","0","0","0","90006","2","1","21","8","1000","1000","8","0","0","2","1003"
"0","2","3","0","91002","31042","0","0","0","90006","2","1","22","8","1500","1500","10","0","0","3","1003"
"0","2","4","0","91002","31042","0","0","0","90006","2","1","23","8","2000","2000","12","0","0","4","1003"
"0","2","5","0","91002","31042","0","0","0","90006","2","1","24","8","2500","2500","14","0","0","5","1003"
"0","2","6","0","91002","31042","0","0","0","90006","2","1","25","8","3000","3000","16","0","0","6","1003"
"0","2","7","0","91002","31042","0","0","0","90006","2","1","26","8","3500","3500","18","0","0","7","1003"
"0","2","8","0","91002","31042","0","0","0","90006","2","1","27","8","4000","4000","20","0","0","8","1003"
"0","2","9","0","91002","31042","0","0","0","90006","2","1","28","8","4500","4500","25","0","0","9","1003"
"0","2","-1","0","91002","31042","0","0","0","90006","2","1","29","8","5000","5000","30","0","0","10","1003"
"0","2","1","0","91002","31018","0","0","0","90006","2","1","30","8","500","500","5","0","0","1","1004"
"0","2","2","0","91002","31018","0","0","0","90006","2","1","31","8","1000","1000","8","0","0","2","1004"
"0","2","3","0","91002","31018","0","0","0","90006","2","1","32","8","1500","1500","10","0","0","3","1004"
"0","2","4","0","91002","31018","0","0","0","90006","2","1","33","8","2000","2000","12","0","0","4","1004"
"0","2","5","0","91002","31018","0","0","0","90006","2","1","34","8","2500","2500","14","0","0","5","1004"
"0","2","6","0","91002","31018","0","0","0","90006","2","1","35","8","3000","3000","16","0","0","6","1004"
"0","2","7","0","91002","31018","0","0","0","90006","2","1","36","8","3500","3500","18","0","0","7","1004"
"0","2","8","0","91002","31018","0","0","0","90006","2","1","37","8","4000","4000","20","0","0","8","1004"
"0","2","9","0","91002","31018","0","0","0","90006","2","1","38","8","4500","4500","25","0","0","9","1004"
"0","2","-1","0","91002","31018","0","0","0","90006","2","1","39","8","5000","5000","30","0","0","10","1004"
"0","2","1","0","91002","31025","0","0","0","90006","2","1","40","8","500","500","5","0","0","1","1005"
"0","2","2","0","91002","31025","0","0","0","90006","2","1","41","8","1000","1000","8","0","0","2","1005"
"0","2","3","0","91002","31025","0","0","0","90006","2","1","42","8","1500","1500","10","0","0","3","1005"
"0","2","4","0","91002","31025","0","0","0","90006","2","1","43","8","2000","2000","12","0","0","4","1005"
"0","2","5","0","91002","31025","0","0","0","90006","2","1","44","8","2500","2500","14","0","0","5","1005"
"0","2","6","0","91002","31025","0","0","0","90006","2","1","45","8","3000","3000","16","0","0","6","1005"
"0","2","7","0","91002","31025","0","0","0","90006","2","1","46","8","3500","3500","18","0","0","7","1005"
"0","2","8","0","91002","31025","0","0","0","90006","2","1","47","8","4000","4000","20","0","0","8","1005"
"0","2","9","0","91002","31025","0","0","0","90006","2","1","48","8","4500","4500","25","0","0","9","1005"
"0","2","-1","0","91002","31025","0","0","0","90006","2","1","49","8","5000","5000","30","0","0","10","1005"
"0","2","1","0","91002","31043","0","0","0","90006","2","1","50","8","500","500","5","0","0","1","1006"
"0","2","2","0","91002","31043","0","0","0","90006","2","1","51","8","1000","1000","8","0","0","2","1006"
"0","2","3","0","91002","31043","0","0","0","90006","2","1","52","8","1500","1500","10","0","0","3","1006"
"0","2","4","0","91002","31043","0","0","0","90006","2","1","53","8","2000","2000","12","0","0","4","1006"
"0","2","5","0","91002","31043","0","0","0","90006","2","1","54","8","2500","2500","14","0","0","5","1006"
"0","2","6","0","91002","31043","0","0","0","90006","2","1","55","8","3000","3000","16","0","0","6","1006"
"0","2","7","0","91002","31043","0","0","0","90006","2","1","56","8","3500","3500","18","0","0","7","1006"
"0","2","8","0","91002","31043","0","0","0","90006","2","1","57","8","4000","4000","20","0","0","8","1006"
"0","2","9","0","91002","31043","0","0","0","90006","2","1","58","8","4500","4500","25","0","0","9","1006"
"0","2","-1","0","91002","31043","0","0","0","90006","2","1","59","8","5000","5000","30","0","0","10","1006"
"0","2","1","0","91002","31022","0","0","0","90006","2","1","60","8","500","500","5","0","0","1","1007"
"0","2","2","0","91002","31022","0","0","0","90006","2","1","61","8","1000","1000","8","0","0","2","1007"
"0","2","3","0","91002","31022","0","0","0","90006","2","1","62","8","1500","1500","10","0","0","3","1007"
"0","2","4","0","91002","31022","0","0","0","90006","2","1","63","8","2000","2000","12","0","0","4","1007"
"0","2","5","0","91002","31022","0","0","0","90006","2","1","64","8","2500","2500","14","0","0","5","1007"
"0","2","6","0","91002","31022","0","0","0","90006","2","1","65","8","3000","3000","16","0","0","6","1007"
"0","2","7","0","91002","31022","0","0","0","90006","2","1","66","8","3500","3500","18","0","0","7","1007"
"0","2","8","0","91002","31022","0","0","0","90006","2","1","67","8","4000","4000","20","0","0","8","1007"
"0","2","9","0","91002","31022","0","0","0","90006","2","1","68","8","4500","4500","25","0","0","9","1007"
"0","2","-1","0","91002","31022","0","0","0","90006","2","1","69","8","5000","5000","30","0","0","10","1007"
"0","2","1","0","91002","31042","0","0","0","90006","2","1","70","8","500","500","5","0","0","1","1008"
"0","2","2","0","91002","31042","0","0","0","90006","2","1","71","8","1000","1000","8","0","0","2","1008"
"0","2","3","0","91002","31042","0","0","0","90006","2","1","72","8","1500","1500","10","0","0","3","1008"
"0","2","4","0","91002","31042","0","0","0","90006","2","1","73","8","2000","2000","12","0","0","4","1008"
"0","2","5","0","91002","31042","0","0","0","90006","2","1","74","8","2500","2500","14","0","0","5","1008"
"0","2","6","0","91002","31042","0","0","0","90006","2","1","75","8","3000","3000","16","0","0","6","1008"
"0","2","7","0","91002","31042","0","0","0","90006","2","1","76","8","3500","3500","18","0","0","7","1008"
"0","2","8","0","91002","31042","0","0","0","90006","2","1","77","8","4000","4000","20","0","0","8","1008"
"0","2","9","0","91002","31042","0","0","0","90006","2","1","78","8","4500","4500","25","0","0","9","1008"
"0","2","-1","0","91002","31042","0","0","0","90006","2","1","79","8","5000","5000","30","0","0","10","1008"
"0","2","1","0","91002","31018","0","0","0","90006","2","1","80","8","500","500","5","0","0","1","1009"
"0","2","2","0","91002","31018","0","0","0","90006","2","1","81","8","1000","1000","8","0","0","2","1009"
"0","2","3","0","91002","31018","0","0","0","90006","2","1","82","8","1500","1500","10","0","0","3","1009"
"0","2","4","0","91002","31018","0","0","0","90006","2","1","83","8","2000","2000","12","0","0","4","1009"
"0","2","5","0","91002","31018","0","0","0","90006","2","1","84","8","2500","2500","14","0","0","5","1009"
"0","2","6","0","91002","31018","0","0","0","90006","2","1","85","8","3000","3000","16","0","0","6","1009"
"0","2","7","0","91002","31018","0","0","0","90006","2","1","86","8","3500","3500","18","0","0","7","1009"
"0","2","8","0","91002","31018","0","0","0","90006","2","1","87","8","4000","4000","20","0","0","8","1009"
"0","2","9","0","91002","31018","0","0","0","90006","2","1","88","8","4500","4500","25","0","0","9","1009"
"0","2","-1","0","91002","31018","0","0","0","90006","2","1","89","8","5000","5000","30","0","0","10","1009"
"0","2","1","0","91002","31025","0","0","0","90006","2","1","90","8","500","500","5","0","0","1","1010"
"0","2","2","0","91002","31025","0","0","0","90006","2","1","91","8","1000","1000","8","0","0","2","1010"
"0","2","3","0","91002","31025","0","0","0","90006","2","1","92","8","1500","1500","10","0","0","3","1010"
"0","2","4","0","91002","31025","0","0","0","90006","2","1","93","8","2000","2000","12","0","0","4","1010"
"0","2","5","0","91002","31025","0","0","0","90006","2","1","94","8","2500","2500","14","0","0","5","1010"
"0","2","6","0","91002","31025","0","0","0","90006","2","1","95","8","3000","3000","16","0","0","6","1010"
"0","2","7","0","91002","31025","0","0","0","90006","2","1","96","8","3500","3500","18","0","0","7","1010"
"0","2","8","0","91002","31025","0","0","0","90006","2","1","97","8","4000","4000","20","0","0","8","1010"
"0","2","9","0","91002","31025","0","0","0","90006","2","1","98","8","4500","4500","25","0","0","9","1010"
"0","2","-1","0","91002","31025","0","0","0","90006","2","1","99","8","5000","5000","30","0","0","10","1010"
