cf736cb44d0d6c71be47e2c81da105a632e8b2819c1b8590fe6aa74f23a8db04,a399c8ab4ea6feed3c8e3b5f89299ac894cfc23c1ff1555b3c5cfbe51fad0083,a680bffc780132930848dfe7eb2cd89c23ce7752ea598bb7891f98405f107e52,63b6ed2c30b1a37f4d06c2a117ac79f12b3b9fe5220e10d1145c703055a089c6,f87f0fef9e4816a7138b2dc382cee451da548379799ca16d7f4a9858dc8e81ab,8444dc124bd7dbbcdca9522582c3cb4adcdc71ead496c026148089eb15fa6919,8b59b0f7fbce9211b869964aee487a9cf4e486292dd9914f592a6975de78c92d,985fd35ddb81efa18b3a917e09f6181f401699c6036990731939288270cc635d
"190801","13","2020-06-22 16:00:00","2030-04-01 14:00:00","準備了各式各樣的\n小遊戲哦！\n要遊玩哪個小遊戲呢？","0","1000","1000001"
"190801","13","2020-06-22 16:00:00","2030-04-01 14:00:00","介紹你有趣的小遊戲！\n你要遊玩哪個\n小遊戲呢？","0","1000","1000002"
"190801","13","2020-06-22 16:00:00","2030-04-01 14:00:00","這個賣\n{0}盧幣！\n請務必購買\n遊玩哦！","0","1001","1001001"
"190801","12","2020-06-22 16:00:00","2030-04-01 14:00:00","請點擊動來動去的愛心！\n來幫忙\n靜流和惠理子\n製作巧克力蛋糕吧！","0","1002","1002001"
"190801","11","2020-06-22 16:00:00","2030-04-01 14:00:00","請拉空花，\n讓她飛得越遠越好吧！\n利用各種事件讓空花\n得到絕頂體驗吧！","0","1003","1003001"
"190801","3","2020-06-22 16:00:00","2030-04-01 14:00:00","點擊左邊右邊，\n打倒奄美魔物吧！\n釋放！\n琉球犬大迴旋踢擊！","0","1004","1004001"
"190801","7","2020-06-22 16:00:00","2030-04-01 14:00:00","要不要點擊面板，\n和龍族巢穴的大家一起\n進行接龍對決？\n用韻腳把字詞連接起來吧！","0","1005","1005001"
"190801","2","2020-09-01 16:00:00","2030-04-01 14:00:00","配合老鼠靈敏的動作，\n點擊擊退牠吧！\n和充滿幹勁的鈴一起\n保護重要的起司吧！","0","1006","1006001"
"190801","4","2021-01-06 16:00:00","2030-04-01 14:00:00","這是美里與社員們的\n打擊特訓喔！\n以全壘打為目標，\n看準擊球時機把球打出去吧。","0","1007","1007001"
"190801","6","2022-01-03 16:00:00","2030-04-01 14:00:00","使用慈樂之音代幣\n來獲得加油道具吧！\n代幣可以用盧幣來交換喔。\n","0","1008","1008001"
"190801","13","2022-04-25 16:00:00","2030-04-01 14:00:00","試著在布丁筆記本中確認\n吃掉的布丁吧！\n布丁的材料可以使用\n盧幣購買喔。","0","1009","1009001"
"190801","4","2022-08-01 16:00:00","2030-04-01 14:00:00","小隊一起來挑戰謎題看看吧！\n看是要單獨試試自己的實力，還是要和多\n位夥伴一起遊玩，請選擇\n喜歡的模式吧♪","0","1010","1010001"
"190801","6","2022-11-25 16:00:00","2030-04-01 14:00:00","在3個回合內盡情奔馳，\n以綜合排名第１名為目標吧！\n各參加角色與GP的特徵，\n也是值得注目喔♪","0","1011","1011001"
"190801","6","2024-01-17 16:00:00","2030-04-01 14:00:00","跟凱留同學、鈴奈同學一起\n用猜謎來學習吧！\n放學後兩個人單獨待在教室……\n總覺得很令人怦然心動呢♪","0","1012","1012001"
"190801","6","2024-08-15 16:00:00","2030-04-01 14:00:00","開始行軍，出發討伐魔物！\n惠理子小姐和真琴小姐她們\n那可靠的背影，\n真是令新兵們十分景仰呢♪","0","1013","1013001"
"190801","6","2025-03-15 16:00:00","2030-04-01 14:00:00","跟蠻賊三姊妹一起\n挑戰戰車戰鬥！\n依照零件跟成員不同的搭配組合\n機器的特徵也會改變唷♪","0","1014","1014001"
