c6999f45410c6663220f1de68c3ba0aef0d7e6d32b162410e8ab143677b25438,71fa2a056880a3d42b510b2ae6ffd0fea75d62b15776ad97b9e855aa9d6f61af,26a4927dc3c7f7585195d7aca0e654b9f248d05da2be15438e8b9cc7f3dd4270,31e3b6ea0b572f1a795e99888f93c63dada6b0af6463cb45019956ab7da364f0,f9fbe1376e8e9a9af3f741ed11969e35c309ee2890fc8d35babe4dc0e50da290,603af4f876c885a2ccf9fbcc43b685888dc2b2a46faedb97e785d4ee793a3af9,79e2301d5b73f9a85c675d99b1a604c4fffe1351cef5a095c2a65e464f5e0275,854f03ab1a00cb402076931b3416faa07488a617ba8b047c762525d7ad22aa7d,b697d63d12026e83edbf71f094d2c6dd5b8262309e12e7ec62fd541a8c9d695f,fda18471dbe199fbfe353e2b7a0dc242cfea143dca3bd4eab4929745de95d1a2,f0734e175917cdc66171621e01f9cff9dbed594fca388647d9cb614b1c91a1ee,038b4bce179f9664a6b2ac8360803fc2c24121216959d263e0cf775a92c40c40,0e53ac5c04eef114f738da6fc6e7dcd5a4c4d03bdcd874bc993c34213e78b97f,0aefbb989645bce33dad0a3b9415fcb3391692ab5dee75cc9abf179bfac7097f,1969c773c2e0b6b9ca62229bf4cbbe94346e9d3e6c0ff0ee813dd81e70d78c43,f2cf6f46cac963de695cb1c1a7dc64e3457f2f4af220c8488df5d073684d248b
"0","0","0","8","30","110001","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","110002","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","110003","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","110004","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","110005","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","120001","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","120002","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","120003","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","120004","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","120005","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","130001","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","130002","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","130003","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","130004","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","130005","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","140001","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","140002","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","140003","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","140004","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","140005","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","150001","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","150002","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","150003","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","150004","0","140000","0","1","0","91002","0","0","0","4"
"0","0","0","8","30","150005","0","140000","0","1","0","91002","0","0","0","4"
