15139456e25cc29c3d7a8b2247aa40657bad60a6cedf768b51874d8b92884088,797aba360020ec378180de90465cc9ec28d9cbbd89a90129eaa21adc8bf8b354,6e6aa79150b4fdb8559dd9c7f1ee4bfdfe3889ea5281c213f7b45337318ac5b9,d8bce8354e24ba5572b702953a722c61ca436d2e07b8d17805f5969cd6e814f4,adcdc4f43d9ef467aab9b0dcca837e240c67c79da8f1735797f44cc3a74dea67,95a9ec5e8b05409e1a2fa9158ac23e1fa9e2d9baf5094605c66c9ef5be725946,e8d7f8671b2affab9d8b71da8c43b062ab267e5025c55765413427167f52bb09,f4a505dcb975a3213adaf1d5a09ada19ca5f6a55673673ac13c73976b63c4f1b,9b23c926137eb4ecd821974d7fd7cb9a422d8526ec1d2c5e43777bd393534a91,63142122a218d42b7166df3d129c29b407ee6dc31adb075b6d4485e8757067b4,192107f5437bc2f00f364e3bc4abbbb20cccc05eab3d389561dae056104e272e
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000101","0","進行1場戰鬥","1","10000101","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000102","0","進行5場戰鬥","5","10000102","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000103","0","進行10場戰鬥","10","10000103","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000104","0","進行15場戰鬥","15","10000104","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000105","0","進行20場戰鬥","20","10000105","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000106","0","進行25場戰鬥","25","10000106","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000107","0","進行30場戰鬥","30","10000107","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000108","0","進行35場戰鬥","35","10000108","7000","0","1000"
"2021/12/17 16:00:00","10","2021/12/24 15:59:59","10000109","0","進行40場戰鬥","40","10000109","7000","0","1000"
"2021/12/17 16:00:00","50","2021/12/24 15:59:59","10050501","0","對美空造成300萬累積傷害","3000000","10050501","7001","1005","1005"
"2021/12/17 16:00:00","50","2021/12/24 15:59:59","10050502","0","對美空造成900萬累積傷害","9000000","10050502","7001","1005","1005"
"2021/12/17 16:00:00","50","2021/12/24 15:59:59","10050503","0","對美空造成1500萬累積傷害","15000000","10050503","7001","1005","1005"
"2021/12/17 16:00:00","51","2021/12/24 15:59:59","10050511","1000000","在1場戰鬥中對美空造成100萬傷害","1","10050511","7002","1005","1005"
"2021/12/17 16:00:00","51","2021/12/24 15:59:59","10050512","3000000","在1場戰鬥中對美空造成300萬傷害","1","10050512","7002","1005","1005"
"2021/12/17 16:00:00","60","2021/12/24 15:59:59","10060601","0","對蘭法造成500萬累積傷害","5000000","10060601","7001","1006","1006"
"2021/12/17 16:00:00","60","2021/12/24 15:59:59","10060602","0","對蘭法造成1500萬累積傷害","15000000","10060602","7001","1006","1006"
"2021/12/17 16:00:00","60","2021/12/24 15:59:59","10060603","0","對蘭法造成2400萬累積傷害","24000000","10060603","7001","1006","1006"
"2021/12/17 16:00:00","61","2021/12/24 15:59:59","10060611","2000000","在1場戰鬥中對蘭法造成200萬傷害","1","10060611","7002","1006","1006"
"2021/12/17 16:00:00","61","2021/12/24 15:59:59","10060612","5000000","在1場戰鬥中對蘭法造成500萬傷害","1","10060612","7002","1006","1006"
"2021/12/17 16:00:00","70","2021/12/24 15:59:59","10070701","0","對阿澤爾德造成300萬累積傷害","3000000","10070701","7001","1007","1007"
"2021/12/17 16:00:00","70","2021/12/24 15:59:59","10070702","0","對阿澤爾德造成900萬累積傷害","9000000","10070702","7001","1007","1007"
"2021/12/17 16:00:00","70","2021/12/24 15:59:59","10070703","0","對阿澤爾德造成1500萬累積傷害","15000000","10070703","7001","1007","1007"
"2021/12/17 16:00:00","71","2021/12/24 15:59:59","10070711","1000000","在1場戰鬥中對阿澤爾德造成100萬傷害","1","10070711","7002","1007","1007"
"2021/12/17 16:00:00","71","2021/12/24 15:59:59","10070712","3000000","在1場戰鬥中對阿澤爾德造成300萬傷害","1","10070712","7002","1007","1007"
"2021/12/17 16:00:00","80","2021/12/24 15:59:59","10080801","0","對卡里莎造成500萬累積傷害","5000000","10080801","7001","1008","1008"
"2021/12/17 16:00:00","80","2021/12/24 15:59:59","10080802","0","對卡里莎造成1500萬累積傷害","15000000","10080802","7001","1008","1008"
"2021/12/17 16:00:00","80","2021/12/24 15:59:59","10080803","0","對卡里莎造成2400萬累積傷害","24000000","10080803","7001","1008","1008"
"2021/12/17 16:00:00","81","2021/12/24 15:59:59","10080811","2000000","在1場戰鬥中對卡里莎造成200萬傷害","1","10080811","7002","1008","1008"
"2021/12/17 16:00:00","81","2021/12/24 15:59:59","10080812","5000000","在1場戰鬥中對卡里莎造成500萬傷害","1","10080812","7002","1008","1008"
