e60762bb46b0183757c87cde3928de8d13d9e81225d11ac3fd7d4029b6c683d9,716373a39ad0064749c090a25fe8d1a1e5b960018ec6e4003b365f4bfbf72e4f,1525be91ecc21879f38a2346e156f9c6e8a6ca89bfe4e2560ca1bab1fd6db2e3,693690d9c1dc5404463bdeb74b838011a4fce307905182fc4c1d1249a0e30ee6,86733e05cfa9aa7b273525a253a58e65946a2cfd774f1f052f3d7c85d288e934,332a517c62f1b52a4458dbd9d6e82750ef0fd8fcffd2888a0727845d9a562441,2d6b7d0b6c47c63cc22a8b113825727d16784bf0b28b647c35be5ec9c8a8313d,3c8d0aa2999ed84e38400b3154db0e177d70f2d5afb1011202378b8518e981fe,858b0002055a3460b7a5e01881d48d88c4a8625a44afe47e3354113c9f7e0523,497356e2b856cddfcde11d4a940490b7b784bef99b808563b508990bfc0a5ac6,408dd88d8a56bafca1cba2bac91410b38611436e46b210061de5fa1259d06b0d,7c5f5a89fe8a48b4f0035b2596431ff4daf97e9c88d1068c9adcf2addc1df6c7
"1","1","0","0","0","vo_10020900_0001","2","1010001","0","0","0","vo_10020900"
"1","2","0.818181818181818","0","0","0","1","1010002","0","180","1","0"
"1","3","0","0","0.818181818181818","0","4","1010003","1","0","1","0"
"1","4","0.634285714285714","0","0","0","1","1010004","0","226","2","0"
"1","5","0","0","1.03428571428571","0","4","1010005","1","0","2","0"
"1","6","1.33714285714286","226","0","0","1","1010006","0","460","2","0"
"1","7","0","0","2.13714285714286","0","4","1010007","1","0","2","0"
"1","8","0","0","0","vo_10020900_0002","2","1010008","0","0","0","vo_10020900"
"1","9","1.12948051948052","0","0","0","1","1010009","0","132","3","0"
"1","10","0","0","2.12948051948052","0","4","1010010","1","0","3","0"
"1","11","0","0","0","vo_10020900_0003","2","1010011","0","0","0","vo_10020900"
"1","12","0.545454545454545","132","0","0","1","1010012","0","271","3","0"
"1","13","0","0","1.04545454545455","0","4","1010013","1","0","3","0"
"1","14","1.71545454545455","271","0","0","1","1010014","0","700","3","0"
"1","15","0","0","2.71545454545455","0","4","1010015","1","0","3","0"
"1","16","0","0","0","vo_10020900_0004","2","1010016","0","0","0","vo_10020900"
"1","17","1.67857142857143","0","0","0","1","1010017","0","244","4","0"
"1","18","0","0","2.17857142857143","0","4","1010018","1","0","4","0"
"1","19","0","0","0","vo_10020900_0005","2","1010019","0","0","0","vo_10020900"
"1","20","1.28311688311688","244","0","0","1","1010020","0","715","4","0"
"1","21","0","0","1.98311688311688","0","4","1010021","1","0","4","0"
"1","22","1.2987012987013","0","0","0","1","1010022","0","214","5","0"
"1","23","0","0","1.9987012987013","0","4","1010023","1","0","5","0"
"1","24","2.07792207792208","214","0","0","1","1010024","0","603","5","0"
"1","25","0","0","3.07792207792208","0","4","1010025","1","0","5","0"
"1","26","0","0","0","vo_10020900_0006","2","1010026","0","0","0","vo_10020900"
"1","27","1.06363636363636","0","0","0","1","1010027","0","241","6","0"
"1","28","0","0","1.56363636363636","0","4","1010028","1","0","6","0"
"1","29","2.96","241","0","0","1","1010029","0","750","6","0"
"1","30","0","0","3.96","0","4","1010030","1","0","6","0"
"1","31","0","0","0","vo_10020900_0007","2","1010031","0","0","0","vo_10020900"
"1","32","0.386363636363636","0","0","0","1","1010032","0","85","7","0"
"1","33","0","0","0.886363636363636","0","4","1010033","1","0","7","0"
"1","34","3.54090909090909","85","0","0","1","1010034","0","750","7","0"
"1","35","0","0","4.54090909090909","0","4","1010035","1","0","7","0"
"1","36","0","0","0","vo_10020900_0008","2","1010036","0","0","0","vo_10020900"
"1","37","0.431818181818182","0","0","0","1","1010037","0","138","8","0"
"1","38","0","0","1.03181818181818","0","4","1010038","1","0","8","0"
"1","39","0","0","0","vo_10020900_0009","2","1010039","0","0","0","vo_10020900"
"1","40","0.709090909090909","138","0","0","1","1010040","0","349","8","0"
"1","41","0","0","1.30909090909091","0","4","1010041","1","0","8","0"
"1","42","0","0","0","vo_10020900_0010","2","1010042","0","0","0","vo_10020900"
"1","43","3.07662337662338","349","0","0","1","1010043","0","750","8","0"
"1","44","0","0","4.07662337662338","0","4","1010044","1","0","8","0"
"1","45","0","0","0","vo_10020900_0011","2","1010045","0","0","0","vo_10020900"
"1","46","1.43506493506493","0","0","0","1","1010046","0","242","9","0"
"1","47","0","0","2.43506493506493","0","4","1010047","1","0","9","0"
"1","48","0","0","0","vo_10020900_0012","2","1010048","0","0","0","vo_10020900"
"1","49","2.75","242","0","0","1","1010049","0","754","9","0"
"1","50","0","0","3.95","0","4","1010050","1","0","9","0"
"1","51","0","0","0","vo_10020900_0013","2","1010051","0","0","0","vo_10020900"
"1","52","1.67792207792208","313","0","0","1","1010052","0","556","10","0"
"1","53","0","0","2.27792207792208","0","4","1010053","1","0","10","0"
"1","54","0.9","556","0","0","1","1010054","0","750","10","0"
