6c09d1c391e1abe82ee882245d2ac3652f71adbd3841facb55fb5fc2d4a7a11a,5b3682cd51847366ea554c70ad4e5df7928fa99877dfaebac6e53099ade91e69,3beea9e197cf82ac835cb02fef60fe612d4c52d348f0b8b423581885d9489a34,f9470d7ccbafe86bd7179e7a2f1cc483a91b784c1f9b21a4ca0b3c93c59c4685,d146e8cb31f48c7697683eca02a2e4cc82fa2caf8fb312e4d1667d3c5014db13,3a4cf70dceddf0cab7d02bcf49ead062edf50930bd91dcd252c392519b48cca4,aecf9c5fe41962ce6ccc0e16ace11adda41e8908b72ea0e89bd991527aa8db43,29893ad7de35f20a60cc4bb9784289e6f2c4957b00aabca7e87e0f4899ad7f1d,969b296a2d59758eea85add8f0f08707dced0bf7e637d542646b5ab9c9e4b586,78ae3c754b1f217d6aef6629d78584d9a1179781b63b85fe1f87200cb57a6b94,d690620c88d83d9a93f444b109759cd398af80094c9409257170f18439198419,07637b13ad023da0d5e79e68810476ba89aa3e34c2c3b4e84fd1fd72da00fbcd,f6ff330a14fdf53f256409aced8fdb378fb423fa48e8dcb76266dfabe8bdc778,40d43ee6140ae2ad4c64817a598c568e6bc0578e375ff712795d5f9615b3854d,ad6134660de3b71ed37e3bd6a89dc775a9d33cee375d3e5c81e247cb0361c764,d8a14f5dfad49ac2c28bdf493a793339152f8cb6a6c31852910bee990e96ef71,1e0574bd12f98736a0a59166195e48533722391c5717296e13c11001c2de2887,ecb8b23abfaae6424f0c607356a098d301e5208aca19cca96c7751f2336e6a3b,7c247be512543d8f5f47816451eb2b5bdc3aedd11be95f510e4fcabea9978a21,4f2baec829a478d4d1d46eeb94f8f296ec7b18c21ec85f2624da97f54b799c8b,4d4c03fbdcf7292ab4a44b132b85612f50f0e8d7f0e888bf5e023951f6db3141,3ddedc6d6112e958fb4cd9ed2a64e27acc8bdfad3ad804fc3c733d0ee54f8de6,a2d7088bf80b612384ab922acd789ef2b7fb34dc62c9e05a05742ba660ec6fba,291304a8001972d38b62b326f16c04e7e2352b91137f83272de9a46563067aea,6bcb3ca5bda706125a9dad0721763b187691d56ad81d65a93f5ebcec90e01c0c,e8e6bd4f095426a97df0323d4591031261b51c93e99c7f78a956224747b4bd2a,ea2bf8a3de8f00183e7aa5752af2e61a186492d5e76a467285ee7b122d461cbf,13c11770319c0d6403568ddc6c755eb1e3ae19b616e10efb85bca9040c06c9b3
"0","0","0","0","0","0","0","日和衝擊","0","100100103","0","0","0","0","1001","100100101","0","0","0","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","100100102","1001001","0","0","100100102"
"0","0","0","1.125","0","0","0","貓咪攻擊","0","0","0","0","0","0","2001","100100201","0","0","0","0","0","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","1001002","0","0","0"
"0","0","0","1.295","0","0","0","貓咪聯合攻擊","0","0","0","0","0","0","2001","100100301","0","0","0","0","0","0","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","100100302","1001003","0","0","0"
"0","0","0","0","0","0","0","日和燃燒衝擊","0","0","0","0","0","0","1001","100101101","0","0","0","0","0","0","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","100101102","1001011","0","0","0"
"0","0","0","1.125","0","0","0","貓咪攻擊+","0","0","0","0","0","0","2001","100101201","0","0","0","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","100101202","1001012","0","0","0"
"0","0","0","0","0","0","0","肉球力量！","0","0","0","0","0","0","3001","100150101","0","0","0","0","0","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","1001501","0","0","0"
"0","0","0","0","0","0","0","肉球力量！+","0","0","0","0","0","0","3001","100151101","0","0","0","0","0","0","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","1001511","0","0","0"
"0","0","0","0","0","0","0","全體治癒","0","0","0","0","0","0","1005","100200101","0","0","0","0","0","0","使己方全體恢復中幅度的 HP。","0","1002001","1","0","0"
"0","0","0","1.6","0","0","0","花朵射擊","0","0","0","0","0","0","2002","100200201","0","0","0","0","0","0","對面前的 1 名敵人造成中幅度的魔法傷害。","0","1002002","1","0","0"
"0","0","0","1.46","0","0","0","花朵護盾","0","0","0","0","0","0","2003","100200301","0","0","0","0","0","0","小幅度提升己方全體的物理防禦力。","0","1002003","1","0","0"
"0","0","0","0","0","0","0","盛開治癒","0","100201103","0","0","0","0","1005","100201101","0","100201104","0","0","0","0","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","100201102","1002011","1","0","0"
