d0f3f73938f7dbf03a4ba92c5addbecbabbe89dada19da4958b23a47f2e76cc8,223ea44f74170885d78a09183f0e393c40b11a94e0fcff3d265e1df4ae749b9d,d2e8a43d0725d2c8eddf3dd3356022e33c2ac4f4ff0e41e7e94c7d4506e90d8e,1b9dd2f871605da61102a877ba1cf8971e9c6879c54920ceb09c6d148fa9ed98,fd74d32d25e07f48678302ee47d9bbfcb5bb7523abfd53ff39f869a91b699863
"6","93001","97501","800","97501001"
"12","94002","97501","3000000","97501002"
"2","90005","97501","60","97501003"
"2","25001","97501","15","97501004"
"4","140001","97501","20","97501005"
"2","23001","97501","300","97501006"
"2","20004","97501","80","97501007"
"4","105011","97502","1","97502001"
"4","105161","97502","1","97502002"
"4","105221","97502","1","97502003"
"4","105071","97502","1","97502004"
"4","105041","97502","1","97502005"
"4","105131","97502","1","97502006"
"4","105191","97502","1","97502007"
"4","105101","97502","1","97502008"
"4","105251","97502","1","97502009"
"4","105581","97502","1","97502010"
"4","105551","97502","1","97502011"
"4","105611","97502","1","97502012"
"4","105311","97502","1","97502013"
"4","105341","97502","1","97502014"
"4","105281","97502","1","97502015"
"4","105371","97502","1","97502016"
"4","105401","97502","1","97502017"
"4","105521","97502","1","97502018"
"4","105012","97502","1","97502019"
"4","105222","97502","1","97502020"
"4","105042","97502","1","97502021"
"4","105102","97502","1","97502022"
"4","105072","97502","1","97502023"
"4","105162","97502","1","97502024"
"4","105192","97502","1","97502025"
"4","105132","97502","1","97502026"
"4","105252","97502","1","97502027"
"4","105552","97502","1","97502028"
"4","105612","97502","1","97502029"
"4","105582","97502","1","97502030"
"4","105522","97502","1","97502031"
"4","105431","97502","1","97502032"
"4","105282","97502","1","97502033"
"4","105372","97502","1","97502034"
"4","105342","97502","1","97502035"
"4","105312","97502","1","97502036"
"4","105043","97502","1","97502037"
"4","105073","97502","1","97502038"
"4","105133","97502","1","97502039"
"4","105013","97502","1","97502040"
"4","105223","97502","1","97502041"
"4","105193","97502","1","97502042"
"4","105103","97502","1","97502043"
"4","105253","97502","1","97502044"
"4","105163","97502","1","97502045"
"4","105553","97502","1","97502046"
"4","105583","97502","1","97502047"
"4","105613","97502","1","97502048"
"4","105283","97502","1","97502049"
"4","105491","97502","1","97502050"
"4","105373","97502","1","97502051"
"4","105313","97502","1","97502052"
"4","105343","97502","1","97502053"
"4","105462","97502","1","97502054"
"4","105044","97502","1","97502055"
"4","105254","97502","1","97502056"
"4","105104","97502","1","97502057"
"4","105224","97502","1","97502058"
"4","105194","97502","1","97502059"
"4","105074","97502","1","97502060"
"4","105134","97502","1","97502061"
"4","105164","97502","1","97502062"
"4","105014","97502","1","97502063"
"4","105614","97502","1","97502064"
"4","105584","97502","1","97502065"
"4","105554","97502","1","97502066"
"4","105314","97502","1","97502067"
"4","105523","97502","1","97502068"
"4","105374","97502","1","97502069"
"4","105344","97502","1","97502070"
"4","105432","97502","1","97502071"
"4","105284","97502","1","97502072"
"2","90005","97503","20","97503001"
"4","140001","97503","10","97503002"
"6","93001","97503","250","97503003"
"8","91002","97503","500","97503004"
"12","94002","97503","500000","97503005"
"2","25001","97503","5","97503006"
"2","97102","97504","1","97504001"
"2","97103","97504","1","97504002"
"2","97104","97504","1","97504003"
"2","97105","97504","1","97504004"
"6","93001","97505","800","97505001"
"12","94002","97505","3000000","97505002"
"2","90005","97505","60","97505003"
"2","25001","97505","15","97505004"
"4","140001","97505","20","97505005"
"2","23001","97505","400","97505006"
"2","20004","97505","100","97505007"
"4","105011","97506","1","97506001"
"4","105161","97506","1","97506002"
"4","105221","97506","1","97506003"
"4","105071","97506","1","97506004"
"4","105041","97506","1","97506005"
"4","105131","97506","1","97506006"
"4","105191","97506","1","97506007"
"4","105101","97506","1","97506008"
"4","105251","97506","1","97506009"
"4","105581","97506","1","97506010"
"4","105551","97506","1","97506011"
"4","105611","97506","1","97506012"
"4","105311","97506","1","97506013"
"4","105341","97506","1","97506014"
"4","105281","97506","1","97506015"
"4","105371","97506","1","97506016"
"4","105401","97506","1","97506017"
"4","105521","97506","1","97506018"
"4","105012","97506","1","97506019"
"4","105222","97506","1","97506020"
"4","105042","97506","1","97506021"
"4","105102","97506","1","97506022"
"4","105072","97506","1","97506023"
"4","105162","97506","1","97506024"
"4","105192","97506","1","97506025"
"4","105132","97506","1","97506026"
"4","105252","97506","1","97506027"
"4","105552","97506","1","97506028"
"4","105612","97506","1","97506029"
"4","105582","97506","1","97506030"
"4","105522","97506","1","97506031"
"4","105431","97506","1","97506032"
"4","105282","97506","1","97506033"
"4","105372","97506","1","97506034"
"4","105342","97506","1","97506035"
"4","105312","97506","1","97506036"
"4","105043","97506","1","97506037"
"4","105073","97506","1","97506038"
"4","105133","97506","1","97506039"
"4","105013","97506","1","97506040"
"4","105223","97506","1","97506041"
"4","105193","97506","1","97506042"
"4","105103","97506","1","97506043"
"4","105253","97506","1","97506044"
"4","105163","97506","1","97506045"
"4","105553","97506","1","97506046"
"4","105583","97506","1","97506047"
"4","105613","97506","1","97506048"
"4","105283","97506","1","97506049"
"4","105491","97506","1","97506050"
"4","105373","97506","1","97506051"
"4","105313","97506","1","97506052"
"4","105343","97506","1","97506053"
"4","105462","97506","1","97506054"
"4","105044","97506","1","97506055"
"4","105254","97506","1","97506056"
"4","105104","97506","1","97506057"
"4","105224","97506","1","97506058"
"4","105194","97506","1","97506059"
"4","105074","97506","1","97506060"
"4","105134","97506","1","97506061"
"4","105164","97506","1","97506062"
"4","105014","97506","1","97506063"
"4","105614","97506","1","97506064"
"4","105584","97506","1","97506065"
"4","105554","97506","1","97506066"
"4","105314","97506","1","97506067"
"4","105523","97506","1","97506068"
"4","105374","97506","1","97506069"
"4","105344","97506","1","97506070"
"4","105432","97506","1","97506071"
"4","105284","97506","1","97506072"
"4","105015","97507","1","97507001"
"4","105045","97507","1","97507002"
"4","105075","97507","1","97507003"
"4","105105","97507","1","97507004"
"4","105135","97507","1","97507005"
"4","105165","97507","1","97507006"
"4","105195","97507","1","97507007"
"4","105225","97507","1","97507008"
"4","105255","97507","1","97507009"
"4","105555","97507","1","97507010"
"4","105585","97507","1","97507011"
"4","105615","97507","1","97507012"
"4","105285","97507","1","97507013"
"4","105315","97507","1","97507014"
"4","105345","97507","1","97507015"
"4","105375","97507","1","97507016"
"4","105463","97507","1","97507017"
"4","105402","97507","1","97507018"
"4","105016","97507","1","97507019"
"4","105046","97507","1","97507020"
"4","105076","97507","1","97507021"
"4","105106","97507","1","97507022"
"4","105136","97507","1","97507023"
"4","105166","97507","1","97507024"
"4","105196","97507","1","97507025"
"4","105226","97507","1","97507026"
"4","105256","97507","1","97507027"
"4","105556","97507","1","97507028"
"4","105586","97507","1","97507029"
"4","105616","97507","1","97507030"
"4","105286","97507","1","97507031"
"4","105316","97507","1","97507032"
"4","105346","97507","1","97507033"
"4","105376","97507","1","97507034"
"4","105433","97507","1","97507035"
"4","105524","97507","1","97507036"
"4","105017","97507","1","97507037"
"4","105047","97507","1","97507038"
"4","105077","97507","1","97507039"
"4","105107","97507","1","97507040"
"4","105137","97507","1","97507041"
"4","105167","97507","1","97507042"
"4","105197","97507","1","97507043"
"4","105227","97507","1","97507044"
"4","105257","97507","1","97507045"
"4","105557","97507","1","97507046"
"4","105587","97507","1","97507047"
"4","105617","97507","1","97507048"
"4","105287","97507","1","97507049"
"4","105317","97507","1","97507050"
"4","105347","97507","1","97507051"
"4","105377","97507","1","97507052"
"4","105464","97507","1","97507053"
"4","105403","97507","1","97507054"
"4","106011","97508","1","97508001"
"4","106041","97508","1","97508002"
"4","106071","97508","1","97508003"
"4","106101","97508","1","97508004"
"4","106131","97508","1","97508005"
"4","106161","97508","1","97508006"
"4","106191","97508","1","97508007"
"4","106221","97508","1","97508008"
"4","106251","97508","1","97508009"
"4","106551","97508","1","97508010"
"4","106581","97508","1","97508011"
"4","106611","97508","1","97508012"
"4","106281","97508","1","97508013"
"4","106311","97508","1","97508014"
"4","106341","97508","1","97508015"
"4","106371","97508","1","97508016"
"4","106401","97508","1","97508017"
"4","106461","97508","1","97508018"
"6","93001","97509","500","97509001"
"12","94002","97509","3000000","97509002"
"2","90005","97509","30","97509003"
"2","25001","97509","10","97509004"
"4","140001","97509","10","97509005"
"2","23001","97509","400","97509006"
"2","20004","97509","100","97509007"
"6","93001","97510","800","97510001"
"12","94002","97510","3000000","97510002"
"2","90005","97510","60","97510003"
"2","25001","97510","15","97510004"
"4","140001","97510","20","97510005"
"2","23001","97510","300","97510006"
"2","20004","97510","80","97510007"
"4","105011","97511","1","97511001"
"4","105161","97511","1","97511002"
"4","105221","97511","1","97511003"
"4","105071","97511","1","97511004"
"4","105041","97511","1","97511005"
"4","105131","97511","1","97511006"
"4","105191","97511","1","97511007"
"4","105101","97511","1","97511008"
"4","105251","97511","1","97511009"
"4","105581","97511","1","97511010"
"4","105551","97511","1","97511011"
"4","105611","97511","1","97511012"
"4","105311","97511","1","97511013"
"4","105341","97511","1","97511014"
"4","105281","97511","1","97511015"
"4","105371","97511","1","97511016"
"4","105401","97511","1","97511017"
"4","105521","97511","1","97511018"
"4","105012","97511","1","97511019"
"4","105222","97511","1","97511020"
"4","105042","97511","1","97511021"
"4","105102","97511","1","97511022"
"4","105072","97511","1","97511023"
"4","105162","97511","1","97511024"
"4","105192","97511","1","97511025"
"4","105132","97511","1","97511026"
"4","105252","97511","1","97511027"
"4","105552","97511","1","97511028"
"4","105612","97511","1","97511029"
"4","105582","97511","1","97511030"
"4","105522","97511","1","97511031"
"4","105431","97511","1","97511032"
"4","105282","97511","1","97511033"
"4","105372","97511","1","97511034"
"4","105342","97511","1","97511035"
"4","105312","97511","1","97511036"
"4","105043","97511","1","97511037"
"4","105073","97511","1","97511038"
"4","105133","97511","1","97511039"
"4","105013","97511","1","97511040"
"4","105223","97511","1","97511041"
"4","105193","97511","1","97511042"
"4","105103","97511","1","97511043"
"4","105253","97511","1","97511044"
"4","105163","97511","1","97511045"
"4","105553","97511","1","97511046"
"4","105583","97511","1","97511047"
"4","105613","97511","1","97511048"
"4","105283","97511","1","97511049"
"4","105491","97511","1","97511050"
"4","105373","97511","1","97511051"
"4","105313","97511","1","97511052"
"4","105343","97511","1","97511053"
"4","105462","97511","1","97511054"
"4","105044","97511","1","97511055"
"4","105254","97511","1","97511056"
"4","105104","97511","1","97511057"
"4","105224","97511","1","97511058"
"4","105194","97511","1","97511059"
"4","105074","97511","1","97511060"
"4","105134","97511","1","97511061"
"4","105164","97511","1","97511062"
"4","105014","97511","1","97511063"
"4","105614","97511","1","97511064"
"4","105584","97511","1","97511065"
"4","105554","97511","1","97511066"
"4","105314","97511","1","97511067"
"4","105523","97511","1","97511068"
"4","105374","97511","1","97511069"
"4","105344","97511","1","97511070"
"4","105432","97511","1","97511071"
"4","105284","97511","1","97511072"
"4","105015","97512","1","97512001"
"4","105045","97512","1","97512002"
"4","105075","97512","1","97512003"
"4","105105","97512","1","97512004"
"4","105135","97512","1","97512005"
"4","105165","97512","1","97512006"
"4","105195","97512","1","97512007"
"4","105225","97512","1","97512008"
"4","105255","97512","1","97512009"
"4","105555","97512","1","97512010"
"4","105585","97512","1","97512011"
"4","105615","97512","1","97512012"
"4","105285","97512","1","97512013"
"4","105315","97512","1","97512014"
"4","105345","97512","1","97512015"
"4","105375","97512","1","97512016"
"4","105463","97512","1","97512017"
"4","105402","97512","1","97512018"
"4","105016","97512","1","97512019"
"4","105046","97512","1","97512020"
"4","105076","97512","1","97512021"
"4","105106","97512","1","97512022"
"4","105136","97512","1","97512023"
"4","105166","97512","1","97512024"
"4","105196","97512","1","97512025"
"4","105226","97512","1","97512026"
"4","105256","97512","1","97512027"
"4","105556","97512","1","97512028"
"4","105586","97512","1","97512029"
"4","105616","97512","1","97512030"
"4","105286","97512","1","97512031"
"4","105316","97512","1","97512032"
"4","105346","97512","1","97512033"
"4","105376","97512","1","97512034"
"4","105433","97512","1","97512035"
"4","105524","97512","1","97512036"
"4","105017","97512","1","97512037"
"4","105047","97512","1","97512038"
"4","105077","97512","1","97512039"
"4","105107","97512","1","97512040"
"4","105137","97512","1","97512041"
"4","105167","97512","1","97512042"
"4","105197","97512","1","97512043"
"4","105227","97512","1","97512044"
"4","105257","97512","1","97512045"
"4","105557","97512","1","97512046"
"4","105587","97512","1","97512047"
"4","105617","97512","1","97512048"
"4","105287","97512","1","97512049"
"4","105317","97512","1","97512050"
"4","105347","97512","1","97512051"
"4","105377","97512","1","97512052"
"4","105464","97512","1","97512053"
"4","105403","97512","1","97512054"
"4","106011","97513","1","97513001"
"4","106041","97513","1","97513002"
"4","106071","97513","1","97513003"
"4","106101","97513","1","97513004"
"4","106131","97513","1","97513005"
"4","106161","97513","1","97513006"
"4","106191","97513","1","97513007"
"4","106221","97513","1","97513008"
"4","106251","97513","1","97513009"
"4","106551","97513","1","97513010"
"4","106581","97513","1","97513011"
"4","106611","97513","1","97513012"
"4","106281","97513","1","97513013"
"4","106311","97513","1","97513014"
"4","106341","97513","1","97513015"
"4","106371","97513","1","97513016"
"4","106401","97513","1","97513017"
"4","106461","97513","1","97513018"
"4","106042","97513","1","97513019"
"4","106072","97513","1","97513020"
"4","106132","97513","1","97513021"
"4","106192","97513","1","97513022"
"4","106012","97513","1","97513023"
"4","106102","97513","1","97513024"
"4","106162","97513","1","97513025"
"4","106222","97513","1","97513026"
"4","106252","97513","1","97513027"
"4","106552","97513","1","97513028"
"4","106582","97513","1","97513029"
"4","106612","97513","1","97513030"
"4","106312","97513","1","97513031"
"4","106282","97513","1","97513032"
"4","106342","97513","1","97513033"
"4","106372","97513","1","97513034"
"4","106431","97513","1","97513035"
"4","106521","97513","1","97513036"
"4","106013","97513","1","97513037"
"4","106043","97513","1","97513038"
"4","106073","97513","1","97513039"
"4","106103","97513","1","97513040"
"4","106133","97513","1","97513041"
"4","106163","97513","1","97513042"
"4","106193","97513","1","97513043"
"4","106253","97513","1","97513044"
"4","106223","97513","1","97513045"
"4","106553","97513","1","97513046"
"4","106583","97513","1","97513047"
"4","106613","97513","1","97513048"
"4","106313","97513","1","97513049"
"4","106283","97513","1","97513050"
"4","106343","97513","1","97513051"
"4","106373","97513","1","97513052"
"4","106491","97513","1","97513053"
"4","106462","97513","1","97513054"
"4","107041","97514","1","97514001"
"4","107071","97514","1","97514002"
"4","107131","97514","1","97514003"
"4","107191","97514","1","97514004"
"4","107011","97514","1","97514005"
"4","107101","97514","1","97514006"
"4","107161","97514","1","97514007"
"4","107221","97514","1","97514008"
"4","107251","97514","1","97514009"
