ce7e290507b6451974dd4fc24defb98f5cfb02775153f00f582d081ccd42c9f5,05cbbe17b1208271f8bbe4b1cf4cf1fd4b4e03c3ae0e9b575129e49eca59bb77,e44ebe71f4491c9ab4530a60c57805371a267dad5d299782a870b58027d048e3,41c59f372ccc2fc81d2ed97f149035cfe5acdb429b5ecf322df9d6534ad1c391,56c6eea743070c2e3a26c27a185f195b89aebbb68a71998c62280b65094aa571,d067df0eb4d6a9d87aa92feacb64bf04ece266eac174c7db53e5811db4562fdd,e609f6f4eeea5716d083a322f951d4b9c6627713245d1afd092dc95cce74f635,7ed09e13b1ba1e8717dc4cad7497ac798f230964535f255fa3f93c03541cf50f,1e2a5feccc1fb9c5cb8324efa503ef69b948e4c2d20f361a2b96a40454359065,502de2d34c4532c4ef64bd3f02ba4f9d64e9ed0efa9a525893272715eede45d1,2c3f6e8cda22df81ca8687d5661ab92ac12e25e316c31d1069572509cd7b6b33,3b5dbfd24d8a10d5a8e95239cbd4e322beec641ebad69a687c481618d8ce4bb3
"60000","1","1","花凜","","0","0","0","1","1","190804","為了迎接公主祭典，要不要在嶄新的一天\n用抽籤占卜一下運勢呢？\n運勢愈好，\n就能得到愈多禮物唷♪"
"60000","1","0","","","0","0","1","2","2","0","今天的運勢是姬吉！                                                                  這是所有運氣當中最好的！                                                        現在只要帶領著「傳說的吸血鬼」，就算征服世界也不是夢想！"
"60000","1","0","","","0","0","1","2","3","0","今天的運勢是姬吉！　要做的事都會達到頂峰！                            太讚了吧☆　幸運物是飯糰！                                                     肚子飽飽的幸福就會持續下去吧！"
"60000","2","0","","","0","0","1","2","4","0","今天的運勢是姬吉！                                                                  這麼好的運氣有如將軍一般！                                                     威信滿滿使人們著迷，一定會受到大家的歡迎！"
"60000","1","0","","","0","0","2","2","5","0","今天的運勢是大吉！                                                                  運氣愈來愈好了！                                                                     無論做什麼事，只要發揮最高效率都能夠有美好的結果唷♪"
"60000","1","0","","","0","0","2","2","6","0","今天的運勢是大吉！                                                                  無論做什麼事都能夠順順利利，表現出色！                                  看到這麼棒的你，是不是因為你後面的誰……嘻嘻♪"
"60000","2","0","","","0","0","2","2","7","0","今天的運勢是大吉！                                                                  運氣超好，無論挑戰什麼都會有好結果！                                      隱藏的才能好像會被引導出來！　目標是秀……不對是秀才！"
"60000","1","0","","","0","0","3","2","8","0","今天的運勢是中吉！                                                                  事業運愈來愈上升了！　幸運物是鯛魚燒！                                  用和菓子力量提高業績！"
"60000","1","0","","","0","0","3","2","9","0","今天的運勢是中吉！                                                                  旅行運迅速上升中♪                                                                   說不定，就連那個「真步真步王國」也能到的了♪"
"60000","1","0","","","0","0","3","2","10","0","今天的運勢是中吉！                                                                  工作運急速上升中！                                                                  一定能像「飛舞於煉獄，一陣疾風」一樣表現活躍唷！"
"60000","1","0","","","0","0","3","2","11","0","今天的運勢是中吉！                                                                  好好等待機會就會迎向好結果！                                                  吃掉幸運物布丁，把運氣呼喚過來吧！"
"60000","2","0","","","0","0","3","2","12","0","今天的運勢是中吉！                                                                  運氣一點一滴地上升中！                                                           就像是受到精靈的庇護，各式各樣的事都會順利進行唷♪"
"60000","1","0","","","0","0","4","2","13","0","今天的運勢是小吉！                                                                  在清晨會有幸運的預兆！                                                           也許會有溫柔的大姐姐來叫你起床唷♪"
"60000","1","0","","","0","0","4","2","14","0","今天的運勢是小吉！                                                                  雖然運氣上升中，但在上升前要小心！                                        幸運動物是熊！　也許會給予像是真正家人般的守護♪"
"60000","1","0","","","0","0","4","2","15","0","今天的運勢是小吉！                                                                  在外頭悠閒度過的話運氣會上升！                                               幸運地點是牧場。可能會有有趣的相遇♪"
"60000","1","0","","","0","0","4","2","16","0","今天的運勢是小吉！                                                                  雖然運氣很好，但要注意突發事件！                                           在外出地點，可能會被當成「可疑人士」也說不定……"
"60000","2","0","","","0","0","4","2","17","0","今天的運勢是小吉！                                                                  別埋頭苦幹好好放鬆的話，運氣會變好！                                     幸運對象是偶像。歌會帶給你幸福♪"
"60000","0","2","花凜","","0","0","0","3","18","190804","抽籤的結果如何呢？\n嶄新的一天，希望對你來說\n能變成很好的一天，\n明天也要再來玩唷♪"
"60000","0","3","花凜","","7","0","0","3","19","190804","有好好享受抽籤的樂趣了嗎？\n從心裡深深祈禱\n你的未來，\n能變得更美好。"
"60001","1","1","鈴莓","","0","0","0","1","92","112101","新年好，\n要不要來抽個神籤看看呢？\n當您的運勢越好，\n就能獲得越多禮物唷♪"
"60001","1","0","","","0","0","1","2","93","0","今天的運勢是姬吉！                                                                  這是所有運氣當中最好的！                                                        現在只要帶領著「傳說的吸血鬼」，就算征服世界也不是夢想！"
"60001","1","0","","","0","0","1","2","94","0","今天的運勢是姬吉！　要做的事都會達到頂峰！                            太讚了吧☆　幸運物是飯糰！                                                     肚子飽飽的幸福就會持續下去吧！"
"60001","1","0","","","0","0","1","2","95","0","您今天的運勢是姬吉！　                                                            這份最棒的好運勢，讓您就連小冒失都能一掃而空唷！                  您與您最珍惜的人，今天絕對會一起過上最美好的一天呢！"
"60001","1","0","","","0","0","1","2","96","0","您今天的運勢是姬吉！  不論遇上任何挑戰都能順利                      是最棒的運勢！要變成理想中的那個您，今天就是絕佳好時機！         鼓起勇氣跨出第一步吧！"
"60001","2","0","","","0","0","1","2","97","0","今天的運勢是姬吉！                                                                  這麼好的運氣有如將軍一般！                                                     威信滿滿使人們著迷，一定會受到大家的歡迎！"
"60001","1","0","","","0","0","2","2","98","0","今天的運勢是大吉！                                                                  運氣愈來愈好了！                                                                     無論做什麼事，只要發揮最高效率都能夠有美好的結果唷♪"
"60001","1","0","","","0","0","2","2","99","0","今天的運勢是大吉！                                                                  無論做什麼事都能夠順順利利，表現出色！                                  看到這麼棒的你，是不是因為你後面的誰……嘻嘻♪"
"60001","1","0","","","0","0","2","2","100","0","您今天的運勢是大吉！　                                                           今天的幸運單字是「切嚕～♪」　　　　                                       若您向遇上的每個人說出這個字，您將會過上愉快的一整天唷！"
"60001","1","0","","","0","0","2","2","101","0","您今天的運勢是大吉！　                                                           您的運勢毫無疑問是無人可敵的狀態！　　　　　　　                  用您的慧眼看透一切，讓自己過上心想事成的一天吧！"
"60001","2","0","","","0","0","2","2","102","0","今天的運勢是大吉！                                                                  運氣超好，無論挑戰什麼都會有好結果！                                      隱藏的才能好像會被引導出來！　目標是秀……不對是秀才！"
"60001","1","0","","","0","0","3","2","103","0","今天的運勢是中吉！                                                                  事業運愈來愈上升了！　幸運物是鯛魚燒！                                  用和菓子力量提高業績！"
"60001","1","0","","","0","0","3","2","104","0","今天的運勢是中吉！                                                                  旅行運迅速上升中♪                                                                   說不定，就連那個「真步真步王國」也能到的了♪"
"60001","1","0","","","0","0","3","2","105","0","今天的運勢是中吉！                                                                  工作運急速上升中！                                                                  一定能像「飛舞於煉獄，一陣疾風」一樣表現活躍唷！"
"60001","1","0","","","0","0","3","2","106","0","今天的運勢是中吉！                                                                  好好等待機會就會迎向好結果！                                                  吃掉幸運物布丁，把運氣呼喚過來吧！"
