caf5403803c9326376e467fa102943d834ed4bb4ecb9916fdb0d523029383d8c,3a39a355739a393813a4c2d0676e91078ced12249811d49aa39d3ba7532be96e,e188b659e93c892740abf3cc70ab948123c2acf846c83f2d081ae968856e4b35,3bbbe4d426e373a3c7257a9c0a3259dd470c81ed67ae207d87effc0e1c755668,3b2b0029108fbad2f10a5adabb19161f4fe1dc88bbd8b023d92e81e1797a3156,c9f49157aa4479df9b7fa13ea87151ea9e21bb321923f350c5e63b059def5c06,aa5926d16fcb60003b4409b644169cac89a69afb9781afbec413c212f69d084c,7df02fe8b1191ceb4abc133ddfad484cd89162de4036da5c52cb0bd815d2fb8e,82bbc9de24fca588b2040441cc7b354bc03989330971e50bb35f7694aabb2a51,ed39e9f99d5e44f6021a83391471278a04d4cca8df1aac97df9cfc3074a99fc9,84cff6c1be0e7781ac21ed88ea8dad4924e771d136b8ef1aa3e82393be17f936,4d83966e4f1e368cce65717c700502cb6ade84df1200f3a7a49412abcb779846,904168d96a1cb8fbcdf44b0d8017bca3bf7440750fee71208f34d69115cb062e,94648c3148749be977ba3a91fe722def676bcf786c9ce1aa6eb1bda25f96e2d2
"0","bgm_M32","0","20001","20001101","0","1","0","0","塔爾格姆地區","bgm_M32","0","201","1"
"0","bgm_M32","0","20001","20001201","0","1","0","0","塔爾格姆地區","bgm_M32","0","201","0"
"0","bgm_M98","0","20002","20002101","0","1","0","0","馬席納地區","bgm_M98_2","0","201","0"
"0","bgm_M98","0","20002","20002201","0","1","0","0","馬席納地區","bgm_M98_2","0","201","0"
"0","bgm_M106","0","20003","20003101","0","1","0","0","蘭德索爾郊外","bgm_M106","0","201","0"
"0","bgm_M106","0","20003","20003201","0","1","0","0","蘭德索爾郊外","bgm_M106","0","201","0"
"0","bgm_M112","0","20004","20004101","0","1","0","0","塔帕斯海灘 周邊","bgm_M112","0","201","0"
"0","bgm_M112","0","20004","20004201","0","1","0","0","塔帕斯海灘 周邊","bgm_M112","0","201","0"
"0","bgm_M121","0","20005","20005101","0","1","0","0","伊爾席翁的孤島","bgm_M121","0","201","0"
"0","bgm_M121","0","20005","20005201","0","1","0","0","伊爾席翁的孤島","bgm_M121","0","201","0"
"0","bgm_M128","0","20006","20006101","85","1","0","0","王城蘭德索爾","bgm_M128","0","201","0"
"0","bgm_M128","0","20006","20006201","0","1","0","0","王城蘭德索爾","bgm_M128","0","201","0"
"0","bgm_M135","0","20007","20007101","0","1","0","0","蘭德索爾郊外","bgm_M135","0","201","1"
"208","bgm_M29","1","20007","20007102","0","1","202","0","靈界","bgm_M29","80","201","2"
"209","bgm_M135","1","20007","20007103","0","1","202","1","蘭德索爾中央地區","bgm_M135","0","201","3"
"0","bgm_M135","0","20007","20007201","0","1","0","31","蘭德索爾郊外","bgm_M135","0","201","1"
"0","bgm_M162","0","20008","20008101","35","1","0","0","蘭德索爾近郊","bgm_M162","0","201","0"
"0","bgm_M162","0","20008","20008201","0","1","0","0","蘭德索爾近郊","bgm_M162","0","201","0"
"0","bgm_M171","0","20009","20009101","110","1","0","11","咲戀育幼院","bgm_M171","0","201","1"
"0","bgm_M171","0","20009","20009201","0","1","0","0","王城蘭德索爾","bgm_M171","0","201","1"
"0","bgm_M182","0","20010","20010101","1","1","0","0","往神殿的參道","bgm_M182","180","201","1"
"0","bgm_M182","0","20010","20010201","0","1","0","0","往神殿的參道","bgm_M182","0","201","1"
"0","bgm_M189","0","20011","20011101","0","1","0","0","王城蘭德索爾","bgm_M189","0","201","1"
"0","bgm_M189","0","20011","20011102","110","1","0","0","廚房競技場","bgm_M189","0","201","2"
"0","bgm_M189","0","20011","20011201","0","1","0","0","廚房競技場","bgm_M189","0","201","1"
"0","bgm_M206","0","20012","20012101","115","1","0","0","王城蘭德索爾","bgm_M206","0","201","1"
"0","bgm_M206","0","20012","20012201","0","1","0","0","王城蘭德索爾","bgm_M206","0","201","1"
"0","bgm_M215","0","20013","20013101","100","1","0","0","加托羅斯山","bgm_M215","0","201","1"
"208","bgm_M215","1","20013","20013102","0","1","202","11","光之裂縫","bgm_M215","0","201","2"
"0","bgm_M215","0","20013","20013201","0","1","0","0","光之裂縫","bgm_M215","0","201","1"
"0","bgm_M223","0","20014","20014101","120","1","0","0","大江戶町","bgm_M223","0","201","1"
"0","bgm_M223","0","20014","20014201","0","1","0","0","大江戶町","bgm_M223","0","201","1"
"0","bgm_M237","0","20015","20015101","98","1","0","12","晴雨海灘","bgm_M237","0","201","1"
"0","bgm_M237","0","20015","20015201","0","1","0","0","晴雨海灘","bgm_M237","0","201","0"
"0","bgm_M245","0","20016","20016101","150","1","0","0","真步真步王國避暑聖地？","bgm_M245_02","0","201","0"
"0","bgm_M245","0","20016","20016201","0","1","0","0","真步真步王國避暑聖地？","bgm_M245_02","0","201","0"
"0","bgm_M254","0","20017","20017101","70","1","0","0","聖德蕾莎女子學院","bgm_M254","0","201","1"
"0","bgm_M254","0","20017","20017201","0","1","0","0","聖德蕾莎女子學院","bgm_M254","0","201","0"
"0","bgm_M265","0","20018","20018101","0","1","0","0","鬼屋附近地區","bgm_M265_Top","0","201","1"
"0","bgm_M265","1","20018","20018102","0","1","202","0","鬼魂墓地","bgm_M265_Top","0","201","2"
"0","bgm_M265","0","20018","20018201","0","1","0","0","鬼魂墓地","bgm_M265_Top","0","201","1"
"0","bgm_M273","0","20019","20019101","90","1","0","0","艾爾皮斯島 開墾營地一帶","bgm_M273","0","201","0"
"0","bgm_M273","0","20019","20019201","0","1","0","0","艾爾皮斯島 開墾營地一帶","bgm_M273","0","201","0"
"0","bgm_M281","0","20020","20020101","0","1","0","0","王都蘭德索爾 郊外","bgm_M281","0","201","1"
"0","bgm_M281","0","20020","20020102","0","1","0","11","王都蘭德索爾 中央廣場","bgm_M281","0","201","2"
"0","bgm_M281","0","20020","20020201","0","1","0","0","王都蘭德索爾 中央廣場","bgm_M281","0","201","1"
"0","bgm_M294","0","20021","20021101","30","1","0","0","公會競速賽　1區→2區","bgm_M294","0","201","1"
"0","bgm_M294","0","20021","20021102","30","1","0","0","公會競速賽　3區→4區","bgm_M294","0","201","2"
"0","bgm_M294","0","20021","20021201","0","1","0","0","公會競速賽　3區→4區","bgm_M294","0","201","1"
"0","bgm_M316","0","20022","20022101","87","1","0","0","王城蘭德索爾","bgm_M316","0","201","1"
"0","bgm_M316","0","20022","20022201","0","1","0","0","王城蘭德索爾","bgm_M316","0","201","1"
"0","bgm_M343","0","20023","20023101","45","1","0","0","聖德蕾莎女子學院","bgm_M343","0","201","1"
"0","bgm_M343","0","20023","20023201","0","1","0","0","聖德蕾莎女子學院","bgm_M343","0","201","0"
"0","bgm_M351","0","20024","20024101","0","1","0","0","伊麗莎白牧場","bgm_M351","0","201","1"
"0","bgm_M351","0","20024","20024102","0","1","0","0","王城蘭德索爾","bgm_M351","0","201","2"
"0","bgm_M351","0","20024","20024103","0","1","0","0","伊麗莎白牧場","bgm_M351","0","201","3"
"0","bgm_M351","0","20024","20024201","0","1","0","0","伊麗莎白牧場","bgm_M351","0","201","1"
"0","bgm_M375","0","20025","20025101","200","1","0","0","不可思議之國","bgm_M375","0","201","0"
"0","bgm_M375","0","20025","20025201","100","1","0","0","不可思議之國","bgm_M375","0","201","0"
"0","bgm_M380A","0","20026","20026101","90","1","0","0","祈願海岸周圍","bgm_M380A","0","201","1"
"0","bgm_M380B","0","20026","20026102","0","1","0","0","繁星降臨的銀河","bgm_M380B_02","0","201","2"
"0","bgm_M380B","0","20026","20026201","0","1","0","0","繁星降臨的銀河","bgm_M380B_02","0","201","0"
"0","bgm_M393","0","20027","20027101","115","1","0","0","海灘運動公園","bgm_M393","0","201","0"
"0","bgm_M393","0","20027","20027201","0","1","0","0","海灘運動公園","bgm_M393","0","201","0"
"0","bgm_M403","0","20028","20028101","80","1","0","0","王城蘭德索爾","bgm_M403","0","201","1"
"0","bgm_M403","0","20028","20028201","0","1","0","0","王城蘭德索爾","bgm_M403","0","201","1"
"0","bgm_M413","0","20029","20029101","128","1","0","0","萬聖節樂園","bgm_M413","0","201","0"
"0","bgm_M413","0","20029","20029201","0","1","0","0","萬聖節樂園","bgm_M413","0","201","0"
"0","bgm_M421","0","20030","20030101","80","1","0","0","王城蘭德索爾","bgm_M421","0","201","1"
"0","bgm_M421","0","20030","20030201","0","1","0","0","王城蘭德索爾","bgm_M421","0","201","1"
"0","bgm_M426","0","20031","20031101","60","1","0","0","名媛初登夢想秘境會場","bgm_M426","0","201","1"
"0","bgm_M426","0","20031","20031201","0","1","0","0","名媛初登夢想秘境會場","bgm_M426","0","201","1"
"0","bgm_M435","0","20032","20032101","100","1","0","0","港小鎮‧大間","bgm_M435","0","201","1"
"0","bgm_M435","0","20032","20032201","0","1","0","0","港小鎮‧大間","bgm_M435","0","201","1"
"0","bgm_M442A","0","20033","20033101","70","1","0","0","蘭德索爾近郊","bgm_M442A","0","201","1"
"0","bgm_M442A","0","20033","20033201","0","1","0","0","蘭德索爾近郊","bgm_M442A","0","201","0"
"0","bgm_M442B","0","20034","20034101","25","1","0","0","精靈族之村　純淨的森林","bgm_M442B","0","201","0"
"0","bgm_M442B","0","20034","20034201","0","1","0","0","精靈族之村　純淨的森林","bgm_M442B","0","201","0"
"0","bgm_M451","0","20035","20035101","0","1","0","0","蘭德索爾近郊","bgm_M451","0","201","1"
"0","bgm_M451","0","20035","20035102","0","1","0","0","邊境之地","bgm_M451","0","201","2"
"0","bgm_M451","0","20035","20035201","0","1","0","0","邊境之地","bgm_M451","0","201","0"
"0","bgm_M457","0","20036","20036101","91","1","0","0","聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","201","1"
"0","bgm_M457","0","20036","20036201","0","1","0","0","聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","201","0"
"0","bgm_M467","0","20037","20037101","90","1","0","0","不同時間軸的蘭德索爾","bgm_M467","0","201","1"
"0","bgm_M467","0","20037","20037102","0","1","0","0","時光隧道","bgm_M467","0","201","2"
"0","bgm_M467","0","20037","20037201","0","1","0","0","時光隧道","bgm_M467","0","201","0"
"0","bgm_M478","0","20038","20038101","0","1","0","0","玩具工廠","bgm_M478_Lofi","40","201","1"
"0","bgm_M478","0","20038","20038102","0","1","0","0","王城蘭德索爾","bgm_M478_Lofi","0","201","2"
"0","bgm_M478","0","20038","20038201","0","1","0","0","王城蘭德索爾","bgm_M478_Lofi","0","201","0"
"0","bgm_M486","0","20039","20039101","0","1","0","0","王城蘭德索爾","bgm_M486","0","201","1"
"0","bgm_M486","0","20039","20039102","58","1","0","0","某座無人島","bgm_M486","0","201","2"
"0","bgm_M486","0","20039","20039103","0","1","0","0","王城蘭德索爾","bgm_M486","0","201","3"
"0","bgm_M486","0","20039","20039201","0","1","0","0","王城蘭德索爾","bgm_M486","0","201","0"
"0","bgm_M496","0","20040","20040101","100","1","0","0","慈樂之音夏日演唱會會場","bgm_M496","0","201","1"
"0","bgm_M496","0","20040","20040201","0","1","0","0","慈樂之音夏日演唱會會場","bgm_M496","0","201","0"
"0","bgm_M508","0","20041","20041101","0","1","0","0","王城蘭德索爾","bgm_M508","0","201","1"
"0","bgm_M508","0","20041","20041102","45","1","0","0","大江戶町","bgm_M508","0","201","2"
"0","bgm_M508","0","20041","20041201","0","1","0","0","大江戶町","bgm_M508","0","201","0"
"0","bgm_M520","0","20042","20042101","128","1","0","0","王城蘭德索爾","bgm_M520","0","201","1"
"0","bgm_M520","0","20042","20042102","0","1","0","0","王城蘭德索爾","bgm_M520","0","201","2"
"0","bgm_M520","0","20042","20042201","0","1","0","31","王城蘭德索爾","bgm_M520","0","201","1"
"0","bgm_M527","0","20043","20043101","40","1","0","0","王城蘭德索爾","bgm_M527","0","201","1"
"0","bgm_M527","0","20043","20043102","0","1","0","0","蘭德索爾近郊","bgm_M527","0","201","2"
"0","bgm_M527","0","20043","20043201","0","1","0","0","蘭德索爾近郊","bgm_M527","0","201","0"
"0","bgm_M536","0","20044","20044101","70","1","0","0","甜點大賽會場","bgm_M536","0","201","1"
"0","bgm_M536","0","20044","20044201","0","1","0","0","甜點大賽會場","bgm_M536","0","201","0"
"0","bgm_M543","0","20045","20045101","0","1","0","0","蘭德索爾近郊","bgm_M543","0","201","1"
"0","bgm_M543","0","20045","20045102","0","1","0","0","港小鎮‧大間","bgm_M543","0","201","2"
"0","bgm_M543","0","20045","20045103","0","1","0","0","塔帕斯海灘 周邊","bgm_M543","0","201","3"
"0","bgm_M543","0","20045","20045104","0","1","0","0","加托羅斯山","bgm_M543","0","201","4"
"0","bgm_M543","0","20045","20045201","0","1","0","0","加托羅斯山","bgm_M543","0","201","0"
"0","bgm_M552","0","20046","20046101","0","1","0","0","王城蘭德索爾","bgm_M552_03","0","201","1"
"0","bgm_M552","0","20046","20046102","0","1","0","0","蘭德索爾近郊","bgm_M552_03","0","201","2"
"0","bgm_M552","0","20046","20046103","0","1","0","0","伊麗絲樹海","bgm_M552_03","0","201","3"
"0","bgm_M552","0","20046","20046104","0","1","0","0","佛洛拉湖畔","bgm_M552_03","0","201","4"
"0","bgm_M552","0","20046","20046201","0","1","0","0","佛洛拉湖畔","bgm_M552_03","0","201","0"
"0","bgm_M553","0","20047","20047101","40","1","0","0","王城蘭德索爾","bgm_M553","0","201","1"
"0","bgm_M553","0","20047","20047102","0","1","0","0","世界之間的夾縫","bgm_M553","0","201","2"
"0","bgm_M553","0","20047","20047201","0","1","0","0","世界之間的夾縫","bgm_M553","0","201","0"
"0","bgm_M565","0","20048","20048101","0","1","0","0","咲戀育幼院內","bgm_M565","0","201","1"
"0","bgm_M565","0","20048","20048102","0","1","0","0","伊麗莎白牧場　牧場溫泉","bgm_M565","0","201","2"
"0","bgm_M565","0","20048","20048201","0","1","0","0","伊麗莎白牧場　牧場溫泉","bgm_M565","0","201","0"
"0","bgm_M574","0","20049","20049101","0","1","0","0","蘭德索爾郊外","bgm_M574","0","201","1"
"0","bgm_M574","0","20049","20049102","0","1","0","0","賭場大廳","bgm_M574","0","201","2"
"0","bgm_M574","0","20049","20049201","0","1","0","0","賭場大廳","bgm_M574","0","201","0"
"0","bgm_M582","0","20050","20050101","0","1","0","0","遭詛咒的海盜島","bgm_M582","0","201","1"
"0","bgm_M582","0","20050","20050201","0","1","0","0","遭詛咒的海盜島","bgm_M582","0","201","0"
"0","bgm_M595","0","20051","20051101","128","1","0","0","露營領域","bgm_M595","0","201","1"
"0","bgm_M595","0","20051","20051201","0","1","0","0","露營領域","bgm_M595","0","201","0"
"0","bgm_M601","0","20052","20052101","0","1","0","0","王城蘭德索爾","bgm_M601","0","201","1"
"0","bgm_M601","0","20052","20052102","80","1","0","0","夏日遊戲度假村","bgm_M601","0","201","2"
"0","bgm_M601","0","20052","20052201","0","1","0","0","夏日遊戲度假村","bgm_M601","0","201","0"
"0","bgm_M608","0","20053","20053101","0","1","0","0","小小邂逅的海岸","bgm_M608","0","201","1"
"0","bgm_M608","0","20053","20053102","0","1","0","0","小小甜心秘密基地附近","bgm_M608","0","201","2"
"0","bgm_M608","0","20053","20053103","0","1","0","0","小小邂逅的海岸","bgm_M608","0","201","3"
"0","bgm_M608","0","20053","20053201","0","1","0","0","小小邂逅的海岸","bgm_M608","0","201","0"
"0","bgm_M618","0","20054","20054101","0","1","0","0","邁向邊境的旅程","bgm_M618","0","201","1"
"0","bgm_M618","0","20054","20054102","30","1","0","0","世界盡頭森林","bgm_M618","0","201","2"
"0","bgm_M618","0","20054","20054201","0","1","0","0","世界盡頭森林","bgm_M618","0","201","0"
"0","bgm_M623","0","20055","20055101","115","1","0","0","蘭祭會場","bgm_M623","0","201","1"
"0","bgm_M623","0","20055","20055201","0","1","0","0","蘭祭會場","bgm_M623","0","201","1"
"0","bgm_M630","0","20056","20056101","0","1","0","0","王城蘭德索爾","bgm_M630","0","201","1"
"0","bgm_M630","0","20056","20056102","30","1","0","0","和平活動之路","bgm_M630","0","201","2"
"0","bgm_M630","0","20056","20056201","0","1","0","0","和平活動之路","bgm_M630","0","201","0"
"0","bgm_M638","0","20057","20057101","110","1","0","11","蘭德索爾 繁華街","bgm_M638","0","201","1"
"0","bgm_M638","0","20057","20057201","0","1","0","0","蘭德索爾 繁華街","bgm_M638","0","201","0"
"0","bgm_M647","0","20058","20058101","45","1","0","0","大江戶町","bgm_M647","0","201","1"
"0","bgm_M647","0","20058","20058201","0","1","0","0","大江戶町","bgm_M647","0","201","0"
"0","bgm_M659","0","20059","20059101","85","1","0","0","王都蘭德索爾 女神祭典","bgm_M659","0","201","1"
"0","bgm_M659","0","20059","20059201","0","1","0","0","王都蘭德索爾 女神祭典","bgm_M659","0","201","1"
"0","bgm_M660","0","20060","20060101","0","1","0","0","王都蘭德索爾 女神祭典","bgm_M660","0","201","1"
"0","bgm_M660","0","20060","20060102","0","1","0","0","回想樂園","bgm_M660","0","201","2"
"0","bgm_M660","0","20060","20060201","0","1","0","0","回想樂園","bgm_M660","0","201","0"
"0","bgm_M668","0","20061","20061101","108","1","0","0","蘭德索爾 市中心","bgm_M668","0","201","1"
"0","bgm_M668","0","20061","20061201","0","1","0","0","蘭德索爾 市中心","bgm_M668","0","201","1"
"0","bgm_MC017","0","20062","20062101","128","1","0","0","遊俠集訓所周圍","bgm_MC017","0","201","1"
"0","bgm_MC017","0","20062","20062201","0","1","0","0","遊俠集訓所周圍","bgm_MC017","0","201","0"
"0","bgm_MC026","0","20063","20063101","0","1","0","0","跳蚤市場會場","bgm_MC026","0","201","1"
"0","bgm_MC026","0","20063","20063102","110","1","0","0","智慧森林周圍","bgm_MC026","0","201","2"
"0","bgm_MC026","0","20063","20063201","0","1","0","0","智慧森林周圍","bgm_MC026","0","201","0"
"0","bgm_MC036","0","20064","20064101","45","1","0","0","魔族的城鎮","bgm_MC036","0","201","1"
"0","bgm_MC036","0","20064","20064201","0","1","0","0","魔族的城鎮","bgm_MC036","0","201","0"
"0","bgm_MC046","0","20065","20065101","0","1","0","0","蘭德索爾近郊","bgm_MC046","0","201","1"
"0","bgm_MC046","0","20065","20065102","110","1","0","0","夏日的大間","bgm_MC046","0","201","2"
"0","bgm_MC046","0","20065","20065201","0","1","0","0","夏日的大間","bgm_MC046","0","201","1"
