2d14b1a67265a973215b51e4d338169a995048552bdc76b8a9d15611011d7eed,3a138753bdc4b4d2b83fbaa28583e2dbc208939c640e6c2e3810a32b85f7519e,fe7d7ac795b931d1ffa0a24c0918a5f64337d8f68348a6afea2796adb985147e,1e25321bf48173cd2af8082415c15da9921f4bbeed7acf8ede11f703bd4a29b5,c6b2149e23056798e4dc6dd29ca63fd77e1f767eb2231cb95d8a2d38ed6f6ebc,c7bf75de76adefdf0058f9b6200a4cc193ce95d745e5db8c61f8e661fad2be76,a6dde7262a2d1aa578e3c640ead35e984dd067d9f4b36dee84978b185671dbbd,6e180aad045869b5a2b9b076b9cad6748e713badad96edc5ac929cea39da9aee,e84aaeec3a34e664b9f7ca89d7504bcd5c3b82180acf9b3a6a2907573c940799,a450bdf165402c741fbdc688bc5624c1cb165fa8334cc10f446d84e0e388d0fa,d55f3ddbc0c3b7a6bd6c022c9822ad1784f8f3e0ca05d631093843c3e05d57ee,cd98a48a05dd147e75d39e7d4fb8a8c96b354320a09878e9c6b554a6170bd291,e6c0432a69ed0472fd16cd7affcf3973637763752fd9c156fda0b9e2ca0aaaaa,77fd3d46d80f74136c601b0c562a3833f177636d07db9691820437efa8a84c0e,a9f10f0297c4a5bc4ae2d0907357d72c8d015461e36ad49e95a2b7f381e2d76b,f73f877af746a4e905c08afd49fa5b6ceb04c934c09d0a977e3034e0fde1dc63,b9d2dd323fdb298582ad577231b66b03e1f243ed547ff5ed5ceb52f3dd23a5d7,b818a64eadadd3895c0f2411c2db5334a92fc0ec72273799c3850054f181bf06,6b38bf1eb683a0d16197e556a84daae8cf2d6e3477ceb2e27392965ac5b106dc,5f5cad8a87067710a64b858b014b844c7f29905b4eb39a62510c759386df5b25,919aa624639c6430052fabbd9f21255e38f1cd73a9f9650eee7c95d1ace08993,f6cdec8c99cd7c39c09bfc73d5aed3e2bc7b8a900d7f1de2463e4e65a01f785f,e8ac35c67c70872d139ad0dbec2efe4f905ae53e813fac3f50a5af39d2b4ad8c,a59b6bf12185eb16d2d2cfee57497d3095bd44816c91e4854065d2a32fabf61b,016bdbc0ba262cfa0acf368f06a8a3de12ee19fa69bf30e31050e713c4a153bd,c76b42a50236ae468849faef894a35a121a900f7c6d0ceeeb41b0cedc8073201,d62f7d04674062a96c984d4cdf401035568d0886af8d78b610059fb47f24cbfb,084b478e6e3445efb71cde35bdb23b2a3a0ba93974a8e5cd5af4a06f6599f413,5c912f184513ebf630966ead024040bec8d5a17b869b1645e3fe105ad04454f7,559ecf3a6412f3dc362e3651ea999c0128cffccbf2f6008a9eeb1a3bf5d77b0e,78cef9becf8349638fc68510bac1b87ec676ffed6cb09cc3f8039c1e66e37baf,c0e899eeabd2ffe62781cb3341e3a06fbcc146211a75dc63ce0d47a6a8d65721,1d53f2fc2b3d66b295a1607466091f4b3064652706faaa6773e86986dee16c31,682f4fbd3eb1b59b26cccbbb189de711b1a5b9e4650009a1bfc7d54d7b1fee7b,ac9cb315543d6f532b47804d9937c2cb3135274ecc13b21e5d8d284199486930,caee21fc1e1754c5630397c9ac93dd5f76141de07918a443531acc100137c28b,28e1118d5971144be0467f6ce6121626acb23d32544eebb1795fc738ebd1cbd6,a3d4fe1dfe99c00debedd146643c18d88d21dae1fe6c6a16ea147f854e79aa49
"0","650002011","670090110","61001005","1","18","0","0","0","0","670300010","273","670110010","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002012","670120008","10011003","1","66","101011","0","0","4","670300010","273","670390010","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
"0","650002013","670380009","10011006","1","66","0","0","0","0","670050009","273","670420010","670230010","0","1","0","0","0","4","0","1","0","0","10011004","0","101011","0","0","66","0","0","3","0","0","1","66","10011005"
"0","650002021","670370011","61001005","1","18","0","0","0","0","670060011","281","670440011","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002022","670330009","10011003","1","66","101011","0","0","4","670210111","281","670080011","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
"0","650002023","670290111","10011006","1","66","0","0","0","0","670380110","281","670160011","670340011","0","1","0","0","0","4","0","1","0","0","10011004","0","101011","0","0","66","0","0","3","0","0","1","66","10011005"
"0","650002031","670060012","61001005","1","18","0","0","0","0","670090012","288","670130012","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002032","670090012","10011003","1","66","101011","0","0","4","670300112","288","670070012","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
"0","650002033","670040011","10011006","1","66","0","0","0","0","670030012","288","670100012","670210112","0","1","0","0","0","4","0","1","0","0","10011004","0","101011","0","0","66","0","0","3","0","0","1","66","10011005"
"0","650002041","670030013","61001005","1","18","0","0","0","0","670280013","298","670020013","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002042","670120011","10011003","1","66","101011","0","0","4","670300013","298","670390013","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
"0","650002043","670270013","10011006","1","66","0","0","0","0","670380112","298","670420013","670160013","0","1","0","0","0","4","0","1","0","0","10011004","0","101011","0","0","66","0","0","3","0","0","1","66","10011005"
"0","650002051","670090114","61001005","1","18","0","0","0","0","670300014","309","670110014","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002052","670090014","10011003","1","66","101011","0","0","4","670300114","309","670070014","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
"0","650002053","670330012","10011006","1","66","0","0","0","0","670290214","309","670250014","670130114","0","1","0","0","0","4","0","1","0","0","10011004","0","101011","0","0","66","0","0","3","0","0","1","66","10011005"
"0","650002061","670370015","61001005","1","18","0","0","0","0","670060015","313","670440015","0","0","1","0","0","0","0","0","1","0","0","61001007","0","0","0","0","30","0","0","1","0","0","1","36","61001004"
"0","650002062","670050014","10011003","1","66","101011","0","0","4","670300015","313","670140015","0","0","1","0","0","0","0","0","1","0","0","10011001","0","0","0","0","66","0","0","2","0","0","1","66","10011002"
