aa3db3593c907efa43dabbba1ba805cea3d154c38e26cfa76698b544a38c221a,fa57432eec2ead0f5b5c7c5916a554478b082c25824f9c9f83879d81a8691b0b,2e705a146416e923c577221ff8506431670ff3c865040aec3cd45bd1e087103b,93bcedab2de927e456ba4ac19e24e0c4e9e119e02f9ff7228909a3dd1eb9c1e8,113f129e0d1c0f167296b7defcabc73293889e200f07443b22c7cdb0079ac678
"150","1038","1","0","1"
"151","1038","2","0","2"
"152","1038","3","0","3"
"153","1038","4","0","4"
"154","1038","5","0","5"
"156","1039","1","0","6"
"157","1039","2","0","7"
"158","1039","3","0","8"
"159","1039","4","0","9"
"160","1039","5","0","10"
"162","1040","1","0","11"
"163","1040","2","0","12"
"164","1040","3","0","13"
"165","1040","4","0","14"
"166","1040","5","0","15"
"168","1041","1","0","16"
"169","1041","2","0","17"
"170","1041","3","0","18"
"171","1041","4","0","19"
"172","1041","5","0","20"
"174","1042","1","0","21"
"175","1042","2","0","22"
"176","1042","3","0","23"
"177","1042","4","0","24"
"178","1042","5","0","25"
"180","1043","1","0","26"
"181","1043","2","0","27"
"182","1043","3","0","28"
"183","1043","4","0","29"
"184","1043","5","0","30"
"186","1044","1","0","31"
"187","1044","2","0","32"
"188","1044","3","0","33"
"189","1044","4","0","34"
"190","1044","5","0","35"
"192","1045","1","0","36"
"193","1045","2","0","37"
"194","1045","3","0","38"
"195","1045","4","0","39"
"196","1045","5","0","40"
"198","1046","1","0","41"
"199","1046","2","0","42"
"200","1046","3","0","43"
"201","1046","4","0","44"
"202","1046","5","0","45"
"204","1047","1","0","46"
"205","1047","2","0","47"
"206","1047","3","0","48"
"207","1047","4","0","49"
"208","1047","5","0","50"
"210","1048","1","0","51"
"211","1048","2","0","52"
"212","1048","3","0","53"
"213","1048","4","0","54"
"214","1048","5","0","55"
"216","1049","1","0","56"
"217","1049","2","0","57"
"218","1049","3","0","58"
"219","1049","4","0","59"
"220","1049","5","0","60"
"222","1050","1","0","61"
"223","1050","2","0","62"
"224","1050","3","0","63"
"225","1050","4","0","64"
"226","1050","5","0","65"
"228","1051","1","0","66"
"229","1051","2","0","67"
"230","1051","3","0","68"
"231","1051","4","0","69"
"232","1051","5","0","70"
"234","1052","1","0","71"
"235","1052","2","0","72"
"236","1052","3","0","73"
"237","1052","4","0","74"
"238","1052","5","0","75"
"240","1053","1","0","76"
"241","1053","2","0","77"
"242","1053","3","0","78"
"243","1053","4","0","79"
"244","1053","5","0","80"
"246","1054","1","0","81"
"247","1054","2","0","82"
"248","1054","3","0","83"
"249","1054","4","0","84"
"250","1054","5","0","85"
"252","1055","1","0","86"
"253","1055","2","0","87"
"254","1055","3","0","88"
"255","1055","4","0","89"
"256","1055","5","0","90"
"258","1056","1","0","91"
"259","1056","2","0","92"
"260","1056","3","0","93"
"261","1056","4","0","94"
"262","1056","5","0","95"
"264","1057","1","0","96"
"265","1057","2","0","97"
"266","1057","3","0","98"
"267","1057","4","0","99"
"268","1057","5","0","100"
"270","1058","1","0","101"
"271","1058","2","0","102"
"272","1058","3","0","103"
"273","1058","4","0","104"
"274","1058","5","0","105"
"276","1059","1","0","106"
"277","1059","2","0","107"
"278","1059","3","0","108"
"279","1059","4","0","109"
"282","1060","1","0","111"
"283","1060","2","0","112"
"284","1060","3","0","113"
"285","1060","4","0","114"
"288","1061","1","0","116"
"289","1061","2","0","117"
"290","1061","3","0","118"
"291","1061","4","0","119"
"294","1063","1","0","121"
"295","1063","2","0","122"
"296","1063","3","0","123"
"297","1063","4","0","124"
"299","1064","1","0","125"
"300","1064","2","0","126"
"301","1064","3","0","127"
"302","1064","4","0","128"
"304","1065","1","0","129"
"305","1065","2","0","130"
"306","1065","3","0","131"
"307","1065","4","0","132"
"308","1066","1","0","133"
"310","1066","2","0","134"
"311","1066","3","0","135"
"312","1066","4","0","136"
"313","1067","1","0","137"
"315","1067","2","0","138"
"316","1067","3","0","139"
"317","1067","4","0","140"
"318","1068","1","0","141"
"320","1068","2","0","142"
"321","1068","3","0","143"
"322","1068","4","0","144"
"323","1069","1","0","145"
"325","1069","2","0","146"
"326","1069","3","0","147"
"327","1069","4","0","148"
"328","1070","1","0","149"
"330","1070","2","0","150"
"331","1070","3","0","151"
"332","1070","4","0","152"
"333","1071","1","0","153"
"335","1071","2","0","154"
"336","1071","3","0","155"
"337","1071","4","0","156"
"338","1072","1","0","157"
"340","1072","2","0","158"
"341","1072","3","0","159"
"342","1072","4","0","160"
"343","1073","1","0","161"
"345","1073","2","0","162"
"346","1073","3","0","163"
"347","1073","4","0","164"
"348","1074","1","0","165"
"350","1074","2","0","166"
"351","1074","3","0","167"
"352","1074","4","0","168"
"353","1075","1","0","169"
"355","1075","2","0","170"
"356","1075","3","0","171"
"357","1075","4","0","172"
"358","1076","1","0","173"
"360","1076","2","0","174"
"361","1076","3","0","175"
"362","1076","4","0","176"
"363","1077","1","0","177"
"365","1077","2","0","178"
"366","1077","3","0","179"
"367","1077","4","0","180"
"368","1078","1","0","181"
"370","1078","2","0","182"
"371","1078","3","0","183"
"372","1078","4","0","184"
"373","1079","1","0","185"
"375","1079","2","0","186"
"376","1079","3","0","187"
"377","1079","4","0","188"
"378","1080","1","0","189"
"380","1080","2","0","190"
"381","1080","3","0","191"
"382","1080","4","0","192"
"383","1081","1","0","193"
"385","1081","2","0","194"
"386","1081","3","0","195"
"387","1081","4","0","196"
"388","1082","1","0","197"
"390","1082","2","0","198"
"391","1082","3","0","199"
"392","1082","4","0","200"
"393","1083","1","0","201"
"395","1083","2","0","202"
"396","1083","3","0","203"
"397","1083","4","0","204"
"398","1084","1","0","205"
"400","1084","2","0","206"
"401","1084","3","0","207"
"402","1084","4","0","208"
"403","1085","1","0","209"
"405","1085","2","0","210"
"406","1085","3","0","211"
"407","1085","4","0","212"
"408","1086","1","0","213"
"410","1086","2","0","214"
"411","1086","3","0","215"
"412","1086","4","0","216"
"413","1087","1","0","217"
"415","1087","2","0","218"
"416","1087","3","0","219"
"417","1087","4","0","220"
"418","1088","1","0","221"
"420","1088","2","0","222"
"421","1088","3","0","223"
"422","1088","4","0","224"
"423","1089","1","0","225"
"425","1089","2","0","226"
"426","1089","3","0","227"
"427","1089","4","0","228"
"428","1090","1","0","229"
"430","1090","2","0","230"
"431","1090","3","0","231"
"432","1090","4","0","232"
"433","1091","1","0","233"
"435","1091","2","0","234"
"436","1091","3","0","235"
"437","1091","4","0","236"
"438","1092","1","0","237"
"440","1092","2","0","238"
"441","1092","3","0","239"
"442","1092","4","0","240"
"443","1093","1","0","241"
"445","1093","2","0","242"
"446","1093","3","0","243"
"447","1093","4","0","244"
"448","1094","1","0","245"
"450","1094","2","0","246"
"451","1094","3","0","247"
"452","1094","4","0","248"
"453","1095","1","0","249"
"455","1095","2","0","250"
"456","1095","3","0","251"
"457","1095","4","0","252"
"458","1096","1","0","253"
"460","1096","2","0","254"
"461","1096","3","0","255"
"462","1096","4","0","256"
"463","1097","1","0","257"
"465","1097","2","0","258"
"466","1097","3","0","259"
"467","1097","4","0","260"
