00172a05a4e6bcd502aff7841b06c5e1542c11eca633071be1cc47da116e4ef9,58fd4deab6c09ecb191faf7112d751812527412cfee5dac8b2b35a50d792ee22,21abcd7f219b3d0d1fd77a844bb503f31c6a987f18d05aa5f14e54b18fb5ea29,06b495e4fa421d959d163d17b7fd046926654a3ddf2e32c8880774220789ffd5
"100101","0","0","1"
"100201","0","0","2"
"100301","0","0","3"
"100401","0","0","4"
"100501","0","0","5"
"100601","0","0","6"
"100701","0","0","7"
"100801","0","0","8"
"100901","0","0","9"
"101001","0","0","10"
"101101","0","0","11"
"101201","0","0","12"
"101301","0","0","13"
"101401","0","0","14"
"101501","0","0","15"
"101601","0","0","16"
"101701","0","0","17"
"101801","0","0","18"
"102001","0","0","20"
"102101","0","0","21"
"102201","0","0","22"
"102301","0","0","23"
"102501","0","0","25"
"102601","0","0","26"
"102701","0","0","27"
"102801","0","0","28"
"102901","0","0","29"
"103001","0","0","30"
"103101","0","0","31"
"103201","0","0","32"
"103301","0","0","33"
"103401","0","0","34"
"103601","0","0","36"
"103701","0","0","37"
"103801","0","0","38"
"104001","0","0","40"
"104201","0","0","42"
"104301","0","0","43"
"104401","0","0","44"
"104501","0","0","45"
"104601","0","0","46"
"104701","0","0","47"
"104801","0","0","48"
"104901","0","0","49"
"105001","0","0","50"
"105101","0","0","51"
"105201","0","0","52"
"105301","0","0","53"
"105401","0","0","54"
"105501","0","0","55"
"105601","0","0","56"
"105701","0","0","57"
"105801","0","0","58"
"105901","0","0","59"
"106001","0","0","60"
"106101","0","0","61"
"106301","0","0","63"
"106401","0","0","64"
"106501","0","0","65"
"106601","0","0","66"
"106701","0","0","67"
"106801","0","0","68"
"106901","0","0","69"
"107001","0","0","70"
"107101","0","0","71"
"107501","0","0","58"
"107601","0","0","59"
"107701","0","0","25"
"107801","0","0","60"
"107901","0","0","46"
"108001","0","0","48"
"108101","0","0","31"
"108201","0","0","7"
"108301","0","0","50"
"108401","0","0","42"
"108501","0","0","21"
"108601","0","0","23"
"108701","0","0","1"
"108801","0","0","2"
"108901","0","0","3"
"109001","0","0","27"
"109101","0","0","49"
"109201","0","0","92"
"109301","0","0","93"
"109401","0","0","94"
"109501","0","0","45"
"109601","0","0","30"
"109701","0","0","97"
"109801","0","0","98"
"109901","0","0","99"
"110001","0","0","16"
"110101","0","0","18"
"110301","0","0","28"
"110401","0","0","43"
"110501","0","0","17"
"110601","0","0","10"
"110701","0","0","40"
"110801","0","0","108"
"110901","0","0","109"
"111001","0","0","110"
"111101","0","0","36"
"111201","0","0","4"
"111301","0","0","20"
"111401","0","0","114"
"111501","0","0","71"
"111601","0","0","29"
"111701","0","0","44"
"111801","0","0","58"
"111901","0","0","59"
"112001","0","0","60"
"112101","0","0","25"
"112201","0","0","14"
"112301","0","0","38"
"112401","0","0","124"
"112501","0","0","125"
"112601","0","0","126"
"112701","0","0","26"
"112801","0","0","33"
"112901","0","0","11"
"113001","0","0","55"
"113101","0","0","56"
"113201","0","0","9"
"113301","0","0","13"
"113401","0","0","12"
"113501","0","0","15"
"113601","0","0","47"
"113701","0","0","6"
"113801","0","0","22"
"113901","0","0","54"
"114001","0","0","3"
"114101","0","0","5"
"114201","0","0","53"
"114301","0","0","37"
"114401","0","0","32"
"114501","0","0","28"
"114601","0","0","34"
"114701","0","0","61"
"115001","0","0","70"
"115501","0","0","59"
"115601","0","0","2"
"115701","0","0","14"
"115801","0","0","52"
"115901","0","0","43"
"116001","0","0","10"
"116201","0","0","108"
"116301","0","0","109"
"116401","0","0","110"
"116501","0","0","66"
"116601","0","0","65"
"116701","0","0","40"
"116801","0","0","46"
"116901","0","0","48"
"117001","0","0","27"
"117101","0","0","49"
"117201","0","0","29"
"117301","0","0","42"
"117401","0","0","54"
"117501","0","0","51"
"117601","0","0","8"
"117701","0","0","17"
"117801","0","0","30"
"117901","0","0","16"
"118001","0","0","180"
"118101","0","0","181"
"118201","0","0","182"
"118301","0","0","12"
"118401","0","0","38"
"118501","0","0","185"
"118601","0","0","186"
"119001","0","0","18"
"119101","0","0","45"
"119201","0","0","33"
"119301","0","0","11"
"119901","0","0","7"
"120001","0","0","49"
"120401","0","0","20"
"120501","0","0","4"
"120601","0","0","36"
"120701","0","0","64"
"120801","0","0","56"
"120901","0","0","44"
"121001","0","0","58"
"121101","0","0","60"
"121201","0","0","68"
"121301","0","0","21"
"121401","0","0","50"
"121501","0","0","55"
"121601","0","0","66"
"121701","0","0","32"
"121801","0","0","28"
"121901","0","0","9"
"122001","0","0","31"
"122101","0","0","40"
"122201","0","0","34"
"122301","0","0","223"
"122401","0","0","1"
"122501","0","0","3"
"122601","0","0","2"
"122701","0","0","36"
"122801","0","0","4"
"122901","0","0","20"
"123001","0","0","230"
"123101","0","0","10"
"123201","0","0","23"
"123301","0","0","233"
"123501","0","0","26"
"123601","0","0","37"
"123701","0","0","13"
"123801","0","0","71"
"123901","0","0","5"
"124001","0","0","6"
"124101","0","0","22"
"124201","0","0","47"
"124301","0","0","92"
"124401","0","0","94"
"124501","0","0","67"
"124601","0","0","15"
"124701","0","0","51"
"124801","0","0","29"
"124901","0","0","65"
"125001","0","0","61"
"125101","0","0","46"
"125201","0","0","53"
"125301","0","0","59"
"125401","0","0","38"
"125501","0","0","57"
"125601","0","0","256"
"125701","0","0","185"
"125801","0","0","258"
"126001","0","0","260"
"126101","0","0","261"
"126201","0","0","44"
"126301","0","0","8"
"126401","0","0","264"
"126501","0","0","265"
"126601","0","0","70"
"126701","0","0","32"
"126801","0","0","34"
"126901","0","0","181"
"127001","0","0","45"
"127101","0","0","31"
"127201","0","0","60"
"127301","0","0","16"
"127501","0","0","28"
"127601","0","0","56"
"127901","0","0","58"
"128001","0","0","180"
"128101","0","0","49"
"128201","0","0","11"
"128301","0","0","66"
"128401","0","0","12"
"128501","0","0","14"
"128701","0","0","1"
"128801","0","0","3"
"128901","0","0","2"
"129001","0","0","290"
"129301","0","0","110"
"129401","0","0","108"
"129601","0","0","296"
"129701","0","0","297"
"129801","0","0","43"
"129901","0","0","27"
"130701","0","0","36"
"130801","0","0","25"
"130901","0","0","309"
"131001","0","0","10"
"131101","0","0","233"
"131201","0","0","182"
"131601","0","0","258"
"131701","0","0","230"
"131801","0","0","67"
"180101","0","0","1"
"180201","0","0","2"
"180301","0","0","3"
"180401","0","0","58"
"180501","0","0","59"
"180601","0","0","60"
"180701","38","0","12"
"180801","20","36","4"
"180901","28","0","32"
"181001","94","0","92"
"181101","11","0","49"
