8fcc338834725cab21f2e86381cf8f264c1173350b696a17526a8c73247c1f77,76d2a4e15e6d6a56bca011ced0163ff37d579f7149ea40d0976a959c2d2aba74,94c7aabed85f272e67ceb635e9b5558cb2c1d7bdb0a9acfb24b214996449337a,a1ba3b3c7f5c00ba0ff079be386fdcd357ecfb07a23dcbd30e063114a39b7375,db60fa9c41c320cb685f4442a94205b597673e26da2b471f0da14ac2d389127b,96618b0b5897c9e1a680a2ff56a20a74ffa83c0da48affe9cc6bacdcc9127127,b702d65395fc7714394dfb110ed125e6dcd980fce56fa1a9e6628add08512cee,0ad75f0421a02af7e53821b5861535022b8a27ec73b0ed02700caccec43888c6,ebb48b0136e38b7602f7cb43ccbd952d2ccb614d9fbf717bdc3a99543fe87ea6,b6d3982fbc4b4dcd89fff1c30ab76c7582058cf6c1c3c86a609d0ec3bd7f5deb,f8c49b848c1c774605a87f3d9e4c8884407ba7b7bca91cd59ac5515075ce8434
"0","0","2018/08/08 15:59:59","1","380000","0","380000","2015/04/01 15:00:00","30001","1","0"
"0","0","2018/08/20 15:59:59","1","380000","0","380000","2018/08/08 16:00:00","30002","2","0"
"0","0","2018/08/31 15:59:59","1","380000","0","380000","2018/08/20 16:00:00","30003","3","0"
"0","0","2018/09/14 15:59:59","1","380000","0","380000","2018/08/31 16:00:00","30004","4","0"
"0","0","2018/09/21 15:59:59","1","380000","0","380000","2018/09/14 16:00:00","30005","5","0"
"0","0","2018/10/09 15:59:59","1","380000","0","380000","2018/09/21 16:00:00","30006","6","0"
"0","0","2018/10/22 15:59:59","1","380000","0","380000","2018/10/09 16:00:00","30007","7","0"
"0","0","2018/11/08 15:59:59","1","380000","0","380000","2018/10/22 16:00:00","30008","8","0"
"0","0","2018/11/15 15:59:59","1","380000","0","380000","2018/11/08 16:00:00","30009","9","0"
"0","0","2018/11/30 15:59:59","1","380000","0","380000","2018/11/15 16:00:00","30010","10","0"
"0","0","2018/12/13 15:59:59","1","380000","0","380000","2018/11/30 16:00:00","30011","11","0"
"0","0","2018/12/27 15:59:59","1","380000","0","380000","2018/12/13 16:00:00","30012","12","0"
"0","0","2019/01/22 15:59:59","1","380000","0","380000","2019/01/09 16:00:00","30014","14","0"
"0","0","2019/02/01 11:59:59","1","380000","0","380000","2019/01/22 16:00:00","30015","15","0"
"0","380000","2019/02/04 23:59:59","2","0","380000","380000","2019/02/01 12:00:00","50018","16","0"
"0","0","2019/02/27 15:59:59","1","380000","0","380000","2019/02/13 16:00:00","30016","17","0"
"0","0","2019/03/13 15:59:59","1","380000","0","380000","2019/02/27 16:00:00","30017","18","0"
"0","0","2019/03/27 15:59:59","1","380000","0","380000","2019/03/13 16:00:00","30019","20","0"
"0","0","2019/04/03 15:59:59","1","380000","0","380000","2019/03/27 16:00:00","30020","21","0"
"0","0","2019/04/19 15:59:59","1","380000","0","380000","2019/04/03 16:00:00","30021","22","0"
"0","0","2019/05/07 15:59:59","1","380000","0","380000","2019/04/19 16:00:00","30022","23","0"
"0","380000","2019/05/14 15:59:59","2","0","380000","380000","2019/05/07 16:00:00","50023","24","0"
"0","0","2019/06/17 15:59:59","1","380000","0","380000","2019/06/03 16:00:00","30025","25","0"
"0","0","2019/07/01 15:59:59","1","380000","0","380000","2019/06/17 16:00:00","30026","26","0"
