0f2cda16bf388e69dcea3138f0c924cdd03eb0f62c68e358d4dea5aca5a6ced7,3e0a37ececeb0e91fb83b85a66ffc803392de183389b140113ebf3ad9dcc0f94,54e6faa2100f99e0eb1a54b0c90dfb99d94457f7010bba5ff05979192b7e4c0e,93f68d2211616d394a94ba9ca1eee99e3664b74421a5273fb88fbbbc887b6ccc,6bf1530a928908354a652c3f350a0ff6e3f7d158ad742e5cefd043ecf7ee1076,58b95b7ee8716f78d84ae8b74eb284ae34451d191e7de6bef6206a9fe619af58
"211","2146041","803100263","3001","1","212"
"211","2146042","803100263","3002","1","212"
"211","2146043","803100263","3003","1","212"
"211","2146044","803100263","3004","1","212"
"213","2147041","803100272","3006","1","212"
"213","2147042","803100272","3007","1","212"
"202","2145039","803100253","30011","1","313"
"105","2145040","803100253","30012","0","302"
"204","2145069","803100256","30021","1","311"
"205","2145070","803100256","30022","1","312"
"212","2145099","803100259","30031","1","310"
"107","2145100","803100259","30032","0","301"
"110","2146039","803100262","30041","0","307"
"105","2146040","803100262","30042","0","302"
"203","2146081","803100267","30051","1","314"
"205","2147019","803100269","30061","1","312"
"106","2147020","803100269","30062","0","303"
"202","2147039","803100271","30071","1","313"
"212","2147040","803100271","30072","1","310"
"104","2145011","803100251","300101","0","100"
"104","2145012","803100251","300102","0","100"
"105","2145013","803100251","300103","0","102"
"104","2145014","803100251","300104","0","100"
"105","2145015","803100251","300105","0","102"
"106","2145016","803100251","300106","0","103"
"105","2145017","803100251","300107","0","102"
"106","2145018","803100251","300108","0","103"
"204","2145019","803100251","300109","1","111"
"104","2145020","803100251","300110","0","100"
"104","2145021","803100252","300111","0","100"
"105","2145022","803100252","300112","0","102"
"104","2145023","803100252","300113","0","100"
"105","2145024","803100252","300114","0","102"
"106","2145025","803100252","300115","0","103"
"105","2145026","803100252","300116","0","102"
"106","2145027","803100252","300117","0","103"
"204","2145028","803100252","300118","1","111"
"104","2145029","803100252","300119","0","100"
"104","2145030","803100252","300120","0","100"
"105","2145031","803100253","300121","0","102"
"104","2145032","803100253","300122","0","100"
"105","2145033","803100253","300123","0","102"
"208","2145034","803100253","300124","1","112"
"212","2145035","803100253","300125","1","110"
"104","2145036","803100253","300126","0","100"
"105","2145037","803100253","300127","0","102"
"106","2145038","803100253","300128","0","103"
"107","2145041","803100254","300201","0","101"
"107","2145042","803100254","300202","0","101"
"105","2145043","803100254","300203","0","102"
"106","2145044","803100254","300204","0","103"
"202","2145045","803100254","300205","1","113"
"203","2145046","803100254","300206","1","114"
"107","2145047","803100254","300207","0","101"
"202","2145048","803100254","300208","1","113"
"203","2145049","803100254","300209","1","114"
"107","2145050","803100254","300210","0","101"
"107","2145051","803100255","300211","0","101"
"105","2145052","803100255","300212","0","102"
"106","2145053","803100255","300213","0","103"
"202","2145054","803100255","300214","1","113"
"203","2145055","803100255","300215","1","114"
"107","2145056","803100255","300216","0","101"
"202","2145057","803100255","300217","1","113"
"203","2145058","803100255","300218","1","114"
"107","2145059","803100255","300219","0","101"
"107","2145060","803100255","300220","0","101"
"105","2145061","803100256","300221","0","102"
"106","2145062","803100256","300222","0","103"
"107","2145063","803100256","300223","0","101"
"208","2145064","803100256","300224","1","112"
"212","2145065","803100256","300225","1","110"
"105","2145066","803100256","300226","0","102"
"106","2145067","803100256","300227","0","103"
"107","2145068","803100256","300228","0","101"
"104","2145071","803100257","300301","0","100"
"107","2145072","803100257","300302","0","101"
"107","2145073","803100257","300303","0","101"
"202","2145074","803100257","300304","1","113"
"203","2145075","803100257","300305","1","114"
"104","2145076","803100257","300306","0","100"
"107","2145077","803100257","300307","0","101"
"204","2145078","803100257","300308","1","111"
"205","2145079","803100257","300309","1","112"
"104","2145080","803100257","300310","0","100"
"107","2145081","803100258","300311","0","101"
"107","2145082","803100258","300312","0","101"
"202","2145083","803100258","300313","1","113"
"203","2145084","803100258","300314","1","114"
"104","2145085","803100258","300315","0","100"
"107","2145086","803100258","300316","0","101"
"204","2145087","803100258","300317","1","111"
"205","2145088","803100258","300318","1","112"
"104","2145089","803100258","300319","0","100"
"107","2145090","803100258","300320","0","101"
"104","2145091","803100259","300321","0","100"
"107","2145092","803100259","300322","0","101"
"202","2145093","803100259","300323","1","113"
"208","2145094","803100259","300324","1","112"
"104","2145095","803100259","300325","0","100"
"107","2145096","803100259","300326","0","101"
"204","2145097","803100259","300327","1","111"
"205","2145098","803100259","300328","1","112"
"105","2146011","803100260","300401","0","102"
"105","2146012","803100260","300402","0","102"
"202","2146013","803100260","300403","1","113"
"203","2146014","803100260","300404","1","114"
"105","2146015","803100260","300405","0","102"
"202","2146016","803100260","300406","1","113"
"203","2146017","803100260","300407","1","114"
"105","2146018","803100260","300408","0","102"
"105","2146019","803100260","300409","0","102"
"105","2146020","803100260","300410","0","102"
"105","2146021","803100261","300411","0","102"
"202","2146022","803100261","300412","1","113"
"203","2146023","803100261","300413","1","114"
"105","2146024","803100261","300414","0","102"
"202","2146025","803100261","300415","1","113"
"203","2146026","803100261","300416","1","114"
"105","2146027","803100261","300417","0","102"
"105","2146028","803100261","300418","0","102"
"202","2146029","803100261","300419","1","113"
"202","2146030","803100261","300420","1","113"
"202","2146031","803100262","300421","1","113"
"203","2146032","803100262","300422","1","114"
"105","2146033","803100262","300423","0","102"
"208","2146034","803100262","300424","1","112"
"212","2146035","803100262","300425","1","110"
"202","2146036","803100262","300426","1","113"
"202","2146037","803100262","300427","1","113"
"105","2146038","803100262","300428","0","102"
"104","2146051","803100264","300501","0","100"
"104","2146052","803100264","300502","0","100"
"104","2146053","803100264","300503","0","100"
"104","2146054","803100264","300504","0","100"
"105","2146055","803100264","300505","0","102"
"106","2146056","803100264","300506","0","103"
"104","2146057","803100264","300507","0","100"
"104","2146058","803100264","300508","0","100"
"105","2146059","803100264","300509","0","102"
"106","2146060","803100264","300510","0","103"
"104","2146061","803100265","300511","0","100"
"104","2146062","803100265","300512","0","100"
"104","2146063","803100265","300513","0","100"
"104","2146064","803100265","300514","0","100"
"105","2146065","803100265","300515","0","102"
"106","2146066","803100265","300516","0","103"
"104","2146067","803100265","300517","0","100"
"104","2146068","803100265","300518","0","100"
"105","2146069","803100265","300519","0","102"
"106","2146070","803100265","300520","0","103"
"104","2146071","803100266","300521","0","100"
"104","2146072","803100266","300522","0","100"
"202","2146073","803100266","300523","1","113"
"203","2146074","803100266","300524","1","114"
"104","2146075","803100266","300525","0","100"
"208","2146076","803100266","300526","1","112"
"212","2146077","803100266","300527","1","110"
"202","2146078","803100266","300528","1","113"
"203","2146079","803100266","300529","1","114"
"104","2146080","803100266","300530","0","100"
"203","2146091","803100268","300601","1","114"
"202","2146092","803100268","300602","1","113"
"105","2146093","803100268","300603","0","102"
"203","2146094","803100268","300604","1","114"
"106","2146095","803100268","300605","0","103"
"203","2146096","803100268","300606","1","114"
"204","2146097","803100268","300607","1","111"
"203","2146098","803100268","300608","1","114"
"202","2146099","803100268","300609","1","113"
"105","2146100","803100268","300610","0","102"
"203","2147011","803100269","300611","1","114"
"106","2147012","803100269","300612","0","103"
"203","2147013","803100269","300613","1","114"
"204","2147014","803100269","300614","1","111"
"212","2147015","803100269","300615","1","110"
"203","2147016","803100269","300616","1","114"
"105","2147017","803100269","300617","0","102"
"106","2147018","803100269","300618","0","103"
"204","2147021","803100270","300701","1","111"
"104","2147022","803100270","300702","0","100"
"107","2147023","803100270","300703","0","101"
"202","2147024","803100270","300704","1","113"
"203","2147025","803100270","300705","1","114"
"105","2147026","803100270","300706","0","102"
"205","2147027","803100270","300707","1","112"
"204","2147028","803100270","300708","1","111"
"104","2147029","803100270","300709","0","100"
"107","2147030","803100270","300710","0","101"
"202","2147031","803100271","300711","1","113"
"203","2147032","803100271","300712","1","114"
"105","2147033","803100271","300713","0","102"
"205","2147034","803100271","300714","1","112"
"110","2147035","803100271","300715","0","107"
"204","2147036","803100271","300716","1","111"
"104","2147037","803100271","300717","0","100"
"107","2147038","803100271","300718","0","101"
