df33ca8402818639cca7afb4d0ece4074864428dfe8298ca89998c7bae41a1c3,70213e0d47945beb6a5ec40de6d3d308e527324baa626bf7378f5fca81fbef8a,2729e37838620a8b3191540ce3090de0653b6d8f2383357d1f9d07bf8bcde021,6820a475aa9d817bc55cf4d9fc1bcde90e1f8171983bcbfca36c414cee93d287,3464dc0997c56f67f15d3d48f75d16bb5a53b005a90843d5dd458bdfc059ade0,ada2a95ea1eee0f0381ae56635f77321bb289712bf3388ae9c4935a0543fa22b,4f417461bb2d93e00da3400a7c998a06b5e766001127da6262659d6220462300,74ca3ee12812ad0e0e95787b69c6debe2c3d78ca62b460932b1533c5b21caf72,8d1e43617ba59c2827d00eb6c8ab508407ec0945feb5a555cde6abf2d698ec8d,527cdf469bae89b0fdb071bf7a9d9f4423d9e5dd2a0069d12ab16ab10fa2910a,39a50932d49bb05f1e9b7f3c40f3abb0a5fd1d90082d0427c10f3cb49673c1a5,6f4288e2eb98067499e1179c37faa740ff3ebb004408e45a4820157ab816f1dd,eefca6b883bd0c8e270fe1056752b96950c6f0e98a49f3baa598379a6d62e7c4,bf050c04540e718ed83615be9bd7eab386053ff7b49a5745eb2df4c2f0c7fbe7,c3a6d904cef616e8cdec01f64cf2bda21c694a05223870ff73e136aef8430c84,a78e23045aa8dd4d42fc1fad4604a0ecf9fae530f1d8a34ec0facff2095b0224,8424b720640142af67f4a351c0fa4894b6463df4701c7437d4501c4eb3cbfc1d,7f673a5b9caa4b6f6dbad33f8aa91871dd3e1f542b49fa93d5b66ba890440a7d,25ee951baba8fb89f77e68726387d7d95cc3010c4bd2316a4a57eb316cffaf4d,3af47693dcbaf059fbc27371211178a656195ce332820781bff954950daec791,7932cb69720ec425cf99710b7df7302d276348395801a91054a0f6bd191c43a9,cc6296c4f8235754f0e2de65e0381c65ca8f7bc551db8aede16568ddcc0e5303,1736936b9657bd990fdceb25a02917876337fa0e92665214225781925d0dcb28,20e9a693e1ce091e6da09dc902d0a5fb2ed9579c384c8a2f4594b8408be96018,c0aa50275faf3535e53f48f793eca7488afd149f64a96ea581e30242517cfc6a,384e353f307a1cbc45341336861616409bfd092260830bbcc6e4ad882d933446,f88696fb064bed9551517292dcd8e99d11feaa662b7ed80cd1652630cc353315,5fa8ac55c1c73c8619a6e183fa7ca1095ba7dc709ac1b5950ffd9335bf9a8cb7,d605a879f1f07f5364bd70d56fc76ad64e1f9cecba8ea65f626acf95e6f2c57b,6988abf1b4d204587116c85703fd1af7ad4bfbf3a179391ed625d59d3ee551a2,6887a19d85e9ff2d9d0ca5007a0072d30c75be6d54ed830da58a742ad1f09053,32b8b4c2f5752c69696d5448d8fbee709a2e9c98cbe949d6546c51829a874550,1d01918821b7a4422fb8100a9ec995c1d33c1ca6f3862215ca355bacd762d9d4,776775776baa928a1460be773ec9c608a66e14a924c10bd4d3a8cac4b473775f,0d0f40657de7b04d097fc9355cdbe63da83744e8d9e6dd8c220b8ab6ae28bfba,cf36497b9aa2738a144882fe10df667eac6c3aa833dd99e5cff076b35a887fdd,e2bd8deb9ed49bc24e427940886c41cb11165e13b934df311eed6c2b696e3ddf,345bed3d5decfd9b3b12f59f83a75710b5c83599b0c39b48c09c2823821d8c87,755870b2aeaaed95cc98bf237a648b9025223b47f6f494c6998bc20e5b344751,1b819d8348f923de5d863b8b2142ea9a6534913a8419598861f39992564aac69,3a29275a81182786bbd271c7037fd40e7dc0f7bc5b4467aecb9dff4ea1d86608,3aa78f7d4475619099cd0fb63703ffa2bf2478d6c1f30d9d50b59f11bf5f86b0
"0","30","51","1","1","0","0","31","0","0","日和的闇影","0","10","0","0","1150","0","0","0","21","1","71","0","71","0","0","0","0","0","10","0","600101","11536","0","710000101","71","71","0","1","200000001","0","0"
"0","30","51","1","1","0","0","35","0","0","搗蛋惡魔","792","10","0","0","0","0","0","0","52","1","71","0","71","0","0","0","0","0","10","0","203200","13553","0","710000102","71","71","0","1","200000001","0","0"
"0","30","51","1","1","0","0","35","0","0","洞窟蝙蝠","600","10","0","0","0","0","0","0","48","1","71","0","71","0","0","0","0","0","10","0","202500","11969","0","710000103","71","71","0","1","200000001","0","0"
"0","30","51","1","1","0","0","300","0","0","魔像","0","10","0","0","1047","0","0","0","57","1","71","0","71","0","0","0","0","0","10","0","201200","12917","0","710000104","71","71","0","1","200000001","0","0"
"0","30","51","1","1","0","0","40","0","0","狗頭人","0","10","0","0","729","0","0","0","35","1","71","0","71","0","0","0","0","0","10","0","201100","10383","0","710000105","71","71","0","1","200000001","0","0"
"0","30","52","1","1","0","0","32","0","0","怜的闇影","0","10","0","0","1150","0","0","0","20","1","72","0","72","0","0","0","0","0","10","0","600301","13844","0","710000201","72","72","0","1","200000001","0","0"
"0","30","52","1","1","0","0","40","0","0","堅果射手","0","10","0","0","897","0","0","0","31","1","72","0","72","0","0","0","0","0","10","0","203700","16614","0","710000202","72","72","0","1","200000001","0","0"
"0","30","52","1","1","0","0","48","0","0","鑽頭鼴鼠","0","10","0","0","673","0","0","0","35","1","72","0","72","0","0","0","0","0","10","0","203500","17787","0","710000203","72","72","0","1","200000001","0","0"
"0","30","52","1","1","0","0","48","0","0","獸人","0","10","0","0","1310","0","0","0","35","1","72","0","72","0","0","0","0","0","10","0","203800","25070","0","710000204","72","72","0","1","200000001","0","0"
"0","30","52","1","1","0","0","31","0","0","岩窟蝸牛","973","10","0","0","0","0","0","0","44","1","72","0","72","0","0","0","0","0","10","0","202600","14842","0","710000205","72","72","0","1","200000001","0","0"
"0","30","53","1","1","0","0","34","0","0","胡桃的闇影","0","10","0","0","1169","0","0","0","21","1","73","0","73","0","0","0","0","0","10","0","602101","14709","0","710000301","73","73","0","1","200000001","0","0"
"0","30","53","1","1","0","0","300","0","0","哥布林護衛","0","10","0","0","853","0","0","0","40","1","73","0","73","0","0","0","0","0","10","0","203300","8081","0","710000302","73","73","0","1","200000001","0","0"
"0","30","53","1","1","0","0","53","0","0","岩石蜥蜴","0","10","0","0","1193","0","0","0","35","1","73","0","73","0","0","0","0","0","10","0","202901","20072","0","710000303","73","73","0","1","200000001","0","0"
"0","30","53","1","1","0","0","66","0","0","寄居蟹騎士","0","10","0","0","1125","0","0","0","53","1","73","0","73","0","0","0","0","0","10","0","202700","16153","0","710000304","73","73","0","1","200000001","0","0"
"0","30","53","1","1","0","0","36","0","0","幼年巨蜥","856","10","0","0","0","0","0","0","49","1","73","0","73","0","0","0","0","0","10","0","203100","14384","0","710000305","73","73","0","1","200000001","0","0"
"0","30","54","1","1","0","0","33","0","0","禊的闇影","0","10","0","0","1169","0","0","0","22","1","74","0","74","0","0","0","0","0","10","0","600401","14709","0","710000401","74","74","0","1","200000001","0","0"
"0","30","54","1","1","0","0","300","0","0","魔像","0","10","0","0","1246","0","0","0","58","1","74","0","74","0","0","0","0","0","10","0","201200","18818","0","710000402","74","74","0","1","200000001","0","0"
"0","30","54","1","1","0","0","40","0","0","擲岩猴","0","10","0","0","816","0","0","0","36","1","74","0","74","0","0","0","0","0","10","0","200100","12818","0","710000403","74","74","0","1","200000001","0","0"
"0","30","54","1","1","0","0","36","0","0","翼耳兔","926","10","0","0","0","0","0","0","49","1","74","0","74","0","0","0","0","0","10","0","202200","18979","0","710000404","74","74","0","1","200000001","0","0"
"0","30","54","1","1","0","0","36","0","0","怨火之顱","926","10","0","0","0","0","0","0","49","1","74","0","74","0","0","0","0","0","10","0","201000","18979","0","710000405","74","74","0","1","200000001","0","0"
"0","30","55","1","1","0","0","22","0","0","美咲的闇影","1090","10","0","0","0","0","0","0","36","1","75","0","75","0","0","0","0","0","10","0","605001","11681","0","710000501","75","75","0","1","200000001","0","0"
"0","30","55","1","1","0","0","54","0","0","岩石蜥蜴","0","10","0","0","1328","0","0","0","36","1","75","0","75","0","0","0","0","0","10","0","202901","21344","0","710000502","75","75","0","1","200000001","0","0"
"0","30","55","1","1","0","0","36","0","0","幼年巨蜥","866","10","0","0","0","0","0","0","49","1","75","0","75","0","0","0","0","0","10","0","203100","18407","0","710000503","75","75","0","1","200000001","0","0"
"0","30","55","1","1","0","0","400","0","0","叢林護衛","0","10","0","0","2608","0","0","0","70","1","75","0","75","0","0","0","0","0","10","0","203301","27466","0","710000504","75","75","0","1","200000001","0","0"
"0","30","55","1","1","0","0","32","0","0","惡魔寶寶","766","10","0","0","0","0","0","0","45","1","75","0","75","0","0","0","0","0","10","0","204400","14514","0","710000505","75","75","0","1","200000001","0","0"
"0","30","56","1","1","0","0","47","0","0","莉瑪的闇影","0","10","0","0","1069","0","0","0","25","1","76","0","0","0","0","0","0","0","10","0","605201","20765","0","710000601","0","76","0","1","200000001","0","0"
"0","30","56","1","1","0","0","20","0","0","優衣的闇影","1232","10","0","0","0","0","0","0","36","1","76","0","76","0","0","0","0","0","10","0","600201","11032","0","710000602","76","76","0","1","200000001","0","0"
"0","30","56","1","1","0","0","45","0","0","狂野角鹿","0","10","0","0","1508","0","0","0","36","1","76","0","76","0","0","0","0","0","10","0","200500","24716","0","710000603","76","76","0","1","200000001","0","0"
"0","30","56","1","1","0","0","36","0","0","洞窟蝙蝠","1016","10","0","0","0","0","0","0","49","1","76","0","76","0","0","0","0","0","10","0","202500","18407","0","710000604","76","76","0","1","200000001","0","0"
