bebfc039ceea3b5d33e08a13cc61534445d93e817ed1236f3f6a59e69c14b030,dd671f891f9be5caf2e4b8c38cf25ef2ea85b4ce9ba010840481f440a3aea6d0,7c84ea63c392665b437c3631dc9bd4c8131637d59cf7754cc7ca283290a69ab5,cb3fc20669e7cf72c310b15ba8c43a001dae460b03341ddc542abbedbe04b14e,53529a80d9386c7493bd3ac530031fd05f9b371d8f489c3047eaafe8bfcea2b3,4b1d33284887c590d78fa44bccb273bc63cdd2d047ce651e19105256e65ba53b,0b7ac7b1f65780136e451d59bae354feb1d083a23f9129e5c478bd6104c5b0b6,ac8423a2e8add5b68268e101c6201c0caf686d67394ea1251d5c6c578c58d94a,b7faa5bed300ce9907ea994eb63dd562fa23a244992a736f1d5730ef81c5c7d3,c237412b8e09e74805edca06a70d26bfa5175ccff1fd626da9dc436e047bc958,f54597f547c03e83fdddb728551606e44020c1750d9e40daa5b4dd5eef154d25
"10101","0","1","1","0","通過主線冒險（NORMAL） 1-10","11001010","10101001","0","10101001","11"
"10101","0","10","1","0","將貪吃佩可升到Lv10","105801","10101002","0","10101002","1"
"10101","99017","2","1","0","將貪吃佩可升到RANK2","105801","10101003","0","10101003","2"
"10101","0","1","1","0","閱覽主線劇情第1章全部","2001006","10101004","0","10101004","16"
"10101","0","50","1","0","提升角色的技能等級共50次","0","10101005","0","10101005","9"
"10101","31059","1","1","0","通過主線冒險（NORMAL） 2-6","11002006","10101006","99010","10101006","11"
"10101","0","1","1","0","進行1次公主騎士強化","0","10101007","0","10101007","10"
"10101","0","1","1","0","完成1次經驗值冒險","21002","10101008","0","10101008","12"
"10101","0","1","1","0","完成1次瑪那冒險","21001","10101009","0","10101009","12"
"10101","0","1","1","0","通過主線冒險（NORMAL） 2-12","11002012","10101010","0","10101010","11"
"10101","99017","3","1","0","將貪吃佩可升到RANK3","105801","10101012","0","10101012","2"
"10101","0","20","1","0","將貪吃佩可升到Lv20","105801","10101013","0","10101013","1"
"10101","0","1","1","0","通過主線冒險（NORMAL） 3-12","11003012","10101014","0","10101014","11"
"10101","0","1","1","0","閱覽主線劇情第2章全部","2002006","10101015","0","10101015","16"
"10101","99010","1","1","0","通過主線冒險（NORMAL） 4-10","11004010","10101016","0","10101016","11"
"10101","0","1","1","0","通過主線冒險（HARD） 2-2","12002002","10101017","0","10101017","11"
"10101","0","4","1","0","將與貪吃佩可的羈絆Rank升到4","1058","10101018","0","10101018","3"
"10101","0","3","1","0","將貪吃佩可升到★3","105801","10101019","0","10101019","4"
"10101","0","1","1","0","通過主線冒險（NORMAL） 5-13","11005013","10101020","0","10101020","11"
"10101","0","1","1","0","閱覽主線劇情第3章全部","2003010","10101021","0","10101021","16"
"10101","0","1","1","0","通過主線冒險（HARD） 4-1","12004001","10101022","0","10101022","11"
"10101","0","3","1","0","將可可蘿升到★3","105901","10101023","0","10101023","4"
"10101","0","1","1","0","通過主線冒險（NORMAL） 6-14","11006014","10101024","0","10101024","11"
"10101","99010","1","1","0","通過主線冒險（NORMAL） 7-14","11007014","10101025","0","10101025","11"
"10101","0","24","1","0","將主線劇情第1部step1任務全部通關","1010101","10101026","0","10101026","17"
"10102","99010","1","1","0","通過主線冒險（NORMAL） 9-2","11009002","10102001","0","10102001","11"
"10102","0","1","1","0","閱覽主線劇情第4章全部","2004010","10102002","0","10102002","16"
"10102","0","1","1","0","通過1次聖跡調查冒險","18001","10102003","0","10102003","13"
"10102","0","1","1","0","裝備貪吃佩可的專用裝備１","105801","10102004","0","10102004","5"
"10102","0","1","1","0","裝備可可蘿的專用裝備１","105901","10102005","0","10102005","5"
"10102","0","1","1","0","通過主線冒險（HARD） 6-1","12006001","10102006","0","10102006","11"
"10102","0","3","1","0","將優衣升到★3","100201","10102007","0","10102007","4"
"10102","31058","1","1","0","通過主線冒險（NORMAL） 9-15","11009015","10102008","99010","10102008","11"
"10102","0","4","1","0","將貪吃佩可升到★4","105801","10102009","0","10102009","4"
"10102","99010","1","1","0","通過主線冒險（NORMAL） 10-17","11010017","10102010","99018","10102010","11"
"10102","0","1","1","0","閱覽主線劇情第5章全部","2005010","10102011","0","10102011","16"
"10102","99010","1","1","0","通過主線冒險（NORMAL） 11-17","11011017","10102012","99018","10102012","11"
"10102","0","12","1","0","將主線劇情第1部step2任務全部通關","1010201","10102013","0","10102013","17"
"10103","0","1","1","0","通過主線冒險（HARD） 8-1","12008001","10103001","0","10103001","11"
"10103","0","4","1","0","將優衣升到★4","100201","10103002","0","10103002","4"
"10103","0","1","1","0","閱覽主線劇情第6章全部","2006099","10103003","0","10103003","16"
"10103","31059","1","1","0","通過主線冒險（NORMAL） 12-17","11012017","10103004","99010","10103004","11"
"10103","0","4","1","0","將可可蘿升到★4","105901","10103005","0","10103005","4"
"10103","0","1","1","0","通過主線冒險（NORMAL） 13-17","11013017","10103006","0","10103006","11"
"10103","0","1","1","0","通過主線冒險（NORMAL） 14-14","11014014","10103007","0","10103007","11"
"10103","0","4","1","0","將真步升到★4","101001","10103008","0","10103008","4"
"10103","0","1","1","0","閱覽主線劇情第7章全部","2007099","10103009","0","10103009","16"
"10103","0","1","1","0","通過主線冒險（NORMAL） 15-14","11015014","10103010","0","10103010","11"
"10103","0","4","1","0","將咲戀升到★4","102801","10103011","0","10103011","4"
"10103","0","11","1","0","將主線劇情第1部step3任務全部通關","1010301","10103012","0","10103012","17"
"10104","0","1","1","0","通過主線冒險（NORMAL） 16-14","11016014","10104001","0","10104001","11"
"10104","0","4","1","0","將真琴升到★4","104301","10104002","0","10104002","4"
"10104","0","1","1","0","閱覽主線劇情第8章全部","2008099","10104003","0","10104003","16"
"10104","0","1","1","0","通過主線冒險（NORMAL） 17-14","11017014","10104004","0","10104004","11"
"10104","0","8","1","0","將與貪吃佩可的羈絆Rank升到8","1058","10104005","0","10104005","3"
"10104","0","5","1","0","將貪吃佩可升到★5","105801","10104006","0","10104006","4"
"10104","0","1","1","0","通過主線冒險（NORMAL） 18-14","11018014","10104007","0","10104007","11"
"10104","0","5","1","0","將可可蘿升到★5","105901","10104008","0","10104008","4"
"10104","0","1","1","0","閱覽主線劇情第9章全部","2009099","10104009","0","10104009","16"
"10104","0","1","1","0","通過1次神殿調查冒險","19001","10104010","0","10104010","13"
"10104","0","1","1","0","通過主線冒險（HARD） 18-3","12018003","10104011","0","10104011","11"
"10104","0","1","1","0","通過主線冒險（VERY HARD） 18-1","13018001","10104012","0","10104012","11"
"10104","0","6","1","0","將貪吃佩可升到★6","105801","10104013","0","10104013","4"
"10104","0","13","1","0","將主線劇情第1部step4任務全部通關","1010401","10104014","0","10104014","17"
"10105","0","1","1","0","通過主線冒險（NORMAL） 19-14","11019014","10105001","0","10105001","11"
"10105","0","4","1","0","將靜流升到★4","104901","10105002","0","10105002","4"
"10105","0","1","1","0","通過主線冒險（NORMAL） 20-14","11020014","10105003","0","10105003","11"
"10105","0","1","1","0","閱覽主線劇情第10章全部","2010099","10105004","0","10105004","16"
"10105","0","1","1","0","通過主線冒險（NORMAL） 21-14","11021014","10105005","0","10105005","11"
"10105","0","5","1","0","將優衣升到★5","100201","10105006","0","10105006","4"
"10105","0","1","1","0","通過主線冒險（NORMAL） 22-14","11022014","10105007","0","10105007","11"
"10105","0","1","1","0","閱覽主線劇情第11章全部","2011099","10105008","0","10105008","16"
"10105","0","1","1","0","通過主線冒險（VERY HARD） 18-2","13018002","10105009","0","10105009","11"
"10105","0","6","1","0","將可可蘿升到★6","105901","10105010","0","10105010","4"
"10105","0","10","1","0","將主線劇情第1部step5任務全部通關","1010501","10105011","0","10105011","17"
"10106","0","1","1","0","通過主線冒險（NORMAL） 23-14","11023014","10106001","0","10106001","11"
"10106","0","1","1","0","通過主線冒險（NORMAL） 24-14","11024014","10106002","0","10106002","11"
"10106","0","1","1","0","閱覽主線劇情第12章全部","2012099","10106003","0","10106003","16"
"10106","0","1","1","0","通過主線冒險（VERY HARD） 18-3","13018003","10106004","0","10106004","11"
"10106","0","6","1","0","將凱留升到★6","106001","10106005","0","10106005","4"
"10106","0","1","1","0","通過主線冒險（NORMAL） 25-14","11025014","10106006","0","10106006","11"
"10106","0","4","1","0","將璃乃升到★4","101101","10106007","0","10106007","4"
"10106","0","1","1","0","通過主線冒險（NORMAL） 26-14","11026014","10106008","0","10106008","11"
"10106","0","1","1","0","閱覽主線劇情第13章全部","2013099","10106009","0","10106009","16"
"10106","0","9","1","0","將主線劇情第1部step6任務全部通關","1010601","10106010","0","10106010","17"
"10107","0","1","1","0","通過主線冒險（NORMAL） 27-14","11027014","10107001","0","10107001","11"
"10107","0","1","1","0","進行任一角色的角色Lv突破極限","1","10107002","0","10107002","34"
"10107","0","1","1","0","通過主線冒險（NORMAL） 28-14","11028014","10107003","0","10107003","11"
"10107","0","1","1","0","閱覽主線劇情第14章全部","2014099","10107004","0","10107004","16"
"10107","0","1","1","0","通過主線冒險（NORMAL） 29-14","11029014","10107005","0","10107005","11"
"10107","0","1","1","0","通過主線冒險（NORMAL） 30-14","11030014","10107006","0","10107006","11"
"10107","0","1","1","0","通關王都終末決戰","9000001","10107007","0","10107007","15"
"10107","0","1","1","0","閱覽主線劇情第15章全部","2015009","10107008","0","10107008","16"
"10201","0","1","1","0","通過主線冒險（NORMAL） 31-14","11031014","10201001","0","10201001","11"
"10201","0","1","1","0","通過主線冒險（NORMAL） 32-14","11032014","10201002","0","10201002","11"
"10201","0","1","1","0","閱覽主線劇情第2部第1章全部","2101014","10201003","0","10201003","16"
"10201","0","1","1","0","通過主線冒險（NORMAL） 33-14","11033014","10201004","0","10201004","11"
"10201","0","1","1","0","通過主線冒險（NORMAL） 34-14","11034014","10201005","0","10201005","11"
"10201","0","1","1","0","閱覽主線劇情第2部第2章全部","2102099","10201006","0","10201006","16"
"10201","0","1","1","0","通過主線冒險（NORMAL） 35-14","11035014","10201007","0","10201007","11"
"10201","0","7","1","0","將主線劇情第2部step1任務全部通關","1020101","10201008","0","10201008","17"
"10202","0","1","1","0","通過主線冒險（NORMAL） 36-14","11036014","10202001","0","10202001","11"
"10202","0","1","1","0","通過主線冒險（NORMAL） 37-14","11037014","10202002","0","10202002","11"
"10202","0","1","1","0","閱覽主線劇情第2部第3章全部","2103099","10202003","0","10202003","16"
"10202","0","1","1","0","裝備雪菲的專用裝備１","106401","10202004","0","10202004","5"
"10202","0","1","1","0","通過主線冒險（NORMAL） 38-14","11038014","10202005","0","10202005","11"
"10202","0","1","1","0","通過主線冒險（NORMAL）39-14","11039014","10202006","0","10202006","11"
"10202","0","1","1","0","閱覽主線劇情第2部第4章全部","2104099","10202007","0","10202007","16"
"10202","0","1","1","0","通過主線冒險（NORMAL）40-14","11040014","10202008","0","10202008","11"
"10202","0","8","1","0","將主線劇情第2部step2任務全部通關","1020201","10202009","0","10202009","17"
"10203","0","1","1","0","通過主線冒險（NORMAL）41-14","11041014","10203001","0","10203001","11"
"10203","0","1","1","0","閱覽主線劇情第2部第5章全部","2105099","10203002","0","10203002","16"
"10203","0","1","1","0","通過主線冒險（NORMAL）42-14","11042014","10203003","0","10203003","11"
"10203","0","1","1","0","通過主線冒險（NORMAL）43-14","11043014","10203004","0","10203004","11"
"10203","0","1","1","0","閱覽主線劇情第2部第6章全部","2106099","10203005","0","10203005","16"
"10203","0","1","1","0","通過主線冒險（NORMAL）44-14","11044014","10203006","0","10203006","11"
"10203","0","1","1","0","通過主線冒險（NORMAL）45-14","11045014","10203007","0","10203007","11"
"10203","0","1","1","0","閱覽主線劇情第2部第7章全部","2107099","10203008","0","10203008","16"
"10203","0","8","1","0","將主線劇情第2部step3任務全部通關","1020301","10203009","0","10203009","17"
"10204","0","1","1","0","通過主線冒險（NORMAL）46-14","11046014","10204001","0","10204001","11"
"10204","0","1","1","0","通過主線冒險（NORMAL）47-14","11047014","10204002","0","10204002","11"
"10204","0","1","1","0","閱覽主線劇情第2部第8章全部","2108099","10204003","0","10204003","16"
"10204","0","4","1","0","將雪菲升到★4","106401","10204004","0","10204004","4"
"10204","0","1","1","0","通過主線冒險（NORMAL）48-14","11048014","10204005","0","10204005","11"
"10204","0","1","1","0","通過主線冒險（NORMAL）49-14","11049014","10204006","0","10204006","11"
"10204","0","1","1","0","通過主線冒險（NORMAL）50-14","11050014","10204007","0","10204007","11"
"10204","0","1","1","0","閱覽主線劇情第2部第9章全部","2109099","10204008","0","10204008","16"
"10204","0","5","1","0","將雪菲升到★5","106401","10204009","0","10204009","4"
"10204","0","9","1","0","將主線劇情第2部step4任務全部通關","1020401","10204010","0","10204010","17"
"10205","0","1","1","0","通過主線冒險（NORMAL）51-14","11051014","10205001","0","10205001","11"
"10205","0","1","1","0","通過主線冒險（NORMAL）52-14","11052014","10205002","0","10205002","11"
"10205","0","1","1","0","閱覽主線劇情第2部第10章全部","2110099","10205003","0","10205003","16"
"10205","0","1","1","0","通過主線冒險（NORMAL）53-14","11053014","10205004","0","10205004","11"
"10205","0","1","1","0","通過主線冒險（NORMAL）54-14","11054014","10205005","0","10205005","11"
"10205","0","1","1","0","閱覽主線劇情第2部第11章全部","2111099","10205006","0","10205006","16"
"10205","0","1","1","0","通過主線冒險（NORMAL）55-14","11055014","10205007","0","10205007","11"
"10205","0","1","1","0","通過主線冒險（NORMAL）56-14","11056014","10205008","0","10205008","11"
"10205","0","1","1","0","閱覽主線劇情第2部第12章全部","2112099","10205009","0","10205009","16"
"10205","0","1","1","0","通過主線冒險（NORMAL）57-14","11057014","10205010","0","10205010","11"
"10205","0","1","1","0","通過主線冒險（NORMAL）58-14","11058014","10205011","0","10205011","11"
"10205","0","1","1","0","閱覽主線劇情第2部第13章全部","2113099","10205012","0","10205012","16"
"10205","0","12","1","0","將主線劇情第2部step5任務全部通關","1020501","10205013","0","10205013","17"
"10206","0","1","1","0","通過主線冒險（NORMAL）59-14","11059014","10206001","0","10206001","11"
"10206","0","1","1","0","閱覽主線劇情第2部第14章全部","2114099","10206002","0","10206002","16"
"10206","0","6","1","0","將雪菲升到★6","106401","10206003","0","10206003","4"
"10206","0","1","1","0","裝備貪吃佩可的專用裝備２","105801","10206004","0","10206004","6"
"10206","0","1","1","0","裝備凱留的專用裝備２","106001","10206005","0","10206005","6"
"10206","0","1","1","0","裝備可可蘿的專用裝備２","105901","10206006","0","10206006","6"
"10206","0","1","1","0","通過主線冒險（NORMAL）60-14","11060014","10206007","0","10206007","11"
"10206","0","1","1","0","閱覽主線劇情第2部第15章全部","2115099","10206008","0","10206008","16"
"10206","0","1","1","0","通過主線冒險（NORMAL）61-14","11061014","10206009","0","10206009","11"
"10206","0","1","1","0","通過主線冒險（NORMAL）62-14","11062014","10206010","0","10206010","11"
"10206","0","1","1","0","通關終炎的理想鄉","9000003","10206011","0","10206011","15"
"10206","0","1","1","0","閱覽主線劇情第2部第16章全部","2116099","10206012","0","10206012","16"
"10206","0","12","1","0","將主線劇情第2部step6任務全部通關","1020601","10206013","0","10206013","17"
"10207","0","1","1","0","通過主線冒險（NORMAL）63-1","11063001","10207001","0","10207001","11"
"10207","0","1","1","0","通過紅焰的深域1-1","10207002","10207002","0","10207002","19"
"10207","0","1","1","0","通過蒼波的深域1-1","10207003","10207003","0","10207003","19"
"10207","0","1","1","0","通過翠嵐的深域1-1","10207004","10207004","0","10207004","19"
"10207","0","1","1","0","通過珀天的深域1-1","10207005","10207005","0","10207005","19"
"10207","0","1","1","0","通過紫冥的深域1-1","10207006","10207006","0","10207006","19"
"20101","0","1","2","0","登入1次","0","20101001","0","20101001","20"
"20101","0","2","2","0","登入2次","0","20101002","0","20101002","20"
"20101","0","3","2","0","登入3次","0","20101003","0","20101003","20"
"20101","0","500","2","0","消耗500體力","0","20101004","0","20101004","21"
"20101","0","1000","2","0","消耗1000體力","0","20101005","0","20101005","21"
"20101","0","1500","2","0","消耗1500體力","0","20101006","0","20101006","21"
"20101","0","100","2","0","提升角色的技能等級共100次","0","20101007","0","20101007","27"
"20101","99010","1","2","0","進行1次公主騎士強化","0","20101008","25021","20101008","28"
"20101","0","1","2","0","進行1次究極鍊成","0","20101009","0","20101009","22"
"20101","0","1","2","0","抽1次專精轉蛋","0","20101010","0","20101010","23"
"20101","0","1","2","0","閱覽主線劇情第3部第1章第1話","2201001","20101011","0","20101011","16"
"20101","0","1","2","0","征服地下城「蔚藍王寨」","31009","20101012","0","20101012","14"
"20101","0","1","2","0","通過主線冒險（NORMAL）65-1","11065001","20101013","0","20101013","11"
"20101","0","1","2","0","通過1次黎明界迷宮","0","20101014","0","20101014","24"
"20101","0","1","2","0","在深域冒險中通過任何屬性的1-10","20101001","20101015","0","20101015","19"
"20101","0","1","2","0","通過主線冒險（NORMAL）72-1","11072001","20101016","0","20101016","11"
"20101","0","1","2","0","通關記憶領域第1層","75000001","20101017","0","20101017","25"
"20101","0","17","2","0","達成所有任務","2010101","20101018","0","20101018","17"
