f59bfa51e03e877fcf6fdb3a99f600fffc0966f26ddb914f0609eeb2c9ffec10,b27da0618920811bf92072acbcf3fbbd791248beb3ca16f2c1beb131da6da02b,492d9fbf714ad878706e61eb89b81fa520a7f634c028a5291690c13d09ccb8d0,8ed017f484d8ed11fd618e83d2b8143591f2884caa998013615053c8e740ad56,bf7c2492a34b722ff272d1e145422639c5dc6bca9b81b672186304c55391d17e,9adf524b2a1ffc604ef525204c01c4554594b9e49f98b57534d46f194414d577,1ee967b5949337ca1b428694e2b54ba3dd7889886eb0bf5c692f8c6a0b2ffeaf,3f25581993ccc315b86765bbd30b195dc2bc9226f7b96304aa03736535c0d0bd,5bc555a797d95ac1208b60ebfb184ec715a4c5778b62938ae460c14205dc336c,986ac882b2ca5926ccb9a116a93110d6181bb81313d359e5c39e2155169c4c55,ef758791712c630f5fe8de1defcdbfd7c45bed6561d088a7aaf20c3e5b88008d,6a9422b043c093e9aba6b71168b480b6cdba0e033d418e7d37e7df1f0bcf7b48,182e4cdb00a31178b1ba4f3120bcf6ff30e75e57ef57b17581360cfcd0a08f4c,45e239ae85a72bbe76c4d258c874caa032fd01b0ed42f2f8bee129d5eb887a21,8ad279ba91bc0a7d48213835b03cdb7512d494f086da5d8972b0d1e13895aa29,f3825c121b79c8e974c639bb53ec49255e0eabcfacbec9b192b1c32958ebffe7,8876e4790d3f47948c85394c620c0d35ce50aea7587acad9099b05b3a8df0426,4a79bbd3084349d7f8057cf0697daddf556cb8fa2821082fa7513a7c64b22615,3976ceb6edeca4afb3a556152965d11e4b164e763205f3cfe125a56244b2461e,d03b1414e704c22494481b513f36a5fd619fce5d10a03eb6172adccf002fb522,54ec9b4b46f253162e023195d4372d6dced7b91944108043edcf435585675795,a4c2a814debf2eab5d8222e23fa0b8e6812738bdd7eb659e4eb7f320a6169938,8b1cd3b19349012533982ef25905fb6ca7bb6d37e7b63f6a0d333828d8dacf4b,a6b34b15885bf87278f832efc97f9a9da53087de94218ef8dfb923b325f13fdd,a94d4d9548e5f5da23363919b7b23ae5334b364fe09f8ab1352760e5b6ab98bc,21986aff0562df86d60ff011cbcc9e660529e593367ab60bd85a914d8118bb46,dff09cf2d34705b14d1b2d03d65ed37aedc627f087ee547ffb2f5dbc6301deb7,1a272747f4b339112eb3dec95d318189d85be0e96218aa2d4dea243a64437f82,7cc774a89dd292674640f0a28ffbfa9cd7c55deaffcfd47733ae668bcbf4de98,433c863b001c0560df24bedbf98fd50b1c90cb78f204b696bbd100bf5ed9fff1,c3bf8541ba1f95fdc7eb2dd965a818f595142f07928214e39a4809a71d7ffb2e,9697f63172c4784c1d83cfde248cde68267a8054de0d9ff39b5d07d06c483a61,0085fb4db1489cd8c6070fd44b508f4a84b771ec4abf16767e182c5b852d8d0a,1216b5794f44f4fb6c0287b62854bae30850a0d0d0efc99d75ae77c2c1360afc,49e6552c3771955562f864f82154a480f590a315242e7345ca8a7de207e4a98e,6bfddeb8a108b4efe37ffcc9a0392c7c6cc7d088928086de20a213f412066b23,1b9e517b8f5efbe8ef95af94242095c60f25561ce5152665620dbaad847e315f,3c7ec6611d6159360bbe656e5753198947d6bd9475a3bc149dea587b24d26c2a,67f5e4159f822ef7114867bfe8fc82ebcdc3afc20a5a7b363a39113f7412de5b,788439e0715868d6c538c36dcccdf480607f95549deb880438d564426b9344df,e159e463a6fbc6809e194b882ee192919cfa10a16c7924039ec1e10c3567b7ca,9120824ad75e3aac486b832b4ac79dda2aed61a57d8baf9412bc51032151d4bb,438e566c6258e9e8cc9d06af3ba141bfd8681ba8b0e7a361d10c57bc96169754,165ae5c2acffc76e62aace78df314a2a5ffbf82f0e66e7985eebe784ccb0a341,6ab784addb9769b7e42211206a7ecf783bba5e41594aa887a977ec0a32ca2a40,0e2a181b150fe84a78dec84de0888802874174e97a90d23d546255a51f96793d,c352cd5ba07a9a4808f37e428a2fc566bc35b59cf6324febd1bbf095a12ac885,44c7778abf464bc1505d84101e771365148d4433d4049307ef5f99df1b3222d9,76ba5c632799d07c1a8ebe6646e6668045aa8e189b3442643ea6303426c23a23,40ca73a40888a0b2dd4fc5ee6905cdc5c080de42026e87f12bf2cd8b48f365e0
"0","-301","1","bgm_M127","0","40001","100","1","0.7","71010001","0.7","2100101","0","0","30","-101","0.7","0","0.7","0","0","0","1","1","0","0","0","-100","113011","90","5","500","100","0","99","91002","299","710100011","12000","0","1","0","0","0.7","0","94002","0","101181","0","0"
"0","-301","1","bgm_M127","0","40001","100","2","0.7","71010002","0.7","2100102","0","0","30","-101","0.7","0","0.7","0","0","0","1","3","0","0","0","-100","123042","90","5","500","100","0","99","91002","299","710100021","12100","1","1","0","0","0.7","0","94002","0","101181","0","0"
"0","-301","1","bgm_M127","0","40004","100","3","0.7","71010003","0.7","2100103","0","0","30","-101","0.7","0","0.7","0","0","0","1","4","0","0","0","-100","113071","90","5","500","100","0","99","91002","299","710100031","12200","1","1","0","0","0.7","0","94002","0","101181","0","0"
"0","-301","1","bgm_M127","0","40001","100","4","0.7","71010004","0.7","2100104","0","0","30","-101","0.7","0","0.7","0","0","0","1","2","0","0","0","-100","123072","90","5","500","100","0","99","91002","299","710100041","12300","1","1","0","0","0.7","0","94002","0","101181","0","0"
"0","-301","1","bgm_M127","0","40001","100","5","0.7","71010005","0.7","2100105","0","0","30","-101","0.7","0","0.7","0","0","0","1","1","0","0","0","-100","113012","90","5","500","100","0","99","91002","299","710100051","12400","1","1","0","0","0.7","0","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","6","0.7","71010006","0.7","2100106","0","0","30","-168","0.7","0","0.9","0","0","0","1","3","0","0","0","-100","113013","90","5","500","100","0","-1","91002","166","710100061","12500","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","7","0.7","71010007","0.7","2100107","0","0","30","-168","0.7","0","0.7","0","0","0","1","4","0","0","0","-100","123041","90","5","500","100","0","-1","91002","166","710100071","12600","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","8","0.7","71010008","0.7","2100108","0","0","30","-168","0.7","0","0.7","0","0","0","1","2","0","0","0","-100","123161","90","5","500","100","0","-1","91002","166","710100081","12700","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","9","0.7","71010009","0.7","2100109","0","0","30","-168","0.7","0","0.7","0","0","0","1","1","0","0","0","-100","113162","90","5","500","100","0","-1","91002","166","710100091","12800","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-1","1","bgm_M126","0","40004","100","10","0.7","71010010","0.7","2100110","0","1","1","0","0.7","0","1","12900","-20","0","1","3","0","0","0","-100","91002","90","100","500","100","94002","0","140000","0","710100101","5","-1","1","0","0","0.7","0","113191","0","101183","0","0"
"0","-335","1","bgm_M127","0","40004","100","11","0.7","71010011","0.9","2100111","0","0","30","-168","0.7","0","0.7","0","0","0","1","4","0","0","0","-100","123192","90","5","500","100","0","-1","91002","166","710100111","13000","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","12","0.7","71010012","0.7","2100112","0","0","30","-168","0.7","0","0.7","0","0","0","1","2","0","0","0","-100","123193","90","5","500","100","0","-1","91002","166","710100121","13100","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","13","0.7","71010013","0.7","2100113","0","0","30","-168","0.7","0","0.7","0","0","0","1","1","0","0","0","-100","113221","90","5","500","100","0","-1","91002","166","710100131","13200","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","14","0.7","71010014","0.7","2100114","0","0","30","-168","0.7","0","0.7","0","0","0","1","3","0","0","0","-100","113222","90","5","500","100","0","-1","91002","166","710100141","13300","1","1","0","0","0.7","333","94002","0","101181","0","0"
"0","-335","1","bgm_M127","0","40004","100","15","0.7","71010015","0.7","2100115","0","0","30","-168","0.7","0","0.7","0","0","0","1","4","0","0","0","-100","123251","90","5","500","100","0","-1","91002","166","710100151","13400","1","1","0","0","0.7","333","94002","0","101181","0","0"
