04c5181ffc8d6d401c50b7d79218239c5769c7286f9add16a9ae2b0b61b2f206,0fb152b88a780be88724a78f181c0031faabc769bed9298f24e716f613c55955,7c7a9c402b7f0a6b770bf1658810b935f1cfa2ae13f261550a77f8ff26f026a6,b742d7dd3d27edc36b9ce88174104488bd3316879d8a2058949939de01220dfc,59cd6a7f54473f49c3f1eea2f64c7b4a42a9dd0ccfe58abac20a94078148189b,cab1f3c34799d1a86c282f67d2dcdff3f367df7d5f8420527a245b868ac46d82,9f3784db3366e5ce1b21a73fd7651dc5f357fd816b3a95785c96555315a23c63,e29675b3511e65f220bf525d3db264458be413069bf3b4f4e9bcb100cd34f3fb,3c3dec4c43d91a79b29a555fb8d059faf878c0e222a0f5ec368c4973ad6407cd,569621e7192626d7422f5f93449b89124fc3a824048c39e04ab0d470268551ce,7a165e4826f648fa6c37748235396dba45405160498af79bdfcd99ab5cbdc391
"1001","0","100701","0","0","0","0","0","0","0","0"
"1010","0","100301","0","0","0","0","0","0","0","0"
"1011","0","105201","0","0","0","0","0","0","0","0"
"1012","0","104601","0","0","0","0","0","0","0","0"
"1013","0","101301","0","0","0","0","0","0","0","0"
"1014","0","111001","0","0","0","0","0","0","0","0"
"1015","0","101801","0","0","0","0","0","0","0","0"
"1016","0","102001","0","0","0","0","0","0","0","0"
"1017","0","103001","0","0","0","0","0","0","0","0"
"1018","0","102801","0","0","0","0","0","0","0","0"
"1019","0","103301","0","0","0","0","0","0","0","0"
"1020","0","103601","0","0","0","0","0","0","0","0"
"1021","0","102301","0","0","0","0","0","0","0","0"
"1022","0","106101","0","0","0","0","0","0","0","0"
"1023","0","110901","0","0","0","0","0","0","0","0"
"1096","0","100101","0","0","0","0","0","0","0","0"
"1099","0","101201","0","0","0","0","0","0","0","0"
"1100","0","106501","0","0","0","0","0","0","0","0"
"1101","0","101601","0","0","0","0","0","0","0","0"
"1140","0","107101","0","0","0","0","0","0","0","0"
"1164","0","107001","0","0","0","0","0","0","0","0"
"1166","0","102801","0","0","0","0","0","0","0","0"
"1171","0","105901","0","0","0","0","0","0","0","0"
"1174","0","105701","0","0","0","0","0","0","0","0"
"1175","0","100601","0","0","0","0","0","0","0","0"
"1210","0","104301","0","0","0","0","0","0","0","0"
"1214","0","102801","0","0","0","0","0","0","0","0"
"1218","0","100701","0","0","0","0","0","0","0","0"
"1221","0","106801","0","0","0","0","0","0","0","0"
"1223","0","101001","0","0","0","0","0","0","0","0"
"1225","0","106001","0","0","0","0","0","0","0","0"
"1231","0","103801","0","0","0","0","0","0","0","0"
"1232","0","100701","0","0","0","0","0","0","0","0"
"1233","0","104901","0","0","0","0","0","0","0","0"
"1239","0","107001","0","0","0","0","0","0","0","0"
"1240","0","100801","0","0","0","0","0","0","0","0"
"1246","0","101601","0","0","0","0","0","0","0","0"
"1255","0","101301","0","0","0","0","0","0","0","0"
"1261","0","102001","0","0","0","0","0","0","0","0"
"1262","0","104301","0","0","0","0","0","0","0","0"
"1263","0","101101","0","0","0","0","0","0","0","0"
"1264","0","100801","0","0","0","0","0","0","0","0"
"1265","0","101701","0","0","0","0","0","0","0","0"
"1266","0","106001","0","0","0","0","0","0","0","0"
"1267","0","105301","0","0","0","0","0","0","0","0"
"2088","0","101001","0","0","0","0","0","0","0","0"
"2089","0","110901","0","0","0","0","0","0","0","0"
"2091","0","110901","0","0","0","0","0","0","0","0"
"2128","103801","101201","0","0","0","0","0","0","0","0"
"2129","106001","105801","0","0","0","0","0","0","0","105901"
