d384e984e4b3b80b2b2920d9a81593e9b925b99a3ee39a03ca9dafd5ba83fb93,c7aed9769af2f20cbf7d789ea4a5aa0f467da7d26784efd296e891a012d7f137,3b8aac8ba0df59ecec6682815f41fae3db3709979e6850a11fd637f58e478d6f,6b36d26ffea290491d381ba7edb073373ab418af84c72cd31197cbb4c65bc89f,93080a39b87bc31729df2b880e2c2b838666fe403a8b1ae1c74cc2cb8125a200,5b1f71bb8f4fd939919ceb66ae5a8c2ed1c19de5877db12ce650cc477a8210c0,a700f560bd4a814ac987ce89f61b413dcdf9d3c1c3940d3cfc8ef3bfa8e561c5,98aeb9e2908757f742d31b48f9b2a808e1775cf808662825aaba54c04d1609e2
"3","106101","2019/07/15 15:59:00","27","0","2019/07/01 16:00:00","1","0"
"3","101401","2019/07/26 15:59:59","28","0","2019/07/15 16:00:00","2","0"
"1","105501","2019/08/01 15:59:59","29","0","2019/07/26 16:00:00","3","0"
"3","106301","2019/08/01 15:59:59","29","0","2019/07/26 16:00:00","4","0"
"2","101501","2019/08/01 15:59:59","29","0","2019/07/26 16:00:00","5","0"
"3","109201","2019/08/15 15:59:59","30","0","2019/08/01 16:00:00","6","0"
"3","109401","2019/08/28 15:59:59","31","0","2019/08/15 16:00:00","7","0"
"3","103601","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","8","0"
"3","101401","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","9","0"
"3","104401","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","10","0"
"2","100701","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","11","0"
"2","102701","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","12","0"
"2","103801","2019/09/02 15:59:59","32","0","2019/08/28 16:00:00","13","0"
"3","109501","2019/09/09 15:59:59","33","0","2019/09/02 16:00:00","17","0"
"3","107101","2019/09/09 15:59:59","33","0","2019/09/02 16:00:00","18","0"
"3","109501","2019/09/17 15:59:59","34","0","2019/09/09 16:00:00","19","0"
"3","103601","2019/09/20 15:59:59","35","0","2019/09/17 16:00:00","20","0"
"2","102001","2019/09/20 15:59:59","35","0","2019/09/17 16:00:00","21","0"
"1","100401","2019/09/20 15:59:59","35","0","2019/09/17 16:00:00","22","0"
"3","109601","2019/10/01 15:59:59","36","0","2019/09/20 16:00:00","23","0"
"3","109701","2019/10/15 15:59:59","37","0","2019/10/01 16:00:00","24","0"
"3","104401","2019/10/18 15:59:59","38","0","2019/10/15 16:00:00","25","0"
"3","101001","2019/10/18 15:59:59","38","0","2019/10/15 16:00:00","26","0"
"2","101701","2019/10/18 15:59:59","38","0","2019/10/15 16:00:00","27","0"
"3","109901","2019/11/01 15:59:59","39","0","2019/10/18 16:00:00","28","0"
"3","110001","2019/11/15 15:59:59","40","0","2019/11/01 16:00:00","29","0"
"3","107501","2019/11/19 15:59:59","41","0","2019/11/15 16:00:00","30","0"
"3","107801","2019/11/19 15:59:59","41","0","2019/11/15 16:00:00","31","0"
"3","110301","2019/12/02 15:59:59","42","0","2019/11/19 16:00:00","32","0"
"3","110401","2019/12/13 15:59:00","43","0","2019/12/02 16:00:00","33","0"
"3","107701","2019/12/16 15:59:59","44","0","2019/12/13 16:00:00","34","0"
"3","107901","2019/12/16 15:59:59","44","0","2019/12/13 16:00:00","35","0"
"3","110601","2019/12/30 15:59:59","45","0","2019/12/16 16:00:00","36","0"
"3","104401","2020/01/02 15:59:59","46","0","2019/12/30 16:00:00","37","0"
"2","100601","2020/01/02 15:59:59","46","0","2019/12/30 16:00:00","38","0"
"2","100701","2020/01/02 15:59:59","46","0","2019/12/30 16:00:00","39","0"
"2","103101","2020/01/02 15:59:59","46","0","2019/12/30 16:00:00","40","0"
"1","102201","2020/01/02 15:59:59","46","0","2019/12/30 16:00:00","41","0"
"3","110701","2020/01/10 15:59:59","47","0","2020/01/02 16:00:00","42","0"
"3","110801","2020/01/21 15:59:00","48","0","2020/01/10 16:00:00","43","0"
"3","107001","2020/01/28 15:59:59","49","0","2020/01/21 16:00:00","44","0"
