13776eda12eeb92ea905cfd3f0c8e081ceda04197e9ee0090581b63996838225,ba0ccdd64386db0adb86f78ba08aa06ffbbd600ddc405de7194ad35bf2110225,09e81871c8843daafaaf5ab902007178dc305eb07b52533046ce9fabd92e4c52,1c9443f8d06e8966dcd9f319cdc0bb03bc8dd4b17db6bacf8b68b2dea13f9d43,193dd6777d1e6c0c490a6bf114693dcc24dc412fbdf144ffe336fefd2e3f48eb,f306d4e0fdeff8ffb0c92edbc06a4fb25e5be35964c4cba2f0d322cddd960c49,1f5655141944a426932e732e7c180d35cf732bfee68f0702ea98b857de3c4009
"401021507","野豬雙胞胎 第1階段","401021505","0","0","401021506","0"
"401021907","大胃王 第1階段","401021905","0","401021908","401021906","0"
"401022107","人馬座 第1階段","401022105","0","0","401022106","0"
"401022307","水之里歐斯 第1階段","401022305","0","0","401022306","0"
"401025907","大胃王 第1階段 單人模式","401025905","0","401025908","401025906","0"
"401026107","人馬座 第1階段 單人模式","401026105","0","0","401026106","0"
"401026307","水之里歐斯 第1階段 單人模式","401026305","0","0","401026306","0"
"401031507","野豬雙胞胎 第2階段","401031505","0","0","401031506","0"
"401031907","大胃王 第2階段","401031905","0","401031908","401031906","0"
"401032107","人馬座 第2階段","401032105","0","0","401032106","0"
"401032307","水之里歐斯 第2階段","401032305","0","0","401032306","0"
"401035907","大胃王 第2階段 單人模式","401035905","0","401035908","401035906","0"
"401036107","人馬座 第2階段 單人模式","401036105","0","0","401036106","0"
"401036307","水之里歐斯 第2階段 單人模式","401036305","0","0","401036306","0"
"401041507","野豬雙胞胎 第3階段","401041505","0","0","401041506","0"
"401041907","大胃王 第3階段","401041905","0","401041908","401041906","0"
"401042107","人馬座 第3階段","401042105","0","0","401042106","0"
"401042307","水之里歐斯 第3階段","401042305","0","0","401042306","0"
"401045907","大胃王 第3階段 單人模式","401045905","0","401045908","401045906","0"
"401046107","人馬座 第3階段 單人模式","401046105","0","0","401046106","0"
"401046307","水之里歐斯 第3階段 單人模式","401046305","0","0","401046306","0"
"401304107","三重岩 第1階段","401304104","0","401304108","401304106","0"
"401304207","三重岩 第2階段","401304204","0","401304208","401304206","0"
"401304307","三重岩 第3階段","401304304","0","401304308","401304306","0"
"401304407","三重岩 第4階段","401304404","0","401304408","401304406","0"
"401304507","三重岩 第1階段 單人模式","401304504","0","401304508","401304506","0"
"401304607","三重岩 第2階段 單人模式","401304604","0","401304608","401304606","0"
"401304707","三重岩 第3階段 單人模式","401304704","0","401304708","401304706","0"
"401305107","野豬雙胞胎 第1階段","401305105","0","0","401305106","0"
"401305207","野豬雙胞胎 第2階段","401305205","0","0","401305206","0"
"401305307","野豬雙胞胎 第3階段","401305305","0","0","401305306","0"
"401305407","野豬雙胞胎 第4階段","401305405","0","0","401305406","0"
"401305507","野豬雙胞胎 第1階段 單人模式","401305505","0","0","401305506","0"
"401305607","野豬雙胞胎 第2階段 單人模式","401305605","0","0","401305606","0"
"401305707","野豬雙胞胎 第3階段 單人模式","401305705","0","0","401305706","0"
"401307107","泰坦龍龜 第1階段","401307104","0","0","401307106","0"
"401307207","泰坦龍龜 第2階段","401307204","0","0","401307206","0"
"401307307","泰坦龍龜 第3階段","401307304","0","0","401307306","0"
"401307407","泰坦龍龜 第4階段","401307404","0","0","401307406","0"
"401307507","泰坦龍龜 第1階段 單人模式","401307504","0","0","401307506","0"
"401307607","泰坦龍龜 第2階段 單人模式","401307604","0","0","401307606","0"
"401307707","泰坦龍龜 第3階段 單人模式","401307704","0","0","401307706","0"
"401309107","大胃王 第1階段","401309105","0","401309108","401309106","0"
"401309207","大胃王 第2階段","401309205","0","401309208","401309206","0"
"401309307","大胃王 第3階段","401309305","0","401309308","401309306","0"
"401309407","大胃王 第4階段","401309405","0","401309408","401309406","0"
"401309507","大胃王 第1階段 單人模式","401309505","0","401309508","401309506","0"
"401309607","大胃王 第2階段 單人模式","401309605","0","401309608","401309606","0"
"401309707","大胃王 第3階段 單人模式","401309705","0","401309708","401309706","0"
"401310106","黑曜飛龍 第1階段","401310104","0","401310107","401310105","0"
"401310206","黑曜飛龍 第2階段","401310204","0","401310207","401310205","0"
"401310306","黑曜飛龍 第3階段","401310304","0","401310307","401310305","0"
"401310406","黑曜飛龍 第4階段","401310404","0","401310407","401310405","0"
"401310506","黑曜飛龍 第1階段 單人模式","401310504","0","401310507","401310505","0"
"401310606","黑曜飛龍 第2階段 單人模式","401310604","0","401310607","401310605","0"
"401310706","黑曜飛龍 第3階段 單人模式","401310704","0","401310707","401310705","0"
"401311107","人馬座 第1階段","401311105","0","0","401311106","0"
"401311207","人馬座 第2階段","401311205","0","0","401311206","0"
"401311307","人馬座 第3階段","401311305","0","0","401311306","0"
"401311407","人馬座 第4階段","401311405","0","0","401311406","0"
"401311507","人馬座 第1階段 單人模式","401311505","0","0","401311506","0"
"401311607","人馬座 第2階段 單人模式","401311605","0","0","401311606","0"
"401311707","人馬座 第3階段 單人模式","401311705","0","0","401311706","0"
"401312106","三重岩 第1階段","401312104","0","401312107","401312105","0"
"401312206","三重岩 第2階段","401312204","0","401312207","401312205","0"
"401312306","三重岩 第3階段","401312304","0","401312307","401312305","0"
"401312406","三重岩 第4階段","401312404","0","401312407","401312405","0"
"401312506","三重岩 第5階段","401312504","0","401312507","401312505","0"
"401312606","三重岩 第1階段 單人模式","401312604","0","401312607","401312605","0"
"401312706","三重岩 第2階段 單人模式","401312704","0","401312707","401312705","0"
"401312806","三重岩 第3階段 單人模式","401312804","0","401312807","401312805","0"
"401401107","水之里歐斯 第1階段","401401105","0","0","401401106","0"
"401401207","水之里歐斯 第2階段","401401205","0","0","401401206","0"
"401401307","水之里歐斯 第3階段","401401305","0","0","401401306","0"
"401401407","水之里歐斯 第4階段","401401405","0","0","401401406","0"
"401401507","水之里歐斯 第5階段","401401505","0","0","401401506","0"
"401401607","水之里歐斯 第1階段 單人模式","401401605","0","0","401401606","0"
"401401707","水之里歐斯 第2階段 單人模式","401401705","0","0","401401706","0"
"401401807","水之里歐斯 第3階段 單人模式","401401805","0","0","401401806","0"
"401403106","黑曜飛龍 第1階段","401403104","0","401403107","401403105","0"
"401403206","黑曜飛龍 第2階段","401403204","0","401403207","401403205","0"
"401403306","黑曜飛龍 第3階段","401403304","0","401403307","401403305","0"
"401403406","黑曜飛龍 第4階段","401403404","0","401403407","401403405","0"
"401403506","黑曜飛龍 第5階段","401403504","0","401403507","401403505","0"
"401403606","黑曜飛龍 第1階段 單人模式","401403604","0","401403607","401403605","0"
"401403706","黑曜飛龍 第2階段 單人模式","401403704","0","401403707","401403705","0"
"401403806","黑曜飛龍 第3階段 單人模式","401403804","0","401403807","401403805","0"
"401404106","泰坦龍龜 第1階段","401404104","0","0","401404105","0"
"401404206","泰坦龍龜 第2階段","401404204","0","0","401404205","0"
"401404306","泰坦龍龜 第3階段","401404304","0","0","401404305","0"
"401404406","泰坦龍龜 第4階段","401404404","0","0","401404405","0"
"401404506","泰坦龍龜 第5階段","401404504","0","0","401404505","0"
"401404606","泰坦龍龜 第1階段 單人模式","401404604","0","0","401404605","0"
"401404706","泰坦龍龜 第2階段 單人模式","401404704","0","0","401404705","0"
"401404806","泰坦龍龜 第3階段 單人模式","401404804","0","0","401404805","0"
"401405107","野豬雙胞胎 第1階段","401405105","401405109","401405108","401405106","0"
"401405207","野豬雙胞胎 第2階段","401405205","401405209","401405208","401405206","0"
"401405307","野豬雙胞胎 第3階段","401405305","401405309","401405308","401405306","0"
"401405407","野豬雙胞胎 第4階段","401405405","401405409","401405408","401405406","0"
"401405507","野豬雙胞胎 第5階段","401405505","401405509","401405508","401405506","0"
"401405607","野豬雙胞胎 第1階段 單人模式","401405605","401405609","401405608","401405606","0"
"401405707","野豬雙胞胎 第2階段 單人模式","401405705","401405709","401405708","401405706","0"
"401405807","野豬雙胞胎 第3階段 單人模式","401405805","401405809","401405808","401405806","0"
"401406106","三重岩 第1階段","401406104","0","401406107","401406105","0"
"401406206","三重岩 第2階段","401406204","0","401406207","401406205","0"
"401406306","三重岩 第3階段","401406304","0","401406307","401406305","0"
"401406406","三重岩 第4階段","401406404","0","401406407","401406405","0"
"401406506","三重岩 第5階段","401406504","0","401406507","401406505","0"
"401406606","三重岩 第1階段 單人模式","401406604","0","401406607","401406605","0"
"401406706","三重岩 第2階段 單人模式","401406704","0","401406707","401406705","0"
"401406806","三重岩 第3階段 單人模式","401406804","0","401406807","401406805","0"
"401407107","奧爾獅 第1階段","401407105","0","401407108","401407106","0"
"401407207","奧爾獅 第2階段","401407205","0","401407208","401407206","0"
"401407307","奧爾獅 第3階段","401407305","0","401407308","401407306","0"
"401407407","奧爾獅 第4階段","401407405","0","401407408","401407406","0"
"401407507","奧爾獅 第5階段","401407505","0","401407508","401407506","0"
"401407607","奧爾獅 第1階段 單人模式","401407605","0","401407608","401407606","0"
"401407707","奧爾獅 第2階段 單人模式","401407705","0","401407708","401407706","0"
"401407807","奧爾獅 第3階段 單人模式","401407805","0","401407808","401407806","0"
"401408106","劍蛇 第1階段","401408104","0","401408107","401408105","0"
"401408206","劍蛇 第2階段","401408204","0","401408207","401408205","0"
"401408306","劍蛇 第3階段","401408304","0","401408307","401408305","0"
"401408406","劍蛇 第4階段","401408404","0","401408407","401408405","0"
"401408506","劍蛇 第5階段","401408504","0","401408507","401408505","0"
"401408606","劍蛇 第1階段 單人模式","401408604","0","401408607","401408605","0"
"401408706","劍蛇 第2階段 單人模式","401408704","0","401408707","401408705","0"
"401408806","劍蛇 第3階段 單人模式","401408804","0","401408807","401408805","0"
"401409107","大胃王 第1階段","401409105","0","401409108","401409106","0"
"401409207","大胃王 第2階段","401409205","0","401409208","401409206","0"
"401409307","大胃王 第3階段","401409305","0","401409308","401409306","0"
"401409407","大胃王 第4階段","401409405","0","401409408","401409406","0"
"401409507","大胃王 第5階段","401409505","0","401409508","401409506","0"
"401409607","大胃王 第1階段 單人模式","401409605","0","401409608","401409606","0"
"401409707","大胃王 第2階段 單人模式","401409705","0","401409708","401409706","0"
"401409807","大胃王 第3階段 單人模式","401409805","0","401409808","401409806","0"
"401411107","人馬座 第1階段","401411105","0","0","401411106","0"
"401411207","人馬座 第2階段","401411205","0","0","401411206","0"
"401411307","人馬座 第3階段","401411305","0","0","401411306","0"
"401411407","人馬座 第4階段","401411405","0","0","401411406","0"
"401411507","人馬座 第5階段","401411505","0","0","401411506","0"
"401411607","人馬座 第1階段 單人模式","401411605","0","0","401411606","0"
"401411707","人馬座 第2階段 單人模式","401411705","0","0","401411706","0"
"401411807","人馬座 第3階段 單人模式","401411805","0","0","401411806","0"
"401412106","黑曜飛龍 第1階段","401412104","0","401412107","401412105","0"
"401412206","黑曜飛龍 第2階段","401412204","0","401412207","401412205","0"
"401412306","黑曜飛龍 第3階段","401412304","0","401412307","401412305","0"
"401412406","黑曜飛龍 第4階段","401412404","0","401412407","401412405","0"
"401412506","黑曜飛龍 第5階段","401412504","0","401412507","401412505","0"
"401412606","黑曜飛龍 第1階段 單人模式","401412604","0","401412607","401412605","0"
"401412706","黑曜飛龍 第2階段 單人模式","401412704","0","401412707","401412705","0"
"401412806","黑曜飛龍 第3階段 單人模式","401412804","0","401412807","401412805","0"
"401501107","水之里歐斯 第1階段","401501105","0","0","401501106","0"
"401501207","水之里歐斯 第2階段","401501205","0","0","401501206","0"
"401501307","水之里歐斯 第3階段","401501305","0","0","401501306","0"
"401501407","水之里歐斯 第4階段","401501405","0","0","401501406","0"
"401501507","水之里歐斯 第5階段","401501505","0","0","401501506","0"
"401501607","水之里歐斯 第1階段 單人模式","401501605","0","0","401501606","0"
"401501707","水之里歐斯 第2階段 單人模式","401501705","0","0","401501706","0"
"401501807","水之里歐斯 第3階段 單人模式","401501805","0","0","401501806","0"
"401503106","三重岩 第1階段","401503104","0","401503107","401503105","0"
"401503206","三重岩 第2階段","401503204","0","401503207","401503205","0"
"401503306","三重岩 第3階段","401503304","0","401503307","401503305","0"
"401503406","三重岩 第4階段","401503404","0","401503407","401503405","0"
"401503506","三重岩 第5階段","401503504","0","401503507","401503505","0"
"401503606","三重岩 第1階段 單人模式","401503604","0","401503607","401503605","0"
"401503706","三重岩 第2階段 單人模式","401503704","0","401503707","401503705","0"
"401503806","三重岩 第3階段 單人模式","401503804","0","401503807","401503805","0"
"401504106","劍蛇 第1階段","401504104","0","401504107","401504105","0"
"401504206","劍蛇 第2階段","401504204","0","401504207","401504205","0"
"401504306","劍蛇 第3階段","401504304","0","401504307","401504305","0"
"401504406","劍蛇 第4階段","401504404","0","401504407","401504405","0"
"401504506","劍蛇 第5階段","401504504","0","401504507","401504505","0"
"401504606","劍蛇 第1階段 單人模式","401504604","0","401504607","401504605","0"
"401504706","劍蛇 第2階段 單人模式","401504704","0","401504707","401504705","0"
"401504806","劍蛇 第3階段 單人模式","401504804","0","401504807","401504805","0"
"401505107","野豬雙胞胎 第1階段","401505105","401505109","401505108","401505106","0"
"401505207","野豬雙胞胎 第2階段","401505205","401505209","401505208","401505206","0"
"401505307","野豬雙胞胎 第3階段","401505305","401505309","401505308","401505306","0"
"401505407","野豬雙胞胎 第4階段","401505405","401505409","401505408","401505406","0"
"401505507","野豬雙胞胎 第5階段","401505505","401505509","401505508","401505506","0"
"401505607","野豬雙胞胎 第1階段 單人模式","401505605","401505609","401505608","401505606","0"
"401505707","野豬雙胞胎 第2階段 單人模式","401505705","401505709","401505708","401505706","0"
"401505807","野豬雙胞胎 第3階段 單人模式","401505805","401505809","401505808","401505806","0"
"401506106","黑曜飛龍 第1階段","401506104","0","401506107","401506105","0"
"401506206","黑曜飛龍 第2階段","401506204","0","401506207","401506205","0"
"401506306","黑曜飛龍 第3階段","401506304","0","401506307","401506305","0"
"401506406","黑曜飛龍 第4階段","401506404","0","401506407","401506405","0"
"401506506","黑曜飛龍 第5階段","401506504","0","401506507","401506505","0"
"401506606","黑曜飛龍 第1階段 單人模式","401506604","0","401506607","401506605","0"
"401506706","黑曜飛龍 第2階段 單人模式","401506704","0","401506707","401506705","0"
"401506806","黑曜飛龍 第3階段 單人模式","401506804","0","401506807","401506805","0"
"401507107","奧爾獅 第1階段","401507105","0","401507108","401507106","0"
"401507207","奧爾獅 第2階段","401507205","0","401507208","401507206","0"
"401507307","奧爾獅 第3階段","401507305","0","401507308","401507306","0"
"401507407","奧爾獅 第4階段","401507405","0","401507408","401507406","0"
"401507507","奧爾獅 第5階段","401507505","0","401507508","401507506","0"
"401507607","奧爾獅 第1階段 單人模式","401507605","0","401507608","401507606","0"
"401507707","奧爾獅 第2階段 單人模式","401507705","0","401507708","401507706","0"
"401507807","奧爾獅 第3階段 單人模式","401507805","0","401507808","401507806","0"
"401508106","泰坦龍龜 第1階段","401508104","0","401508107","401508105","0"
"401508206","泰坦龍龜 第2階段","401508204","0","401508207","401508205","0"
"401508306","泰坦龍龜 第3階段","401508304","0","401508307","401508305","0"
"401508406","泰坦龍龜 第4階段","401508404","0","401508407","401508405","0"
"401508506","泰坦龍龜 第5階段","401508504","0","401508507","401508505","0"
"401508606","泰坦龍龜 第1階段 單人模式","401508604","0","401508607","401508605","0"
"401508706","泰坦龍龜 第2階段 單人模式","401508704","0","401508707","401508705","0"
"401508806","泰坦龍龜 第3階段 單人模式","401508804","0","401508807","401508805","0"
"401509104","哥布林騎兵 第1階段","401509102","0","0","401509103","0"
"401509109","大胃王 第1階段","401509107","0","401509110","401509108","0"
"401509204","哥布林騎兵 第2階段","401509202","0","0","401509203","0"
"401509209","大胃王 第2階段","401509207","0","401509210","401509208","0"
"401509304","哥布林騎兵 第3階段","401509302","0","0","401509303","0"
"401509309","大胃王 第3階段","401509307","0","401509310","401509308","0"
"401509404","哥布林騎兵 第4階段","401509402","0","0","401509403","0"
