9d640a5cc3533a3652225f3969060f0fd18ad5c5ed8d8d6cfe93e1353cfe298a,2eea9344c4dd1653a2250f937660abaa2eefae5251d2f70b5ec44b9dd6cc4f35,a260c5c6dd4bfc8f1e97f3b7db0f9e084fa05965a6294cfd6f129e1a0df319f9,92a3e87ecbea255985c32e159156b4867b4edd737a34d709ec246f5f0fb1c36e,6c4e2d874d7c1f5f3c307324232665fd5c092cd625c45194eec6e28a4913fec8,385347b8fc817129347c79288ea113fae9d49bac4d6633a179bb0483c5f00d15,b950b2d32551e0b6a52fbd4e65363d22b3186985c8b983b30f20a5191a5dc853,d31fd09bcc738527b9b00ded9d1875eab9cceb1acdd3986023fe836708167676,3092393a304de8d0f07beae7de286b4709a1216a3af4784f30e581f6f95cb519,10d04041025354f0412c29e3858bf17f161fea3099766fff0cd1623f2b750439,ee7642053e4201a223841686bd045fe82532b50bc35f5e9ee53879de25bd60b9
"0","100701","0","0","0","1001","0","0","0","0","0"
"0","100301","0","0","0","1010","0","0","0","0","0"
"0","105201","0","0","0","1011","0","0","0","0","0"
"0","104601","0","0","0","1012","0","0","0","0","0"
"0","101301","0","0","0","1013","0","0","0","0","0"
"0","111001","0","0","0","1014","0","0","0","0","0"
"0","101801","0","0","0","1015","0","0","0","0","0"
"0","102001","0","0","0","1016","0","0","0","0","0"
"0","103001","0","0","0","1017","0","0","0","0","0"
"0","102801","0","0","0","1018","0","0","0","0","0"
"0","103301","0","0","0","1019","0","0","0","0","0"
"0","103601","0","0","0","1020","0","0","0","0","0"
"0","102301","0","0","0","1021","0","0","0","0","0"
"0","106101","0","0","0","1022","0","0","0","0","0"
"0","110901","0","0","0","1023","0","0","0","0","0"
"0","100101","0","0","0","1096","0","0","0","0","0"
"0","101201","0","0","0","1099","0","0","0","0","0"
"0","106501","0","0","0","1100","0","0","0","0","0"
"0","101601","0","0","0","1101","0","0","0","0","0"
"0","107101","0","0","0","1140","0","0","0","0","0"
"0","107001","0","0","0","1164","0","0","0","0","0"
"0","102801","0","0","0","1166","0","0","0","0","0"
"0","105901","0","0","0","1171","0","0","0","0","0"
"0","105701","0","0","0","1174","0","0","0","0","0"
"0","100601","0","0","0","1175","0","0","0","0","0"
"0","104301","0","0","0","1210","0","0","0","0","0"
"0","102801","0","0","0","1214","0","0","0","0","0"
"0","100701","0","0","0","1218","0","0","0","0","0"
"0","106801","0","0","0","1221","0","0","0","0","0"
"0","101001","0","0","0","1223","0","0","0","0","0"
"0","106001","0","0","0","1225","0","0","0","0","0"
"0","103801","0","0","0","1231","0","0","0","0","0"
"0","100701","0","0","0","1232","0","0","0","0","0"
"0","104901","0","0","0","1233","0","0","0","0","0"
"0","107001","0","0","0","1239","0","0","0","0","0"
"0","100801","0","0","0","1240","0","0","0","0","0"
"0","101601","0","0","0","1246","0","0","0","0","0"
"0","101301","0","0","0","1255","0","0","0","0","0"
"0","102001","0","0","0","1261","0","0","0","0","0"
"0","104301","0","0","0","1262","0","0","0","0","0"
"0","101101","0","0","0","1263","0","0","0","0","0"
"0","100801","0","0","0","1264","0","0","0","0","0"
"0","101701","0","0","0","1265","0","0","0","0","0"
"0","106001","0","0","0","1266","0","0","0","0","0"
"0","105301","0","0","0","1267","0","0","0","0","0"
"0","101001","0","0","0","2088","0","0","0","0","0"
"0","110901","0","0","0","2089","0","0","0","0","0"
"0","110901","0","0","0","2091","0","0","0","0","0"
"0","101201","0","0","0","2128","0","0","0","103801","0"
"105901","105801","0","0","0","2129","0","0","0","106001","0"
"103701","104701","0","0","0","2130","0","0","0","107101","100501"
"0","101401","0","0","0","2135","0","0","0","104301","0"
"104501","103001","0","0","0","2137","0","0","105301","100801","105501"
"105001","101601","0","0","0","2139","0","0","0","101801","0"
"107101","104401","0","0","0","2143","0","0","0","102901","0"
"100101","101101","0","0","0","2148","0","0","0","106601","106701"
"0","102201","0","0","0","2149","0","0","0","100601","0"
"103801","105301","0","0","0","2151","0","0","0","103701","101401"
"0","102801","0","0","0","2154","0","0","0","103201","0"
"103301","105201","0","0","0","2157","0","0","0","101001","0"
"0","104901","0","0","0","2162","0","0","0","102701","0"
"110901","104001","0","0","0","2163","0","0","0","111001","110801"
"101701","104401","0","0","0","2164","0","0","0","101001","0"
"101601","101701","0","0","0","2167","0","0","0","103001","0"
"106001","105801","0","0","0","2169","0","0","0","105901","102501"
"101401","104301","0","0","0","2229","0","0","0","101001","101701"
"0","106001","0","0","0","2230","0","0","0","0","0"
"102101","102801","0","0","0","2231","0","0","0","102301","102501"
"0","101601","0","0","0","2248","0","0","0","0","0"
"103601","100401","0","0","0","2279","0","0","0","102001","0"
"103801","105301","0","0","0","2280","0","0","0","103701","101401"
"104501","104901","0","0","0","2281","0","0","0","101801","0"
"106601","106701","0","0","0","2282","0","0","0","106501","0"
"103701","104701","0","0","0","2283","0","0","0","107101","100501"
"104201","102301","0","0","0","2284","0","0","0","102101","0"
"104601","104801","0","0","0","2285","0","0","0","103201","0"
"0","104001","0","0","0","2287","0","0","0","0","0"
"0","103601","0","0","0","2288","0","0","0","0","0"
"0","102101","0","0","0","2289","0","0","0","0","0"
"0","102101","0","0","0","2290","0","0","0","0","0"
"0","100901","0","0","0","3002","0","0","0","0","0"
"0","105901","0","0","0","3016","0","0","0","0","0"
