bd9bc1f860ad38361d4075ee8f867a3f2637fdd5a3c032df07bf514ec48f0dac,72055d2c1659480c7220680d35f1aa12f406a824a0ba53c5f6e106f60571ac7d,2d2b684c2ce4d7da51618fafdbbb9c1c9a0e1542fa5bc7a2353f63a5d80f76bf,1ba3f541c5aa9fedb958661a18497877b2da11f3d3d1d52169baa551c49630bf,05ce799beef6c935ce4757516c0111caa05f87c7a4e8f3b1dda8bdae6f2a0ea3
"200","101001","3","100","3001"
"200","101101","3","100","3001"
"200","101401","3","100","3001"
"200","101701","3","100","3001"
"200","102601","3","100","3001"
"200","103301","3","100","3001"
"200","103801","3","100","3001"
"200","104301","3","100","3001"
"200","104901","3","100","3001"
"200","105201","3","100","3001"
"200","105501","3","100","3001"
"200","106501","3","100","3001"
"200","106601","3","100","3001"
"200","109101","3","100","3001"
"200","110401","3","100","3001"
"200","110501","3","100","3001"
"200","110601","3","100","3001"
"200","112201","3","100","3001"
"200","112301","3","100","3001"
"200","112701","3","100","3001"
"200","112801","3","100","3001"
"200","112901","3","100","3001"
"200","113001","3","100","3001"
"200","115701","3","100","3001"
"200","115801","3","100","3001"
"200","115901","3","100","3001"
"200","116001","3","100","3001"
"200","116501","3","100","3001"
"200","116601","3","100","3001"
"200","117101","3","100","3001"
"200","117701","3","100","3001"
"200","119201","3","100","3001"
"200","119301","3","100","3001"
"200","121501","3","100","3001"
"200","121601","3","100","3001"
"200","123101","3","100","3001"
"200","123501","3","100","3001"
"200","180701","3","100","3001"
"200","100601","3","100","3002"
"200","100701","3","100","3002"
"200","101101","3","100","3002"
"200","102201","3","100","3002"
"200","102801","3","100","3002"
"200","103101","3","100","3002"
"200","103201","3","100","3002"
"200","104401","3","100","3002"
"200","108101","3","100","3002"
"200","108201","3","100","3002"
"200","110301","3","100","3002"
"200","111701","3","100","3002"
"200","112901","3","100","3002"
"200","113701","3","100","3002"
"200","113801","3","100","3002"
"200","114401","3","100","3002"
"200","114501","3","100","3002"
"200","119301","3","100","3002"
"200","119901","3","100","3002"
"200","120901","3","100","3002"
"200","122001","3","100","3002"
"200","124001","3","100","3002"
"200","124101","3","100","3002"
"200","180901","3","100","3002"
"200","100401","3","100","3003"
"200","102001","3","100","3003"
"200","102101","3","100","3003"
"200","102301","3","100","3003"
"200","102501","3","100","3003"
"200","102801","3","100","3003"
"200","103601","3","100","3003"
"200","107701","3","100","3003"
"200","108501","3","100","3003"
"200","108601","3","100","3003"
"200","110301","3","100","3003"
"200","111101","3","100","3003"
"200","111201","3","100","3003"
"200","111301","3","100","3003"
"200","112101","3","100","3003"
"200","114501","3","100","3003"
"200","118101","3","100","3003"
"200","121301","3","100","3003"
"200","122701","3","100","3003"
"200","122801","3","100","3003"
"200","122901","3","100","3003"
"200","123201","3","100","3003"
"200","180801","3","100","3003"
"200","180901","3","100","3003"
"200","101201","3","100","3004"
"200","101501","3","100","3004"
"200","101601","3","100","3004"
"200","101801","3","100","3004"
"200","105001","3","100","3004"
"200","105801","3","100","3004"
"200","105901","3","100","3004"
"200","106001","3","100","3004"
"200","106401","3","100","3004"
"200","107501","3","100","3004"
"200","107601","3","100","3004"
"200","107801","3","100","3004"
"200","108301","3","100","3004"
"200","110001","3","100","3004"
"200","110101","3","100","3004"
"200","111801","3","100","3004"
"200","111901","3","100","3004"
"200","112001","3","100","3004"
"200","113401","3","100","3004"
"200","113501","3","100","3004"
"200","115501","3","100","3004"
"200","117901","3","100","3004"
"200","119001","3","100","3004"
"200","120701","3","100","3004"
"200","121001","3","100","3004"
"200","121101","3","100","3004"
"200","121401","3","100","3004"
"200","180401","3","100","3004"
"200","180501","3","100","3004"
"200","180601","3","100","3004"
"200","180701","3","100","3004"
"200","100501","3","100","3005"
"200","101401","3","100","3005"
"200","101801","3","100","3005"
"200","103701","3","100","3005"
"200","103801","3","100","3005"
"200","104501","3","100","3005"
"200","104701","3","100","3005"
"200","104901","3","100","3005"
"200","105301","3","100","3005"
"200","109101","3","100","3005"
"200","109501","3","100","3005"
"200","110101","3","100","3005"
"200","112201","3","100","3005"
"200","112301","3","100","3005"
"200","113601","3","100","3005"
"200","114101","3","100","3005"
"200","114201","3","100","3005"
"200","114301","3","100","3005"
"200","115701","3","100","3005"
"200","117101","3","100","3005"
"200","118001","3","100","3005"
"200","119001","3","100","3005"
"200","119101","3","100","3005"
"200","123601","3","100","3005"
"200","123901","3","100","3005"
"200","180701","3","100","3005"
"200","100801","3","100","3006"
"200","100901","3","100","3006"
"200","101301","3","100","3006"
"200","102701","3","100","3006"
"200","103001","3","100","3006"
"200","104501","3","100","3006"
"200","105101","3","100","3006"
"200","105301","3","100","3006"
"200","105501","3","100","3006"
"200","105601","3","100","3006"
"200","105701","3","100","3006"
"200","106301","3","100","3006"
"200","109001","3","100","3006"
"200","109201","3","100","3006"
"200","109301","3","100","3006"
"200","109401","3","100","3006"
"200","109501","3","100","3006"
"200","109601","3","100","3006"
"200","111401","3","100","3006"
"200","113001","3","100","3006"
"200","113101","3","100","3006"
"200","113201","3","100","3006"
"200","113301","3","100","3006"
"200","114201","3","100","3006"
"200","117001","3","100","3006"
"200","117501","3","100","3006"
"200","117601","3","100","3006"
"200","117801","3","100","3006"
"200","119101","3","100","3006"
"200","120801","3","100","3006"
"200","121501","3","100","3006"
"200","121901","3","100","3006"
"200","122301","3","100","3006"
"200","123701","3","100","3006"
"200","102901","3","100","3007"
"200","103201","3","100","3007"
"200","103401","3","100","3007"
"200","104001","3","100","3007"
"200","104201","3","100","3007"
"200","104601","3","100","3007"
"200","104801","3","100","3007"
"200","105401","3","100","3007"
"200","107901","3","100","3007"
"200","108001","3","100","3007"
"200","108401","3","100","3007"
"200","110701","3","100","3007"
"200","110801","3","100","3007"
"200","110901","3","100","3007"
"200","111001","3","100","3007"
"200","111601","3","100","3007"
"200","113901","3","100","3007"
"200","114401","3","100","3007"
"200","114601","3","100","3007"
"200","116201","3","100","3007"
"200","116301","3","100","3007"
"200","116401","3","100","3007"
"200","116701","3","100","3007"
"200","116801","3","100","3007"
"200","116901","3","100","3007"
"200","117201","3","100","3007"
"200","117301","3","100","3007"
"200","117401","3","100","3007"
"200","118501","3","100","3007"
"200","122101","3","100","3007"
"200","122201","3","100","3007"
"200","180901","3","100","3007"
