30a929a984e4b9efa549044e4dde45ff996c319e42cbf671aea209cfa1e24711,dfc1bc35d2d9d688416a387ae607f9f7453511bfaa49e263e207d5f6a440f96a,57714dc9e975fa7e6207b0f9cf7d16269120110567e6b1447f74e17efedc72b6,e5651807b65bf7b680b5ed1c086fcf1521447d4999f3b81e45c4b2684dfb692f,1de05d2a03c04491e299aac3365a8f6419531731e839124ccff839151827fc46,984feb74b1390352d44b4fb53ddabb0a20a4bbb7a57e24de279657a06839e480,7e1af2435b076e43887cc90da2bde8e6e9417c6d54dbf28f4c7da58b40d56239,efbaa0bc948b72c449845f0b5ca09fb5f8fdd6878b2ca59aabd313c5fe68d49b,69e806a1708bc92ab3b90860910a1476a2a3252eb397f8e6fceecdd4346976c3,71fdc744959d05051a1189276feee959d89df821ccf912eb79d9f56029546e54,69a0a540c99fc4f81708aa98dbcb0b71e734b4cc915b5420e72050e88f2f195e,bf60f8b980787615af2354dc1bb142d1010900826f34a3fcb30f4219a56b9666,905036411e6afd0b2b7a15161932ed7c4c376c541cf86064c23428171c720406,303c75bbd605fcee3e1823fc248e5635174d609bf966cdb63986c930a31765ad,cb1923d6af9f45bb84a1f78183b76e3f0c9813cbd682fa0055d1f61b9cccb55c,b145f6a37af85508d3b6c48950ee67bf16fa698548879cb45d47566f1a053d58,6e7bf5a34452b0fa429e15f83aadd72373998791dafcbdd7d8334be233220767,9d5294d786fb75208097339c7d42ad347e452ea41003b1a0fed2d69480c45a50,8d8361a2ffd5f5cd01b9e99be933c4aaae3c35c25e76fe352725b1cc9b466231
"0","invasion_reward_icon_connectpiece_1","2","1","0","25202","0","30","0","0","0","25201","0","500000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_2","2","2","0","25204","0","15","0","0","0","25203","0","1000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_3","2","3","0","25206","0","5","0","0","0","25205","0","2000000","40","0","2","1001","0"
"0","invasion_reward_icon_jewel","8","4","0","91002","0","50","0","0","0","150001","0","3000000","50","0","4","1001","0"
"0","invasion_reward_icon_connectpiece_1","2","5","0","25202","0","30","0","0","0","25201","0","4000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_2","2","6","0","25204","0","15","0","0","0","25203","0","7000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_3","2","7","0","25206","0","5","0","0","0","25205","0","10000000","40","0","2","1001","0"
"0","invasion_reward_icon_jewel","8","8","0","91002","0","50","0","0","0","150001","0","13000000","50","0","4","1001","0"
"0","invasion_reward_icon_connectpiece_1","2","9","0","25202","0","30","0","0","0","25201","0","16000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_2","2","10","0","25204","0","15","0","0","0","25203","0","19000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_3","2","11","0","25206","0","5","0","0","0","25205","0","25000000","40","0","2","1001","0"
"0","invasion_reward_icon_jewel","8","12","0","91002","0","100","0","0","0","150002","0","31000000","50","0","4","1001","0"
"0","invasion_reward_icon_connectpiece_1","2","13","0","25202","0","30","0","0","0","25201","0","37000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_2","2","14","0","25204","0","15","0","0","0","25203","0","43000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_3","2","15","0","25206","0","5","0","0","0","25205","0","49000000","40","0","2","1001","0"
"0","invasion_reward_icon_jewel","8","16","0","91002","0","100","0","0","0","150002","0","56000000","50","0","4","1001","0"
"0","invasion_reward_icon_connectpiece_1","2","17","0","25202","0","30","0","0","0","25201","0","63000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_2","2","18","0","25204","0","15","0","0","0","25203","0","70000000","40","0","2","1001","0"
"0","invasion_reward_icon_connectpiece_3","2","19","0","25206","0","5","0","0","0","25205","0","77000000","40","0","2","1001","0"
"0","invasion_reward_icon_jewel","8","20","0","91002","0","200","0","0","0","150003","0","84000000","50","0","4","1001","0"
"0","invasion_reward_icon_piece_p_heart","4","21","0","140001","0","10","0","0","0","0","0","92000000","0","0","0","1001","0"
"0","invasion_reward_icon_piece_p_heart","4","22","0","140001","0","10","0","0","0","0","0","100000000","0","0","0","1001","0"
"0","invasion_reward_icon_piece_p_heart","4","23","0","140001","0","20","0","0","0","0","0","108000000","0","0","0","1001","0"
"0","invasion_reward_icon_hiseki","2","24","0","90005","0","10","0","0","0","140001","0","116000000","20","0","4","1001","0"
"0","invasion_reward_icon_hiseki","2","25","0","90005","0","10","0","0","0","140001","0","124000000","30","0","4","1001","0"
"0","invasion_reward_icon_connectpiece_1","2","26","0","25202","0","30","0","0","0","25201","0","500000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_2","2","27","0","25204","0","15","0","0","0","25203","0","1000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_3","2","28","0","25206","0","5","0","0","0","25205","0","2000000","40","0","2","1002","0"
"0","invasion_reward_icon_jewel","8","29","0","91002","0","50","0","0","0","150001","0","3000000","50","0","4","1002","0"
"0","invasion_reward_icon_connectpiece_1","2","30","0","25202","0","30","0","0","0","25201","0","4000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_2","2","31","0","25204","0","15","0","0","0","25203","0","7000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_3","2","32","0","25206","0","5","0","0","0","25205","0","10000000","40","0","2","1002","0"
"0","invasion_reward_icon_jewel","8","33","0","91002","0","50","0","0","0","150001","0","13000000","50","0","4","1002","0"
"0","invasion_reward_icon_connectpiece_1","2","34","0","25202","0","30","0","0","0","25201","0","16000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_2","2","35","0","25204","0","15","0","0","0","25203","0","19000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_3","2","36","0","25206","0","5","0","0","0","25205","0","25000000","40","0","2","1002","0"
"0","invasion_reward_icon_jewel","8","37","0","91002","0","100","0","0","0","150002","0","31000000","50","0","4","1002","0"
"0","invasion_reward_icon_connectpiece_1","2","38","0","25202","0","30","0","0","0","25201","0","37000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_2","2","39","0","25204","0","15","0","0","0","25203","0","43000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_3","2","40","0","25206","0","5","0","0","0","25205","0","49000000","40","0","2","1002","0"
"0","invasion_reward_icon_jewel","8","41","0","91002","0","100","0","0","0","150002","0","56000000","50","0","4","1002","0"
"0","invasion_reward_icon_connectpiece_1","2","42","0","25202","0","30","0","0","0","25201","0","63000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_2","2","43","0","25204","0","15","0","0","0","25203","0","70000000","40","0","2","1002","0"
"0","invasion_reward_icon_connectpiece_3","2","44","0","25206","0","5","0","0","0","25205","0","77000000","40","0","2","1002","0"
"0","invasion_reward_icon_jewel","8","45","0","91002","0","200","0","0","0","150003","0","84000000","50","0","4","1002","0"
"0","invasion_reward_icon_hiseki","4","46","0","140001","0","10","0","0","0","0","0","92000000","0","0","0","1002","0"
"0","invasion_reward_icon_hiseki","4","47","0","140001","0","10","0","0","0","0","0","100000000","0","0","0","1002","0"
"0","invasion_reward_icon_hiseki","4","48","0","140001","0","20","0","0","0","0","0","108000000","0","0","0","1002","0"
"0","invasion_reward_icon_hiseki","2","49","0","90005","0","10","0","0","0","140001","0","116000000","20","0","4","1002","0"
"0","invasion_reward_icon_hiseki","2","50","0","90005","0","10","0","0","0","140001","0","124000000","30","0","4","1002","0"
"0","invasion_reward_icon_connectpiece_1","2","51","0","25202","0","30","0","0","0","25201","0","500000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_2","2","52","0","25204","0","15","0","0","0","25203","0","1000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_3","2","53","0","25206","0","5","0","0","0","25205","0","2000000","40","0","2","1003","0"
"0","invasion_reward_icon_jewel","8","54","0","91002","0","50","0","0","0","150001","0","3000000","50","0","4","1003","0"
"0","invasion_reward_icon_connectpiece_1","2","55","0","25202","0","30","0","0","0","25201","0","4000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_2","2","56","0","25204","0","15","0","0","0","25203","0","7000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_3","2","57","0","25206","0","5","0","0","0","25205","0","10000000","40","0","2","1003","0"
"0","invasion_reward_icon_jewel","8","58","0","91002","0","50","0","0","0","150001","0","13000000","50","0","4","1003","0"
"0","invasion_reward_icon_connectpiece_1","2","59","0","25202","0","30","0","0","0","25201","0","16000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_2","2","60","0","25204","0","15","0","0","0","25203","0","19000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_3","2","61","0","25206","0","5","0","0","0","25205","0","25000000","40","0","2","1003","0"
"0","invasion_reward_icon_jewel","8","62","0","91002","0","100","0","0","0","150002","0","31000000","50","0","4","1003","0"
"0","invasion_reward_icon_connectpiece_1","2","63","0","25202","0","30","0","0","0","25201","0","37000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_2","2","64","0","25204","0","15","0","0","0","25203","0","43000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_3","2","65","0","25206","0","5","0","0","0","25205","0","49000000","40","0","2","1003","0"
"0","invasion_reward_icon_jewel","8","66","0","91002","0","100","0","0","0","150002","0","56000000","50","0","4","1003","0"
"0","invasion_reward_icon_connectpiece_1","2","67","0","25202","0","30","0","0","0","25201","0","63000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_2","2","68","0","25204","0","15","0","0","0","25203","0","70000000","40","0","2","1003","0"
"0","invasion_reward_icon_connectpiece_3","2","69","0","25206","0","5","0","0","0","25205","0","77000000","40","0","2","1003","0"
"0","invasion_reward_icon_jewel","8","70","0","91002","0","200","0","0","0","150003","0","84000000","50","0","4","1003","0"
"0","invasion_reward_icon_hiseki","4","71","0","140001","0","10","0","0","0","0","0","92000000","0","0","0","1003","0"
"0","invasion_reward_icon_hiseki","4","72","0","140001","0","10","0","0","0","0","0","100000000","0","0","0","1003","0"
"0","invasion_reward_icon_hiseki","4","73","0","140001","0","20","0","0","0","0","0","108000000","0","0","0","1003","0"
"0","invasion_reward_icon_hiseki","2","74","0","90005","0","10","0","0","0","140001","0","116000000","20","0","4","1003","0"
"0","invasion_reward_icon_hiseki","2","75","0","90005","0","10","0","0","0","140001","0","124000000","30","0","4","1003","0"
