6e2a4f5a2b636c7c537d85437565bec44cb142d5dcf85a5f9fa6ac894e5ca178,fae58962b826d628de6bd5d7b8e408e58cb1b00587a668c8dce2bb5ad53d9e04,1dc63c87b7c1368e98a9e6bfe8f36663ea1d2c1bd77e39fe30a703c4db867baa,7c9a2288c89f792530170f63fcf3722b02915aac87fb98d369928da979d50825,b5400cd8d22be33bba35c93c0cf5a6d7a227defc8065c90156ddc97261aed73a,6db3baa21c694d6f35ae46247a7e8784b4849dbb8e640b7a14726c1a29a83ec8,9bb80f1bbfc7cd91f0ad3f38c0e92a728e11734c5528f4a02b1028d7b4e7b97b,81e1cb90b01a558b168942c25660289a5c9f87615f75ff285e842fbc202c4ea7,e1dcae5e1a40953a358e0a0a90d8106f2c3eef0cc3dd536e5ba82513381d1f33,64d279cc28692b4de054cabab7b35dfea1cd4f2130f5a7e14b69e1eca99edc68
"10","10000","0","0","1","30000","1","90001","12000","90043"
"20","10000","0","0","2","30000","2","90002","24000","90047"
"20","10000","0","0","3","30000","3","90002","24000","90047"
"20","10000","0","0","4","30000","4","90002","24000","90047"
"20","10000","0","0","5","30000","5","90002","24000","90047"
"20","10000","0","0","6","30000","6","90002","24000","90047"
"20","10000","0","0","7","30000","7","90002","24000","90047"
"20","10000","0","0","8","30000","8","90002","24000","90047"
"20","10000","0","0","9","30000","9","90002","24000","90047"
"20","10000","0","1","10","30000","10","90002","24000","90047"
"40","10000","90011","2","11","30000","11","90003","48000","90051"
"40","10000","90011","3","12","30000","12","90003","48000","90051"
"40","10000","90011","4","13","30000","13","90003","48000","90051"
"40","10000","90011","5","14","30000","14","90003","48000","90051"
"40","10000","90011","6","15","30000","15","90003","48000","90051"
"40","10000","90011","7","16","30000","16","90003","48000","90051"
"40","10000","90011","8","17","30000","17","90003","48000","90051"
"40","10000","90011","9","18","30000","18","90003","48000","90051"
"40","10000","90011","10","19","30000","19","90003","48000","90051"
"40","10000","90011","11","20","30000","20","90003","48000","90051"
"60","10000","90015","12","21","30000","21","90004","72000","90055"
"60","10000","90015","13","22","30000","22","90004","72000","90055"
"60","10000","90015","14","23","30000","23","90004","72000","90055"
"60","10000","90015","15","24","30000","24","90004","72000","90055"
"60","10000","90015","16","25","30000","25","90004","72000","90055"
"60","10000","90015","17","26","30000","26","90004","72000","90055"
"60","10000","90015","18","27","30000","27","90004","72000","90055"
"60","10000","90015","19","28","30000","28","90004","72000","90055"
"60","10000","90015","20","29","30000","29","90004","72000","90055"
"60","10000","90015","21","30","30000","30","90004","72000","90055"
"80","10000","90015","22","31","30000","31","90005","96000","90059"
"80","10000","90015","23","32","30000","32","90005","96000","90059"
"80","10000","90015","24","33","30000","33","90005","96000","90059"
"80","10000","90015","25","34","30000","34","90005","96000","90059"
"80","10000","90015","26","35","30000","35","90005","96000","90059"
"80","10000","90015","27","36","30000","36","90005","96000","90059"
"80","10000","90015","28","37","30000","37","90005","96000","90059"
"80","10000","90015","29","38","30000","38","90005","96000","90059"
"80","10000","90015","30","39","30000","39","90005","96000","90059"
"80","10000","90015","31","40","30000","40","90005","96000","90059"
"120","10000","90017","33","41","30000","41","90005","144000","90063"
"120","10000","90017","35","42","30000","42","90005","144000","90063"
"120","10000","90017","37","43","30000","43","90005","144000","90063"
"120","10000","90017","39","44","30000","44","90005","144000","90063"
"120","10000","90017","41","45","30000","45","90005","144000","90063"
"120","10000","90017","43","46","30000","46","90005","144000","90063"
"120","10000","90017","45","47","30000","47","90005","144000","90063"
"120","10000","90017","47","48","30000","48","90005","144000","90063"
"120","10000","90017","49","49","30000","49","90005","144000","90063"
"120","10000","90017","51","50","30000","50","90005","144000","90063"
"150","10000","90019","53","51","30000","51","90006","180000","90067"
"150","10000","90019","55","52","30000","52","90006","180000","90067"
"150","10000","90019","57","53","30000","53","90006","180000","90067"
"150","10000","90019","59","54","30000","54","90006","180000","90067"
"150","10000","90019","61","55","30000","55","90006","180000","90067"
"150","10000","90019","63","56","30000","56","90006","180000","90067"
"150","10000","90019","65","57","30000","57","90006","180000","90067"
"150","10000","90019","67","58","30000","58","90006","180000","90067"
"150","10000","90019","69","59","30000","59","90006","180000","90067"
"150","10000","90019","71","60","30000","60","90006","180000","90067"
"180","10000","90021","74","61","30000","61","90007","216000","90071"
"180","10000","90021","77","62","30000","62","90007","216000","90071"
"180","10000","90021","80","63","30000","63","90007","216000","90071"
"180","10000","90021","83","64","30000","64","90007","216000","90071"
"180","10000","90021","86","65","30000","65","90007","216000","90071"
"180","10000","90021","89","66","30000","66","90007","216000","90071"
"180","10000","90021","92","67","30000","67","90007","216000","90071"
"180","10000","90021","95","68","30000","68","90007","216000","90071"
"180","10000","90021","98","69","30000","69","90007","216000","90071"
"180","10000","90021","101","70","30000","70","90007","216000","90071"
