d201f89acddf94f1e4455bc145e5ac4dd5a3f1a56f6b730c611ef7ede94bf2be,19cafaa084f572846cbc968b8bdee4d1ab4b1f673ee5bc35dd0b651cf8cd73a2,290f15335a53599ab64c2b3a2e4b7c3db09cf48e65e1d28a9762ae776a6bb1b7,4226877e91d636af71e9e789bce798a624b717c4b091afff84856443239aaf2f,8091dd0b87e5e35747266c7c53269121e6b2a55eed9d50cf769649cd3610f1ef,95d3fbb63f09f2d74cd57f2e6652352654e7edae47c91e90a562588fee0ccf86,c5e953f4fd77ebec91f9175fb2a6ad6a17da5dd25424c0a7d56fc03a178a0e3f,c0b5f73045098c4ed8b31e63cf3a3955747d0b0ffad09f3cac7aedb858a37c7b,9e11c481971cfdb2af507b2ac2857fa73711bc7615af0ff78563d920598dd95a,364606eefd4613202d74ccffdc060607d416ab5f323bb36dab63ab917ef01476,4b0e7b6d51228945338058785544ac4ec4dcc65aba81ea591f54ab4e6d4dd6fd,2be9e61b322617ca60cea2f09ba0679380bb0224c27ae23151dc3f0f455b7c33,0a9b20e47025f0e3119c179f75712af418877c8fba9c1e87793538733f6dc953,54f1b9340d42cc0c995344c1a56bf63d7bccdb8faa250c6e3c57d36df277ee74,0f457f4103ae3b32729792fe6fde679fd586c887dd442fe4ac15d8a807e20997,711a6d47c586f2bbded83cb9faf8f1e43701beaa02611e94b3166c8e1600f4bd,76bfc784f361f22cccfe709e1456e78b15fdafe85f2c195928052156f9c3553f,4937123beea8ff533b958b2de3b827248e523a728848111ca4be29efcf32fa17
"0","0","0","94002","0","12","分數累積獲得 20000 分","0","0","0","20000","5000","0","0","1","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 40000 分","0","0","0","40000","10000","0","0","2","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 60000 分","0","0","0","60000","15000","0","0","3","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 80000 分","0","0","0","80000","20000","0","0","4","0","0","0"
"0","0","0","91002","0","8","分數累積獲得 100000 分","5","0","0","100000","50","2","0","5","0","23001","0"
"0","0","0","94002","0","12","分數累積獲得 120000 分","0","0","0","120000","25000","0","0","6","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 140000 分","0","0","0","140000","30000","0","0","7","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 160000 分","0","0","0","160000","35000","0","0","8","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 180000 分","0","0","0","180000","40000","0","0","9","0","0","0"
"0","0","0","91002","0","8","分數累積獲得 200000 分","5","0","0","200000","50","2","0","10","0","23001","0"
"0","0","0","94002","0","12","分數累積獲得 220000 分","0","0","0","220000","55000","0","0","11","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 240000 分","0","0","0","240000","35000","0","0","12","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 260000 分","0","0","0","260000","40000","0","0","13","0","0","0"
"0","0","0","94002","0","12","分數累積獲得 280000 分","0","0","0","280000","45000","0","0","14","0","0","0"
"0","23001","0","11001021","10","15","分數累積獲得 300000 分","150","0","2","300000","1","8","0","15","0","91002","0"
