12f1c00e95e05c7a26bcc3513f2fe6a530071a4586286536943aff079c2e2c25,1ed3f76fb54b0c8be3d4d1cb343c2e8ea4a5678a4e6a5606cf10150cb3afd19f,af1f545ba02f9f16729f4532142e7e576750efd309fc19dd968020e961e8b9f4,4fcb8be5ad0c0900bdff09374d20f5f7a3f332a8a7aa941b692c8a9c78890723,2ad209db9fb6aabbd4c1e9d24cd8e37264844cc1eabeb8bdbfcf5d308a5895a7,124a557cc4a0f7161e299141e3b52071d9461c0951ab75f8d215c36768972685,139bd15953f4def4db56f3f324fa5f17ae6b694211ac5f48f7132fd94e3e4577,4ba41345aceed83217b8075beb9296a2b757fc59129cc8117b1ada44f25d150f,59b25ca48f68e73e59d4814db60edaa4324d27fcddb9d047c336ad61cf695efd,c44e7f61befd36ae9e4ed7e60b3edad2d47d861d6323024d8f70d2e049e48ffa,049206568a172fbc7a54ea6b9ac0a8f610948a1527dcbd9c5609e56052f5eed7,19bc43b40500601bca0cff779bdeaf2af9a1bdebd67510d0f9e8a51c535bb547,4071aa9121db934e9b06fe63f2e1cd5c2edf9e60db7725681f273398560c1633,9d99cb1702f657b49eabcb5229ded04232a176bc54aab19b8586ba185fbb37fc,30b25e3ba300ed262099e2d359db08ca746c3da40a62ecec7a3ff01cb38c10b5,71dd9e083cc4bedba9424b20f36c13d1b7784eb60993dbfd37b69755ac02b154,5d54a4eb4f772b5c1ad314299c25543881c67362d5494e3aad0b6b6ec6784134,930a5fef2241ca59063dd3bf2703b96af1bb014b1271f68de9c4c408c278afe6,1adca1701387c7c488353193f6361415c4efafdf5532f52c1fee5d6160937254,3eb4756c9d0073b488d61cd85479c08efa9121f2a9a8430ed7f3987c0c2fafca,c02459b797e335f8640b7b3adb1f90b453540478513996c4d086bc0c99135261,f3f4987d81d94c6d15eb5241f5348f7dfae1b0fe7c6cd3a693503defd677d8f7,7ab3143f507b2437dea64fe1572a548a61802b175825cccced9dc4d1c7b67d7b,7e883fec924f0666d361dfcfb04031ee6083594f7ba00f83b8366e0ceb7808ef,c0de1cd4081bf8721ec3da1bdcc58bfa9f44eb73100857361a63091085227c19,3ef9c8d414d5ace9c01dd52f6db91886ad3e304a1b0ef278d26a6e3c01ed63a5,9078886abcf5c1c091d1f343ac1b316f256d4818913799e4b1e69b01665ca0e5,b26008dfad2b00189343e46087512d685d8b723ecfe99fd97fd1afcd81678308,54c2eba70dba244b18b23d8bd75141324a5f830caa5b1e59220ac65327115271,2722161d0c083de2e0dcc7b5c4cf540844627c4066302ebd746fd756adaf6633,9bf91616450b61b90a226367b64dae56f7d8a3e158b2629dc26f67e3e006060a,75d5098a4fc27a98f0f8eedb1ae0bdce6c13c8f40b3d626d4fc2d873fdc5b733
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001002","15","0","0","1087","0","日和のエピソード第2話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001003","30","0","0","1087","0","日和のエピソード第3話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001004","30","0","0","1087","0","日和のエピソード第4話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001005","40","0","0","1087","0","日和のエピソード第5話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001006","60","0","0","1087","0","日和のエピソード第6話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001007","60","0","0","1087","0","日和のエピソード第7話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","6","0","0","0","0","1224","1001008","90","0","10","1087","0","日和のエピソード第8話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","0","0","0","0","0","1224","1001009","80","0","0","1087","0","日和のエピソード第9話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","6","0","0","0","0","1224","1001010","80","0","40","1087","0","日和のエピソード第10話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","6","0","0","0","0","1224","1001011","80","0","40","1087","0","日和のエピソード第11話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","0","0","0","0","0","0","6","0","0","0","0","1224","1001012","200","0","60","1087","0","日和のエピソード第12話","0","0","1287","0","0","0","1001","2","0","0","0","1801"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002002","15","0","0","1088","0","優衣のエピソード第2話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002003","30","0","0","1088","0","優衣のエピソード第3話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002004","30","0","0","1088","0","優衣のエピソード第4話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002005","40","0","0","1088","0","優衣のエピソード第5話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002006","60","0","0","1088","0","優衣のエピソード第6話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
"0","1289","0","0","0","0","0","0","0","0","0","0","1156","1002007","60","0","0","1088","0","優衣のエピソード第7話","0","0","1226","0","0","0","1002","4","0","0","0","1802"
