44ec9add8b8515e1d96ab7cebfff28e1124a74ea5556d9f9930cac7a6e5615be,14bdc45896753e1f0582136d5823700b9b7de2a6964edacc6747b616d662f0ce,958d86bfd9de2aec4ff620a3b758c1dcf679826dbf949a04b770261cdb5caaff,5217d310822904ecb4c9c5295a1521f68c4a1ede4a0003a84e068132936f8242,95ba0abdbfe47b04daeb24b89b24084b08a317a3a7c7ce6e222e898d0085b7f1,d7657bbd0b7bd23112faaaeebe834c4b9e6dd9fba6fb3e99307bc10e72e0e3d7,d3ff295d39dece79919ba14e0043224594c085d00d90061c5b3f1cc976c4ca81,11a1df35859282668c9fb59a5faede776d8993fb8dd24449b2496bfa27d9f06c,f890eca3195ff860bd8f9d9e3e9a2bf42e8e05292c0ee2aff5382b2b57828a1d,0d9685c66191307d91e42b53660d0ee7da1a1c2b809bc61d4cade83889da9016,fbf48c5707bdb8c3bc62582c121f874b95dc1daaa738df86ec2671e3d185e2d3,cb0c1a46416d84a18b0c0dfe9e5729097c6e1d03d10839224020e1c15763be28,3cfe7425471655419a4bd0e93e9cbc68c2072989d8e253cb8c641b8961781702,af8b07e526b8a1bb52ae79836e8e7a3ae5fe3f6b36bc91d023c8b02c7f843531,8a41c205bcc098c370fc62fb62120d44c99ba2e7edbf56e13068d21852997863
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂1次特殊地下城","0","0","1004110","32001","1","32001001","603","3200101","1st Round Clear！","1","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂2次特殊地下城","0","0","1004110","32001","1","32001002","603","3200102","2nd Round Clear！","2","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂3次特殊地下城","0","0","1004110","32001","1","32001003","603","3200103","3rd Round Clear！","3","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂4次特殊地下城","0","0","1004110","32001","1","32001004","603","3200104","4th Round Clear！","4","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂5次特殊地下城","0","0","1004110","32001","1","32001005","603","3200105","CONQUEST！","5","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂1次特殊地下城","0","0","1004110","32002","1","32001001","603","3200201","1st Round Clear！","1","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂2次特殊地下城","0","0","1004110","32002","1","32001002","603","3200202","2nd Round Clear！","2","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂3次特殊地下城","0","0","1004110","32002","1","32001003","603","3200203","3rd Round Clear！","3","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂4次特殊地下城","0","0","1004110","32002","1","32001004","603","3200204","4th Round Clear！","4","80001"
"2030/04/01 14:59:59","2015/04/01 15:00:00","0","登頂5次特殊地下城","0","0","1004110","32002","1","32001005","603","3200205","CONQUEST！","5","80001"
