324be6872b57a505eb7260505cc704b51cd848878c3bb1c55aa77af2dec7afb0,d8ef70406ec5c440f1873139705406af35067da48dc438b21c34504f96899147,571a6317f8631f53ff29d8f0c3a7186646daf597a7f003f32c5248534ca97169,f9663513964cd87d6f9edf863a1c2cd05280268a083b10cae30f8b4847709a2b,36313b9d7a06c025baa6bc645b0293a8e3f0e6ad412a47d5de08535e202786a7,94582d080c63f14c641d16868c8ddab4d592a5a33ef811af5c9c9940a196f2f0,5b4ea409d8a65d384d8eb869f4b8c3d67ab968a6aafa08e55d8ddf8dcc4f854b,6bfafa7023344b8758126ee7dadece46627221d006c43235571521c7d2799c33,3eadc0276a53c2186cd1f457d97d7f05a14ac2676be364c9400f4f82ec55cc17,3e83cf10e5cf6972a6446d5d3d2cc54446b3c5bd8a37b882303f1e9bc1ca8f6a,efe28f7383de68b4bf2477f335e5aa52f62ffb79171f0c8e93761a3905233ebb,33191ea6e5c1f9c175231663567d4c2dffe8601d962da99b80cd6ea5b981659d,882dd209fa7f8aef7585e4ff60578ef28ee4a54acb5274cf468cb3d3d205fc1d,13dc6e3ecf3ac67fca224e7c6d61aef8291ed71e5ab89b6a69a7efb40f8f026e,19a0f30f8d80d7d722826d01271cf5ea96ff17d82627d2dbd10ff2bac7cce13f,46f00e644acb768e6b02d3d42115ea3250a1d2badea5fc968eb50b9e998db656,8b23d99943f0b2840351a5ecfdeffa2046940ae5ddb4b1127b9127186ae44399
"500213","2018/08/28 16:00:00","0","1060","2018/09/17 15:59:59","60","2018/09/19 15:59:59","2018/09/12 15:59:59","2018/08/24 16:00:00","1768","50","10001","bgm_M32","0","0","0","bgm_M32"
"500193","2018/10/03 16:00:00","0","1060","2018/10/24 15:59:59","60","2018/10/28 15:59:59","2018/10/19 15:59:59","2018/10/01 16:00:00","1768","50","10002","bgm_M98","103601","0","0","bgm_M98"
"500263","2018/11/01 15:59:59","0","1060","2018/11/20 15:59:59","60","2018/11/25 15:59:59","2018/11/15 15:59:59","2018/10/30 16:00:00","1768","50","10003","bgm_M106","104401","0","0","bgm_M106"
"500164","2018/12/01 16:00:00","0","1060","2018/12/20 15:59:59","60","2018/12/24 15:59:59","2018/12/15 15:59:59","2018/11/29 16:00:00","1768","50","10004","bgm_M112","107601","0","0","bgm_M112"
"500284","2019/01/03 16:00:00","0","1060","2019/01/22 15:59:59","60","2019/01/25 15:59:59","2019/01/17 15:59:59","2019/01/01 16:00:00","1768","50","10005","bgm_M121","907901","0","0","bgm_M121"
"500096","2019/02/01 12:00:00","0","1060","2019/02/19 15:59:59","60","2019/02/22 15:59:59","2019/02/16 15:59:59","2019/01/30 16:00:00","1768","50","10006","bgm_M128","104701","0","0","bgm_M128"
"500264","2019/03/06 16:00:00","0","1060","2019/03/25 15:59:59","60","2019/03/28 15:59:59","2019/03/22 15:59:59","2019/03/04 16:00:00","1768","50","10007","bgm_M135","108201","0","0","bgm_M135"
"500143","2019/04/03 16:00:00","0","1060","2019/04/17 15:59:59","60","2019/04/21 15:59:59","2019/04/14 15:59:59","2019/04/01 16:00:00","1768","50","10008","bgm_M162","100901","0","0","bgm_M162"
"500114","2019/05/02 16:00:00","0","1060","2019/05/16 15:59:59","60","2019/05/19 15:59:59","2019/05/13 15:59:59","2019/04/30 16:00:00","1768","50","10009","bgm_M171","108501","0","0","bgm_M171"
"500553","2019/06/03 16:00:00","0","1060","2019/06/17 15:59:59","60","2019/06/21 15:59:59","2019/06/14 15:59:59","2019/05/31 16:00:00","1768","50","10010","bgm_M182","108901","0","0","bgm_M182"
