d3cb5f54292cbd0ba40736d530dd197580e3bdf375cdb622d0846c6c770ea627,f55977534dc47ce7f5fbdfbb4a8d08b4daa7fe2f9de33434dc667d0326697db9,5b087b3f21ee730acf4f66257e891ed5d7137d593519e4dc7fbf964d52ff7179,a34e6de49e699181b2501a958d936314ea5d23bba1639aaf0a85d0f40cd5ad60,9bf842f26ae88954c4943ff84337f14681ae7f57ffbba3a06a5766ea36f47f32,fd05b12dde9f8dc54cdd5244ab80a29ef8082cc40418ea9405cff9b2b071dc39,1f623289c0a3ab2cdcfe9d63b3aa805b127a74a8578646a0c1629f2986b14865,5d7b24082f2ea6d2cf6f2a4b85e57c623bc537f9f75b344ae416eaa52c4cba91,fd71f23ba0b206029d1af0e4d31ab0cfb38512d7bf408a330cddda409cd43275,1e3824d6694cab723db33102680154a275f263dcbd3aacf87f4940cfe00552ee,7d29fd408691ed88d4eb509dd9ba486724c9c39eb26eb2ef8aee740c730fefd2,1f878784dbe3966816266c977b538213608fbfd38fcf79b1d7987884447818aa,001f5211b5cd6c542af7fb02e9e854ad03a8cf640850b7a360183f63b3ebe8e5,dc725bec949e19ea9175a12d8b50f3f119d27ed9095bfd4ecc89997d994c5ea4,f366498458fdce07fd144eabb7ece85ae71a7050be6bf1f979e5a2ca16a3d79d
"1","100113","bgm_M57","90","90110001","0","701000101","0","EASY","1","1","bgm_M57","0","100113","110001"
"1","100113","bgm_M57","90","90110002","0","701000102","0","NORMAL","2","1","bgm_M57","0","100113","110001"
"1","100113","bgm_M57","90","90110003","0","701000103","0","HARD","3","1","bgm_M57","0","100113","110001"
"1","100113","bgm_M57","90","90110004","0","701000104","0","VERY HARD","4","1","bgm_M57","0","100113","110001"
"1","100113","bgm_M57","90","90110005","0","701000105","0","EXTREME","5","1","bgm_M57","0","100113","110001"
"1","103013","bgm_M169","90","90120001","0","701000201","0","EASY","1","2","bgm_M169","0","103013","120001"
"1","103013","bgm_M169","90","90120002","0","701000202","0","NORMAL","2","2","bgm_M169","0","103013","120001"
"1","103013","bgm_M169","90","90120003","0","701000203","0","HARD","3","2","bgm_M169","0","103013","120001"
"1","103013","bgm_M169","90","90120004","0","701000204","0","VERY HARD","4","2","bgm_M169","0","103013","120001"
"1","103013","bgm_M169","90","90120005","0","701000205","0","EXTREME","5","2","bgm_M169","0","103013","120001"
"1","100113","bgm_M64","90","90130001","0","701000301","0","EASY","1","3","bgm_M64","0","100113","130001"
"1","100113","bgm_M64","90","90130002","0","701000302","0","NORMAL","2","3","bgm_M64","0","100113","130001"
"1","100113","bgm_M64","90","90130003","0","701000303","0","HARD","3","3","bgm_M64","0","100113","130001"
"1","100113","bgm_M64","90","90130004","0","701000304","0","VERY HARD","4","3","bgm_M64","0","100113","130001"
"1","100113","bgm_M64","90","90130005","0","701000305","0","EXTREME","5","3","bgm_M64","0","100113","130001"
"1","100113","bgm_M07","90","90140001","0","701000401","0","EASY","1","4","bgm_M07","0","100113","140001"
"1","100113","bgm_M07","90","90140002","0","701000402","0","NORMAL","2","4","bgm_M07","0","100113","140001"
"1","100113","bgm_M07","90","90140003","0","701000403","0","HARD","3","4","bgm_M07","0","100113","140001"
"1","100113","bgm_M07","90","90140004","0","701000404","0","VERY HARD","4","4","bgm_M07","0","100113","140001"
"1","100113","bgm_M07","90","90140005","0","701000405","0","EXTREME","5","4","bgm_M07","0","100113","140001"
"1","103013","bgm_M170","90","90150001","0","701000501","0","EASY","1","5","bgm_M170","0","103013","150001"
"1","103013","bgm_M170","90","90150002","0","701000502","0","NORMAL","2","5","bgm_M170","0","103013","150001"
"1","103013","bgm_M170","90","90150003","0","701000503","0","HARD","3","5","bgm_M170","0","103013","150001"
"1","103013","bgm_M170","90","90150004","0","701000504","0","VERY HARD","4","5","bgm_M170","0","103013","150001"
"1","103013","bgm_M170","90","90150005","0","701000505","0","EXTREME","5","5","bgm_M170","0","103013","150001"
