bfcb9612e4c1d5c431861033ddfd6a1c7e616316082e09d747907f14d672b4a4,1eeb4d9fb72ebbc43765de9f5d2f5c4f16c24a68c12a637897fe54a45f0dd35c,c6d26a62b740086adc687816e4c575ef309c089533fdcd1acf09145463aac6b5,a763deb4201e300d0a21b128cfb0a5cadafd8a42714a46c17bffc09bc475cde5,4cb920c1ccc8a05bbcdf7063d8055ef4199e736c9ac9405f27e232cc08eb20aa,66b0b95483b7b6d9efcc4e8f246a5cb2faca6fc434a59ea614b827e85c14e14b,e4eb28bcd2029e878d72f533a588519bc36cf3de6bc2b7edfcb4d11dde74e16a,40272228d10015deb181eb1336bcd2ed7a97c8e0b1bdd5640e06fdebaf337601,a40cca2937502be99caeb06e78b9122dcd3c457c1b270ec8ad36ecbe8fb5ea79,e7d00b9063d810a4aca6ded528d658f6065a9c8f625b79c1075d68d7d60f6363,e661cd662bf753bd3ec6f3d24213774270df4d5880c1676b4cb181c5b11d0472,e116dc6a9fd02979e40b3b374a00008705ee3b3fb2f81ec21ae2d2989751ef60,3188ce477e5c3e08493604ed10f01ec55bc16ae1e8a65a01e9781ef87d1d39ce,c7eeff180f831f62ba3451433d3719ce13a8d3624627ae780dd35ede39c7919c
"0","1","0","20001","0","20001101","0","bgm_M32","0","201","bgm_M32","1","塔爾格姆地區","0"
"0","0","0","20001","0","20001201","0","bgm_M32","0","201","bgm_M32","1","塔爾格姆地區","0"
"0","0","0","20002","0","20002101","0","bgm_M98_2","0","201","bgm_M98","1","馬席納地區","0"
"0","0","0","20002","0","20002201","0","bgm_M98_2","0","201","bgm_M98","1","馬席納地區","0"
"0","0","0","20003","0","20003101","0","bgm_M106","0","201","bgm_M106","1","蘭德索爾郊外","0"
"0","0","0","20003","0","20003201","0","bgm_M106","0","201","bgm_M106","1","蘭德索爾郊外","0"
"0","0","0","20004","0","20004101","0","bgm_M112","0","201","bgm_M112","1","塔帕斯海灘 周邊","0"
"0","0","0","20004","0","20004201","0","bgm_M112","0","201","bgm_M112","1","塔帕斯海灘 周邊","0"
"0","0","0","20005","0","20005101","0","bgm_M121","0","201","bgm_M121","1","伊爾席翁的孤島","0"
"0","0","0","20005","0","20005201","0","bgm_M121","0","201","bgm_M121","1","伊爾席翁的孤島","0"
"0","0","0","20006","0","20006101","0","bgm_M128","0","201","bgm_M128","1","王城蘭德索爾","85"
"0","0","0","20006","0","20006201","0","bgm_M128","0","201","bgm_M128","1","王城蘭德索爾","0"
"0","1","0","20007","0","20007101","0","bgm_M135","0","201","bgm_M135","1","蘭德索爾郊外","0"
"202","2","208","20007","0","20007102","1","bgm_M29","80","201","bgm_M29","1","靈界","0"
"202","3","209","20007","1","20007103","1","bgm_M135","0","201","bgm_M135","1","蘭德索爾中央地區","0"
"0","1","0","20007","31","20007201","0","bgm_M135","0","201","bgm_M135","1","蘭德索爾郊外","0"
"0","0","0","20008","0","20008101","0","bgm_M162","0","201","bgm_M162","1","蘭德索爾近郊","35"
"0","0","0","20008","0","20008201","0","bgm_M162","0","201","bgm_M162","1","蘭德索爾近郊","0"
"0","1","0","20009","11","20009101","0","bgm_M171","0","201","bgm_M171","1","咲戀育幼院","110"
"0","1","0","20009","0","20009201","0","bgm_M171","0","201","bgm_M171","1","王城蘭德索爾","0"
"0","1","0","20010","0","20010101","0","bgm_M182","180","201","bgm_M182","1","往神殿的參道","1"
"0","1","0","20010","0","20010201","0","bgm_M182","0","201","bgm_M182","1","往神殿的參道","0"
"0","1","0","20011","0","20011101","0","bgm_M189","0","201","bgm_M189","1","王城蘭德索爾","0"
"0","2","0","20011","0","20011102","0","bgm_M189","0","201","bgm_M189","1","廚房競技場","110"
"0","1","0","20011","0","20011201","0","bgm_M189","0","201","bgm_M189","1","廚房競技場","0"
"0","1","0","20012","0","20012101","0","bgm_M206","0","201","bgm_M206","1","王城蘭德索爾","115"
"0","1","0","20012","0","20012201","0","bgm_M206","0","201","bgm_M206","1","王城蘭德索爾","0"
"0","1","0","20013","0","20013101","0","bgm_M215","0","201","bgm_M215","1","加托羅斯山","100"
"202","2","208","20013","11","20013102","1","bgm_M215","0","201","bgm_M215","1","光之裂縫","0"
"0","1","0","20013","0","20013201","0","bgm_M215","0","201","bgm_M215","1","光之裂縫","0"
"0","1","0","20014","0","20014101","0","bgm_M223","0","201","bgm_M223","1","大江戶町","120"
"0","1","0","20014","0","20014201","0","bgm_M223","0","201","bgm_M223","1","大江戶町","0"
"0","1","0","20015","12","20015101","0","bgm_M237","0","201","bgm_M237","1","晴雨海灘","98"
"0","0","0","20015","0","20015201","0","bgm_M237","0","201","bgm_M237","1","晴雨海灘","0"
"0","0","0","20016","0","20016101","0","bgm_M245_02","0","201","bgm_M245","1","真步真步王國避暑聖地？","150"
"0","0","0","20016","0","20016201","0","bgm_M245_02","0","201","bgm_M245","1","真步真步王國避暑聖地？","0"
"0","1","0","20017","0","20017101","0","bgm_M254","0","201","bgm_M254","1","聖德蕾莎女子學院","70"
"0","0","0","20017","0","20017201","0","bgm_M254","0","201","bgm_M254","1","聖德蕾莎女子學院","0"
"0","1","0","20018","0","20018101","0","bgm_M265_Top","0","201","bgm_M265","1","鬼屋附近地區","0"
"202","2","0","20018","0","20018102","1","bgm_M265_Top","0","201","bgm_M265","1","鬼魂墓地","0"
"0","1","0","20018","0","20018201","0","bgm_M265_Top","0","201","bgm_M265","1","鬼魂墓地","0"
"0","0","0","20019","0","20019101","0","bgm_M273","0","201","bgm_M273","1","艾爾皮斯島 開墾營地一帶","90"
"0","0","0","20019","0","20019201","0","bgm_M273","0","201","bgm_M273","1","艾爾皮斯島 開墾營地一帶","0"
"0","1","0","20020","0","20020101","0","bgm_M281","0","201","bgm_M281","1","王都蘭德索爾 郊外","0"
"0","2","0","20020","11","20020102","0","bgm_M281","0","201","bgm_M281","1","王都蘭德索爾 中央廣場","0"
"0","1","0","20020","0","20020201","0","bgm_M281","0","201","bgm_M281","1","王都蘭德索爾 中央廣場","0"
"0","1","0","20021","0","20021101","0","bgm_M294","0","201","bgm_M294","1","公會競速賽　1區→2區","30"
"0","2","0","20021","0","20021102","0","bgm_M294","0","201","bgm_M294","1","公會競速賽　3區→4區","30"
"0","1","0","20021","0","20021201","0","bgm_M294","0","201","bgm_M294","1","公會競速賽　3區→4區","0"
"0","1","0","20022","0","20022101","0","bgm_M316","0","201","bgm_M316","1","王城蘭德索爾","87"
"0","1","0","20022","0","20022201","0","bgm_M316","0","201","bgm_M316","1","王城蘭德索爾","0"
"0","1","0","20023","0","20023101","0","bgm_M343","0","201","bgm_M343","1","聖德蕾莎女子學院","45"
"0","0","0","20023","0","20023201","0","bgm_M343","0","201","bgm_M343","1","聖德蕾莎女子學院","0"
"0","1","0","20024","0","20024101","0","bgm_M351","0","201","bgm_M351","1","伊麗莎白牧場","0"
"0","2","0","20024","0","20024102","0","bgm_M351","0","201","bgm_M351","1","王城蘭德索爾","0"
"0","3","0","20024","0","20024103","0","bgm_M351","0","201","bgm_M351","1","伊麗莎白牧場","0"
"0","1","0","20024","0","20024201","0","bgm_M351","0","201","bgm_M351","1","伊麗莎白牧場","0"
"0","0","0","20025","0","20025101","0","bgm_M375","0","201","bgm_M375","1","不可思議之國","200"
"0","0","0","20025","0","20025201","0","bgm_M375","0","201","bgm_M375","1","不可思議之國","100"
"0","1","0","20026","0","20026101","0","bgm_M380A","0","201","bgm_M380A","1","祈願海岸周圍","90"
"0","2","0","20026","0","20026102","0","bgm_M380B_02","0","201","bgm_M380B","1","繁星降臨的銀河","0"
"0","0","0","20026","0","20026201","0","bgm_M380B_02","0","201","bgm_M380B","1","繁星降臨的銀河","0"
"0","0","0","20027","0","20027101","0","bgm_M393","0","201","bgm_M393","1","海灘運動公園","115"
"0","0","0","20027","0","20027201","0","bgm_M393","0","201","bgm_M393","1","海灘運動公園","0"
"0","1","0","20028","0","20028101","0","bgm_M403","0","201","bgm_M403","1","王城蘭德索爾","80"
"0","1","0","20028","0","20028201","0","bgm_M403","0","201","bgm_M403","1","王城蘭德索爾","0"
"0","0","0","20029","0","20029101","0","bgm_M413","0","201","bgm_M413","1","萬聖節樂園","128"
"0","0","0","20029","0","20029201","0","bgm_M413","0","201","bgm_M413","1","萬聖節樂園","0"
"0","1","0","20030","0","20030101","0","bgm_M421","0","201","bgm_M421","1","王城蘭德索爾","80"
"0","1","0","20030","0","20030201","0","bgm_M421","0","201","bgm_M421","1","王城蘭德索爾","0"
"0","1","0","20031","0","20031101","0","bgm_M426","0","201","bgm_M426","1","名媛初登夢想秘境會場","60"
"0","1","0","20031","0","20031201","0","bgm_M426","0","201","bgm_M426","1","名媛初登夢想秘境會場","0"
"0","1","0","20032","0","20032101","0","bgm_M435","0","201","bgm_M435","1","港小鎮‧大間","100"
"0","1","0","20032","0","20032201","0","bgm_M435","0","201","bgm_M435","1","港小鎮‧大間","0"
"0","1","0","20033","0","20033101","0","bgm_M442A","0","201","bgm_M442A","1","蘭德索爾近郊","70"
"0","0","0","20033","0","20033201","0","bgm_M442A","0","201","bgm_M442A","1","蘭德索爾近郊","0"
"0","0","0","20034","0","20034101","0","bgm_M442B","0","201","bgm_M442B","1","精靈族之村　純淨的森林","25"
"0","0","0","20034","0","20034201","0","bgm_M442B","0","201","bgm_M442B","1","精靈族之村　純淨的森林","0"
"0","1","0","20035","0","20035101","0","bgm_M451","0","201","bgm_M451","1","蘭德索爾近郊","0"
"0","2","0","20035","0","20035102","0","bgm_M451","0","201","bgm_M451","1","邊境之地","0"
"0","0","0","20035","0","20035201","0","bgm_M451","0","201","bgm_M451","1","邊境之地","0"
"0","1","0","20036","0","20036101","0","bgm_M457","0","201","bgm_M457","1","聖德蕾莎女子學院 聖學祭會場","91"
"0","0","0","20036","0","20036201","0","bgm_M457","0","201","bgm_M457","1","聖德蕾莎女子學院 聖學祭會場","0"
"0","1","0","20037","0","20037101","0","bgm_M467","0","201","bgm_M467","1","不同時間軸的蘭德索爾","90"
"0","2","0","20037","0","20037102","0","bgm_M467","0","201","bgm_M467","1","時光隧道","0"
"0","0","0","20037","0","20037201","0","bgm_M467","0","201","bgm_M467","1","時光隧道","0"
"0","1","0","20038","0","20038101","0","bgm_M478_Lofi","40","201","bgm_M478","1","玩具工廠","0"
"0","2","0","20038","0","20038102","0","bgm_M478_Lofi","0","201","bgm_M478","1","王城蘭德索爾","0"
"0","0","0","20038","0","20038201","0","bgm_M478_Lofi","0","201","bgm_M478","1","王城蘭德索爾","0"
"0","1","0","20039","0","20039101","0","bgm_M486","0","201","bgm_M486","1","王城蘭德索爾","0"
"0","2","0","20039","0","20039102","0","bgm_M486","0","201","bgm_M486","1","某座無人島","58"
"0","3","0","20039","0","20039103","0","bgm_M486","0","201","bgm_M486","1","王城蘭德索爾","0"
"0","0","0","20039","0","20039201","0","bgm_M486","0","201","bgm_M486","1","王城蘭德索爾","0"
"0","1","0","20040","0","20040101","0","bgm_M496","0","201","bgm_M496","1","慈樂之音夏日演唱會會場","100"
"0","0","0","20040","0","20040201","0","bgm_M496","0","201","bgm_M496","1","慈樂之音夏日演唱會會場","0"
"0","1","0","20041","0","20041101","0","bgm_M508","0","201","bgm_M508","1","王城蘭德索爾","0"
"0","2","0","20041","0","20041102","0","bgm_M508","0","201","bgm_M508","1","大江戶町","45"
"0","0","0","20041","0","20041201","0","bgm_M508","0","201","bgm_M508","1","大江戶町","0"
"0","1","0","20042","0","20042101","0","bgm_M520","0","201","bgm_M520","1","王城蘭德索爾","128"
"0","2","0","20042","0","20042102","0","bgm_M520","0","201","bgm_M520","1","王城蘭德索爾","0"
"0","1","0","20042","31","20042201","0","bgm_M520","0","201","bgm_M520","1","王城蘭德索爾","0"
"0","1","0","20043","0","20043101","0","bgm_M527","0","201","bgm_M527","1","王城蘭德索爾","40"
"0","2","0","20043","0","20043102","0","bgm_M527","0","201","bgm_M527","1","蘭德索爾近郊","0"
"0","0","0","20043","0","20043201","0","bgm_M527","0","201","bgm_M527","1","蘭德索爾近郊","0"
"0","1","0","20044","0","20044101","0","bgm_M536","0","201","bgm_M536","1","甜點大賽會場","70"
"0","0","0","20044","0","20044201","0","bgm_M536","0","201","bgm_M536","1","甜點大賽會場","0"
"0","1","0","20045","0","20045101","0","bgm_M543","0","201","bgm_M543","1","蘭德索爾近郊","0"
"0","2","0","20045","0","20045102","0","bgm_M543","0","201","bgm_M543","1","港小鎮‧大間","0"
"0","3","0","20045","0","20045103","0","bgm_M543","0","201","bgm_M543","1","塔帕斯海灘 周邊","0"
"0","4","0","20045","0","20045104","0","bgm_M543","0","201","bgm_M543","1","加托羅斯山","0"
"0","0","0","20045","0","20045201","0","bgm_M543","0","201","bgm_M543","1","加托羅斯山","0"
"0","1","0","20046","0","20046101","0","bgm_M552_03","0","201","bgm_M552","1","王城蘭德索爾","0"
"0","2","0","20046","0","20046102","0","bgm_M552_03","0","201","bgm_M552","1","蘭德索爾近郊","0"
"0","3","0","20046","0","20046103","0","bgm_M552_03","0","201","bgm_M552","1","伊麗絲樹海","0"
"0","4","0","20046","0","20046104","0","bgm_M552_03","0","201","bgm_M552","1","佛洛拉湖畔","0"
"0","0","0","20046","0","20046201","0","bgm_M552_03","0","201","bgm_M552","1","佛洛拉湖畔","0"
"0","1","0","20047","0","20047101","0","bgm_M553","0","201","bgm_M553","1","王城蘭德索爾","40"
"0","2","0","20047","0","20047102","0","bgm_M553","0","201","bgm_M553","1","世界之間的夾縫","0"
"0","0","0","20047","0","20047201","0","bgm_M553","0","201","bgm_M553","1","世界之間的夾縫","0"
"0","1","0","20048","0","20048101","0","bgm_M565","0","201","bgm_M565","1","咲戀育幼院內","0"
"0","2","0","20048","0","20048102","0","bgm_M565","0","201","bgm_M565","1","伊麗莎白牧場　牧場溫泉","0"
"0","0","0","20048","0","20048201","0","bgm_M565","0","201","bgm_M565","1","伊麗莎白牧場　牧場溫泉","0"
"0","1","0","20049","0","20049101","0","bgm_M574","0","201","bgm_M574","1","蘭德索爾郊外","0"
"0","2","0","20049","0","20049102","0","bgm_M574","0","201","bgm_M574","1","賭場大廳","0"
"0","0","0","20049","0","20049201","0","bgm_M574","0","201","bgm_M574","1","賭場大廳","0"
"0","1","0","20050","0","20050101","0","bgm_M582","0","201","bgm_M582","1","遭詛咒的海盜島","0"
"0","0","0","20050","0","20050201","0","bgm_M582","0","201","bgm_M582","1","遭詛咒的海盜島","0"
"0","1","0","20051","0","20051101","0","bgm_M595","0","201","bgm_M595","1","露營領域","128"
"0","0","0","20051","0","20051201","0","bgm_M595","0","201","bgm_M595","1","露營領域","0"
"0","1","0","20052","0","20052101","0","bgm_M601","0","201","bgm_M601","1","王城蘭德索爾","0"
"0","2","0","20052","0","20052102","0","bgm_M601","0","201","bgm_M601","1","夏日遊戲度假村","80"
