060d2d70e2bec90bd81d6ed2767d57d189f97112b65d41cc81ba61f3c8f14e75,e36b2fcad1641efb3ee1af66ad2e13be62dc0e2d93d88f7837182bbba1edc372,4992e77b4f6c00f882e769d44bcd606537c06851faf2985cb71929c5dcda067d,51404bc775ff28ce903b535434f7a244db6b74dbcc3cf767715a7320a4874384,81b03f82f005f90e7b79349d21b5e7bb4de1dc4080ea18bf18d998e1012d265e,294bc438157336875d20dc8a56131c356c425534e530912a897655e2320e611e,9e10ef0f5e6f7bbfafebd423557c6c5af25f0ef7818808f30f2212b84c2bbc3a,3e6346d94683603b63c688f1a2fb27e05748494001360ca25146e0fde953a1b4,1cce5518be53475306a3984ba793996780f797b2235947bca17d88c8bf000b19,3c26ddad39111f16529453cd5491fe168b4f47a18064fa8c4b525532d054ddb8,62462eda24748892e2d99774d7367e9dd9ebb4460143fab25802c372b8f729b3,40df8fa4579a967b212f50a05b19daf67e0d1786785db764dffb539ecd83aa69,20068745b8b4e5056e5c3561941e54e62a5b49d3631ffa8a734fc7a4fb564959
"0","1","2030/04/19 15:00:00","2020/07/02 16:00:00","0","5032","10001","0","0","-6","20001","2018/08/28 16:00:00","0"
"0","1","2030/04/19 15:00:00","2020/08/03 16:00:00","0","8135","10002","0","0","-3","20002","2018/10/03 16:00:00","0"
"0","1","2030/04/19 15:00:00","2020/09/04 16:00:00","0","201","10003","0","0","-8","20003","2018/11/01 15:59:59","0"
"0","1,2","2030/04/19 15:00:00","2020/09/30 16:00:00","0","3394","10004","0","0","-5","20004","2018/12/01 16:00:00","0"
"0","1,4","2030/04/19 15:00:00","2020/11/02 16:00:00","0","3060","10005","0","0","-3","20005","2019/01/03 16:00:00","0"
"0","1","2030/04/19 15:00:00","2020/12/04 15:00:00","0","1412","10006","0","0","-5","20006","2019/02/01 12:00:00","0"
"0","1,5","2030/04/19 15:00:00","2021/01/20 16:00:00","0","3481","10007","0","0","-2","20007","2019/03/06 16:00:00","0"
"0","1","2030/04/19 15:00:00","2021/02/09 16:00:00","0","3490","10008","0","0","-3","20008","2019/04/03 16:00:00","0"
"0","1,6","2030/04/19 15:00:00","2021/03/25 16:00:00","0","5402","10009","0","0","0","20009","2019/05/02 16:00:00","0"
"0","1,7","2030/04/19 15:00:00","2021/04/21 16:00:00","0","2192","10010","0","0","-5","20010","2019/06/03 16:00:00","0"
"0","1,8","2030/04/19 15:00:00","2021/05/26 16:00:00","0","5034","10011","0","0","0","20011","2019/07/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2021/06/25 16:00:00","0","402","10012","0","0","-5","20012","2019/07/17 16:00:00","0"
"0","1,9","2030/04/19 15:00:00","2021/07/26 16:00:00","0","22","10013","0","0","-5","20013","2019/08/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2021/08/26 16:00:00","0","2174","10015","0","0","-8","20014","2019/09/03 16:00:00","0"
"0","1,10","2030/04/19 15:00:00","2021/09/24 16:00:00","0","2222","10019","0","0","3","20015","2019/11/01 16:00:00","0"
"0","1,11","2030/04/19 15:00:00","2021/10/26 16:00:00","0","6040","10021","0","0","0","20016","2019/12/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2021/11/25 15:00:00","0","6481","10023","0","0","-4","20017","2020/01/02 16:00:00","0"
"0","1,12","2030/04/19 15:00:00","2021/12/24 16:00:00","0","8134","10025","0","0","0","20018","2020/02/04 16:00:00","0"
"0","1","2030/04/19 15:00:00","2022/01/26 16:00:00","0","3420","10027","0","0","-2","20019","2020/03/02 16:00:00","0"
"0","1,13","2030/04/19 15:00:00","2022/02/22 16:00:00","0","5283","10029","0","0","-5","20020","2020/04/01 16:00:00","0"
"0","1,14","2030/04/19 15:00:00","2022/03/25 16:00:00","0","1311","10031","0","0","-4","20021","2020/05/05 16:00:00","0"
"0","1,15","2030/04/19 15:00:00","2022/04/25 16:00:00","0","6055","10033","0","0","-7","20022","2020/06/03 16:00:00","0"
"0","1","2030/04/19 15:00:00","2022/05/25 16:00:00","0","2022","10038","0","0","-5","20023","2020/07/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2022/06/24 16:00:00","0","6011","10040","0","0","-10","20024","2020/08/03 16:00:00","0"
"0","1,16","2030/04/19 15:00:00","2022/07/26 16:00:00","0","5221","10042","0","0","-5","20025","2020/09/04 16:00:00","0"
"0","1,17","2030/04/19 15:00:00","2022/08/26 16:00:00","0","3040","10044","0","0","10","20026","2020/11/02 16:00:00","0"
"0","1,18","2030/04/19 15:00:00","2022/09/23 16:00:00","0","6120","10046","0","0","10","20027","2020/12/04 16:00:00","0"
"0","1","2030/04/19 15:00:00","2022/10/26 16:00:00","0","5033","10048","0","0","-5","20028","2020/12/31 16:00:00","0"
"0","1,19","2030/04/19 15:00:00","2022/11/25 16:00:00","0","5151","10050","0","0","0","20029","2021/02/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2022/12/25 16:00:00","0","6056","10052","0","0","-8","20030","2021/03/02 16:00:00","0"
"0","1,20","2030/04/19 15:00:00","2023/01/24 16:00:00","0","3351","10054","0","0","0","20031","2021/04/01 16:00:00","0"
"0","1,21","2030/04/19 15:00:00","2023/02/23 16:00:00","0","2191","10056","0","0","0","20032","2021/05/04 16:00:00","0"
"0","1,22","2030/04/19 15:00:00","2023/03/24 16:00:00","0","1122","10058","0","0","0","20033","2021/06/02 16:00:00","0"
