96e800182352f212cdc52e3003293935a88c34ffb7f2349a592eea240ff292bf,6983b7197978d85cf83a260553b498a25699166a2292db745f6b9e268dae9c00,ce24941c934729aae8f003c8026f680755c101b1ac2ac3846ad23361f0cb7ec6,47c44de0a6fd5d9d3a83a3767ccccf7d8105e2aefa8d24d26142fb8d34d24c9f,0105c391b7d8fc2295a6eb23e7b450fd2c8386ba21ce5cb8255f0d1ed67d8ac5,407d1f6ec9e94a6bef1bf775bac97acb520451c3e0acb27ce0319b4d57be9098,282521ba02cceb3c9ee59b744f01c0cc17752b25dabf0feb5d773dc768e0d380,37ad1f7d0eac8975431646a85ca5bfaddf0ef470785c92d148a70d49600d17ab,0e382257c4c85b3452c4096d61df5ad3a5d80c4ab8ffd82c56d8e06cebf2b953,1fac181fb224d3a6b7360eaf061db5c08514fb2fd20855672e97e596c67bf398,3f3874f4506137a5cef217cdd956299e20621b49e63294eb04b1f8b61c021ad0,c2f42dce3fb698475632134f70e9ab6628a4dcada1adcec6a7c86a43a3552bf6,092b49db313abd282da290622124f0fb67ac0b21962660e78ee31f7441a8b0e3,e9579c18ea51941ab47f0dc68019f016fecec82b22757ca451788a2bce65dbaa,9276f813e29e62a175abdc94f5c7ed0f795c7964b4a652ec2df9937bfffe2a26,88db115cc14f354e73d5a0fc2d5fc6592cf6150a8a2e6c98d74c242d47b306f7,583577db65c911b5444ab802e959989843dbb44e708a8b8bc65b9352292910b8,6fc959c6ce93834465b4f9723aedfd5e6d69c85f95517cd69823cef6fa80c644,755dcac78e1e4cb6116b0995f5e7d264750ad2dfab8c6959634e41d7f97f1caf,1b26b3bd15b1c77ae2fbde5f46d92d7f09ad8e9abaafa13a84ff83b209250078,fde21be5c7097b1a3ca2a0bd0124d884de85a1447e7bf19f577a2ea12a8e6fad,9a861c5218830617c1156692f5d08a36503ac1e31da33a4093195dbc4b90670d,9e94286db27f927de4117951d6d2966c227b0a58243f293752456de0b395ef64,e35c19f7b1e627451cf74d316361009a73effcb6a96370571791213c9c1a85e6,4b0c2689b8952ea2ec1b001008a059d061aa5be7bc4d8b0cdb8ab40741c6f848,62086891b8856eecaea39ab4b9fea78a229c3a489f13d7eb5f571b6549b21aaf,6fb54dd5ae5a79b6f2f2a40a69d2416f0270b7f134456d3bd0bc40543ecea54c
"0","0","1","107","1","30109001","9","100","0","0","4","8011","2020-05-15 04:59:59","0","期間內登入 4 天","0","2020-04-22 05:00:00","0","0","0","0","0","1","30109001","0","0","0"
"0","0","1","107","1","30109002","9","101","0","0","1","8008","2020-05-15 04:59:59","801","閱讀主線劇情第1章第1話","0","2020-04-22 05:00:00","0","0","0","1","0","2001001","30109002","0","0","0"
"0","0","1","107","1","30109003","9","102","0","0","1","1012","2020-05-15 04:59:59","101","期間內透過支援借用通關冒險","0","2020-04-22 05:00:00","0","0","0","1","0","1","30109003","0","0","0"
"0","0","1","107","1","30109004","9","103","0","0","1","1001","2020-05-15 04:59:59","101","通過主線冒險（NORMAL） 6-1","0","2020-04-22 05:00:00","0","0","0","1","0","11006001","30109004","0","0","0"
"0","0","1","107","1","30109005","9","104","0","0","40","8002","2020-05-15 04:59:59","101","將主角Lv升到 Lv40","0","2020-04-22 05:00:00","0","0","0","1","0","0","30109005","0","0","0"
"0","0","1","107","1","30109006","9","105","0","0","5","8010","2020-05-15 04:59:59","0","期間內將新手任務全部通關","0","2020-04-22 05:00:00","0","0","0","0","0","1","30109006","0","0","9"
"0","0","1","107","1","30110001","10","200","0","0","1","6017","2020-05-15 04:59:59","907","期間內與 1 位新手玩家成為好友","0","2020-04-22 05:00:00","0","0","0","0","0","0","30110001","0","0","0"
"0","0","1","107","1","30110002","10","200","0","0","2","6017","2020-05-15 04:59:59","907","期間內與 2 位新手玩家成為好友","0","2020-04-22 05:00:00","0","0","0","0","0","0","30110001","0","0","0"
"0","0","1","107","1","30110003","10","200","0","0","3","6017","2020-05-15 04:59:59","907","期間內與 3 位新手玩家成為好友","0","2020-04-22 05:00:00","0","0","0","0","0","0","30110001","0","0","0"
"0","0","1","107","1","30110004","10","200","0","0","4","6017","2020-05-15 04:59:59","907","期間內與 4 位新手玩家成為好友","0","2020-04-22 05:00:00","0","0","0","0","0","0","30110001","0","0","0"
"0","0","1","107","1","30110005","10","200","0","0","5","6017","2020-05-15 04:59:59","907","期間內與 5 位新手玩家成為好友","0","2020-04-22 05:00:00","0","0","0","0","0","0","30110001","0","0","0"
"0","0","1","107","1","30110006","10","210","0","0","1","6018","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","0","2020-04-22 05:00:00","0","0","0","0","0","1","30110006","0","0","0"
"0","0","1","107","1","30110007","10","210","0","0","2","6018","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","0","2020-04-22 05:00:00","0","0","0","0","0","1","30110006","0","0","0"
"0","0","1","107","1","30110008","10","210","0","0","3","6018","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","0","2020-04-22 05:00:00","0","0","0","0","0","1","30110006","0","0","0"
"0","0","1","107","1","30110009","10","210","0","0","4","6018","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","0","2020-04-22 05:00:00","0","0","0","0","0","1","30110006","0","0","0"
"0","0","1","107","1","30110010","10","210","0","0","5","6018","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","0","2020-04-22 05:00:00","0","0","0","0","0","1","30110006","0","0","0"
