2bc51bd104b4e36c28f117389d032afa2cb37843296214c12aa5ee2faf6371b3,040c51b1fca86a18eb69a3df947743b8a4f77d56b88d0c885e17da7abdb70928,439a1c1fe58bae28c1027f4a9d6f4acfd9b416e4f6df2b4950890fe1addef86d,60298dc05d466a909e1487e24fb54ca76876ae15c9c9e707613bc0603bcb68c4,c690a1b2ecc3c1796bfdefd111f852b957b4ca2bc4d9e9c03dd28c8804c969d4,c6a26acd6d49ce0bde5ac4b6f12005f8b95d45dd2f0f6aaea9bb19da6779195c,a9717a3bd5501806e0a418833757fce51a65fc5aa870caec9fa8e887a0d0bcbf,5f6a959e911ba66d77e44804bbab3e5d9b2a1fe48785aaf621b83053a4a0e76b,e6d00bd297d0acacf356ea9d0ae91839700969634c0cd4aa8579be837b23f5c2
"0","9","1","1","1","8010","1","401707405","401707405"
"0","36","8000","8000","8000","8000","8000","74005101","740051011"
"0","36","8000","8000","8000","8000","8000","74005102","740051021"
"0","36","8000","8000","8000","8000","8000","74005103","740051031"
"0","36","8000","8000","8000","8000","8000","74005104","740051041"
"0","36","8000","8000","8000","8000","8000","74005105","740051051"
"0","36","8000","8000","8000","8000","8000","74005201","740052011"
"0","36","8000","8000","8000","8000","8000","74005202","740052021"
"0","36","8000","8000","8000","8000","8000","74005203","740052031"
"0","36","8000","8000","8000","8000","8000","74005204","740052041"
"0","36","8000","8000","8000","8000","8000","74005205","740052051"
"0","36","8000","8000","8000","8000","8000","74006101","740061011"
"0","36","8000","8000","8000","8000","8000","74006102","740061021"
"0","36","8000","8000","8000","8000","8000","74006103","740061031"
"0","36","8000","8000","8000","8000","8000","74006104","740061041"
"0","36","8000","8000","8000","8000","8000","74006105","740061051"
"0","36","8000","8000","8000","8000","8000","74006201","740062011"
"0","36","8000","8000","8000","8000","8000","74006202","740062021"
"0","36","8000","8000","8000","8000","8000","74006203","740062031"
"0","36","8000","8000","8000","8000","8000","74006204","740062041"
"0","36","8000","8000","8000","8000","8000","74006205","740062051"
"0","36","8030","8030","8030","8030","8030","74006502","740065021"
"0","36","8010","8010","8010","8010","8010","74006503","740065031"
"0","36","8020","8020","8020","8020","8020","74006504","740065041"
"0","36","8020","8020","8020","8020","8020","74006505","740065051"
"0","43","8000","8010","8000","8000","8000","810010011","810010011"
"0","43","8000","8010","8000","8000","8000","810010021","810010021"
"0","43","8000","8010","8000","8000","8000","810010031","810010031"
"0","43","8000","8010","8000","8000","8000","810010041","810010041"
"0","43","8000","8010","8000","8000","8000","810010051","810010051"
"0","43","8000","8010","8000","8000","8000","810010061","810010061"
"0","43","8000","8010","8000","8000","8000","810010071","810010071"
"0","43","8000","8010","8000","8000","8000","810010081","810010081"
"0","43","8000","8010","8000","8000","8000","810010091","810010091"
"0","43","8000","8010","8000","8000","8000","810010101","810010101"
"0","43","8000","8010","8000","8000","8000","810010111","810010111"
"0","43","8000","8010","8000","8000","8000","810010121","810010121"
"0","43","8000","8010","8000","8000","8000","810010131","810010131"
"0","43","8000","8010","8000","8000","8000","810010141","810010141"
"0","43","8000","8010","8000","8000","8000","810010151","810010151"
"0","43","8000","8010","8000","8000","8000","810010161","810010161"
"0","43","8000","8010","8000","8000","8000","810010171","810010171"
"0","43","8000","8010","8000","8000","8000","810010181","810010181"
"0","43","8000","8010","8000","8000","8000","810010191","810010191"
"0","43","8000","8010","8000","8000","8000","810010201","810010201"
"0","43","8000","8010","8000","8000","8000","810010211","810010211"
"0","43","8000","8010","8000","8000","8000","810010221","810010221"
"0","43","8000","8010","8000","8000","8000","810010231","810010231"
"0","43","8000","8010","8000","8000","8000","810010241","810010241"
"0","43","8000","8010","8000","8000","8000","810010251","810010251"
