f72d6ee4cf0d2668fa5e03ad6cdfa0a75adaed704fd0389d8ad233f14f37674f,4e6969891a0c511058ea1a104f3c8f011a883a1f687b44028500af3e948e849d,fe867bfc8a71f825758ef465357a62f1a98ff5246ef7badd2405dbce9cda0d67,1b2ce5308e9bc2535eb61d35dedc05dcba7d5590c8057cc7a2c63d4bf4aee17e,78e39880454375cf6c906faf493093b72e11256be2da8ba74c4621019b070be0,c0bc4f6185ec13f3a1080c7c23e6d7308f7d5e0101ceb9d49ac6cde7a15e719d,0bf961963ba2d2e279c418f876214d9d1363e0aa9366fa78a13b2c94d98a2f10,039113fadea3e19e685ea162b8a9aa1971f7de8e1c49469f946774562d3ec954,9f2c6157e2e3c1e281a98efdee3606968186f9f9e066408306bdce38caf6498c,79778adb3e53ba5723f17229abb62380a98a30290ac7da5671f336b9d480891f,4fd48d71edb8ceed3b4b31ebb8d123595e40cd4a3431cae5013d72624fcf59ca,431442ddd1d51010dd0652b7ea3bbc4834c734fc87a8714ee1320976c051b22c,f8be4256a3d9b35154e4f37d4a2777d481dddaff93d5dfd06d7f77132e9bb020,7aca326415a85c963d77057ec70be6e044bc09b40ad3d8a129d992414813664a,a24686f3e720d675562a2c4e4e2ec2b9ffe01449f0016fc13800ae8f9c55102c,bc16f3d57f03933afacc7dd84b3678ad7a8a580668cb8b2f3d8f56db733a03cb,e772bb777613cf03edae35cc857687ed9e6f80277486de6b5a8fa0627db7d289,261f3acce7a3dabc7a25e57e3e358af0f214c04368ca26c468ae39bd6d44a52f,be28dbc2008b890c3719795dd9e1109fba1570528583730521a20b5b7ed6f1a8,52674dc478f849545173494e32579612a66a1117d7ad913c1de30b0f4f82aea9,8ca6990899370c6d8f7ecacef9be09a9da9e0525a951e4a661dcaaee78df21e8,b6210c5a81ffcc20a34fbfb4372bf917f751947e8937e309d90da0ca99630a0c,75649d6a5ff2eafb30f0e12e5374b142e62e377e46748674a715c16bbf25173d,81c46c99de41d2a0317ed5d1a166381eb8d4a3df43150b533fc89ed318ad9289,ec79d7e9e02981755e118efb66814528dbb76cf1781d27e5ce15a100dda50a77,a85f5e99fb0fcd3f7f75b0ac0c433781cb635aaa0101c5ec5387498270844a60,f88d80a826b2d765252cfbd2661c10d014272aaf76cdcff6b19e012d12d7ae89,3a02da5392fbe296c34dde5f6ddcef72d05371d042325564ef494e2f85bec53e,50829a4bf594faf8b1a268b8a984f2fdb80875433c2c59d89c3ee57ec82df484,fd76ea951f71d08c1c91a1c41f3bc12c36600cc651183d44717bbf8d5a1e053b,dd4506207fc407d10b1c7cd06438c4f2f84ffe0b8a512a5250b2b4df9fc2d293,9fa5754618277117feb8711c45ce16f4c02ea8065375abe6072ccf9ff679d328,bb26ede727cd8e63d60abb93015e6b5f052dc33da7d96494e4836fa4ec03ca5a,c6870f05e05a7d507ab0f0610e626930e325350f78db9278ff8fbd9790796f96
"1","-40","0","770","1","340","0","650001011","0","BOSS戰(NORMAL)","2000101","0","796","-50","81000105","20001","0","20001101","660001001","0.6","1","81000105","1","90","bgm_M47","270","bgm_M47","0","0","1","1.5","0","-76","200010"
"1","-210","0","60","1","341","0","650001021","0","BOSS戰(HARD)","2000102","0","70","-50","81000106","20001","0","20001201","660001002","0.6","1","81000106","2","90","bgm_M47","270","bgm_M47","0","0","1","1.5","0","-180","200010"
"1","-40","0","470","1","344","0","650001031","0","Boss戰(VERYHARD)","2000103","0","520","-50","81000106","20001","0","20001201","660001003","0.6","1","81000106","3","90","bgm_M47","270","bgm_M47","0","0","1","1.5","0","10","200010"
"1","-30","0","750","1","5002301","0","650002011","0","BOSS戰(NORMAL)","2000201","0","850","0","81000205","20002","0","20002101","660002001","0.6","1","81000205","1","90","bgm_M102","40","bgm_M102","0","0","1","1.3","0","20","510021"
"1","20","0","140","1","5002302","0","650002021","0","BOSS戰(HARD)","2000202","0","-250","0","81000207","20002","0","20002201","660002002","0.6","1","81000207","2","90","bgm_M102","40","bgm_M102","0","0","1","1.3","0","125","510022"
"1","-40","0","450","1","344","0","650002031","345","Boss戰(VERYHARD)","2000203","0","500","0","81000207","20002","0","20002201","660002003","0.6","1","81000207","3","90","bgm_M102","40","bgm_M102","0","0","1","1.3","0","10","510022"
"1","-40","0","730","1","5003302","0","650003011","0","BOSS戰(NORMAL)","2000301","0","830","30","81000305","20003","0","20003101","660003001","0.6","1","81000305","1","90","bgm_M109","20","bgm_M109","0","0","1","1.1","0","10","510031"
"1","20","0","180","1","5003301","0","650003021","0","BOSS戰(HARD)","2000302","0","210","30","81000306","20003","0","20003201","660003002","0.6","1","81000306","2","90","bgm_M109","20","bgm_M109","0","0","1","1.1","0","90","510032"
"1","-40","0","450","1","344","0","650003031","345","BOSS戰(VERY HARD)","2000303","0","500","30","81000306","20003","0","20003201","660003003","0.6","1","81000306","3","90","bgm_M109","20","bgm_M109","0","0","1","1.1","0","10","510032"
"1","-40","0","770","1","5004301","0","650004011","0","BOSS戰(NORMAL)","2000401","0","870","30","81000405","20004","0","20004101","660004001","0.6","1","81000405","1","90","bgm_M116","20","bgm_M116","0","0","1","1.1","0","10","510041"
"1","-40","0","450","1","5004302","0","650004021","0","BOSS戰(HARD)","2000402","0","-30","30","81000406","20004","0","20004201","660004002","0.6","1","81000406","2","90","bgm_M116","20","bgm_M116","0","0","1","1.1","0","10","510042"
"1","-40","0","450","1","5004308","0","650004031","0","BOSS戰(VERY HARD)","2000403","0","500","30","81000406","20004","0","20004201","660004003","0.6","1","81000406","3","90","bgm_M116","20","bgm_M116","0","0","1","1.1","0","-10","510042"
