3b7fcce55435bddd70dd04e79c6e4c2f9a0e1610cd8577ec65c2e700a636d973,92ff25922d310dfcefe07fd2377c84ee1e9071ef15b2dc4317a64ae0f7be796c,731af49c1681929f0b8f3bc63973f6c887a8c2752f3ed3811e6c1927a21ca57f,233e5f13f7c7bcf026946669fd1423e368be304c341146e5bc58d681686fc4fa,d03b62ba04cbdf381981cb51916ed537fa3996eb7c0e050cabc47dedd69ef7f6,b433dd7efdbfd04c90011139ce24874aa3c445419c42419303c7089d5380e0e7,fb5590e231dd540d0d3d49de1fe21b799e8da8e6e240e619641376737902fae1,35ba43eca754ef089d5af54acfe3d1342ed518762f9812c1f93e859a310a36d6,45156fdb8206a2b6f151d8eaa2352ad2596c66656461fd5afee7c2793e2667f5,c13c3090db0addd07e38fd8cd6e6bb78ef16f548e30f83e24ede094f5a83b2b0,1cecf8c14f28f097f502a942fb95e28bafafe4e1b5ee0dd8e8592e14e6809aa7
"0","0","0","0","0","0","1001","100701","0","0","0"
"0","0","0","0","0","0","1010","100301","0","0","0"
"0","0","0","0","0","0","1011","105201","0","0","0"
"0","0","0","0","0","0","1012","104601","0","0","0"
"0","0","0","0","0","0","1013","101301","0","0","0"
"0","0","0","0","0","0","1014","111001","0","0","0"
"0","0","0","0","0","0","1015","101801","0","0","0"
"0","0","0","0","0","0","1016","102001","0","0","0"
"0","0","0","0","0","0","1017","103001","0","0","0"
"0","0","0","0","0","0","1018","102801","0","0","0"
"0","0","0","0","0","0","1019","103301","0","0","0"
"0","0","0","0","0","0","1020","103601","0","0","0"
"0","0","0","0","0","0","1021","102301","0","0","0"
"0","0","0","0","0","0","1022","106101","0","0","0"
"0","0","0","0","0","0","1023","110901","0","0","0"
"0","0","0","0","0","0","1096","100101","0","0","0"
"0","0","0","0","0","0","1099","101201","0","0","0"
"0","0","0","0","0","0","1100","106501","0","0","0"
"0","0","0","0","0","0","1101","101601","0","0","0"
"0","0","0","0","0","0","1140","107101","0","0","0"
"0","0","0","0","0","0","1164","107001","0","0","0"
"0","0","0","0","0","0","1166","102801","0","0","0"
"0","0","0","0","0","0","1171","105901","0","0","0"
"0","0","0","0","0","0","1174","105701","0","0","0"
"0","0","0","0","0","0","1175","100601","0","0","0"
"0","0","0","0","0","0","1210","104301","0","0","0"
"0","0","0","0","0","0","1214","102801","0","0","0"
"0","0","0","0","0","0","1218","100701","0","0","0"
"0","0","0","0","0","0","1221","106801","0","0","0"
"0","0","0","0","0","0","1223","101001","0","0","0"
"0","0","0","0","0","0","1225","106001","0","0","0"
"0","0","0","0","0","0","1231","103801","0","0","0"
"0","0","0","0","0","0","1232","100701","0","0","0"
"0","0","0","0","0","0","1233","104901","0","0","0"
"0","0","0","0","0","0","1239","107001","0","0","0"
"0","0","0","0","0","0","1240","100801","0","0","0"
"0","0","0","0","0","0","1246","101601","0","0","0"
"0","0","0","0","0","0","1255","101301","0","0","0"
"0","0","0","0","0","0","1261","102001","0","0","0"
"0","0","0","0","0","0","1262","104301","0","0","0"
"0","0","0","0","0","0","1263","101101","0","0","0"
"0","0","0","0","0","0","1264","100801","0","0","0"
"0","0","0","0","0","0","1265","101701","0","0","0"
"0","0","0","0","0","0","1266","106001","0","0","0"
"0","0","0","0","0","0","1267","105301","0","0","0"
"0","0","0","0","0","0","2088","101001","0","0","0"
"0","0","0","0","0","0","2089","110901","0","0","0"
"0","0","0","0","0","0","2091","110901","0","0","0"
"0","103801","0","0","0","0","2128","101201","0","0","0"
"105901","106001","0","0","0","0","2129","105801","0","0","0"
"103701","107101","0","0","0","0","2130","104701","100501","0","0"
"0","104301","0","0","0","0","2135","101401","0","0","0"
"104501","100801","0","0","0","105301","2137","103001","105501","0","0"
"105001","101801","0","0","0","0","2139","101601","0","0","0"
"107101","102901","0","0","0","0","2143","104401","0","0","0"
"100101","106601","0","0","0","0","2148","101101","106701","0","0"
"0","100601","0","0","0","0","2149","102201","0","0","0"
"103801","103701","0","0","0","0","2151","105301","101401","0","0"
"0","103201","0","0","0","0","2154","102801","0","0","0"
"103301","101001","0","0","0","0","2157","105201","0","0","0"
"0","102701","0","0","0","0","2162","104901","0","0","0"
"110901","111001","0","0","0","0","2163","104001","110801","0","0"
"101701","101001","0","0","0","0","2164","104401","0","0","0"
"101601","103001","0","0","0","0","2167","101701","0","0","0"
"106001","105901","0","0","0","0","2169","105801","102501","0","0"
"101401","101001","0","0","0","0","2229","104301","101701","0","0"
"0","0","0","0","0","0","2230","106001","0","0","0"
"102101","102301","0","0","0","0","2231","102801","102501","0","0"
"0","0","0","0","0","0","2248","101601","0","0","0"
"103601","102001","0","0","0","0","2279","100401","0","0","0"
"103801","103701","0","0","0","0","2280","105301","101401","0","0"
"104501","101801","0","0","0","0","2281","104901","0","0","0"
"106601","106501","0","0","0","0","2282","106701","0","0","0"
"103701","107101","0","0","0","0","2283","104701","100501","0","0"
"104201","102101","0","0","0","0","2284","102301","0","0","0"
"104601","103201","0","0","0","0","2285","104801","0","0","0"
"0","0","0","0","0","0","2287","104001","0","0","0"
"0","0","0","0","0","0","2288","103601","0","0","0"
"0","0","0","0","0","0","2289","102101","0","0","0"
"0","0","0","0","0","0","2290","102101","0","0","0"
"0","0","0","0","0","0","3002","100901","0","0","0"
