a42563f3a5fa39802521a6f93713e73e79d874f178c9eaf2db47a6ec7146d476,0ebb65e49ee766d0b18eab8f96202f8ef7ce5b3778fa9a76a852733f04465765,80dc2217de563ae8f69be25a7b2a0e7d1d010e3a4ef5aec06ff74b8ff6853a83,842f38bb4f68262880138e419e3fce399421ec1166b5fd1a0bcb033a0de05515,fedd6e085c9e3fde7460016674b6b004984bc368f9cb233e87c09c7a8cb1c49a,76f82f07f70d61b66370b5281562f55499930c791ea9cf294f7e7a3a145cab63
"1","11","-1480","2816","1","-1480"
"1","21","-1302","2816","1","-1400"
"1","31","-1263","2816","1","-1302"
"1","41","-1224","2816","1","-1263"
"1","51","-1185","2816","1","-1224"
"1","61","-1146","2816","1","-1185"
"1","71","-1146","2816","1","-1146"
"1","81","-1146","2816","1","-1146"
"1","91","-1107","2816","1","-1146"
"1","101","-1068","2816","1","-1107"
"1","111","-1029","2816","1","-1068"
"1","121","-1029","2816","1","-1029"
"1","131","-1029","2816","1","-1029"
"1","141","-1029","2816","1","-1029"
"1","151","-988","2816","1","-1029"
"1","161","-947","2816","1","-988"
"1","171","-906","2816","1","-947"
"1","181","-865","2816","1","-906"
"1","191","-865","2816","1","-865"
"1","201","-865","2816","1","-865"
"1","211","-824","2816","1","-865"
"1","221","-783","2816","1","-824"
"1","231","-742","2816","1","-783"
"1","241","-701","2816","1","-742"
"1","251","-660","2816","1","-701"
"1","261","-619","2816","1","-660"
"1","271","-619","2816","1","-619"
"1","281","-619","2816","1","-619"
"1","291","-619","2816","1","-619"
"1","301","-578","2816","1","-619"
"1","311","-537","2816","1","-578"
"1","321","-496","2816","1","-537"
"1","331","-496","2816","1","-496"
"1","341","-496","2816","1","-496"
"1","351","-496","2816","1","-496"
"1","361","-455","2816","1","-496"
"1","371","-414","2816","1","-455"
"1","381","-373","2816","1","-414"
"1","391","-332","2816","1","-373"
"1","401","-332","2816","1","-332"
"1","411","-332","2816","1","-332"
"1","421","-200","2816","1","-332"
"2","431","-1181","2816","2","-1246"
"2","441","-1152","2816","2","-1181"
"2","451","-1152","2816","2","-1152"
"2","461","-1123","2816","2","-1152"
"2","471","-1094","2816","2","-1123"
"2","481","-1094","2816","2","-1094"
"2","491","-1065","2816","2","-1094"
"2","501","-1065","2816","2","-1065"
"2","511","-1036","2816","2","-1065"
"2","521","-1036","2816","2","-1036"
"2","531","-1007","2816","2","-1036"
"2","541","-978","2816","2","-1007"
"2","551","-978","2816","2","-978"
"2","561","-949","2816","2","-978"
"2","571","-920","2816","2","-949"
"2","581","-891","2816","2","-920"
"2","591","-862","2816","2","-891"
"2","601","-862","2816","2","-862"
"2","611","-862","2816","2","-862"
"2","621","-862","2816","2","-862"
"2","631","-833","2816","2","-862"
"2","641","-804","2816","2","-833"
"2","651","-775","2816","2","-804"
"2","661","-746","2816","2","-775"
"2","671","-717","2816","2","-746"
"2","681","-688","2816","2","-717"
"2","691","-659","2816","2","-688"
"2","701","-630","2816","2","-659"
"2","711","-601","2816","2","-630"
"2","721","-572","2816","2","-601"
"2","731","-543","2816","2","-572"
"2","741","-514","2816","2","-543"
"2","751","-449","2816","2","-514"
"2","761","-1153","2816","3","-1226"
"2","771","-1115","2816","3","-1153"
"2","781","-1115","2816","3","-1115"
"2","791","-1077","2816","3","-1115"
"2","801","-1077","2816","3","-1077"
"2","811","-1039","2816","3","-1077"
"2","821","-1001","2816","3","-1039"
"2","831","-1001","2816","3","-1001"
"2","841","-963","2816","3","-1001"
"2","851","-963","2816","3","-963"
"2","861","-963","2816","3","-963"
"2","871","-925","2816","3","-963"
"2","881","-887","2816","3","-925"
"2","891","-887","2816","3","-887"
"2","901","-887","2816","3","-887"
"2","911","-849","2816","3","-887"
"2","921","-811","2816","3","-849"
"2","931","-773","2816","3","-811"
"2","941","-735","2816","3","-773"
"2","951","-697","2816","3","-735"
"2","961","-659","2816","3","-697"
"2","971","-621","2816","3","-659"
"2","981","-583","2816","3","-621"
"2","991","-583","2816","3","-583"
"2","1001","-583","2816","3","-583"
"2","1011","-583","2816","3","-583"
"2","1021","-545","2816","3","-583"
"2","1031","-507","2816","3","-545"
"2","1041","-507","2816","3","-507"
"2","1051","-507","2816","3","-507"
"2","1061","-434","2816","3","-507"
"2","1071","-1137","2816","4","-1220"
"2","1081","-1096","2816","4","-1137"
"2","1091","-1096","2816","4","-1096"
"2","1101","-1096","2816","4","-1096"
"2","1111","-1096","2816","4","-1096"
"2","1121","-1096","2816","4","-1096"
"2","1131","-1055","2816","4","-1096"
"2","1141","-1014","2816","4","-1055"
"2","1151","-1014","2816","4","-1014"
"2","1161","-1014","2816","4","-1014"
"2","1171","-1014","2816","4","-1014"
"2","1181","-973","2816","4","-1014"
"2","1191","-932","2816","4","-973"
"2","1201","-891","2816","4","-932"
"2","1211","-891","2816","4","-891"
"2","1221","-891","2816","4","-891"
"2","1231","-891","2816","4","-891"
"2","1241","-850","2816","4","-891"
"2","1251","-809","2816","4","-850"
"2","1261","-809","2816","4","-809"
"2","1271","-809","2816","4","-809"
"2","1281","-768","2816","4","-809"
"2","1291","-727","2816","4","-768"
"2","1301","-686","2816","4","-727"
"2","1311","-686","2816","4","-686"
"2","1321","-645","2816","4","-686"
"2","1331","-604","2816","4","-645"
"2","1341","-563","2816","4","-604"
"2","1351","-522","2816","4","-563"
"2","1361","-439","2816","4","-522"
"2","1371","-1166","2816","5","-1230"
"2","1381","-1129","2816","5","-1166"
"2","1391","-1129","2816","5","-1129"
"2","1401","-1129","2816","5","-1129"
"2","1411","-1129","2816","5","-1129"
"2","1421","-1092","2816","5","-1129"
"2","1431","-1092","2816","5","-1092"
"2","1441","-1055","2816","5","-1092"
"2","1451","-1018","2816","5","-1055"
"2","1461","-981","2816","5","-1018"
"2","1471","-981","2816","5","-981"
"2","1481","-944","2816","5","-981"
"2","1491","-907","2816","5","-944"
"2","1501","-870","2816","5","-907"
"2","1511","-833","2816","5","-870"
"2","1521","-796","2816","5","-833"
"2","1531","-759","2816","5","-796"
"2","1541","-722","2816","5","-759"
"2","1551","-722","2816","5","-722"
"2","1561","-722","2816","5","-722"
"2","1571","-685","2816","5","-722"
"2","1581","-648","2816","5","-685"
"2","1591","-611","2816","5","-648"
"2","1601","-574","2816","5","-611"
"2","1611","-574","2816","5","-574"
"2","1621","-537","2816","5","-574"
"2","1631","-500","2816","5","-537"
"2","1641","-500","2816","5","-500"
"2","1651","-500","2816","5","-500"
"2","1661","-500","2816","5","-500"
"2","1671","-436","2816","5","-500"
"2","1681","-1115","2816","6","-1230"
"2","1691","-1035","2816","6","-1115"
"2","1701","-955","2816","6","-1035"
"2","1711","-875","2816","6","-955"
"2","1721","-795","2816","6","-875"
"2","1731","-715","2816","6","-795"
"2","1741","-715","2816","6","-715"
"2","1751","-635","2816","6","-715"
"2","1761","-635","2816","6","-635"
"2","1771","-635","2816","6","-635"
"2","1781","-635","2816","6","-635"
"2","1782","-635","2816","6","-635"
"2","1791","-555","2816","6","-635"
"2","1801","-440","2816","6","-555"
"2","1811","-1225","2816","7","-1225"
"2","1821","-1135","2816","7","-1225"
"2","1831","-1080","2816","7","-1135"
"2","1841","-1025","2816","7","-1080"
"2","1851","-970","2816","7","-1025"
"2","1861","-915","2816","7","-970"
"2","1871","-860","2816","7","-915"
"2","1881","-860","2816","7","-860"
"2","1891","-805","2816","7","-860"
"2","1901","-750","2816","7","-805"
"2","1911","-695","2816","7","-750"
"2","1921","-695","2816","7","-695"
"2","1931","-640","2816","7","-695"
"2","1941","-640","2816","7","-640"
"2","1951","-585","2816","7","-640"
"2","1961","-530","2816","7","-585"
"2","1971","-440","2816","7","-530"
"2","1981","-440","2816","7","-440"
"1","1991","-1380","2816","8","-1480"
"1","2001","-1380","2816","8","-1380"
"1","2011","-1325","2816","8","-1380"
"1","2021","-1270","2816","8","-1325"
"1","2031","-1270","2816","8","-1270"
"1","2041","-1215","2816","8","-1270"
"1","2051","-1215","2816","8","-1215"
"1","2061","-1160","2816","8","-1215"
"1","2071","-1105","2816","8","-1160"
"1","2081","-1050","2816","8","-1105"
"1","2091","-995","2816","8","-1050"
"1","2101","-995","2816","8","-995"
"1","2111","-940","2816","8","-995"
"1","2121","-885","2816","8","-940"
"1","2131","-885","2816","8","-885"
"1","2141","-830","2816","8","-885"
"1","2151","-775","2816","8","-830"
"1","2161","-720","2816","8","-775"
"1","2171","-720","2816","8","-720"
"1","2181","-665","2816","8","-720"
"1","2191","-610","2816","8","-665"
"1","2201","-610","2816","8","-610"
"1","2211","-555","2816","8","-610"
"1","2221","-500","2816","8","-555"
"1","2231","-445","2816","8","-500"
"1","2241","-390","2816","8","-445"
"1","2251","-335","2816","8","-390"
"1","2261","-280","2816","8","-335"
"1","2271","-280","2816","8","-280"
"1","2281","-230","2816","8","-280"
"2","2291","-1192","2816","9","-1240"
"2","2301","-1148","2816","9","-1192"
"2","2311","-1105","2816","9","-1148"
"2","2321","-1105","2816","9","-1105"
"2","2331","-1062","2816","9","-1105"
"2","2341","-1019","2816","9","-1062"
"2","2351","-976","2816","9","-1019"
"2","2361","-976","2816","9","-976"
"2","2371","-976","2816","9","-976"
"2","2381","-976","2816","9","-976"
"2","2391","-934","2816","9","-976"
"2","2401","-892","2816","9","-934"
"2","2411","-892","2816","9","-892"
"2","2421","-892","2816","9","-892"
"2","2431","-850","2816","9","-892"
"2","2441","-808","2816","9","-850"
"2","2451","-766","2816","9","-808"
"2","2461","-766","2816","9","-766"
"2","2471","-766","2816","9","-766"
"2","2481","-766","2816","9","-766"
"2","2491","-766","2816","9","-766"
"2","2501","-724","2816","9","-766"
"2","2511","-682","2816","9","-724"
"2","2521","-682","2816","9","-682"
"2","2531","-682","2816","9","-682"
"2","2541","-640","2816","9","-682"
"2","2551","-598","2816","9","-640"
"2","2561","-556","2816","9","-598"
"2","2571","-514","2816","9","-556"
"2","2581","-472","2816","9","-514"
