d120035ed23be9fdb15ae19f54c3559136e34b756cd9b191ba47b40a9811f108,37b9e3cc4921f3bfba816fdf06445b3c0dab84170390417c0e350ea82f07a286,ec32a9606d7e387fe9ce6188de4702e0dadcd25aa086ae0ec465282323927a32,fb62e4e53ce81fbefe7b3975bba9a3d9afee5b8e0050bedf0f936a48198f5c89,68461e989e8ffae99725d4d4fcb84a3716ce3cb6751755d9249f2dcbbe3382da,2630c9793870584f2fbd142357765f63010c99e2f3a7a58151ad3b86e3f2138f,6716442bdf87b39c711ceae7f75ab3d521523a6ccd6a4df9acb410a5f0c1081d,75f56445c67f0d9047bee8ec2380d342b2227ffa3cb10917c1efafa4e605ba97,3578386a9d2a59282b40829d6a13a644534f12e775b250651111233e0ce00950,ed0f8868e076f7ca2d3690a130c373435eb4da789e6d359201591a68cb69315b,0dfcd7f0828899dd0a8b0a79fd7df0f5771348321032654e58b2148879792727,0502dc3028884bc40cacb376a77667d5f1640f4e62341301dd3c0b14a38d25ca,2d25953c4d56e5c50bf461d23c0eae8aabc03623d6b706b1b6434ebb85902464,69bab1b825da6b4a8e03438f9de9eabde0b98818cb30ad941174dcc4b7bc9991,203088c40ad04d6959e3304f63e2410ee16389c5ff0f17d3e1477d10c1bc69b1,20cf2ee27438969dd079e39b561e9f2162c47c9ad2b989d41ba778a20371f558
"1","0","101011","0","0","4","0","0","4","0","0","110010011","0","0","1","101281"
"1","0","101251","0","0","4","0","0","4","0","0","110010021","0","0","1","101521"
"1","0","101161","0","0","4","0","0","4","0","0","110010031","0","0","1","101431"
"1","0","101371","0","0","4","0","0","4","0","0","110010041","0","0","1","101551"
"1","0","101161","0","0","4","0","0","4","0","0","110010051","0","0","1","101611"
"1","0","101071","0","0","4","0","0","4","0","0","110010061","0","0","1","101401"
"1","0","101251","0","0","4","0","0","4","0","0","110010071","0","0","1","101581"
"1","0","101281","0","0","4","0","0","4","0","0","110010081","0","0","1","101611"
"1","0","101131","0","0","4","0","0","4","0","0","110010091","0","0","1","101551"
"1","0","101011","0","0","4","0","0","4","0","0","110010101","0","0","1","101611"
"1","0","101191","0","0","4","0","0","4","0","0","110020011","0","0","1","101011"
"1","0","101251","0","0","4","0","0","4","0","0","110020021","0","0","1","101371"
"1","0","101401","0","0","4","0","0","4","0","0","110020031","0","0","1","101551"
"1","0","101521","0","0","4","0","0","4","0","0","110020041","0","0","1","101611"
"1","0","101281","0","0","4","0","0","4","0","0","110020051","0","0","1","101581"
"1","0","101251","0","0","4","0","0","4","0","0","110020061","0","0","1","101611"
"1","0","101071","0","0","4","0","0","4","0","0","110020071","0","0","1","101431"
