726e90867722c708b1192cf49f61b2ce110e069aa0ca9e67d5f819ab84b07ff0,a80640cffa13080491922f0ea35dc28a17aded3d3257fbd79a1f3f06e18d3850,8982a72f3229650d7ce5044f6ba078ff0c5d150664d43fd1f1615ebae7a70135,83a2b64999f4539736d85e076fc8307961b326ac2df355d8c189dbcf9f694107,a96918d4b3f2c0f3e4d70908900cff430e0545d0d7f3176d85886fb126882527,fb7a12df2ac3d5bcdd8c0a0eff831534c1ae0dd71e46d5b0c47bf7ee9031065f,4da0d4f4c7ffdc433dd570c0eff5ee0dc94bdd892f4fc60aa9eade7e186bc7e1,78fe81e36bd4e4ba1ab3368494a78991000c1e4d8d7b672f8369c400acca5442,a7c7d23f2d555917a9a9942c74a80124c94bfc0fd3c87375ad4decd94504e47d,ad18a19700fb60508bd645c5f7c4f0d76a8f2e35fae19f276a139d5cef61f94d,363e6e3e5e71afbbc19e467d9b3e1818d965b10a43a458c09d928ffd5e02e8af,0e7207b57007195eb3ff0e6db6284937e60f21ae7c932d41a5931ca0ce47be84,69abfc3a703b3fa70aced5dff66c72ee2326f9372e33c44aebaf0597f6b824c8,a9815bbebee3a90a884fce1ff83943ddeafbb4f33805d4b33dc31b5e2949c1a1,23883a1ec7d5b84fc302256b2d95389d5adc8b3eacfb0bde9c162c82dde00a4a
"94002","92407110","0","0","0","100198","0","bgm_MC170","0","-30","1.3","1","-30","100198","bgm_MC170"
"94002","92407120","0","0","0","100198","0","bgm_MC170","0","-30","1.3","1","-30","100198","bgm_MC170"
"94002","92407130","0","0","0","100198","0","bgm_MC170","0","-30","1.3","1","-30","100198","bgm_MC170"
"94002","92407140","0","0","0","100198","0","bgm_MC170","0","-30","1.3","1","-30","100198","bgm_MC170"
"94002","92407210","0","0","0","100198","0","bgm_MC170","0","20","1.45","2","-30","100198","bgm_MC170"
"94002","92407220","0","0","0","100198","0","bgm_MC170","0","20","1.45","2","-30","100198","bgm_MC170"
"94002","92407230","0","0","0","100198","0","bgm_MC170","0","20","1.45","2","-30","100198","bgm_MC170"
"94002","92407240","0","0","0","100198","0","bgm_MC170","0","20","1.45","2","-30","100198","bgm_MC170"
"94002","92407310","0","0","0","100198","0","bgm_MC170","0","-30","1.4","3","-30","100198","bgm_MC170"
"94002","92407320","0","0","0","100198","0","bgm_MC170","0","-30","1.4","3","-30","100198","bgm_MC170"
"94002","92407330","0","0","0","100198","0","bgm_MC170","0","-30","1.4","3","-30","100198","bgm_MC170"
"94002","92407340","0","0","0","100198","0","bgm_MC170","0","-30","1.4","3","-30","100198","bgm_MC170"
"94002","92408110","0","0","0","101822","0","bgm_MC170","0","-30","0.9","1","-30","101822","bgm_MC170"
"94002","92408120","0","0","0","101822","0","bgm_MC170","0","-30","0.9","1","-30","101822","bgm_MC170"
"94002","92408130","0","0","0","101822","0","bgm_MC170","0","-30","0.9","1","-30","101822","bgm_MC170"
"94002","92408140","0","0","0","101822","0","bgm_MC170","0","-30","0.9","1","-30","101822","bgm_MC170"
"94002","92408210","0","0","0","101822","0","bgm_MC170","0","20","1","2","-30","101822","bgm_MC170"
"94002","92408220","0","0","0","101822","0","bgm_MC170","0","20","1","2","-30","101822","bgm_MC170"
"94002","92408230","0","0","0","101822","0","bgm_MC170","0","20","1","2","-30","101822","bgm_MC170"
"94002","92408240","0","0","0","101822","0","bgm_MC170","0","20","1","2","-30","101822","bgm_MC170"
"94002","92408310","0","0","0","101822","0","bgm_MC170","0","0","0.9","3","-30","101822","bgm_MC170"
"94002","92408320","0","0","0","101822","0","bgm_MC170","0","0","0.9","3","-30","101822","bgm_MC170"
"94002","92408330","0","0","0","101822","0","bgm_MC170","0","0","0.9","3","-30","101822","bgm_MC170"
"94002","92408340","0","0","0","101822","0","bgm_MC170","0","0","0.9","3","-30","101822","bgm_MC170"
"94002","92409110","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","1","-30","101191","bgm_MC170"
"94002","92409120","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","1","-30","101191","bgm_MC170"
"94002","92409130","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","1","-30","101191","bgm_MC170"
"94002","92409140","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","1","-30","101191","bgm_MC170"
"94002","92409210","0","0","0","101191","0","bgm_MC170","0","20","1","2","-30","101191","bgm_MC170"
"94002","92409220","0","0","0","101191","0","bgm_MC170","0","20","1","2","-30","101191","bgm_MC170"
"94002","92409230","0","0","0","101191","0","bgm_MC170","0","20","1","2","-30","101191","bgm_MC170"
"94002","92409240","0","0","0","101191","0","bgm_MC170","0","20","1","2","-30","101191","bgm_MC170"
"94002","92409310","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","3","-30","101191","bgm_MC170"
"94002","92409320","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","3","-30","101191","bgm_MC170"
"94002","92409330","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","3","-30","101191","bgm_MC170"
"94002","92409340","0","0","0","101191","-50","bgm_MC170","0","-30","1.25","3","-30","101191","bgm_MC170"
"94002","92410110","0","0","0","103013","0","bgm_MC170","0","-30","1.3","1","-30","103013","bgm_MC170"
"94002","92410120","0","0","0","103013","0","bgm_MC170","0","-30","1.3","1","-30","103013","bgm_MC170"
"94002","92410130","0","0","0","103013","0","bgm_MC170","0","-30","1.3","1","-30","103013","bgm_MC170"
"94002","92410140","0","0","0","103013","0","bgm_MC170","0","-30","1.3","1","-30","103013","bgm_MC170"
"94002","92410210","0","0","0","103013","0","bgm_MC170","0","20","1.45","2","-30","103013","bgm_MC170"
"94002","92410220","0","0","0","103013","0","bgm_MC170","0","20","1.45","2","-30","103013","bgm_MC170"
"94002","92410230","0","0","0","103013","0","bgm_MC170","0","20","1.45","2","-30","103013","bgm_MC170"
"94002","92410240","0","0","0","103013","0","bgm_MC170","0","20","1.45","2","-30","103013","bgm_MC170"
"94002","92410310","0","0","0","103013","0","bgm_MC170","0","-30","1.4","3","-30","103013","bgm_MC170"
"94002","92410320","0","0","0","103013","0","bgm_MC170","0","-30","1.4","3","-30","103013","bgm_MC170"
"94002","92410330","0","0","0","103013","0","bgm_MC170","0","-30","1.4","3","-30","103013","bgm_MC170"
"94002","92410340","0","0","0","103013","0","bgm_MC170","0","-30","1.4","3","-30","103013","bgm_MC170"
"94002","92411110","0","0","0","100198","40","bgm_MC170","0","-30","1","1","-30","100198","bgm_MC170"
"94002","92411120","0","0","0","100198","40","bgm_MC170","0","-30","1","1","-30","100198","bgm_MC170"
"94002","92411130","0","0","0","100198","40","bgm_MC170","0","-30","1","1","-30","100198","bgm_MC170"
"94002","92411140","0","0","0","100198","40","bgm_MC170","0","-30","1","1","-30","100198","bgm_MC170"
"94002","92411210","0","0","0","100198","140","bgm_MC170","0","-90","1.45","2","-30","100198","bgm_MC170"
"94002","92411220","0","0","0","100198","140","bgm_MC170","0","-90","1.45","2","-30","100198","bgm_MC170"
"94002","92411230","0","0","0","100198","140","bgm_MC170","0","-90","1.45","2","-30","100198","bgm_MC170"
"94002","92411240","0","0","0","100198","140","bgm_MC170","0","-90","1.45","2","-30","100198","bgm_MC170"
"94002","92411310","0","0","0","100198","40","bgm_MC170","0","-30","1.1","3","-30","100198","bgm_MC170"
"94002","92411320","0","0","0","100198","40","bgm_MC170","0","-30","1.1","3","-30","100198","bgm_MC170"
"94002","92411330","0","0","0","100198","40","bgm_MC170","0","-30","1.1","3","-30","100198","bgm_MC170"
"94002","92411340","0","0","0","100198","40","bgm_MC170","0","-30","1.1","3","-30","100198","bgm_MC170"
"94002","92412110","0","0","0","101621","210","bgm_MC170","0","-210","1","1","-30","101621","bgm_MC170"
"94002","92412120","0","0","0","101621","210","bgm_MC170","0","-210","1","1","-30","101621","bgm_MC170"
"94002","92412130","0","0","0","101621","210","bgm_MC170","0","-210","1","1","-30","101621","bgm_MC170"
"94002","92412140","0","0","0","101621","210","bgm_MC170","0","-210","1","1","-30","101621","bgm_MC170"
"94002","92412210","0","0","0","101621","140","bgm_MC170","0","-90","1.45","2","-30","101621","bgm_MC170"
"94002","92412220","0","0","0","101621","140","bgm_MC170","0","-90","1.45","2","-30","101621","bgm_MC170"
"94002","92412230","0","0","0","101621","140","bgm_MC170","0","-90","1.45","2","-30","101621","bgm_MC170"
"94002","92412240","0","0","0","101621","140","bgm_MC170","0","-90","1.45","2","-30","101621","bgm_MC170"
"94002","92412310","0","0","0","101621","180","bgm_MC170","0","-30","1.1","3","-30","101621","bgm_MC170"
"94002","92412320","0","0","0","101621","180","bgm_MC170","0","-30","1.1","3","-30","101621","bgm_MC170"
"94002","92412330","0","0","0","101621","180","bgm_MC170","0","-30","1.1","3","-30","101621","bgm_MC170"
"94002","92412340","0","0","0","101621","180","bgm_MC170","0","-30","1.1","3","-30","101621","bgm_MC170"
"94002","92414110","0","0","0","101822","60","bgm_MC170","0","-60","1.4","1","-30","101822","bgm_MC170"
"94002","92414120","0","0","0","101822","60","bgm_MC170","0","-60","1.4","1","-30","101822","bgm_MC170"
"94002","92414130","0","0","0","101822","60","bgm_MC170","0","-60","1.4","1","-30","101822","bgm_MC170"
"94002","92414140","0","0","0","101822","60","bgm_MC170","0","-60","1.4","1","-30","101822","bgm_MC170"
"94002","92414210","0","0","0","101822","150","bgm_MC170","0","-330","1","2","-30","101822","bgm_MC170"
"94002","92414220","0","0","0","101822","150","bgm_MC170","0","-330","1","2","-30","101822","bgm_MC170"
"94002","92414230","0","0","0","101822","150","bgm_MC170","0","-330","1","2","-30","101822","bgm_MC170"
"94002","92414240","0","0","0","101822","150","bgm_MC170","0","-330","1","2","-30","101822","bgm_MC170"
"94002","92414310","0","0","0","101822","100","bgm_MC170","0","0","1.2","3","-30","101822","bgm_MC170"
"94002","92414320","0","0","0","101822","100","bgm_MC170","0","0","1.2","3","-30","101822","bgm_MC170"
"94002","92414330","0","0","0","101822","100","bgm_MC170","0","0","1.2","3","-30","101822","bgm_MC170"
"94002","92414340","0","0","0","101822","100","bgm_MC170","0","0","1.2","3","-30","101822","bgm_MC170"
"94002","92415110","0","0","0","101623","30","bgm_MC170","0","0","2.4","1","-30","101623","bgm_MC170"
"94002","92415120","0","0","0","101623","30","bgm_MC170","0","0","2.4","1","-30","101623","bgm_MC170"
"94002","92415130","0","0","0","101623","30","bgm_MC170","0","0","2.4","1","-30","101623","bgm_MC170"
"94002","92415140","0","0","0","101623","30","bgm_MC170","0","0","2.4","1","-30","101623","bgm_MC170"
"94002","92415210","0","0","0","101623","150","bgm_MC170","0","-270","1.1","2","-30","101623","bgm_MC170"
"94002","92415220","0","0","0","101623","150","bgm_MC170","0","-270","1.1","2","-30","101623","bgm_MC170"
"94002","92415230","0","0","0","101623","150","bgm_MC170","0","-270","1.1","2","-30","101623","bgm_MC170"
"94002","92415240","0","0","0","101623","150","bgm_MC170","0","-270","1.1","2","-30","101623","bgm_MC170"
"94002","92415310","0","0","0","101623","250","bgm_MC170","0","-400","1.2","3","-30","101623","bgm_MC170"
"94002","92415320","0","0","0","101623","250","bgm_MC170","0","-400","1.2","3","-30","101623","bgm_MC170"
"94002","92415330","0","0","0","101623","250","bgm_MC170","0","-400","1.2","3","-30","101623","bgm_MC170"
"94002","92415340","0","0","0","101623","250","bgm_MC170","0","-400","1.2","3","-30","101623","bgm_MC170"
"94002","92416110","0","0","0","103013","150","bgm_MC170","0","-120","1.3","1","-30","103013","bgm_MC170"
"94002","92416120","0","0","0","103013","150","bgm_MC170","0","-120","1.3","1","-30","103013","bgm_MC170"
"94002","92416130","0","0","0","103013","150","bgm_MC170","0","-120","1.3","1","-30","103013","bgm_MC170"
"94002","92416140","0","0","0","103013","150","bgm_MC170","0","-120","1.3","1","-30","103013","bgm_MC170"
"94002","92416210","0","0","0","103013","140","bgm_MC170","0","-90","1.5","2","-30","103013","bgm_MC170"
"94002","92416220","0","0","0","103013","140","bgm_MC170","0","-90","1.5","2","-30","103013","bgm_MC170"
"94002","92416230","0","0","0","103013","140","bgm_MC170","0","-90","1.5","2","-30","103013","bgm_MC170"
"94002","92416240","0","0","0","103013","140","bgm_MC170","0","-90","1.5","2","-30","103013","bgm_MC170"
"94002","92416310","0","0","0","103013","140","bgm_MC170","0","-450","1.25","3","-30","103013","bgm_MC170"
"94002","92416320","0","0","0","103013","140","bgm_MC170","0","-450","1.25","3","-30","103013","bgm_MC170"
"94002","92416330","0","0","0","103013","140","bgm_MC170","0","-450","1.25","3","-30","103013","bgm_MC170"
"94002","92416340","0","0","0","103013","140","bgm_MC170","0","-450","1.25","3","-30","103013","bgm_MC170"
"94002","92417110","0","0","0","101191","0","bgm_MC170","0","-30","0.95","1","-30","101191","bgm_MC170"
"94002","92417120","0","0","0","101191","0","bgm_MC170","0","-30","0.95","1","-30","101191","bgm_MC170"
"94002","92417130","0","0","0","101191","0","bgm_MC170","0","-30","0.95","1","-30","101191","bgm_MC170"
"94002","92417140","0","0","0","101191","0","bgm_MC170","0","-30","0.95","1","-30","101191","bgm_MC170"
"94002","92417210","0","0","0","101191","140","bgm_MC170","0","-60","1.6","2","-30","101191","bgm_MC170"
"94002","92417220","0","0","0","101191","140","bgm_MC170","0","-60","1.6","2","-30","101191","bgm_MC170"
"94002","92417230","0","0","0","101191","140","bgm_MC170","0","-60","1.6","2","-30","101191","bgm_MC170"
"94002","92417240","0","0","0","101191","140","bgm_MC170","0","-60","1.6","2","-30","101191","bgm_MC170"
"94002","92417310","0","0","0","101191","80","bgm_MC170","0","-60","1.35","3","-30","101191","bgm_MC170"
"94002","92417320","0","0","0","101191","80","bgm_MC170","0","-60","1.35","3","-30","101191","bgm_MC170"
"94002","92417330","0","0","0","101191","80","bgm_MC170","0","-60","1.35","3","-30","101191","bgm_MC170"
"94002","92417340","0","0","0","101191","80","bgm_MC170","0","-60","1.35","3","-30","101191","bgm_MC170"
"94002","92418110","0","0","0","100198","140","bgm_MC170","0","0","1.15","1","-30","100198","bgm_MC170"
"94002","92418120","0","0","0","100198","140","bgm_MC170","0","0","1.15","1","-30","100198","bgm_MC170"
"94002","92418130","0","0","0","100198","140","bgm_MC170","0","0","1.15","1","-30","100198","bgm_MC170"
"94002","92418140","0","0","0","100198","140","bgm_MC170","0","0","1.15","1","-30","100198","bgm_MC170"
"94002","92418210","0","0","0","100198","140","bgm_MC170","0","-60","1.6","2","-30","100198","bgm_MC170"
"94002","92418220","0","0","0","100198","140","bgm_MC170","0","-60","1.6","2","-30","100198","bgm_MC170"
"94002","92418230","0","0","0","100198","140","bgm_MC170","0","-60","1.6","2","-30","100198","bgm_MC170"
"94002","92418240","0","0","0","100198","140","bgm_MC170","0","-60","1.6","2","-30","100198","bgm_MC170"
"94002","92418310","0","0","0","100198","50","bgm_MC170","0","-60","1.2","3","-30","100198","bgm_MC170"
"94002","92418320","0","0","0","100198","50","bgm_MC170","0","-60","1.2","3","-30","100198","bgm_MC170"
"94002","92418330","0","0","0","100198","50","bgm_MC170","0","-60","1.2","3","-30","100198","bgm_MC170"
"94002","92418340","0","0","0","100198","50","bgm_MC170","0","-60","1.2","3","-30","100198","bgm_MC170"
"94002","92419110","0","0","0","101623","90","bgm_MC170","0","20","1.4","1","-30","101623","bgm_MC170"
"94002","92419120","0","0","0","101623","90","bgm_MC170","0","20","1.4","1","-30","101623","bgm_MC170"
"94002","92419130","0","0","0","101623","90","bgm_MC170","0","20","1.4","1","-30","101623","bgm_MC170"
"94002","92419140","0","0","0","101623","90","bgm_MC170","0","20","1.4","1","-30","101623","bgm_MC170"
"94002","92419210","0","0","0","101623","180","bgm_MC170","0","-100","1.35","2","-30","101623","bgm_MC170"
"94002","92419220","0","0","0","101623","180","bgm_MC170","0","-100","1.35","2","-30","101623","bgm_MC170"
"94002","92419230","0","0","0","101623","180","bgm_MC170","0","-100","1.35","2","-30","101623","bgm_MC170"
"94002","92419240","0","0","0","101623","180","bgm_MC170","0","-100","1.35","2","-30","101623","bgm_MC170"
"94002","92419310","0","0","0","101623","50","bgm_MC170","0","-20","1.3","3","-30","101623","bgm_MC170"
"94002","92419320","0","0","0","101623","50","bgm_MC170","0","-20","1.3","3","-30","101623","bgm_MC170"
"94002","92419330","0","0","0","101623","50","bgm_MC170","0","-20","1.3","3","-30","101623","bgm_MC170"
"94002","92419340","0","0","0","101623","50","bgm_MC170","0","-20","1.3","3","-30","101623","bgm_MC170"
"94002","92420110","0","0","0","103013","0","bgm_MC170","0","40","1.3","1","-30","103013","bgm_MC170"
"94002","92420120","0","0","0","103013","0","bgm_MC170","0","40","1.3","1","-30","103013","bgm_MC170"
"94002","92420130","0","0","0","103013","0","bgm_MC170","0","40","1.3","1","-30","103013","bgm_MC170"
"94002","92420140","0","0","0","103013","0","bgm_MC170","0","40","1.3","1","-30","103013","bgm_MC170"
"94002","92420210","0","0","0","103013","30","bgm_MC170","0","-20","1.2","2","-30","103013","bgm_MC170"
"94002","92420220","0","0","0","103013","30","bgm_MC170","0","-20","1.2","2","-30","103013","bgm_MC170"
"94002","92420230","0","0","0","103013","30","bgm_MC170","0","-20","1.2","2","-30","103013","bgm_MC170"
"94002","92420240","0","0","0","103013","30","bgm_MC170","0","-20","1.2","2","-30","103013","bgm_MC170"
"94002","92420310","0","0","0","103013","50","bgm_MC170","0","-20","1.2","3","-30","103013","bgm_MC170"
"94002","92420320","0","0","0","103013","50","bgm_MC170","0","-20","1.2","3","-30","103013","bgm_MC170"
"94002","92420330","0","0","0","103013","50","bgm_MC170","0","-20","1.2","3","-30","103013","bgm_MC170"
"94002","92420340","0","0","0","103013","50","bgm_MC170","0","-20","1.2","3","-30","103013","bgm_MC170"
"94002","92421110","0","0","0","100198","0","bgm_MC170","0","40","1.2","1","-30","100198","bgm_MC170"
"94002","92421120","0","0","0","100198","0","bgm_MC170","0","40","1.2","1","-30","100198","bgm_MC170"
"94002","92421130","0","0","0","100198","0","bgm_MC170","0","40","1.2","1","-30","100198","bgm_MC170"
"94002","92421140","0","0","0","100198","0","bgm_MC170","0","40","1.2","1","-30","100198","bgm_MC170"
"94002","92421210","0","0","0","100198","70","bgm_MC170","0","-20","1","2","-30","100198","bgm_MC170"
"94002","92421220","0","0","0","100198","70","bgm_MC170","0","-20","1","2","-30","100198","bgm_MC170"
"94002","92421230","0","0","0","100198","70","bgm_MC170","0","-20","1","2","-30","100198","bgm_MC170"
"94002","92421240","0","0","0","100198","70","bgm_MC170","0","-20","1","2","-30","100198","bgm_MC170"
"94002","92421310","0","0","0","100198","50","bgm_MC170","0","-40","1.1","3","-30","100198","bgm_MC170"
"94002","92421320","0","0","0","100198","50","bgm_MC170","0","-40","1.1","3","-30","100198","bgm_MC170"
"94002","92421330","0","0","0","100198","50","bgm_MC170","0","-40","1.1","3","-30","100198","bgm_MC170"
"94002","92421340","0","0","0","100198","50","bgm_MC170","0","-40","1.1","3","-30","100198","bgm_MC170"
"94002","92422110","0","0","0","101822","0","bgm_MC170","0","40","1.2","1","-30","101822","bgm_MC170"
"94002","92422120","0","0","0","101822","0","bgm_MC170","0","40","1.2","1","-30","101822","bgm_MC170"
"94002","92422130","0","0","0","101822","0","bgm_MC170","0","40","1.2","1","-30","101822","bgm_MC170"
"94002","92422140","0","0","0","101822","0","bgm_MC170","0","40","1.2","1","-30","101822","bgm_MC170"
"94002","92422210","0","0","0","101822","70","bgm_MC170","0","-20","1","2","-30","101822","bgm_MC170"
"94002","92422220","0","0","0","101822","70","bgm_MC170","0","-20","1","2","-30","101822","bgm_MC170"
"94002","92422230","0","0","0","101822","70","bgm_MC170","0","-20","1","2","-30","101822","bgm_MC170"
"94002","92422240","0","0","0","101822","70","bgm_MC170","0","-20","1","2","-30","101822","bgm_MC170"
"94002","92422310","0","0","0","101822","50","bgm_MC170","0","-40","1.1","3","-30","101822","bgm_MC170"
"94002","92422320","0","0","0","101822","50","bgm_MC170","0","-40","1.1","3","-30","101822","bgm_MC170"
"94002","92422330","0","0","0","101822","50","bgm_MC170","0","-40","1.1","3","-30","101822","bgm_MC170"
"94002","92422340","0","0","0","101822","50","bgm_MC170","0","-40","1.1","3","-30","101822","bgm_MC170"
"94002","92423110","0","0","0","103013","30","bgm_MC170","0","40","1.25","1","-30","103013","bgm_MC170"
"94002","92423120","0","0","0","103013","30","bgm_MC170","0","40","1.25","1","-30","103013","bgm_MC170"
"94002","92423130","0","0","0","103013","30","bgm_MC170","0","40","1.25","1","-30","103013","bgm_MC170"
"94002","92423140","0","0","0","103013","30","bgm_MC170","0","40","1.25","1","-30","103013","bgm_MC170"
"94002","92423210","0","0","0","103013","70","bgm_MC170","0","-20","1.1","2","-30","103013","bgm_MC170"
"94002","92423220","0","0","0","103013","70","bgm_MC170","0","-20","1.1","2","-30","103013","bgm_MC170"
"94002","92423230","0","0","0","103013","70","bgm_MC170","0","-20","1.1","2","-30","103013","bgm_MC170"
"94002","92423240","0","0","0","103013","70","bgm_MC170","0","-20","1.1","2","-30","103013","bgm_MC170"
"94002","92423310","0","0","0","103013","200","bgm_MC170","0","-450","0.7","3","-30","103013","bgm_MC170"
"94002","92423320","0","0","0","103013","200","bgm_MC170","0","-450","0.7","3","-30","103013","bgm_MC170"
"94002","92423330","0","0","0","103013","200","bgm_MC170","0","-450","0.7","3","-30","103013","bgm_MC170"
"94002","92423340","0","0","0","103013","200","bgm_MC170","0","-450","0.7","3","-30","103013","bgm_MC170"
"94002","92501110","0","0","0","101191","90","bgm_MC170","0","-210","1","1","-30","101191","bgm_MC170"
"94002","92501120","0","0","0","101191","90","bgm_MC170","0","-210","1","1","-30","101191","bgm_MC170"
"94002","92501130","0","0","0","101191","90","bgm_MC170","0","-210","1","1","-30","101191","bgm_MC170"
"94002","92501140","0","0","0","101191","90","bgm_MC170","0","-210","1","1","-30","101191","bgm_MC170"
"94002","92501210","0","0","0","101191","210","bgm_MC170","0","-240","1","2","-30","101191","bgm_MC170"
"94002","92501220","0","0","0","101191","210","bgm_MC170","0","-240","1","2","-30","101191","bgm_MC170"
"94002","92501230","0","0","0","101191","210","bgm_MC170","0","-240","1","2","-30","101191","bgm_MC170"
"94002","92501240","0","0","0","101191","210","bgm_MC170","0","-240","1","2","-30","101191","bgm_MC170"
"94002","92501310","0","0","0","101191","250","bgm_MC170","0","-90","1.1","3","-30","101191","bgm_MC170"
"94002","92501320","0","0","0","101191","250","bgm_MC170","0","-90","1.1","3","-30","101191","bgm_MC170"
"94002","92501330","0","0","0","101191","250","bgm_MC170","0","-90","1.1","3","-30","101191","bgm_MC170"
"94002","92501340","0","0","0","101191","250","bgm_MC170","0","-90","1.1","3","-30","101191","bgm_MC170"
