b04c287c30d219f573eb28745ab5453e711cd70f621105f9bfd7c9c81b9a7acd,7a46a5c40c02a26fca2cc572c907c6bb650a3800afee6df636a5d3c040006397,3197469d515bbe53872063d6047bf549af6faa4f49233cb7c3050af72d3ef22b,e7b1951f0e259078562e7de58750086322505ceb0b0cd94a3fd1de16ea7a8968,cf3858a49ada8320c6ff8caa9fee331febb94f2b1b2a67ca723ef07f8076e7e8,357e3c75f0cf39ecd3d4151684976c46faabeea36c5f0785c9d4531c7a2fc1b2,1c728757560ffae07418954bbfab09baaca19f4a62d27f451a50c6a4302a6ab5,fada2923ee69b46c42f9a5d0d7f851740a71fa20c2ee7249f3f732bac6dcc3d6,f05f956aa3a82302763ea635a66b11c83a03e6955bfe54d92af787c0e3766159,af0f24efbfa54c2e633e397e0301af77d024164d19eec9a1c8a9ca1579a14759,b1977f0549fe91dd686f53b564aa6eeb3c53be1a3e5eb0b665da8c2bc167e2d0,9b0ee4bc6209970cc6929c93eb263d34d923b4400b9ecf345d04f7bb66098aa8,341fcf5dbef0bd118aa3c8895571f1e9898bb0dd1507aeb02acb10e7587fcae3,36464cb1b0d4e7168fdfe9a643e921e3c8a5b0958081f514fe2dff0d7861916c,00568668716c6cf99f2c8e4894b075b9bd29518c844446b21d72176d7ba88686,8907e02cb0a159e5444e995fe63847a9fdc1dafe23e72c4127d33a35b0f1a2e8,f415ac62aca8db0b992f73079a7b9ffdbb0525aabc19ef64fb6fddfe8cade791,a4cadec5d420b80a0ce618b81d7d6fbc45c12bfe1825a0b4d2c411a254ba0686,c3d8092884e44594466356fb6dc184f892b1be9c9956e6e58e7a9038fbaa7100,00651a82aa6965cf45251c689de96d730444389035a7280e880bc7c14d35fdc7,029040d2e72b6500c24dfeda663f716967a5ea689223926b237dcbc6e102fbf9
"0","0","0","0","30","1","90006","5000","0","2","91002","0","0","5000","1","30","1001","8","1","31043","2"
"0","0","0","0","100","31","90006","4500","0","2","91002","0","0","4500","2","25","1001","8","1","31043","2"
"0","0","0","0","300","101","90006","4000","0","2","91002","0","0","4000","3","20","1001","8","1","31043","2"
"0","0","0","0","1000","301","90006","3500","0","2","91002","0","0","3500","4","18","1001","8","1","31043","2"
"0","0","0","0","2000","1001","90006","3000","0","2","91002","0","0","3000","5","16","1001","8","1","31043","2"
"0","0","0","0","5000","2001","90006","2000","0","2","91002","0","0","2000","6","14","1001","8","1","31043","2"
"0","0","0","0","10000","5001","90006","1500","0","2","91002","0","0","1500","7","12","1001","8","1","31043","2"
"0","0","0","0","20000","10001","90006","1000","0","2","91002","0","0","1000","8","10","1001","8","1","31043","2"
"0","0","0","0","-1","20001","90006","500","0","2","91002","0","0","500","9","5","1001","8","1","31043","2"
"0","0","0","0","1","1","90006","20000","0","2","91002","0","0","5000","10","30","1002","8","1","31022","2"
"0","0","0","0","2","2","90006","15000","0","2","91002","0","0","5000","11","30","1002","8","1","31022","2"
"0","0","0","0","3","3","90006","12000","0","2","91002","0","0","5000","12","30","1002","8","1","31022","2"
"0","0","0","0","20","4","90006","10000","0","2","91002","0","0","5000","13","30","1002","8","1","31022","2"
"0","0","0","0","50","21","90006","8000","0","2","91002","0","0","4500","14","25","1002","8","1","31022","2"
"0","0","0","0","100","51","90006","6000","0","2","91002","0","0","4500","15","25","1002","8","1","31022","2"
"0","0","0","0","250","101","90006","4000","0","2","91002","0","0","4000","16","20","1002","8","1","31022","2"
"0","0","0","0","500","251","90006","3500","0","2","91002","0","0","3500","17","18","1002","8","1","31022","2"
"0","0","0","0","1000","501","90006","3000","0","2","91002","0","0","3000","18","16","1002","8","1","31022","2"
"0","0","0","0","2000","1001","90006","2500","0","2","91002","0","0","2500","19","14","1002","8","1","31022","2"
"0","0","0","0","3000","2001","90006","2000","0","2","91002","0","0","2000","20","12","1002","8","1","31022","2"
"0","0","0","0","5000","3001","90006","1500","0","2","91002","0","0","1500","21","10","1002","8","1","31022","2"
"0","0","0","0","10000","5001","90006","1000","0","2","91002","0","0","1000","22","8","1002","8","1","31022","2"
"0","0","0","0","-1","10001","90006","500","0","2","91002","0","0","500","23","5","1002","8","1","31022","2"
"0","0","0","0","1","1","90006","20000","0","2","91002","0","0","5000","24","30","1003","8","1","31042","2"
"0","0","0","0","2","2","90006","15000","0","2","91002","0","0","5000","25","30","1003","8","1","31042","2"
"0","0","0","0","3","3","90006","12000","0","2","91002","0","0","5000","26","30","1003","8","1","31042","2"
"0","0","0","0","20","4","90006","10000","0","2","91002","0","0","5000","27","30","1003","8","1","31042","2"
"0","0","0","0","50","21","90006","8000","0","2","91002","0","0","4500","28","25","1003","8","1","31042","2"
"0","0","0","0","100","51","90006","6000","0","2","91002","0","0","4500","29","25","1003","8","1","31042","2"
"0","0","0","0","250","101","90006","4000","0","2","91002","0","0","4000","30","20","1003","8","1","31042","2"
"0","0","0","0","500","251","90006","3500","0","2","91002","0","0","3500","31","18","1003","8","1","31042","2"
"0","0","0","0","1000","501","90006","3000","0","2","91002","0","0","3000","32","16","1003","8","1","31042","2"
"0","0","0","0","2000","1001","90006","2500","0","2","91002","0","0","2500","33","14","1003","8","1","31042","2"
"0","0","0","0","3000","2001","90006","2000","0","2","91002","0","0","2000","34","12","1003","8","1","31042","2"
"0","0","0","0","5000","3001","90006","1500","0","2","91002","0","0","1500","35","10","1003","8","1","31042","2"
"0","0","0","0","10000","5001","90006","1000","0","2","91002","0","0","1000","36","8","1003","8","1","31042","2"
"0","0","0","0","-1","10001","90006","500","0","2","91002","0","0","500","37","5","1003","8","1","31042","2"
"0","0","0","0","1","1","90006","20000","0","2","91002","0","0","5000","38","30","1004","8","1","31018","2"
"0","0","0","0","2","2","90006","15000","0","2","91002","0","0","5000","39","30","1004","8","1","31018","2"
"0","0","0","0","3","3","90006","12000","0","2","91002","0","0","5000","40","30","1004","8","1","31018","2"
"0","0","0","0","20","4","90006","10000","0","2","91002","0","0","5000","41","30","1004","8","1","31018","2"
"0","0","0","0","50","21","90006","8000","0","2","91002","0","0","4500","42","25","1004","8","1","31018","2"
"0","0","0","0","100","51","90006","6000","0","2","91002","0","0","4500","43","25","1004","8","1","31018","2"
"0","0","0","0","250","101","90006","4000","0","2","91002","0","0","4000","44","20","1004","8","1","31018","2"
"0","0","0","0","500","251","90006","3500","0","2","91002","0","0","3500","45","18","1004","8","1","31018","2"
"0","0","0","0","1000","501","90006","3000","0","2","91002","0","0","3000","46","16","1004","8","1","31018","2"
"0","0","0","0","2000","1001","90006","2500","0","2","91002","0","0","2500","47","14","1004","8","1","31018","2"
"0","0","0","0","3000","2001","90006","2000","0","2","91002","0","0","2000","48","12","1004","8","1","31018","2"
"0","0","0","0","5000","3001","90006","1500","0","2","91002","0","0","1500","49","10","1004","8","1","31018","2"
"0","0","0","0","10000","5001","90006","1000","0","2","91002","0","0","1000","50","8","1004","8","1","31018","2"
"0","0","0","0","-1","10001","90006","500","0","2","91002","0","0","500","51","5","1004","8","1","31018","2"
"0","0","0","0","1","1","90006","20000","0","2","91002","0","0","5000","52","30","1005","8","1","31025","2"
"0","0","0","0","2","2","90006","15000","0","2","91002","0","0","5000","53","30","1005","8","1","31025","2"
"0","0","0","0","3","3","90006","12000","0","2","91002","0","0","5000","54","30","1005","8","1","31025","2"
"0","0","0","0","20","4","90006","10000","0","2","91002","0","0","5000","55","30","1005","8","1","31025","2"
"0","0","0","0","50","21","90006","8000","0","2","91002","0","0","4500","56","25","1005","8","1","31025","2"
"0","0","0","0","100","51","90006","6000","0","2","91002","0","0","4500","57","25","1005","8","1","31025","2"
"0","0","0","0","250","101","90006","4000","0","2","91002","0","0","4000","58","20","1005","8","1","31025","2"
"0","0","0","0","500","251","90006","3500","0","2","91002","0","0","3500","59","18","1005","8","1","31025","2"
"0","0","0","0","1000","501","90006","3000","0","2","91002","0","0","3000","60","16","1005","8","1","31025","2"
"0","0","0","0","2000","1001","90006","2500","0","2","91002","0","0","2500","61","14","1005","8","1","31025","2"
"0","0","0","0","3000","2001","90006","2000","0","2","91002","0","0","2000","62","12","1005","8","1","31025","2"
"0","0","0","0","5000","3001","90006","1500","0","2","91002","0","0","1500","63","10","1005","8","1","31025","2"
"0","0","0","0","10000","5001","90006","1000","0","2","91002","0","0","1000","64","8","1005","8","1","31025","2"
