f4927cb4bedcb50ee9d7c94a5c8179d73817da62d8a949fbbf7ac4d9bfda244f,bbb30a7d544859ad7556beea202a1d4ebb35f91fc69fbfba67da898fe2b401d4,e2a61a4d35cd22ece1ace72778492938ce14e079afc52580ea3e067fa71c50e0,5601530c7d161992ea819c062dee7c64a864eaea3a59333a19979aaae6ac79cf,398ba7a3a7b5c2042c3763891e89fffd3daa9028f4a63d5c9ed747a6b29a9f92,b9f666ecc4ccbc0cbb87c325b920f30ca451e2dae976fbfa69d54fe9fb7ef37c,a43c4ac935add68aaaf5c6dbda27281396ee9d6be3edebeb0e2870d13d0a24e7,d5cf5d744935555cf07dd7774d2d52243d6bf677db6597b48e3fcb23c91f1568,3e1b69426f47a94ce0bbe16bb147139cab7f1694e3567202bd09578a5c6b5485,27f4988bb4c22b70c4cbd6708fad9f17e7c8904dfd19399104998b11dfcedf1c,c3079497576807f5657c91e1e4b20de48f9a08c586657c8b39de02c691f5ae70,12979dd44fb8afaa8fbcf0e1b0dab130b3b173197eb8adeccc40932140655dfe
"1","1009801","0","4","0.8","0","100980101","0","0","0","0","1"
"0","1009801","vo_lsv","2","0","0","100980102","vo_lsv_0101","0","0","0","2"
"0","1009801","0","1","0","300","100980103","0","0","1","2","3"
"1","1009801","0","4","2.3","0","100980104","0","0","0","0","4"
"0","1009801","0","1","0","280","100980105","0","0","2","2","5"
"1","1009801","0","4","3","0","100980106","0","0","0","0","6"
"0","1009801","vo_lsv","2","0","0","100980107","vo_lsv_0102","0","0","0","7"
"0","1009801","0","1","0","300","100980108","0","0","3","2.05","8"
"1","1009801","0","4","2.05","0","100980109","0","0","0","0","9"
"0","1009801","0","1","0","327","100980110","0","0","4","1.8","10"
"1","1009801","0","4","2.8","0","100980111","0","0","0","0","11"
"0","1009801","vo_lsv","2","0","0","100980112","vo_lsv_0103","0","0","0","12"
"0","1009801","0","1","0","300","100980113","0","0","5","2.3","13"
"1","1009801","0","4","2.5","0","100980114","0","0","0","0","14"
"0","1009801","0","1","0","275","100980115","0","0","6","1.9","15"
"1","1009801","0","4","2.9","0","100980116","0","0","0","0","16"
"0","1009801","vo_lsv","2","0","0","100980117","vo_lsv_0104","0","0","0","17"
"0","1009801","0","1","0","300","100980118","0","0","7","2.7","18"
"1","1009801","0","4","2.9","0","100980119","0","0","0","0","19"
"0","1009801","0","1","0","310","100980120","0","0","8","2.3","20"
"1","1009801","0","4","2.3","0","100980121","0","0","0","0","21"
"0","1009801","0","1","0","250","100980122","0","0","9","1.8","22"
"1","1009801","0","4","2.8","0","100980123","0","0","0","0","23"
"0","1009801","vo_lsv","2","0","0","100980124","vo_lsv_0105","0","0","0","24"
"0","1009801","0","1","0","320","100980125","0","0","10","2.5","25"
"1","1009801","0","4","2.5","0","100980126","0","0","0","0","26"
"0","1009801","0","1","0","165","100980127","0","15","11","0.7","27"
"1","1009802","0","4","0.8","0","100980201","0","0","0","0","1"
"0","1009802","vo_lsv","2","0","0","100980202","vo_lsv_0201","0","0","0","2"
"0","1009802","0","1","0","300","100980203","0","0","1","1.51","3"
"1","1009802","0","4","1.51","0","100980204","0","0","0","0","4"
"0","1009802","0","1","0","300","100980205","0","300","1","1.5","5"
"1","1009802","0","4","2.5","0","100980206","0","0","0","0","6"
"0","1009802","vo_lsv","2","0","0","100980207","vo_lsv_0202","0","0","0","7"
"0","1009802","0","1","0","300","100980208","0","0","2","1.8","8"
"1","1009802","0","4","1.8","0","100980209","0","0","0","0","9"
"0","1009802","0","1","0","300","100980210","0","0","3","1.1","10"
"1","1009802","0","4","2.1","0","100980211","0","0","0","0","11"
"0","1009802","vo_lsv","2","0","0","100980212","vo_lsv_0203","0","0","0","12"
"0","1009802","0","1","0","300","100980213","0","0","4","1.95","13"
"1","1009802","0","4","1.95","0","100980214","0","0","0","0","14"
"0","1009802","0","1","0","310","100980215","0","0","5","2.05","15"
"1","1009802","0","4","2.05","0","100980216","0","0","0","0","16"
"0","1009802","0","1","0","310","100980217","0","310","5","0.8","17"
"1","1009802","0","4","1.8","0","100980218","0","0","0","0","18"
"0","1009802","vo_lsv","2","0","0","100980219","vo_lsv_0204","0","0","0","19"
"0","1009802","0","1","0","300","100980220","0","0","6","1.7","20"
"1","1009802","0","4","2.1","0","100980221","0","0","0","0","21"
"0","1009802","0","1","0","327","100980222","0","0","7","2.3","22"
"1","1009802","0","4","3.3","0","100980223","0","0","0","0","23"
"0","1009802","vo_lsv","2","0","0","100980224","vo_lsv_0205","0","0","0","24"
"0","1009802","0","1","0","300","100980225","0","0","8","1.83","25"
"1","1009802","0","4","2.4","0","100980226","0","0","0","0","26"
"0","1009802","0","1","0","300","100980227","0","0","9","1.7","27"
"1","1009802","0","4","2.1","0","100980228","0","0","0","0","28"
"0","1009802","0","1","0","210","100980229","0","0","10","1.1","29"
"1","1009802","0","4","0.5","0","100980230","0","0","0","0","30"
"1","1009803","0","4","0.8","0","100980301","0","0","0","0","1"
"0","1009803","vo_lsv","2","0","0","100980302","vo_lsv_0301","0","0","0","2"
"0","1009803","0","1","0","141","100980303","0","0","1","1.87","3"
"1","1009803","0","4","2","0","100980304","0","0","0","0","4"
"0","1009803","0","1","0","300","100980305","0","141","1","0.561","5"
"1","1009803","0","4","1.561","0","100980306","0","0","0","0","6"
"0","1009803","vo_lsv","2","0","0","100980307","vo_lsv_0302","0","0","0","7"
"0","1009803","0","1","0","320","100980308","0","0","2","1.3","8"
"1","1009803","0","4","1.3","0","100980309","0","0","0","0","9"
"0","1009803","0","1","0","227","100980310","0","0","3","1.2","10"
"1","1009803","0","4","2.2","0","100980311","0","0","0","0","11"
"0","1009803","vo_lsv","2","0","0","100980312","vo_lsv_0303","0","0","0","12"
"0","1009803","0","1","0","280","100980313","0","0","4","2.1","13"
"1","1009803","0","4","2.1","0","100980314","0","0","0","0","14"
"0","1009803","0","1","0","280","100980315","0","0","5","1.2","15"
"1","1009803","0","4","2.2","0","100980316","0","0","0","0","16"
"0","1009803","vo_lsv","2","0","0","100980317","vo_lsv_0304","0","0","0","17"
"0","1009803","0","1","0","350","100980318","0","0","6","1.305","18"
"1","1009803","0","4","1.305","0","100980319","0","0","0","0","19"
"0","1009803","0","1","0","350","100980320","0","350","6","2.181","20"
"1","1009803","0","4","2.781","0","100980321","0","0","0","0","21"
"0","1009803","0","1","0","350","100980322","0","0","7","1.32","22"
"1","1009803","0","4","2.32","0","100980323","0","0","0","0","23"
"0","1009803","vo_lsv","2","0","0","100980324","vo_lsv_0305","0","0","0","24"
"0","1009803","0","1","0","350","100980325","0","0","8","2.453","25"
"1","1009803","0","4","2.453","0","100980326","0","0","0","0","26"
"0","1009803","0","1","0","350","100980327","0","0","9","1.547","27"
"1","1009803","0","4","2.547","0","100980328","0","0","0","0","28"
"0","1009803","vo_lsv","2","0","0","100980329","vo_lsv_0306","0","0","0","29"
"0","1009803","0","1","0","350","100980330","0","0","10","1.95","30"
"1","1009803","0","4","2.95","0","100980331","0","0","0","0","31"
"0","1009803","vo_lsv","2","0","0","100980332","vo_lsv_0307","0","0","0","32"
"0","1009803","0","1","0","240","100980333","0","0","11","1.39","33"
"1","1009804","0","4","0.8","0","100980401","0","0","0","0","1"
"0","1009804","vo_lsv","2","0","0","100980402","vo_lsv_0401","0","0","0","2"
"0","1009804","0","1","0","300","100980403","0","0","1","1.2","3"
"1","1009804","0","4","1.2","0","100980404","0","0","0","0","4"
"0","1009804","0","1","0","300","100980405","0","0","2","1.8","5"
"1","1009804","0","4","2.8","0","100980406","0","0","0","0","6"
"0","1009804","vo_lsv","2","0","0","100980407","vo_lsv_0402","0","0","0","7"
"0","1009804","0","1","0","355","100980408","0","0","3","2.35","8"
"1","1009804","0","4","3.35","0","100980409","0","0","0","0","9"
"0","1009804","vo_lsv","2","0","0","100980410","vo_lsv_0403","0","0","0","10"
"0","1009804","0","1","0","300","100980411","0","0","4","1.669","11"
"1","1009804","0","4","2.1","0","100980412","0","0","0","0","12"
"0","1009804","0","1","0","230","100980413","0","0","5","1.7","13"
"1","1009804","0","4","2","0","100980414","0","0","0","0","14"
"0","1009804","0","1","0","230","100980415","0","0","6","1.35","15"
"1","1009804","0","4","2.85","0","100980416","0","0","0","0","16"
