11f6adbf59e4bffdd8c955eb5b37fba359ae67365173a78d478505b924972e2a,11566f30c7488d0d58f61883609b3022fae31a9f03ccdf6b258bd648d812ae1c,91a078968d0bea0463b1054707e72084cca99b4dda4be2c5f1238a4de68f5d89,9af501cb46ffa1e9332b594682879cde2371ad21f64353e630951fb8d5ded258,8b57b4b2e4f253204f8cefaaa934ef1ddf48ceef7f9b27395fdda9702bae7e8e,0555fd90a77070066f1ae211e6fb0ab83d1112f6d16ac2c4c6ed80499f4a55fe,2717e2dd19d1c4fa94664cadd24b159ab41d9e3c448194411967300d08cff0ae,372a1a9ec9af16ba73ac70b362314dea446e2007a62251d60a5238e2104e1232,93f00831e6d14015dc54c5a6ef26ff7844a6c9a2bb5f98cbe73c33fddd8bfdb5,974300c0f41f7a317c745a3addef2d15eb2da5e56eda6fa754d47475b2c14f97,f38476817a285da62da3b772755a9b11a99017f45454c856f29769c37117cf0c,02e5ec570bc6427172cdc218228071a0fd00b36b2c987299010489b8a4ec6d18,a9885760d9bffb951ac9c925151f211f83511852da55b81952abf26e88263bb1,bf5c7cbdb8486b013fd0f3530920d4b1b69eec49d65e2c5b529ec7d89907be99,a9c37cedce0e53798d6ab962038afce116e749b128fc252d50a11b9fddfb77f7,39b24e929002c976b6e958715fb25191968c0c1fc73c8aeabdb2a962e21e21de,0c9d7e7383940e222b0935cc71869774420106fc9024b03d25e57630b2b7e1c3,9e30a6bf5e8fd6aba6090faf0db1ae34c6b425659981ed19666233cb6d9427cd,e0b61b7810695277820a89f111fe95223664f75e77a3accb88ce18a179cb4013,89875175399f66b04227092cfcb1e9f4e082772a887567a18fc73b72e6a8d769,fa0adfbdb1199dce492db561e3ca15c08b26a3fb1df250784801fb117aac992a,d246684b80f77e94486d4cc652d61fe8af79a04224569d57f6d412b1fa888086
"0","1","0","0","0","0","0","122282","102281","102282","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122311","101281","102311","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122312","102311","102312","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122341","101581","102341","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122342","102341","102342","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122371","101371","102371","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122372","102371","102372","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122401","101401","102401","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122431","101431","102431","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122432","102431","102432","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122491","101521","102491","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122493","102311","102493","0","1500","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122521","102251","102521","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122613","101611","102613","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","1","0","0","0","0","0","122614","102612","102614","0","2000","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","113011","0","103011","0","5000","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","113012","0","103012","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","113013","0","103013","0","10000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123041","103071","103041","0","7000","0","0","0","0","0","0","0","0","0","3"
"0","1","0","0","0","0","0","123042","103012","103042","0","10000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113071","0","103071","0","5000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123072","103552","103072","0","10000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113101","0","103101","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","113131","0","103131","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123132","103131","103132","0","10000","0","0","0","0","0","0","0","0","0","3"
"0","1","0","0","0","0","0","123161","102162","103161","0","5000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113162","0","103162","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","113191","0","103191","0","5000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","102013","0","123192","103191","103192","0","7000","0","0","0","1","0","0","0","0","0","3"
"0","1","0","0","0","0","0","123193","103192","103193","0","10000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113221","0","103221","0","5000","0","0","0","0","0","0","0","0","0","2"
"0","0","0","0","0","0","0","113222","0","103222","0","10000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123251","102251","103251","0","5000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113252","0","103252","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123281","102282","103281","0","5000","0","0","0","0","0","0","0","0","0","3"
"0","1","0","0","0","102312","0","123282","102282","103282","0","7000","0","0","0","1","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113283","0","103283","0","10000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","0","0","123311","102312","103311","0","5000","0","0","0","0","0","0","0","0","0","3"
"0","1","0","0","0","0","0","123341","102342","103341","0","5000","0","0","0","0","0","0","0","0","0","3"
"0","0","0","0","0","0","0","113342","0","103342","0","7000","0","0","0","0","0","0","0","0","0","2"
"0","1","0","0","0","103611","0","123343","103341","103343","0","10000","0","0","0","1","0","0","0","0","0","3"
"0","1","0","0","0","0","0","123371","102372","103371","0","7000","0","0","0","0","0","0","0","0","0","3"
