bf19364b45555b45c557981ea9145b101cb2ce60cc34ef9ca424a9681d95b701,e38d60299d441acd35c15564d0d6d0759f28a5fd24ac0d459528816b63a09e8b,d5bfb89986f96205101cb886e92834e97e3d26ede5078d4f9a3f87a0f1a2ca1b,b4bed490322ba6f14d018dc39fbc3c3ec814f917da2c6115b3b7ab8dcce77d56,d5571c4f711eb1666257daf6d2e2593efd33038828062111630a03b214ee7bc4,73e1a8b978479bcd6e68f0a04cd4f5d88ade903d0ab0891657dbfc5ccee5dc52,1f29ab829047ce7a236d4f7cdb8d67d047115283dd1ebd936d5382d9a876d785,9cf76895834e3ad7b2dbf53f590eb238b1d675226f2b02e5db41e077cc3be1f9,fb3fa8340c111e6be3d59718891f82db4bb67cdaab918fbf606dbd4dc1614beb,f124770465167e53de20d7617be042ab1cd56aaed997142df22474b445ebb61c,ea3862acdd0817dcd93ad36d4c8dcecf9af53a223a610819c9e590a681e7d18d,9531b58955b87a57bbd7e65ab535d703d0f6a0ef2e34ce4e89950b8b75f23a12,db96a4d2f08ca9296c13ab726c790ccc4c9bc6c54290d6fd2e7f7e7548a26617,baaae91c5f3371740693ce7b748f58f1994a6c7f4d7fcf0d4899b7f77b9f5441,2c546dfdc3123bff3ee14100e4c1e2c910f1cb6377f3d1e975ff399fcaea0301,a1fff05225469882fbaebb0ed9df55adc9edddbc75581ffa531c859fc402af37,100e6a10b552667db04e7bec12f5a79fa2305f71b23a7990d1f4ecd04889cc85,2853d2fb3f291bd80e29f1a80c3c8c6f0bcfc7016377846f7c6d611d511d0849,f1db570e42e2720f2f02a42f7846493381213db69558025c115c00e71cff6a56,ae6263f1c2eae5fa72a1f3178796e44a2c776cf849f47da2dc9ff7e731d64a59,7af614bf1db46f46ae022d77d6b5cde5ef195f257396185ecb8c1d5a8ba45bda,5d85097b50c355e185b7c56436ff4f5b316d174290945f740792b74a17799611,ac1a29a57929f5fd384af60f3822b4176c3d490da7517b5169c427942c1b443e,6284fdd3cd128ebc2cd77ffaaeb4de0776f430c0b5dcdf0f9d7822c0c56b3080,36794fcd768882552f4d3f6956b340b091fad42be5d56e392e6d5aa5d9a3e729,bc83a9759e6004833706a27cfc9279fe01494ddfeadececc1856f23e27d0f2c3,0a5b1926bb0d10aa1ea7afcb8192735bac49de453fa6e54488d5a4828c9407bf,0338ea1994e53f2e478532b90d1918d987d024b0360b3ab45f50b981fde6dc14
"0","100100103","0","0","0","0","0","0","0","0","0","0","日和衝擊","1001","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","0","100100101","0","0","0","0","0","0","100100102","0","100100102","1001001"
"0","0","0","0","0","0","0","0","0","0","1.125","0","貓咪攻擊","2001","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","100100201","0","0","0","0","0","0","0","0","0","1001002"
"0","0","0","0","0","0","0","0","0","0","1.295","0","貓咪聯合攻擊","2001","0","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","100100301","0","0","0","0","0","0","100100302","0","0","1001003"
"0","0","0","0","0","0","0","0","0","0","0","0","日和燃燒衝擊","1001","0","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","100101101","0","0","0","0","0","0","100101102","0","0","1001011"
"0","0","0","0","0","0","0","0","0","0","1.125","0","貓咪攻擊+","2001","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","100101201","0","0","0","0","0","0","100101202","0","0","1001012"
"0","0","0","0","0","0","0","0","0","0","0","0","肉球力量！","3001","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","100150101","0","0","0","0","0","0","0","0","0","1001501"
"0","0","0","0","0","0","0","0","0","0","0","0","肉球力量！+","3001","0","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","100151101","0","0","0","0","0","0","0","0","0","1001511"
"0","0","0","0","0","0","0","0","0","1","0","0","全體治癒","1005","0","使己方全體恢復中幅度的 HP。","0","100200101","0","0","0","0","0","0","0","0","0","1002001"
"0","0","0","0","0","0","0","0","0","1","1.6","0","花朵射擊","2002","0","對面前的 1 名敵人造成中幅度的魔法傷害。","0","100200201","0","0","0","0","0","0","0","0","0","1002002"
"0","0","0","0","0","0","0","0","0","1","1.46","0","花朵護盾","2003","0","小幅度提升己方全體的物理防禦力。","0","100200301","0","0","0","0","0","0","0","0","0","1002003"
"0","100201103","0","0","0","0","0","0","0","1","0","0","盛開治癒","1005","100201104","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","0","100201101","0","0","0","0","0","0","100201102","0","0","1002011"
"0","0","0","0","0","0","0","0","0","1","1.6","0","花朵射擊+","2002","0","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","100201201","0","0","0","0","0","0","100201202","0","100201201","1002012"
"0","0","0","0","0","0","0","0","0","0","0","0","花朵氣場","3003","0","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","100250101","0","0","0","0","0","0","0","0","0","1002501"
