9e13ee1b476b7c286d8fce9dc5106c57026e32847bd1d0e68b27f76bc6f7e321,13872aee82059b7c3996c549a30bb2e181db152598fc3e99ff58162b2d175353,0d9ceecb05901cbc65b3cb93f5a49d0b5e42db222de98aabada8a985ba64ac96,27a834baf9b824ef3970bcdcf5c71b6e8b4c38192e3d486a25c09a2d6ba1b7fd,17f0df6728955d44bfd8694f0517826e6780e11b3e997e5396a456a185f17d25,08b53c41c0e272ca12615e4572a0e01a6ceae7c076c5ea5394697e55d152dd16,bbfe0da3f7c62d974bee2b55c1da84e9177cd5c2e4668fe712e1ab23b1aa8d7a,c7d80ddb138edb70adcdf55ec37ad735577ee99985ac51824b5489bf595c140a,2520b7a5072d250a6fa4082219315a43eff6c18b3bb369838613ad9181f84cf9,613c0fa05d6903fa61958fd7232b95ea1a1f19ea88a552b45aa0a29ca43baac9,92592690ee484b3e4fc381d51c919138aee8755e35504308566cc4235077d3cd,d7115c3398cc17f7bc3bdcd9c8eb4eed046fa81dbc04f55d1ca5dde928f028d5,6bdda915c473c937c72689615783a06b95d5b625386abd8eff6825759e039fee,f6fa60171c4d695daba0bf9ea658b4634dbb7bc0bc57a32d811fe3f8fbbecd51,0a6d55e219b31251b1d0a33e91602262051b24f369e34f5e1ecdf4c35c8c6c5d,6f42c8085f9f32e9fa5c791c13ee66506772495b83229266e96cad3cfbc683be,fa9555c2241f1152c25759a838b47141cc9f878799f387e77f18865aaebde007,04a3afc00102c498d518edc519a378b7f6e7c61898bffa39e65c8600b4d38c8e,dfdf03d81111ced0eee26e79604fbb1377221231e09cf7ce27d104de055bb27b,7664220d51da419fb9de5a4916cccd69ed94803b30dddb480ce2bd76029c7d24,fff6d445e0edd8ad26c27a70680ffaf81ebb6f2b6a81e32bed4790df18ba2fdf,89b110fecdff70d2fb8d0c176b8c8ad0632e88faa774f40ff9785354a5c6782f,e35fb25bf5fe69580f385557c0745414d51fd3909659695f1f482fd45d3c8dcd,84dd7951a0e2f07ff1504294aeb7652f42d681d2b7f9eb243daf8a828579fb52,3b1c3ea81539dca453016bf41716c77098f1794ef7f37dfb8f38a13b2924d11c,46df3b53be43dd4f04e5f499602ae47f92c3d1876400dc7835c03d79a0cb046f,2b03362c23900d7e060e2e0e645355763495fd37199fbfe246a1f4bfd499725c,7daecc23e6ed7fa38f4704d37fc74a51fc027f077ae7c06cc248b5c52fc2d408,1948f785ad250f0f10d90253097b53dc28ec97b2d168d6584eb672aa657fbafd,8cea14e7e6052585f23118f34ca005761d2f78ab6062db65c766748f62269e40,9deed0494e1b41bd3614e8c52a15e42cd0d90d6619358a63b6309fd39013549e,156b21bfb4002e50df6c11d409a648a8e66846615fc1c6f0467a1ff4538048c7,95e8fc24b7ff62f176ed5d58ffc9b08b7e9c79a4745f97201f97baac9e66c1da,a94eb17895bfe5c7bbc225b5c4306b3bfd48a73f346ff26816e2a629978ce2e4,843df38fc81df8c6dd0f30da1563fa624d05057775c74ecf6c6463eb03e2f900,cb200bc606a0cb3d900551e35f8e8f41e9814e6d9f9a058201de2b3c96248161,9cc62bb752f936e27caf71e85e51916fe05f4a2fe0b2a7244e397fbae936608b,485784ce4c2292d3fa9e2c29267c9d9dd4fd9c47b1720a2b08f7c8f7441abc90,d4e4879565ccd856c40f477c4405dec578893f01aa2a50b6db5439019a9dee6a,98b3293cf2faa27a49b90a3d0f7df8f968a7ec1f01a30f6e3976020f9497f985,c92595c20f4f1d0d7df0fdf1aa18137e095d038c53e13d8841aa030540055e42
"0","90008","0","0","0","10","100101","bgm_MC045","90","1","0","0","0","91002","0","10","215","10","100003","0","4100101","0","0","50","0","0","0","1001","10","410010101","1","0","0","0","0","500","0","0","0","1","ステージ1"
"0","90008","0","0","0","10","100102","bgm_MC045","90","1","0","0","0","91002","0","9","215","10","100003","0","4100102","0","0","50","0","0","0","1001","10","410010201","2","0","0","0","0","500","0","0","0","1.2","ステージ2"
"0","90008","0","0","0","10","100103","bgm_MC045","90","2","0","0","0","91002","0","8","215","10","100003","0","4100103","0","0","100","0","0","0","1001","10","410010301","3","0","0","0","0","750","0","0","0","1.3","ステージ3"
"0","90008","0","0","0","10","100104","bgm_MC045","90","2","0","0","0","91002","0","7","215","10","100003","0","4100104","0","-30","100","0","0","0","1001","10","410010401","4","0","0","0","0","750","0","0","0","1.2","ステージ4"
"0","90008","0","0","0","10","100105","bgm_MC045","90","2","0","0","0","91002","0","6","215","10","100003","0","4100105","0","0","150","0","0","0","1001","10","410010501","5","0","0","0","0","1000","0","0","0","1","ステージ5"
"0","90008","0","0","0","10","100106","bgm_MC045","90","2","0","0","0","91002","0","5","215","10","100003","0","4100106","0","0","150","0","0","0","1001","10","410010601","6","0","0","0","0","1000","0","0","0","1.5","ステージ6"
"0","90008","0","0","0","10","100107","bgm_MC045","90","2","0","0","0","91002","0","4","215","10","100003","0","4100107","0","0","150","0","0","0","1001","10","410010701","7","0","0","0","0","1000","0","0","0","1.3","ステージ7"
"0","90008","0","0","0","10","100108","bgm_MC045","90","3","0","0","0","91002","0","3","215","10","100003","0","4100108","0","0","200","0","0","0","1001","10","410010801","8","0","0","0","0","1500","0","0","0","1.5","ステージ8"
"0","90008","0","0","0","10","100109","bgm_MC045","90","3","0","0","0","91002","0","2","215","10","100003","0","4100109","0","0","250","0","0","0","1001","10","410010901","9","0","0","0","0","2000","0","0","0","1","ステージ9"
"0","90008","0","0","0","10","100110","bgm_MC045","90","3","0","0","0","91002","0","1","215","10","100003","0","4100110","0","-40","300","0","0","0","1001","10","410011001","10","0","0","0","0","2500","0","0","0","1.6","ステージ10"
