16a9e779de267589440e2dbb808a54f54572b207830a0dc839dd2bf9c1987714,0e0c1a902d199d37c20e23974ec186ff401ef4845d055b845e47a4bd1632239a,3b700afe5df18b013e4638b637fc19fc0d42ac9439195572069c86af8d54966d,69a2391eaae2398d8245fb9c02c0a58df6f0dbf05afae8acf4ec8b3395467e7d,5be78f3ea2e54314467f05ad49635273fe1adc79b9b3bfa1d2bc01eb159a0de1,51b5b80dea4d70eabcf86cce4cf082924884901775a0f7d04346c689404c0941,ea7eb536963c1651dc8bd0bf05d633911710d61be4e4fc046802a42de50ca67c,c74f78efef759807c1e88104c1a46a178658b6fc73e80fe9e946e9fea4d18ced,28afba4fadca33735306ec7b75b9bee58457a162e22fce2df18c3b163aecce70,a96cc7e5d957bd1c791812d177c7695a08a419b04915c1c40e4b304964cfd784,371cb5ca6d7755ab444244b7eac1aaddaeb2dbf58eba1e8450dd82783a647903,134f854079df6fcb162a71f7d15a80c947899a6412b291b49291ec899eb53309,61412aefe2bba34818ce8590217281e705189d6e8019c93084fb3b7c2738fe37,581c1f329b3459585b5befcf30944db7accfd1919fff3b6c421d513bd1d42045,2c63d1f08277f53e01df9cdf2f0566a8ab50846bf84abe83b0164aac80cd35b5,5335ecc613bdbe5e730cd0947004f27bba9db3f64e48309bd6f95babd8302be0
"2","90006","1","8","0","40","91002","0","0","0","0","2","40","1001101","22002","0"
"2","90006","2","8","0","60","91002","0","0","0","0","2","50","1001102","22002","0"
"2","90006","3","8","0","80","91002","0","0","0","0","2","60","1001103","22002","0"
"2","90006","4","8","0","100","91002","0","0","0","0","2","80","1001104","22002","0"
"2","90006","2","8","0","200","91002","0","0","0","0","2","150","1001105","22003","0"
"0","22002","0","2","0","20","90006","0","0","0","0","2","1","1001106","0","0"
"0","22002","0","2","0","20","90006","0","0","0","0","2","1","1001107","0","0"
"0","22002","0","2","0","20","90006","0","0","0","0","2","1","1001108","0","0"
"0","22002","0","2","0","20","90006","0","0","0","0","2","1","1001109","0","0"
"0","22003","0","2","0","20","90006","0","0","0","0","2","1","1001110","0","0"
"2","90006","1","8","0","40","91002","0","0","0","0","2","40","1002101","22002","0"
"2","90006","2","8","0","60","91002","0","0","0","0","2","50","1002102","22002","0"
"2","90006","3","8","0","80","91002","0","0","0","0","2","60","1002103","22002","0"
"2","90006","4","8","0","100","91002","0","0","0","0","2","80","1002104","22002","0"
"2","90006","2","8","0","200","91002","0","0","0","0","2","150","1002105","22003","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1002106","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1002107","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1002108","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1002109","0","0"
"0","22003","0","2","0","40","90006","0","0","0","0","2","1","1002110","0","0"
"2","90006","1","8","0","40","91002","0","0","0","0","2","40","1003101","22002","0"
"2","90006","2","8","0","60","91002","0","0","0","0","2","50","1003102","22002","0"
"2","90006","3","8","0","80","91002","0","0","0","0","2","60","1003103","22002","0"
"2","90006","4","8","0","100","91002","0","0","0","0","2","80","1003104","22002","0"
"2","90006","2","8","0","200","91002","0","0","0","0","2","150","1003105","22003","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1003106","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1003107","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1003108","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1003109","0","0"
"0","22003","0","2","0","40","90006","0","0","0","0","2","1","1003110","0","0"
"2","90006","1","8","0","40","91002","0","0","0","0","2","40","1004101","22002","0"
"2","90006","2","8","0","60","91002","0","0","0","0","2","50","1004102","22002","0"
"2","90006","3","8","0","80","91002","0","0","0","0","2","60","1004103","22002","0"
"2","90006","4","8","0","100","91002","0","0","0","0","2","80","1004104","22002","0"
"2","90006","2","8","0","200","91002","0","0","0","0","2","150","1004105","22003","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1004106","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1004107","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1004108","0","0"
"0","22002","0","2","0","40","90006","0","0","0","0","2","1","1004109","0","0"
"0","22003","0","2","0","40","90006","0","0","0","0","2","1","1004110","0","0"
