927f0bb101705e5524cd1704f22968c4ac062cc19bb1ee0ce3061e89face7b5e,d9c26ca6a6cf85c1598f702776d339d80b46e872d3d201c21af58404f23b4b36,f3dc1c5abaaaf5bd04b83c80f345195a4a8ce343e1ef6b0784dda4b8582ac7e6,fbcb28fbdc53cb46063dbc01c7be84e5e03182e185eb900ff1adb79e687e61cd,48b29ca77421b67c5d8ea8540c4d58dcca7721b4224b899ddc734d4a46a3a1cf,b259cffb6132dc490574b2a6d21874491212fb5e6464c1925bc263342f7f355b,d90bea50b7e77417af3cb58d8ac1de1feac2faeba6fdb8fbb2c9c5b244007851,2f8df0dd4ec68b7ecede983856fcf748a810913b995289eed72c903fa2f3b2b4,9140f50482940b67ece4edb8d0b4620f4f6d6646d78abf88d88a230f689d5dca,2b80c8701cd43b444ae0c91c84c859ebcbfb79eb5c74b0a11652308ca1fb715b,c5f402b12507ec02bd356d4f744750a84e98d1dffba753801b50dc0458c9bf9f,d45f807174265e7325fb390142167d1c35c508fc139f35b34c8e9418eaa1f6e1
"10","0","2","103","10140","0","10140101","1","0","游泳圈游泳（黃）","0","107511"
"15","0","2","102","10140","0","10140102","1","0","游泳圈游泳（藍）","0","107611"
"10","0","1","103","10140","0","10140103","1","0","游泳圈游泳（黃）","0","107711"
"10","0","2","102","10140","0","10140106","1","0","游泳圈游泳（藍）","0","108011"
"10","0","2","101","10140","0","10140107","1","0","游泳圈游泳（粉）","0","110011"
"10","0","1","101","10140","0","10140108","1","0","游泳圈游泳（粉）","0","110111"
"3","0","1","103","10140","0","10140109","1","0","游泳圈游泳（黃）","0","110311"
"10","0","2","102","10140","0","10140110","1","0","游泳圈游泳（藍）","0","110411"
"10","0","2","102","10140","0","10140111","1","0","游泳圈游泳（藍）","0","110511"
"50","0","2","101","10140","0","10140112","1","0","游泳圈游泳（粉）","0","110611"
"5","0","1","102","10140","0","10140113","1","0","游泳圈游泳（藍）","0","113111"
"5","0","1","102","10140","0","10140114","1","0","游泳圈游泳（藍）","0","113211"
"5","0","1","102","10140","0","10140115","1","0","游泳圈游泳（藍）","0","113311"
"10","0","2","102","10140","0","10140116","1","0","游泳圈游泳（藍）","0","113411"
"10","0","2","102","10140","0","10140117","1","0","游泳圈游泳（藍）","0","113511"
"10","0","2","102","10140","0","10140118","1","0","游泳圈游泳（藍）","0","113611"
"5","0","1","102","10140","0","10140119","1","0","游泳圈游泳（藍）","0","115711"
"10","0","2","101","10140","0","10140120","1","0","游泳圈游泳（粉）","0","117011"
"10","0","2","102","10140","0","10140121","1","0","游泳圈游泳（藍）","0","117111"
"10","0","2","102","10140","0","10140122","1","0","游泳圈游泳（藍）","0","117211"
"10","0","2","102","10140","0","10140123","1","0","游泳圈游泳（藍）","0","117311"
"10","0","2","101","10140","0","10140124","1","0","游泳圈游泳（粉）","0","117411"
"10","0","2","103","10140","0","10140125","1","0","游泳圈游泳（黃）","0","122411"
"5","0","1","102","10140","0","10140126","1","0","游泳圈游泳（藍）","0","122511"
"10","0","2","101","10140","0","10140127","1","0","游泳圈游泳（粉）","0","122611"
"10","0","1","102","10140","0","10140128","1","0","游泳圈游泳（藍）","0","122711"
"10","0","1","103","10140","0","10140129","1","0","游泳圈游泳（黃）","0","122811"
"10","0","1","101","10140","0","10140130","1","0","游泳圈游泳（粉）","0","122911"
"5","0","1","101","10140","0","10140132","1","0","游泳圈游泳（粉）","0","126711"
"10","0","2","103","10140","0","10140133","1","0","游泳圈游泳（黃）","0","126811"
"30","0","2","102","10140","0","10140134","1","0","游泳圈游泳（藍）","0","126911"
"5","0","1","101","10140","0","10140135","1","0","游泳圈游泳（粉）","0","127011"
"10","0","2","102","10140","0","10140136","1","0","游泳圈游泳（藍）","0","127111"
"10","0","2","103","10140","0","10140138","1","0","游泳圈游泳（黃）","0","129411"
"10","0","2","101","10140","0","10140139","1","0","游泳圈游泳（粉）","0","129511"
"10","0","2","151","10140","0","10140151","1","0","踢水","0","107511"
"10","0","2","151","10140","0","10140152","1","0","踢水","0","107611"
"10","0","1","151","10140","0","10140153","1","0","踢水","0","107711"
"10","0","2","151","10140","0","10140156","1","0","踢水","0","108011"
"10","0","2","151","10140","0","10140157","1","0","踢水","0","110011"
"3","0","1","151","10140","0","10140159","1","0","踢水","0","110311"
"10","0","2","151","10140","0","10140160","1","0","踢水","0","110411"
"10","0","2","151","10140","0","10140161","1","0","踢水","0","110511"
"5","0","1","151","10140","0","10140163","1","0","踢水","0","113111"
"5","0","1","151","10140","0","10140164","1","0","踢水","0","113211"
"5","0","1","151","10140","0","10140165","1","0","踢水","0","113311"
"10","0","2","151","10140","0","10140166","1","0","踢水","0","113411"
"10","0","2","151","10140","0","10140167","1","0","踢水","0","113511"
"10","0","2","151","10140","0","10140168","1","0","踢水","0","113611"
"5","0","1","151","10140","0","10140169","1","0","踢水","0","115711"
"10","0","2","151","10140","0","10140170","1","0","踢水","0","117011"
"10","0","2","151","10140","0","10140171","1","0","踢水","0","117111"
"10","0","2","151","10140","0","10140172","1","0","踢水","0","117211"
"10","0","2","151","10140","0","10140173","1","0","踢水","0","117311"
"10","0","2","151","10140","0","10140174","1","0","踢水","0","117411"
"10","0","2","151","10140","0","10140175","1","0","踢水","0","122411"
"5","0","1","151","10140","0","10140176","1","0","踢水","0","122511"
"10","0","2","151","10140","0","10140177","1","0","踢水","0","122611"
"10","0","1","151","10140","0","10140179","1","0","踢水","0","122811"
"10","0","1","151","10140","0","10140180","1","0","踢水","0","122911"
"5","0","1","151","10140","0","10140182","1","0","踢水","0","126711"
"10","0","2","151","10140","0","10140183","1","0","踢水","0","126811"
"5","0","1","151","10140","0","10140185","1","0","踢水","0","127011"
"10","0","2","151","10140","0","10140188","1","0","踢水","0","129411"
"10","0","2","151","10140","0","10140189","1","0","踢水","0","129511"
"10","0","2","201","10140","0","10140201","1","0","蛙泳","0","107511"
"10","0","2","201","10140","0","10140202","1","0","蛙泳","0","107611"
"10","0","1","201","10140","0","10140203","1","0","蛙泳","0","107711"
"20","0","2","201","10140","0","10140206","1","0","蛙泳","0","108011"
"10","0","2","201","10140","0","10140207","1","0","蛙泳","0","110011"
"3","0","1","201","10140","0","10140209","1","0","蛙泳","0","110311"
"10","0","2","201","10140","0","10140210","1","0","蛙泳","0","110411"
"10","0","2","201","10140","0","10140211","1","0","蛙泳","0","110511"
"5","0","1","201","10140","0","10140213","1","0","蛙泳","0","113111"
"5","0","1","201","10140","0","10140214","1","0","蛙泳","0","113211"
"10","0","2","201","10140","0","10140216","1","0","蛙泳","0","113411"
"10","0","2","201","10140","0","10140217","1","0","蛙泳","0","113511"
"10","0","2","201","10140","0","10140218","1","0","蛙泳","0","113611"
"5","0","1","201","10140","0","10140219","1","0","蛙泳","0","115711"
"10","0","2","201","10140","0","10140220","1","0","蛙泳","0","117011"
"10","0","2","201","10140","0","10140221","1","0","蛙泳","0","117111"
"10","0","2","201","10140","0","10140222","1","0","蛙泳","0","117211"
"10","0","2","201","10140","0","10140223","1","0","蛙泳","0","117311"
"10","0","2","201","10140","0","10140224","1","0","蛙泳","0","117411"
"10","0","2","201","10140","0","10140225","1","0","蛙泳","0","122411"
"5","0","1","201","10140","0","10140226","1","0","蛙泳","0","122511"
"10","0","2","201","10140","0","10140227","1","0","蛙泳","0","122611"
"5","0","1","201","10140","0","10140232","1","0","蛙泳","0","126711"
"10","0","2","201","10140","0","10140233","1","0","蛙泳","0","126811"
"5","0","1","201","10140","0","10140235","1","0","蛙泳","0","127011"
"10","0","2","201","10140","0","10140238","1","0","蛙泳","0","129411"
"10","0","2","201","10140","0","10140239","1","0","蛙泳","0","129511"
"10","0","2","251","10140","0","10140251","1","0","潛水","0","107511"
"10","0","2","251","10140","0","10140252","1","0","潛水","0","107611"
"20","0","2","251","10140","0","10140256","1","0","潛水","0","108011"
"10","0","2","251","10140","0","10140257","1","0","潛水","0","110011"
"3","0","1","251","10140","0","10140259","1","0","潛水","0","110311"
"10","0","2","251","10140","0","10140260","1","0","潛水","0","110411"
"10","0","2","251","10140","0","10140261","1","0","潛水","0","110511"
"5","0","1","251","10140","0","10140263","1","0","潛水","0","113111"
"5","0","1","251","10140","0","10140264","1","0","潛水","0","113211"
"10","0","2","251","10140","0","10140266","1","0","潛水","0","113411"
"10","0","2","251","10140","0","10140268","1","0","潛水","0","113611"
"5","0","1","251","10140","0","10140269","1","0","潛水","0","115711"
"10","0","2","251","10140","0","10140270","1","0","潛水","0","117011"
"10","0","2","251","10140","0","10140272","1","0","潛水","0","117211"
"10","0","2","251","10140","0","10140273","1","0","潛水","0","117311"
"10","0","2","251","10140","0","10140274","1","0","潛水","0","117411"
"10","0","2","251","10140","0","10140275","1","0","潛水","0","122411"
"5","0","1","251","10140","0","10140276","1","0","潛水","0","122511"
"10","0","2","251","10140","0","10140277","1","0","潛水","0","122611"
"5","0","1","251","10140","0","10140282","1","0","潛水","0","126711"
"5","0","1","251","10140","0","10140285","1","0","潛水","0","127011"
"10","0","2","303","10140","0","10140301","1","0","游泳圈+踢水（黃）","0","107511"
"15","0","2","302","10140","0","10140302","1","0","游泳圈+踢水（藍）","0","107611"
"20","0","2","302","10140","0","10140306","1","0","游泳圈+踢水（藍）","0","108011"
"10","0","2","301","10140","0","10140307","1","0","游泳圈+踢水（粉）","0","110011"
"3","0","1","303","10140","0","10140309","1","0","游泳圈+踢水（黃）","0","110311"
"10","0","2","302","10140","0","10140310","1","0","游泳圈+踢水（藍）","0","110411"
"10","0","2","302","10140","0","10140311","1","0","游泳圈+踢水（藍）","0","110511"
"5","0","1","302","10140","0","10140313","1","0","游泳圈+踢水（藍）","0","113111"
"5","0","1","302","10140","0","10140314","1","0","游泳圈+踢水（藍）","0","113211"
"5","0","1","302","10140","0","10140315","1","0","游泳圈+踢水（藍）","0","113311"
"10","0","2","302","10140","0","10140316","1","0","游泳圈+踢水（藍）","0","113411"
"10","0","2","302","10140","0","10140317","1","0","游泳圈+踢水（藍）","0","113511"
"10","0","2","302","10140","0","10140318","1","0","游泳圈+踢水（藍）","0","113611"
"5","0","1","302","10140","0","10140319","1","0","游泳圈+踢水（藍）","0","115711"
"10","0","2","301","10140","0","10140320","1","0","游泳圈+踢水（粉）","0","117011"
"10","0","2","302","10140","0","10140321","1","0","游泳圈+踢水（藍）","0","117111"
"10","0","2","303","10140","0","10140322","1","0","游泳圈+踢水（黃）","0","117211"
"10","0","2","302","10140","0","10140323","1","0","游泳圈+踢水（藍）","0","117311"
"10","0","2","301","10140","0","10140324","1","0","游泳圈+踢水（粉）","0","117411"
"10","0","2","303","10140","0","10140325","1","0","游泳圈+踢水（黃）","0","122411"
"5","0","1","302","10140","0","10140326","1","0","游泳圈+踢水（藍）","0","122511"
"10","0","2","301","10140","0","10140327","1","0","游泳圈+踢水（粉）","0","122611"
"10","0","1","302","10140","0","10140328","1","0","游泳圈+踢水（藍）","0","122711"
"10","0","1","303","10140","0","10140329","1","0","游泳圈+踢水（黃）","0","122811"
"10","0","1","301","10140","0","10140330","1","0","游泳圈+踢水（粉）","0","122911"
"5","0","1","301","10140","0","10140332","1","0","游泳圈+踢水（粉）","0","126711"
"10","0","2","303","10140","0","10140333","1","0","游泳圈+踢水（黃）","0","126811"
"5","0","1","301","10140","0","10140335","1","0","游泳圈+踢水（粉）","0","127011"
"10","0","2","303","10140","0","10140338","1","0","游泳圈+踢水（黃）","0","129411"
"10","0","2","301","10140","0","10140339","1","0","游泳圈+踢水（粉）","0","129511"
"10","0","2","351","10140","0","10140351","1","0","浮板+踢水（粉）","0","107511"
"15","0","2","352","10140","0","10140352","1","0","浮板+踢水（藍）","0","107611"
"20","0","2","352","10140","0","10140356","1","0","浮板+踢水（藍）","0","108011"
"10","0","2","351","10140","0","10140357","1","0","浮板+踢水（粉）","0","110011"
"3","0","1","352","10140","0","10140359","1","0","浮板+踢水（藍）","0","110311"
