6feec14b628b798bc266bcc7f70eef1fdef07ffedd4c5f4740b42dd84fd7881a,4a26e84d31b13ba3203e7899277f7e6c11103534c55f42ac52d2cb847fd4e635,0a901bbc08b37396cb8ea0de2c95982861598eca1172301c8a8ac0bf5b504be7,e47bce633d0a7139febf07c7d9fd1cfec6261f309675bad19ac3ba5f404140f5,2edf3f61e89030391fe936b6ad05ebb25b3198700d6c5d578cb4773b9e111f30
"1","99002","隨機裝備箱","box_rank_1-3","能夠獲得隨機的裝備。"
"2","99002","RANK3～6的裝備道具","eq_rank_3-6","角色於RANK1～4中必要的裝備道具"
"3","99002","RANK4～7的裝備道具","eq_rank_4-7","角色於RANK4～7中必要的裝備道具"
"4","99002","初音的記憶碎片","1000120101",""
"5","99002","栞的記憶碎片","1000120102",""
"6","99002","禊的記憶碎片","1000220101",""
"7","99002","美美的記憶碎片","1000220102",""
"8","99002","真步的記憶碎片","1000320101",""
"9","99002","香織的記憶碎片","1000320102",""
"10","99002","可可蘿（夏日）的記憶碎片","1000420101",""
"11","99002","咲戀的記憶碎片","1000420102",""
"12","99002","RANK5～8的裝備道具","eq_rank_5-8","角色於RANK5～8中必要的裝備道具"
"13","99002","美冬（夏日）的記憶碎片","1000520101",""
"14","99002","秋乃的記憶碎片","1000520102",""
"15","99002","純的記憶碎片","1000620101",""
"16","99002","優花梨的記憶碎片","1000620102",""
"17","99002","宮子（萬聖節）的記憶碎片","1000720101",""
"18","99002","依里的記憶碎片","1000720102",""
"19","99002","杏奈的記憶碎片","1000820101",""
"20","99002","深月的記憶碎片","1000820102",""
"21","99002","胡桃（聖誕節）的記憶碎片","1000920101",""
"22","99002","望的記憶碎片","1000920102",""
"23","99002","怜（新年）的記憶碎片","1001020101",""
"24","99002","優衣的記憶碎片","1001020102",""
"25","99002","惠理子（情人節）的記憶碎片","1001120101",""
"26","99002","璃乃的記憶碎片","1001120102",""
"27","99002","真琴的記憶碎片","1001220101",""
"28","99002","雪的記憶碎片","1001220102",""
"29","99002","露的記憶碎片","1001320101",""
"30","99002","伊緒的記憶碎片","1001320102",""
"31","99002","初音的記憶碎片","1001420101",""
"32","99002","栞的記憶碎片","1001420102",""
"33","99002","空花的記憶碎片","1001520101",""
"34","99002","莫妮卡的記憶碎片","1001520102",""
"35","99002","禊的記憶碎片","1001620101",""
"36","99002","美美的記憶碎片","1001620102",""
"37","99002","隨機裝備箱","box_rank_2-4","能夠獲得隨機的裝備。"
"38","99002","隨機裝備箱","box_rank_2-5","能夠獲得隨機的裝備。"
"39","99002","隨機裝備箱","box_rank_3-6","能夠獲得隨機的裝備。"
"40","99002","隨機裝備箱","box_rank_4-5","能夠獲得隨機的裝備。"
"41","99002","隨機裝備箱","box_rank_6-7","能夠獲得隨機的裝備。"
"42","99002","隨機裝備箱","box_rank_7-8","能夠獲得隨機的裝備。"
"43","99002","隨機裝備箱","box_rank_8-10","能夠獲得隨機的裝備。"
"44","99002","隨機裝備箱","box_rank_8-11","能夠獲得隨機的裝備。"
"45","99002","隨機裝備箱","box_rank_9-12","能夠獲得隨機的裝備。"
"46","99002","拉姆的記憶碎片","1001720101",""
"47","99002","鈴莓的記憶碎片","1001720102",""
"48","99002","真步的記憶碎片","1001820101",""
"49","99002","香織的記憶碎片","1001820102",""
"50","99002","伊緒（夏日）的記憶碎片","1001920101",""
"51","99002","美咲的記憶碎片","1001920102",""
"52","99002","可可蘿（夏日）的記憶碎片","1002020103",""
"53","99002","咲戀的記憶碎片","1002020104",""
"54","99002","香織（夏日）的記憶碎片","1002120103",""
"55","99002","霞的記憶碎片","1002120104",""
"56","99002","美冬（夏日）的記憶碎片","1002220101",""
"57","99002","秋乃的記憶碎片","1002220102",""
"58","99002","流夏的記憶碎片","1002320101",""
"59","99002","碧的記憶碎片","1002320102",""
"60","99002","純的記憶碎片","1002420101",""
"61","99002","優花梨的記憶碎片","1002420102",""
"62","99002","禊（萬聖節）的記憶碎片","1002520101",""
"63","99002","鏡華的記憶碎片","1002520102",""
"64","99002","宮子（萬聖節）的記憶碎片","1002620101",""
"65","99002","依里的記憶碎片","1002620102",""
"66","99002","智的記憶碎片","1002720101",""
"67","99002","茉莉的記憶碎片","1002720102",""
"68","99002","杏奈的記憶碎片","1002820101",""
"69","99002","深月的記憶碎片","1002820102",""
"70","99002","望（聖誕節）的記憶碎片","1002920101",""
"71","99002","伊莉亞的記憶碎片","1002920102",""
"72","99002","胡桃（聖誕節）的記憶碎片","1003020101",""
"73","99002","望的記憶碎片","1003020102",""
"74","99002","鈴莓（新年）的記憶碎片","1003120101",""
"75","99002","胡桃的記憶碎片","1003120102",""
"76","99002","怜（新年）的記憶碎片","1003220101",""
"77","99002","優衣的記憶碎片","1003220102",""
"78","99002","栞（魔法少女）的記憶碎片","1003320101",""
"79","99002","靜流的記憶碎片","1003320102",""
"80","99002","惠理子（情人節）的記憶碎片","1003420101",""
"81","99002","璃乃的記憶碎片","1003420102",""
"82","99002","未央（NGs）的記憶碎片","1003520101",""
"83","99002","千歌的記憶碎片","1003520102",""
"84","99002","真琴的記憶碎片","1003720101",""
"85","99002","雪的記憶碎片","1003720102",""
"86","99002","望（聖誕節）的記憶碎片","1003820101",""
"87","99002","伊莉亞的記憶碎片","1003820102",""
"88","99002","露的記憶碎片","1003920101",""
"89","99002","伊緒的記憶碎片","1003920102",""
"90","99002","咲戀的記憶碎片","1004020101",""
"91","99002","真陽的記憶碎片","1004020102",""
"92","99002","莫妮卡的記憶碎片","1004120101",""
"93","99002","空花的記憶碎片","1004120102",""
"94","99002","步未（奇幻）的記憶碎片","1004220101",""
"95","99002","嘉夜的記憶碎片","1004220102",""
"96","99002","伊緒（夏日）的記憶碎片","1004320101",""
"97","99002","美咲的記憶碎片","1004320102",""
"98","99002","杏奈（夏日）的記憶碎片","1004420101",""
"99","99002","惠理子的記憶碎片","1004420102",""
"100","99002","隨機裝備箱","box_rank_3-8","能夠獲得隨機的裝備。"
"101","99002","隨機裝備箱","box_rank_3-10","能夠獲得隨機的裝備。"
"102","99002","隨機裝備箱","box_rank_9-13","能夠獲得隨機的裝備。"
"103","99002","隨機裝備箱","box_rank_11-14","能夠獲得隨機的裝備。"
"108","99002","香織（夏日）的記憶碎片","1004520103",""
"109","99002","霞的記憶碎片","1004520104",""
"110","99002","美里（夏日）的記憶碎片","1004620101",""
"111","99002","綾音的記憶碎片","1004620102",""
"112","99002","流夏的記憶碎片","1004720101",""
"113","99002","碧的記憶碎片","1004720102",""
"114","99002","鈴奈的記憶碎片","1004820101",""
"115","99002","七七香的記憶碎片","1004820102",""
"1004901","99002","禊（萬聖節）的記憶碎片","1004920101",""
"1004902","99002","鏡華的記憶碎片","1004920102",""
"1005001","99002","茉莉（萬聖節）的記憶碎片","1005020101",""
"1005002","99002","紡希的記憶碎片","1005020102",""
"1005101","99002","智的記憶碎片","1005120101",""
"1005102","99002","茉莉的記憶碎片","1005120102",""
"1005201","99002","霞的記憶碎片","1005220101",""
"1005202","99002","智的記憶碎片","1005220102",""
"1005301","99002","拉姆的記憶碎片","1005320101",""
"1005302","99002","鈴莓的記憶碎片","1005320102",""
"1005401","99002","優花梨（聖誕節）的記憶碎片","1005420101",""
"1005402","99002","美冬的記憶碎片","1005420102",""
"1005501","99002","望（聖誕節）的記憶碎片","1005520101",""
"1005502","99002","伊莉亞的記憶碎片","1005520102",""
"1005601","99002","矛依未（新年）的記憶碎片","1005620101",""
"1005602","99002","凱留的記憶碎片","1005620102",""
"1005603","99002","隨機裝備箱","box_rank_11-14","能夠獲得隨機的裝備。"
"1005701","99002","鈴莓（新年）的記憶碎片","1005720101",""
"1005702","99002","胡桃的記憶碎片","1005720102",""
"1005801","99002","優衣（祭服）的記憶碎片","1005820101",""
"1005802","99002","怜的記憶碎片","1005820102",""
"1006001","99002","栞（魔法少女）的記憶碎片","1006020101",""
"1006002","99002","靜流的記憶碎片","1006020102",""
"1006101","99002","莉瑪（灰姑娘）的記憶碎片","1006120101",""
"1006102","99002","真步的記憶碎片","1006120102",""
"1006201","99002","未央（NGs）的記憶碎片","1006220101",""
"1006202","99002","千歌的記憶碎片","1006220102",""
"1006401","99002","秋乃的記憶碎片","1006420101",""
"1006402","99002","忍的記憶碎片","1006420102",""
"1006403","99002","隨機裝備箱","box_rank_4-11","能夠獲得隨機的裝備。"
"1006501","99002","碧（插班生）的記憶碎片","1006520101",""
"1006502","99002","珠希的記憶碎片","1006520102",""
"1006601","99002","嘉夜的記憶碎片","1006620101",""
"1006602","99002","美里的記憶碎片","1006620102",""
"1006701","99002","咲戀的記憶碎片","1006720101",""
"1006702","99002","真陽的記憶碎片","1006720102",""
"1006801","99002","珠希（工作服）的記憶碎片","1006820101",""
"1006802","99002","碧的記憶碎片","1006820102",""
"1006901","99002","步未（奇幻）的記憶碎片","1006920101",""
"1006902","99002","嘉夜的記憶碎片","1006920102",""
"1007001","99002","伊緒的記憶碎片","1007020101",""
"1007002","99002","美咲的記憶碎片","1007020102",""
"1007003","99002","隨機裝備箱","box_rank_4-12","能夠獲得隨機的裝備。"
"1007101","99002","杏奈（夏日）的記憶碎片","1007120101",""
"1007102","99002","惠理子的記憶碎片","1007120102",""
"1007201","99002","紡希（夏日）的記憶碎片","1007220101",""
"1007202","99002","琪愛兒的記憶碎片","1007220102",""
"1007301","99002","美里（夏日）的記憶碎片","1007320101",""
"1007302","99002","綾音的記憶碎片","1007320102",""
"1007401","99002","妮諾（大江戶）的記憶碎片","1007420101",""
"1007402","99002","深月的記憶碎片","1007420102",""
"1007501","99002","鈴奈的記憶碎片","1007520101",""
"1007502","99002","七七香的記憶碎片","1007520102",""
"1007601","99002","妮諾（萬聖節）的記憶碎片","1007620101",""
"1007602","99002","純的記憶碎片","1007620102",""
"1007603","99002","隨機裝備箱","box_rank_5-13","能夠獲得隨機的裝備。"
"1007701","99002","茉莉（萬聖節）的記憶碎片","1007720101",""
"1007702","99002","紡希的記憶碎片","1007720102",""
"1007901","99002","霞的記憶碎片","1007920101",""
"1007902","99002","智的記憶碎片","1007920102",""
"1008001","99002","真陽（聖誕節）的記憶碎片","1008020101",""
"1008002","99002","茜里的記憶碎片","1008020102",""
"1008101","99002","優花梨（聖誕節）的記憶碎片","1008120101",""
"1008102","99002","美冬的記憶碎片","1008120102",""
"1008201","99002","流夏（新年）的記憶碎片","1008220101",""
"1008202","99002","伊莉亞的記憶碎片","1008220102",""
"1008203","99002","隨機裝備箱","box_rank_6-14","能夠獲得隨機的裝備。"
"1008301","99002","矛依未（新年）的記憶碎片","1008320101",""
"1008302","99002","凱留的記憶碎片","1008320102",""
"1008401","99002","可可蘿的記憶碎片","1008620101",""
"1008402","99002","凱留的記憶碎片","1008620102",""
"1008601","99002","優衣（祭服）的記憶碎片","1008620101",""
"1008602","99002","怜的記憶碎片","1008620102",""
"1008801","99002","真陽（遊俠）的記憶碎片","1008820101",""
"1008802","99002","鈴的記憶碎片","1008820102",""
"1008901","99002","莉瑪（灰姑娘）的記憶碎片","1008920101",""
"1008902","99002","真步的記憶碎片","1008920102",""
"1009001","99002","嘉夜的記憶碎片","1009020101",""
"1009002","99002","珠希的記憶碎片","1009020102",""
"1009003","99002","隨機裝備箱","box_rank_7-15","能夠獲得隨機的裝備。"
"1009101","99002","秋乃的記憶碎片","1009120101",""
"1009102","99002","忍的記憶碎片","1009120102",""
"1009301","99002","嘉夜的記憶碎片","1009320101",""
"1009302","99002","美里的記憶碎片","1009320102",""
"1009401","99002","碧（露營）的記憶碎片","1009420101",""
