dcd9d6ca0c19d8d641821f9f8a4b922bd0f63ec53507b07f4f840f7ef8570a8d,0eb0f7ce3371b7e19d92c9925194464fab944d9aac844404c5d48b7e02c70538,382b78b8008c546bf09002af3fecbb2191d4cd54f1193decc8860874e3f92602,aa11da2bfdfc8359ebe7420c42a5e7fa6fcdd546715ece509e3803959f1dbea1,56f9d329402578fb48e3c84539d843959db751ace8e76197f8dcd665fb6123bf,00aa0f22b5ae08eabcce066122a886574e1bbd6f82cbee7e11e6126e8570476c,a66461f415570b364acccdb980dd2e07248ae5055ccba5234af55700f2660aae,58e9d8714d42d88325fb246289461542b4bc8006ff930ce0f69224480bf5a891,9a6b8f52a5c8cfa6fddb06b3eeca8f6641d1a25587280b54802f335668a70ce4,b120da2b1737db0500cafe1f52c36513b07df22b69bab646b088625c3128a268,9e2d01a9bf7b6bdf01f0ef548e1d2e8ab98863a61608354cbb5e901677f0afde,53fbdf35a015f597127f5b3331b04561b4c8979e17873988719cff135cd27b6f,98a2790bf226f88c39b1bcde3bb20df5e9e3a1f4b5fa8a94d7a6b84143148aab,ab8ee0c8a9a5eb0bcf9b3f927a0f9926b45d6fed671031cb799721630c940fcc,efd6036b8d7e650033aa0ebc4c1857e4906c40198ed9b1bc33e358ff52c03b91,896c67e2e03cc1da33727288e10cef4e8453207380c9344f2c916146b95e0613,04ba36d7d6bc7888ea1847ae515845ef82f97e267f4df9e8cebf668dea615dec,f3d5a3616a14248edb601a7c40932d0e33d01d54df979919e99d2ad1580bcf1f,48b624445ebc4321674d5a9735043adad96fcf67b13e1a4ab3960743772739b8,64de88703f6d24dec150607c9024f133cf33b55e6755373f7f74bf0802f199ca,edf49883111f1431e31d98fd38ade2870c5e8a7415c4e2dbe3b81eb204394c9f,e2bc1b857f20db57b1c156bdd2b9d926bafd0860bb9677a4e5dbbb80f95a35ad,2c102c7c5f42fb1b35254215cb9ce19a66e3378961e9f3f6f630fd3fca385b7a,0b25b24ef2477be5bdded5ca47bbb3350aed46af21263a62d951a231663e01ef,b5e9561bafd67313d54f6d9f3e36c0738235c157b21b064a9061e9ac4eec5fe7,4afdff52e97698c9cba9740551bee8ee9eda7963e754aa5cdacbcd38341136fd,45245cab7daf0ccc41d186208cde0914b9a0fdfea6b4d900e8f3e15f8114f7a5,66d88f81bf59166b20e848d2559b74ad4098af7148f258a8e31bcc25c52e426f,351e3913cc53e5e0b0f2e031472781ec76290eb91b4450a77fc3bd5f813a56e8,c18b617cacbfb99a8f09397b60d720a1edf457d954282162f58ec7d9a9895ad1,0953c46bb97354ca15993c317c25f1d3950bbec1976b502e6cbd4d70bf1bca0e,aee150d8bc888f64a4775554cbe9deafa3ac76b2a9a82230904a713fec4d9285,ffd9c8f854a357f6a8272bbd6c70f2970c77dc1fa3c2de814e8efca8fd0d9fd3,0e34f0a8b4a04285f18270cac1eec1bea08e5ae32256fa69d9e8ed61b0e3dd2a,38c4ad3c90ccc6fafda834045cc3cc5bceb43d16702ccbbb17c36596cf1cd45e,41870ab96744e235e77ec23ce2803d8ee21892f51c2fd4e3f2e5111ea34d60b2,5410d733de6ff957fd74862acfc4a0da2f72e6e6a578b470acf8c405b9a90d5b,13ea775847c23c450bf8e4d4a075397343885648996f46fbaa0bc96d678e93e8,05998b04c9846f566e68903529d31dcfc81a80175088acf5213c4ed2ca54dc22
"1","401010041","1","401010021","1001105","10010101","1","1001203","1.1","1001201","1001204","1001301","1001103","0.03","1001104","1001101","100000","1001","0","10010102","1001205","1.2","10010105","10010104","401010051","1","710011","10010103","401010011","1.1","0","1","401010031","1","1","1001102","1","1001202","1"
"1","401010041","-1","401010021","1001110","10010101","1.2","1001208","1.5","1001206","1001209","1001303","1001108","0.06","1001109","1001106","100000","1001","0","10010102","1001210","2","10010105","10010104","401010051","2","710011","10010103","401010011","1.7","0","1.2","401010031","2","1","1001107","1","1001207","2"
"1","401020041","1","401020021","1002105","10020101","1","1002203","1.1","1002201","1002204","1001301","1002103","0.03","1002104","1002101","100000","1002","0","10020102","1002205","1.2","10020105","10020104","401020051","1","710021","10020103","401020011","1.1","0","1","401020031","1","1","1002102","1","1002202","3"
"1","401020091","-1","401020071","1002110","10020101","1.2","1002208","1.5","1002206","1002209","1001303","1002108","0.06","1002109","1002106","100000","1002","0","10020102","1002210","2","10020105","10020104","401020101","2","710021","10020103","401020061","1.7","0","1.2","401020081","2","1","1002107","1","1002207","4"
"1","401030041","1","401030021","1003105","10030101","1","1003203","1.1","1003201","1003204","1001301","1003103","0.03","1003104","1003101","100000","1003","0","10030102","1003205","1.2","10030105","10030104","401030051","1","710031","10030103","401030011","1.1","0","1","401030031","1","1","1003102","1","1003202","5"
"1","401030091","-1","401030071","1003110","10030101","1.2","1003208","1.5","1003206","1003209","1001303","1003108","0.06","1003109","1003106","100000","1003","0","10030102","1003210","2","10030105","10030104","401030101","2","710031","10030103","401030061","1.7","0","1.2","401030081","2","1","1003107","1","1003207","6"
"1","401040041","1","401040021","1004105","10040101","1","1004203","1.1","1004201","1004204","1001301","1004103","0.03","1004104","1004101","100000","1004","0","10040102","1004205","1.2","10040105","10040104","401040051","1","710041","10040103","401040011","1.1","0","1","401040031","1","1","1004102","1","1004202","7"
"1","401040091","-1","401040071","1004110","10040101","1.2","1004208","1.5","1004206","1004209","1001303","1004108","0.06","1004109","1004106","100000","1004","0","10040102","1004210","2","10040105","10040104","401040101","2","710041","10040103","401040061","1.7","0","1.2","401040081","2","1","1004107","1","1004207","8"
"1","401040141","1","401040121","1004105","10050101","1","1004203","1.1","1004201","1004204","1001301","1004103","0.03","1004104","1004101","100000","1005","0","10050102","1004205","1.2","10050105","10050104","401040151","1","710051","10050103","401040111","1.1","0","1","401040131","1","1","1004102","1","1004202","9"
"1","401040191","-1","401040171","1004110","10050101","1.2","1004208","1.5","1004206","1004209","1001303","1004108","0.06","1004109","1004106","100000","1005","0","10050102","1004210","2","10050105","10050104","401040201","2","710051","10050103","401040161","1.7","0","1.2","401040181","2","1","1004107","1","1004207","10"
"1","401040241","1","401040221","1004105","10060101","1","1004203","1.3","1004201","1004204","1001301","1004103","0.03","1004104","1004101","100000","1006","0","10060102","1004205","1.5","10060105","10060104","401040251","1","710061","10060103","401040211","1.3","0","1","401040231","1","1","1004102","1","1004202","11"
"1","401040291","-1","401040271","1004110","10060101","1.3","1004208","1.8","1004206","1004209","1001303","1004108","0.06","1004109","1004106","100000","1006","0","10060102","1004210","2","10060105","10060104","401040301","2","710061","10060103","401040261","1.8","0","1.3","401040281","2","1","1004107","1","1004207","12"
