38a3e05b23a5e6f53e65aab99e3ec9c5d4b6647d6709ff472fc5ffc8b7b72680,4c59621422e9a27af975e59a53e0e81d6f21a5891ff05a56392ec60950974109,b07a82748a7b013884e65a6e9eb24be067cfc1ed2791b519c39228d626357759,5886c65f9c98524d4c2b3a44d45bd4ba85fd5ade72c7c4e2f8cc5d6e0f106a56,4710fc8c1a3eadb5d67cd0ee4db0a15f6278d98c36c1e1a4be37e7db2e17f8be,255bffdce510ac27da873ed26a84367cad2426db531858c42f60d201aa605bc3,2b5dc4240b1a7ec5d2d57798838e84a3c4d07098e8889522631252fb67f6fb74,0d692423aa67ac82cd0249b603bd378afd09fc98cfa4b54ae878d4676f3de790,1e052e8bffd409e6b22c93c95e2b005666aa30fa24ab06786407af9c1f032206,7594faa4f77bd229584126d68d4656171c750ed5a45c520a73b08c933334ff1f,93e61dd9d06eb9bc1a09053438bd822c721329bb0dc77bbca6ed36e23f874332
"25021","8","2","1","10","91002","31","2","8","284001001","25014"
"25021","8","2","2","10","91002","31","2","8","284001002","25014"
"25021","8","2","3","10","91002","32","2","8","284001003","25014"
"25021","8","2","4","10","91002","32","2","8","284001004","25014"
"25021","8","2","5","10","91002","33","2","8","284001005","25014"
"25021","8","2","6","10","91002","33","2","9","284001006","25014"
"25021","8","2","7","10","91002","34","2","9","284001007","25014"
"25021","8","2","8","10","91002","35","2","9","284001008","25014"
"25021","8","2","9","10","91002","35","2","9","284001009","25014"
"25021","8","2","10","30","91002","37","2","10","284001010","25014"
"25021","8","2","11","10","91002","41","2","10","284001011","25014"
"25021","8","2","12","10","91002","43","2","11","284001012","25014"
"25021","8","2","13","10","91002","46","2","11","284001013","25014"
"25021","8","2","14","10","91002","48","2","12","284001014","25014"
"25021","8","2","15","10","91002","50","2","12","284001015","25014"
"25021","8","2","16","10","91002","53","2","13","284001016","25014"
"25021","8","2","17","10","91002","55","2","14","284001017","25014"
"25021","8","2","18","10","91002","58","2","14","284001018","25014"
"25021","8","2","19","10","91002","60","2","15","284001019","25014"
"25021","8","2","20","30","91002","62","2","15","284001020","25014"
"25021","8","2","21","10","91002","68","2","16","284001021","25014"
"25021","8","2","22","10","91002","70","2","16","284001022","25014"
"25021","8","2","23","10","91002","72","2","16","284001023","25014"
"25021","8","2","24","10","91002","75","2","17","284001024","25014"
"25021","8","2","25","10","91002","77","2","18","284001025","25014"
"25021","8","2","26","10","91002","79","2","18","284001026","25014"
"25021","8","2","27","10","91002","82","2","19","284001027","25014"
"25021","8","2","28","10","91002","84","2","19","284001028","25014"
"25021","8","2","29","10","91002","86","2","19","284001029","25014"
"25021","8","2","30","30","91002","89","2","20","284001030","25014"
"25021","8","2","31","10","91002","94","2","20","284001031","25014"
"25021","8","2","32","10","91002","96","2","21","284001032","25014"
"25021","8","2","33","10","91002","99","2","21","284001033","25014"
"25021","8","2","34","10","91002","101","2","22","284001034","25014"
"25021","8","2","35","10","91002","103","2","22","284001035","25014"
"25021","8","2","36","10","91002","106","2","23","284001036","25014"
"25021","8","2","37","10","91002","108","2","23","284001037","25014"
"25021","8","2","38","10","91002","111","2","24","284001038","25014"
"25021","8","2","39","10","91002","113","2","25","284001039","25014"
"25021","8","2","40","30","91002","115","2","25","284001040","25014"
"25021","8","2","41","10","91002","121","2","26","284001041","25014"
"25021","8","2","42","10","91002","123","2","27","284001042","25014"
"25021","8","2","43","10","91002","125","2","28","284001043","25014"
"25021","8","2","44","10","91002","128","2","28","284001044","25014"
"25021","8","2","45","10","91002","130","2","29","284001045","25014"
"25021","8","2","46","10","91002","132","2","30","284001046","25014"
"25021","8","2","47","10","91002","135","2","30","284001047","25014"
"25021","8","2","48","10","91002","137","2","31","284001048","25014"
"25021","8","2","49","10","91002","139","2","31","284001049","25014"
"25021","8","2","50","30","91002","142","2","31","284001050","25014"
"25021","8","2","51","10","91002","144","2","32","284001051","25014"
"25021","8","2","52","10","91002","146","2","32","284001052","25014"
"25021","8","2","53","10","91002","149","2","32","284001053","25014"
"25021","8","2","54","10","91002","152","2","33","284001054","25014"
"25021","8","2","55","10","91002","155","2","33","284001055","25014"
"25021","8","2","56","10","91002","157","2","33","284001056","25014"
"25021","8","2","57","10","91002","160","2","34","284001057","25014"
"25021","8","2","58","10","91002","163","2","34","284001058","25014"
"25021","8","2","59","10","91002","166","2","34","284001059","25014"
"25021","8","2","60","30","91002","169","2","35","284001060","25014"
"25021","8","2","61","10","91002","171","2","35","284001061","25014"
"25021","8","2","62","10","91002","174","2","35","284001062","25014"
"25021","8","2","63","10","91002","177","2","36","284001063","25014"
"25021","8","2","64","10","91002","180","2","36","284001064","25014"
"25021","8","2","65","10","91002","182","2","36","284001065","25014"
"25021","8","2","66","10","91002","185","2","37","284001066","25014"
"25021","8","2","67","10","91002","187","2","37","284001067","25014"
"25021","8","2","68","10","91002","190","2","37","284001068","25014"
"25021","8","2","69","10","91002","193","2","38","284001069","25014"
"25021","8","2","70","30","91002","196","2","38","284001070","25014"
"25021","8","2","71","10","91002","200","2","39","284001071","25014"
"25021","8","2","72","10","91002","204","2","39","284001072","25014"
"25021","8","2","73","10","91002","208","2","40","284001073","25014"
"25021","8","2","74","10","91002","212","2","40","284001074","25014"
"25021","8","2","75","10","91002","216","2","41","284001075","25014"
"25021","8","2","76","10","91002","220","2","41","284001076","25014"
"25021","8","2","77","10","91002","224","2","42","284001077","25014"
"25021","8","2","78","10","91002","228","2","42","284001078","25014"
"25021","8","2","79","10","91002","232","2","43","284001079","25014"
"25021","8","2","80","30","91002","236","2","43","284001080","25014"
"25021","8","2","81","10","91002","240","2","44","284001081","25014"
"25021","8","2","82","10","91002","244","2","44","284001082","25014"
"25021","8","2","83","10","91002","248","2","45","284001083","25014"
"25021","8","2","84","10","91002","252","2","45","284001084","25014"
"25021","8","2","85","10","91002","256","2","46","284001085","25014"
"25021","8","2","86","10","91002","260","2","46","284001086","25014"
"25021","8","2","87","10","91002","264","2","47","284001087","25014"
"25021","8","2","88","10","91002","268","2","47","284001088","25014"
"25021","8","2","89","10","91002","272","2","48","284001089","25014"
"25021","8","2","90","30","91002","276","2","48","284001090","25014"
