e3b78210028a523dec52ccb70a74277ce6667fb5e5e2cb375431e1d33bd5a6a4,ade479b03ac05e61b8daf3010cd449ca2f5bbeb32b517e6ff220e948e00d5a91,a294048eeb413288fe2aaf56814ea17088decff2425f99b7e094cac7600cfad6,1057828d244feea07b43bc23deb38a79d758f951ac9f5cf84dd2cdbdd776b12c,65bf515439695250e0f2428eb1dff0aacf69ae3fd5e9a8fb9275907eacfcd1fe,6e770f16e69feed9bc5a352b8ce2379bed1ddef3805aa61219614cd7af14bb42,b402ecdd234d3ffbbc65ef53226e80dfe5c0dbb01185732edfbb7e251b54c0ca,6412fe00a98b6be51f10d20b42619a2986e5c5cb8436928c1a4619d4a1bb12da,2f9ba55342ff61eebc6294135787cb014bad064f39f6b30f4bde6ca7d1afc869,e25047da2b149cc9fff77c3a909a0e55b9206acfde63b0aa758712ceea3906b8,83fa948c41532c4ff93a0a3010357ad0bf093de0f8dee9a1f391a47c0ac47646
"1","岩浣熊的生態筆記①","10143105","10116111","0","10116","207300","1","0","0","0"
"1","岩浣熊的生態筆記②","0","10116112","0","10116","207300","2","0","0","0"
"1","岩浣熊的生態筆記③","0","10116113","0","10116","207300","3","0","0","0"
"1","岩浣熊的生態筆記④","0","10116114","0","10116","207300","4","0","0","0"
"1","洗東西的師傅大人","0","10116115","8","10116","207300","5","75","1","91002"
"1","小狸貓的生態筆記①","0","10116121","0","10116","207000","1","0","0","0"
"1","小狸貓的生態筆記②","0","10116122","0","10116","207000","2","0","0","0"
"1","小狸貓的生態筆記③","0","10116123","0","10116","207000","3","0","0","0"
"1","小狸貓的生態筆記④","0","10116124","0","10116","207000","4","0","0","0"
"1","小小的重逢與幻惑","0","10116125","8","10116","207000","5","75","1","91002"
"1","哥布林王者的生態筆記①","0","10116131","0","10116","305700","1","0","0","0"
"1","哥布林王者的生態筆記②","0","10116132","0","10116","305700","2","0","0","0"
"1","哥布林王者的生態筆記③","0","10116133","0","10116","305700","3","0","0","0"
"1","哥布林王者的生態筆記④","0","10116134","0","10116","305700","4","0","0","0"
"1","學習先從表面開始","0","10116135","8","10116","305700","5","75","1","91002"
"2","沉睡之梟的生態筆記①","10143105","10116211","0","10116","206900","1","0","0","0"
"2","沉睡之梟的生態筆記②","0","10116212","0","10116","206900","2","0","0","0"
"2","沉睡之梟的生態筆記③","0","10116213","0","10116","206900","3","0","0","0"
"2","沉睡之梟的生態筆記④","0","10116214","0","10116","206900","4","0","0","0"
"2","舒服到升天的睡眠感覺","0","10116215","8","10116","206900","5","75","1","91002"
"2","雷雷的生態筆記①","0","10116221","0","10116","304600","1","0","0","0"
"2","雷雷的生態筆記②","0","10116222","0","10116","304600","2","0","0","0"
"2","雷雷的生態筆記③","0","10116223","0","10116","304600","3","0","0","0"
"2","雷雷的生態筆記④","0","10116224","0","10116","304600","4","0","0","0"
"2","重視各自的生存方式","0","10116225","8","10116","304600","5","75","1","91002"
"2","喵特的生態筆記①","0","10116231","0","10116","215300","1","0","0","0"
"2","喵特的生態筆記②","0","10116232","0","10116","215300","2","0","0","0"
"2","喵特的生態筆記③","0","10116233","0","10116","215300","3","0","0","0"
"2","喵特的生態筆記④","0","10116234","0","10116","215300","4","0","0","0"
"2","你教會我的事","0","10116235","8","10116","215300","5","75","1","91002"
