d1241d9844ce8494a08b21b9f153c3e5400c2181784c5be1613f6d9923bde717,c3a9116789fe88cc562c560cd0e301da249468a2536f1e33a982e8d7e2a97499,7ea4042704671e3838950be20b9f4979e45086fbb8d2b0f8dec9c19d8c5e117e,0162ca2a6b04cd5a85fa9cbf76f205b1fb2e22d8fe86766602f0d85031b9ead4,1ef0766b132dac690e352b78f266e40a2961c3b3686d8f1ba90cc2137ba44775,46135cdb5cd83b70d9e9d7ffd415bf6ca65da9f444581da1507bbaab99b6db38,ae35a5cd3475c1a09285b62cb4991ac1142729b4b22f777666e84c8345e38db4,5cc9011216018e984d8a5b904c6a0370aa525dd66cf59e7621d5176832af2418,f3ee31c5bf2d3faa2856bbf090ccdf3e686bb9ddabc50da5a2f4dd60da4a6548,91eeaef89c8ff987e608f8f2a46b0e19954b65ee3745d14dd2c9fb33f0df6a72,bd6461df9a3a9fc0f2904ef4420c5aec3e84f0b21c99c33249ad270cb7eaf2e6,af2c6984f4860789e9e2ea43eb3c0936d945e63389fbfe5d89ea66dbd91a8e21,e8f304d7c88b7dcc33de27e502b8b39ebe07cb4de0b9ee4811d20a9fb34f9a41,6e6698330fd581838afa237da4b22e4770b4208fd8335edebbc155b0314d3d61,0ae716bc678f2a33ed6f15200d7971278a193c68ea26942af1c093472c35940e
"1","0","0","0","20012","1","0","40001","2","1","0","0","2001","7","20011"
"1","0","0","0","20022","1","0","40001","2","1","0","0","2002","7","20021"
"1","0","0","0","20032","1","0","40001","2","1","0","0","2003","7","20031"
"1","0","0","0","20042","1","0","40001","2","1","0","0","2004","7","20041"
"1","0","0","0","20052","1","0","40001","2","1","0","0","2005","7","20051"
"1","0","0","0","20062","1","0","40001","2","1","0","0","2006","7","20061"
"1","0","0","0","20072","1","0","40001","2","1","0","0","2007","7","20071"
"1","0","0","0","20082","1","0","40001","2","1","0","0","2008","7","20081"
"1","0","0","0","20092","1","0","40001","2","1","0","0","2009","7","20091"
"1","0","0","0","20102","1","0","40001","2","1","0","0","2010","7","20101"
"1","0","0","0","20112","1","0","40001","2","1","0","0","2011","7","20111"
"1","0","0","0","20122","1","0","40001","2","1","0","0","2012","7","20121"
"1","0","0","0","20132","1","0","40001","2","1","0","0","2013","7","20131"
"1","0","0","0","20142","1","0","40001","2","1","0","0","2014","7","20141"
"1","0","0","0","20152","1","0","40001","2","1","0","0","2015","7","20151"
"1","0","0","0","20162","1","0","40001","2","1","0","0","2016","7","20161"
"1","0","0","0","20172","1","0","40001","2","1","0","0","2017","7","20171"
"1","0","0","0","20182","1","0","40001","2","1","0","0","2018","7","20181"
"1","0","0","0","20192","1","0","40001","2","1","0","0","2019","7","20191"
"1","0","0","0","20202","1","0","40001","2","1","0","0","2020","7","20201"
"1","0","0","0","20212","1","0","40001","2","1","0","0","2021","7","20211"
"1","0","0","0","20222","1","0","40001","2","1","0","0","2022","7","20221"
"1","0","0","0","20232","1","0","40001","2","1","0","0","2023","7","20231"
"1","0","0","0","20242","1","0","40001","2","1","0","0","2024","7","20241"
"1","0","0","0","20252","1","0","40001","2","1","0","0","2025","7","20251"
"1","0","0","0","20262","1","0","40001","2","1","0","0","2026","7","20261"
"1","0","0","0","20272","1","0","40001","2","1","0","0","2027","7","20271"
"1","0","0","0","20282","1","0","40001","2","1","0","0","2028","7","20281"
"1","40","0","0","30012","1","0","40001","1","1","0","0","3001","7","30011"
"1","40","0","0","30022","5","0","40001","1","1","0","0","3002","7","30021"
"1","40","0","0","30032","6","0","40001","1","1","0","0","3003","7","30031"
"2","-58","0","0","30042","6","0","40001","1","1","0","0","3004","0","30041"
"1","-42","0","0","30052","1","0","40001","1","1","0","0","3005","-20","30051"
"1","-42","0","0","30062","5","0","40001","1","1","0","0","3006","-20","30061"
"1","0","0","0","30072","1","0","40001","1","1","0","0","3007","40","30071"
"1","0","0","0","30082","5","0","40001","1","1","0","0","3008","40","30081"
"1","0","0","0","30092","6","0","40001","1","1","0","0","3009","40","30091"
"1","0","0","0","40012","1","0","40001","1","2","0","0","4001","0","40011"
"1","0","0","0","40022","5","0","40001","1","2","0","0","4002","0","40021"
"1","0","0","0","40052","1","0","40001","1","2","0","0","4005","0","40051"
"1","0","0","0","40062","5","0","40001","1","2","0","0","4006","0","40061"
"2","0","0","0","40072","6","0","40001","1","2","0","0","4007","0","40071"
"2","0","0","0","40092","6","0","40004","1","2","0","0","4009","0","40091"
"1","0","0","0","40102","1","0","40004","1","2","0","0","4010","0","40101"
"1","0","0","0","40112","5","0","40004","1","2","0","0","4011","0","40111"
"1","0","0","0","40122","6","0","40001","1","2","0","0","4012","0","40121"
"1","0","0","0","40132","1","0","40004","1","2","0","0","4013","0","40131"
"1","0","0","0","40142","5","0","40004","1","2","0","0","4014","0","40141"
"1","0","0","0","40152","6","0","40001","1","2","0","0","4015","0","40151"
"1","0","0","0","40162","1","0","40004","1","2","0","0","4016","0","40161"
"1","0","0","0","40172","5","0","40004","1","2","0","0","4017","0","40171"
"1","0","0","0","40182","6","0","40001","1","2","0","0","4018","0","40181"
