3d224a315b44671f03c7d9fe529c0dc0daeece79432bf34c351fd7a00c50cdbc,d0818ef860edbe26a328ef2184ec35dad82d2e97d635c24d68e780a1a89fee56,94ec826193eef35e4a9134b97e5b6a62c51bd8bd23a2ec50ee4e81456da6516d,4023678df39c410de01ae331d9505f37b3af076182d336b2e7b8a4141f9ba71d,179478fbc8e9e371abda9ba49d19d543b78d8ef53126db1b5ba6e48c1c2711a5,802101100028eabfe066ffc6ac9ac9547021cff41d3163d4244c3c48a5dd7c05,b70e2043801c0a5748eea1d8089c6ab312dc6235ee0976a6bccca3c8086421e2,4487880c87b077490a713dbdda71aa9693b5fe487c84ff7b8a5dd8da6ed8ab2d
"0","13","1000001","1000","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","準備了各式各樣的\n小遊戲哦！\n要遊玩哪個小遊戲呢？"
"0","13","1000002","1000","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","介紹你有趣的小遊戲！\n你要遊玩哪個\n小遊戲呢？"
"0","13","1001001","1001","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","這個賣\n{0}盧幣！\n請務必購買\n遊玩哦！"
"0","12","1002001","1002","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","請點擊動來動去的愛心！\n來幫忙\n靜流和惠理子\n製作巧克力蛋糕吧！"
"0","11","1003001","1003","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","請拉空花，\n讓她飛得越遠越好吧！\n利用各種事件讓空花\n得到絕頂體驗吧！"
"0","3","1004001","1004","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","點擊左邊右邊，\n打倒奄美魔物吧！\n釋放！\n琉球犬大迴旋踢擊！"
"0","7","1005001","1005","2020-06-22 16:00:00","2030-04-01 14:00:00","190801","要不要點擊面板，\n和龍族巢穴的大家一起\n進行接龍對決？\n用韻腳把字詞連接起來吧！"
"0","2","1006001","1006","2020-09-01 16:00:00","2030-04-01 14:00:00","190801","配合老鼠靈敏的動作，\n點擊擊退牠吧！\n和充滿幹勁的鈴一起\n保護重要的起司吧！"
"0","4","1007001","1007","2021-01-06 16:00:00","2030-04-01 14:00:00","190801","這是美里與社員們的\n打擊特訓喔！\n以全壘打為目標，\n看準擊球時機把球打出去吧。"
"0","6","1008001","1008","2022-01-03 16:00:00","2030-04-01 14:00:00","190801","使用慈樂之音代幣\n來獲得加油道具吧！\n代幣可以用盧幣來交換喔。\n"
"0","13","1009001","1009","2022-04-25 16:00:00","2030-04-01 14:00:00","190801","試著在布丁筆記本中確認\n吃掉的布丁吧！\n布丁的材料可以使用\n盧幣購買喔。"
"0","4","1010001","1010","2022-08-01 16:00:00","2030-04-01 14:00:00","190801","小隊一起來挑戰謎題看看吧！\n看是要單獨試試自己的實力，還是要和多\n位夥伴一起遊玩，請選擇\n喜歡的模式吧♪"
"0","6","1011001","1011","2022-11-25 16:00:00","2030-04-01 14:00:00","190801","在3個回合內盡情奔馳，\n以綜合排名第１名為目標吧！\n各參加角色與GP的特徵，\n也是值得注目喔♪"
"0","6","1012001","1012","2024-01-17 16:00:00","2030-04-01 14:00:00","190801","跟凱留同學、鈴奈同學一起\n用猜謎來學習吧！\n放學後兩個人單獨待在教室……\n總覺得很令人怦然心動呢♪"
"0","6","1013001","1013","2024-08-15 16:00:00","2030-04-01 14:00:00","190801","開始行軍，出發討伐魔物！\n惠理子小姐和真琴小姐她們\n那可靠的背影，\n真是令新兵們十分景仰呢♪"
"0","6","1014001","1014","2025-03-15 16:00:00","2030-04-01 14:00:00","190801","跟蠻賊三姊妹一起\n挑戰戰車戰鬥！\n依照零件跟成員不同的搭配組合\n機器的特徵也會改變唷♪"
